Column1,Time,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,NR/30092023/26122029/SH-06,GNA/NR/2025/05/16/9317,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/7902,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,GNA/NR/2025/05/19/4843,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/6363,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/16/1698,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8456,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/3877,GNA/NR/2025/04/01/8964,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/8068,GNA/NR/2025/04/01/8510,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06
65,16:00-16:15,7.6,28,57,0,49,32,33.22,64,166.07,62.54,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,11.35,6.37,115.51,0,76.59,13.22,0,30.27,26.7,225.97,100.64,20.6,273.14,9.35,8.77,11.35,6.32,28.98,6.38,5.61,10.63,15.46,33,58.19,62.67,77.51,23,33,25.83,33,62.67,25.83

66,16:15-16:30,7.6,24,49,0,43,27,30.1,58,150.52,55.27,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,10.28,6.37,115.51,0,76.59,13.22,0,30.27,26.7,225.97,100.64,20.6,273.14,9.35,7.95,10.28,6.32,28.98,6.38,5.61,10.63,15.46,33,33.12,62,79.01,23.33,33,26.33,33,62,26.33

67,16:30-16:45,7.6,22,43,0,39,23,26.96,49,134.82,48.93,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,9.22,6.37,115.51,0,76.59,13.22,0,30.27,26.7,261.4,100.64,20.6,273.14,9.35,7.12,9.22,6.32,28.98,6.38,5.61,10.63,15.46,33,29.22,56.67,77.51,23,33,25.83,33,56.67,25.83

68,16:45-17:00,7.6,18,37,0,33,21,23.56,43,117.82,42.46,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,8.16,6.37,115.51,0,76.59,13.22,0,30.27,26.7,261.4,100.64,20.6,273.14,9.35,6.3,8.16,6.32,28.98,6.38,5.61,10.63,15.46,33,27.27,55,76.99,22.67,33,25.67,33,55,25.67

69,17:00-17:15,7.8,15,30,0,27,17,19.98,38,99.91,36.1,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,7.03,5.62,68.17,0,74.89,13.22,0,29.27,26.7,261.4,100.64,20.6,273.14,9.35,5.43,7.03,6.7,28.98,6.38,5.84,10.63,15.46,33,25.33,54.67,76.01,22.33,27.17,25.33,33,54.67,25.33

70,17:15-17:30,8,11,23,0,21,12,16.63,32,83.12,29.09,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,5.86,5.62,68.17,0,74.89,13.22,0,29.27,26.7,261.4,100.64,20.6,273.14,9.35,4.54,5.86,6.7,28.98,6.38,5.84,10.63,15.46,29.85,25.31,53.67,75,22,9.7,25,31.13,53.67,25

71,17:30-17:45,11.21,8,16,0,15,10,13.27,22,66.36,22.88,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,4.76,5.62,68.17,0,74.89,13.22,0,29.77,26.7,261.4,100.64,20.6,273.14,9.86,3.68,4.76,6.7,28.98,6.38,5.84,10.63,15.46,20.77,18.94,63.28,81.94,26.69,4.85,27.32,22.26,63.28,27.32

72,17:45-18:00,11.61,5,10,0,9,7,10.07,13,50.36,16.97,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,3.67,5.62,68.17,0,74.89,13.22,0,29.77,26.7,261.4,100.64,20.6,273.14,9.86,2.83,3.67,6.7,28.98,6.38,5.84,10.63,15.46,13.53,11.74,63.86,81.41,27.2,0.97,27.13,14.79,63.86,27.13

73,18:00-18:15,11.61,2,5,0,4,5,7.24,8,36.21,12.23,26.7,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,2.63,5.9,68.17,0,74.89,13.22,14.49,29.77,26.7,261.4,100.64,20.6,273.14,9.86,2.03,2.63,6.94,28.98,6.38,6.23,10.63,15.46,6.49,6.44,63.18,79.76,26.39,0,26.58,7.72,63.18,26.58

74,18:15-18:30,12.01,1,3,0,2,3,4.85,5,24.24,8.44,26.7,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,1.7,5.9,68.17,0,74.89,13.22,14.49,29.77,26.7,261.4,100.64,20.6,273.14,9.86,1.31,1.7,6.94,28.98,6.38,6.23,10.63,15.46,1.8,3.65,62.72,78.11,26.04,0,26.03,2.88,62.72,26.03

75,18:30-18:45,12.01,0,0,0,1,1,3.03,2,15.17,0.72,26.7,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0.97,5.9,68.17,0,87.13,13.22,14.49,29.77,26.7,261.4,100.64,20.6,273.14,9.86,0.75,0.97,6.94,28.98,6.38,6.23,10.63,15.46,0.01,1.35,61.89,76.99,26.03,0,25.67,0.2,61.89,25.67

76,18:45-19:00,12.41,0,0,0,0,1,1.68,1,8.37,0.27,26.7,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0.44,5.9,115.51,0,87.13,13.22,14.49,29.77,26.7,261.4,100.64,20.6,273.14,9.86,0.34,0.44,6.94,28.98,6.38,6.23,10.63,15.46,0,0,61.71,75.9,25.91,0,25.3,0,61.71,25.3

77,19:00-19:15,8,0,0,0,0,0,0.63,0,3.15,0.18,19.48,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.37,115.51,0,87.13,13.22,14.49,29.77,29,261.4,100.64,18.57,273.14,9.86,0,0,7.09,28.98,6.38,6.23,10.63,15.46,0,0,60.51,74.81,25.32,0,24.93,0,60.51,24.93

78,19:15-19:30,8.4,0,0,0,0,0,0.07,0,0.37,0,15.28,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.37,115.51,0,87.13,13.22,14.49,29.77,29,261.4,100.64,18.57,273.14,9.86,0,0,7.09,28.98,6.38,6.23,10.63,15.46,0,0,58.88,73.69,24.79,0,24.57,0,58.88,24.57

79,19:30-19:45,7,0,0,0,0,0,0.01,0,0.05,0,15.28,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.37,115.51,0,87.13,13.68,14.49,29.77,29,261.4,100.64,18.57,273.14,9.86,0,0,7.09,28.98,6.38,5.69,10.63,15.46,0,0,57.53,72.04,23.94,0,24.02,0,57.53,24.02

80,19:45-20:00,7,0,0,0,0,0,0,0,0,0,15.28,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.37,115.51,0,87.13,13.68,14.49,29.77,29,261.4,100.64,18.57,273.14,9.86,0,0,7.09,28.98,6.38,5.69,10.63,15.46,0,0,56.22,71.51,23.26,0,23.83,0,56.22,23.83

81,20:00-20:15,7,0,0,0,0,0,0,0,0,0,4.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.18,115.51,0,87.13,13.68,14.49,31.29,29.5,261.4,100.64,18.57,273.14,9.86,0,0,7.24,28.98,6.38,5.69,10.63,15.46,0,0,58.74,71.51,21.67,0,23.83,0,58.74,23.83

82,20:15-20:30,7,0,0,0,0,0,0,0,0,0,4.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.18,115.51,0,87.13,13.68,14.49,30.78,29.5,261.4,100.64,18.57,273.14,9.86,0,0,7.24,28.98,6.38,5.69,10.63,15.46,0,0,57.42,71.51,21,0,23.83,0,57.42,23.83

83,20:30-20:45,6.8,0,0,0,0,0,0,0,0,0,29.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.18,115.51,0,87.13,13.68,14.49,30.27,29.5,261.4,100.64,18.57,273.14,9.86,0,0,6.55,28.98,6.38,5.69,10.63,15.46,0,0,56.44,71.51,20,0,23.83,0,56.44,23.83

84,20:45-21:00,7.1,0,0,0,0,0,0,0,0,0,29.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.18,115.51,0,87.13,13.68,14.49,29.77,29.5,261.4,100.64,18.57,273.14,9.86,0,0,6.55,28.98,6.38,5.69,10.63,15.46,0,0,54.47,71.51,19.33,0,23.83,0,54.47,23.83

85,21:00-21:15,7.25,0,0,0,0,0,0,0,0,0,29.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.09,115.51,0,87.13,13.68,14.49,29.77,29.5,261.4,100.64,18.57,273.14,9.86,0,0,6.47,28.98,6.38,5.69,10.63,15.46,0,0,49.65,55.01,18.33,0,18.33,0,49.65,18.33

86,21:15-21:30,7.18,0,0,0,0,0,0,0,0,0,29.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.09,115.51,0,87.13,13.68,14.49,29.77,29.5,261.4,100.64,18.57,273.14,9.86,0,0,6.47,28.98,6.38,5.69,10.63,15.46,0,0,47.56,54,18.07,0,18,0,47.56,18

87,21:30-21:45,7.15,0,0,0,0,0,0,0,0,0,29.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.09,115.51,0,87.13,13.68,14.49,30.27,29.5,261.4,100.64,18.57,273.14,9.86,0,0,6.47,28.98,6.38,5.69,10.63,15.46,0,0,45.01,52.5,17.51,0,17.5,0,45.01,17.5

88,21:45-22:00,7.46,0,0,0,0,0,0,0,0,0,29.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.09,115.51,0,87.13,13.68,14.49,30.27,29.5,261.4,100.64,18.57,273.14,9.86,0,0,6.47,28.98,6.38,5.69,10.63,15.46,0,0,44.55,52.01,16.52,0,17.33,0,44.55,17.33

89,22:00-22:15,7.68,0,0,0,0,0,0,0,0,0,29.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.09,115.51,96.6,87.13,13.22,14.49,29.27,29.5,261.4,100.64,18.57,273.14,9.86,0,0,6.39,28.98,6.38,5.69,10.63,15.46,0,0,43.9,51.49,13.58,0,17.17,0,43.9,17.17

90,22:15-22:30,7.97,0,0,0,0,0,0,0,0,0,29.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.09,115.51,96.6,87.13,13.22,14.49,29.27,29.5,261.4,100.64,18.57,273.14,9.86,0,0,6.39,28.98,6.38,5.69,10.63,15.46,0,0,43.1,49.99,13.34,0,16.67,0,43.1,16.67

91,22:30-22:45,11,0,0,0,0,0,0,0,0,0,29.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.09,115.51,96.6,87.13,13.22,14.49,29.27,29.5,261.4,100.64,18.57,273.14,9.86,0,0,6.01,28.98,6.38,5.29,10.63,15.46,0,0,42.66,50.51,12.92,0,16.83,0,42.66,16.83

92,22:45-23:00,10.6,0,0,0,0,0,0,0,0,0,29.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,6.09,115.51,96.6,87.13,13.22,14.49,29.27,29.5,261.4,100.64,18.57,273.14,9.86,0,0,6.01,28.98,6.38,5.29,10.63,15.46,0,0,41.78,52.5,12.5,0,17.5,0,41.78,17.5

93,23:00-23:15,10,0,0,0,0,0,0,0,0,0,29.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,5.95,115.51,96.6,87.13,13.22,14.49,29.27,29.5,261.4,100.64,18.57,273.14,9.86,0,0,6.01,28.98,6.38,5.29,10.63,15.46,0,0,41.13,53.81,12.5,0,17.93,0,41.13,17.93

94,23:15-23:30,9.6,0,0,0,0,0,0,0,0,0,29.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,5.95,115.51,96.6,87.13,13.22,14.49,29.27,29.5,261.4,100.64,18.57,273.14,9.86,0,0,6.01,28.98,6.38,5.29,10.63,15.46,0,0,40.3,53.31,12.43,0,17.78,0,40.3,17.78

95,23:30-23:45,6.6,0,0,0,0,0,0,0,0,0,29.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,5.95,115.51,96.6,87.13,13.22,14.49,28.27,29.5,261.4,100.64,18.57,273.14,9.86,0,0,6.01,28.98,6.38,5.29,10.63,15.46,0,0,40.01,54.03,12.31,0,18.01,0,40.01,18.01

96,23:45-24:00,6.6,0,0,0,0,0,0,0,0,0,29.5,96.6,67.62,0,5.8,19.32,0,29.1,13.52,5.8,14.49,193.2,28.98,0,5.95,115.51,96.6,87.13,13.22,14.49,28.27,29.5,261.4,100.64,18.57,273.14,9.86,0,0,6.01,28.98,6.38,5.29,10.63,15.46,0,0,39.99,54.09,12.32,0,18.04,0,39.99,18.04

