Block,Time Block,DADRT2,DHAULIGNGA,RIHAND2,RIHAND1,RAPPB,RSTPSU1TO6,RAPPD,RSTPSU7,SALAL,RAMPUR,RIHAND3,RAPPC,CHAMERA1,CHAMERA3,CHAMERA2,JHAJJAR,FSTPP I & II,KHSTPP-I,DULHASTI,KGSU1AND2,KGSU3AND4,KHSTPP-II,PARBATI3,PARBATI2,KOLDAM,MAPS,KISHANGANGA,KUDGI,NJPC,KOTESHWR,NAPP,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,NLCIIST2,BSIUL,BRBCL,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,UNCHAHAR1,TALST2,UNCHAHAR4,TANAKPUR,VALLURNTECL,TEHRIPSP,URI2,UNCHAHAR3,TEHRI,TelanganaSTPP,TANDA2,UNCHAHAR2,URI,NLCEXP,NLCIIST1,SINGRAULI_HYDRO,SINGRAULI,TALA,SASAN,SIMHST1,SIMHST2,SEWA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,22.98,287.68,19.41,43.87,36.92,0,0,95.26,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,11.38,0,0,0,0,0,0,0,0,0,0,0,0,20.46,0,1.46,10.66,0,0,36.04,25.73,73.41,0,2.51,41.58,27.66,0,0,0,109.6,17.89,403.48,0,0,17.67,0,0,0,0,0

7,01:30-01:45,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,32.17,256.81,16.04,43.87,36.92,0,0,95.26,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,10.75,0,0,0,0,0,0,0,0,0,0,0,0,16.68,0,1.46,10.66,0,0,36.04,20.17,73.41,0,2.51,33.6,27.66,0,0,0,109.6,18.01,403.48,0,0,17.67,0,0,0,0,0

8,01:45-02:00,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,32.17,240.51,16.04,43.87,36.92,0,0,95.26,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,10.85,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,1.46,10.66,0,0,36.04,20.17,73.41,0,2.51,33.6,27.66,0,0,0,109.6,18.01,403.48,0,0,17.67,0,0,0,0,0

9,02:00-02:15,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,45.4,240.51,13.84,43.87,36.92,0,0,95.26,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,11.56,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,1.46,10.66,0,0,27.04,20.17,73.41,0,2.51,33.6,29.78,0,0,0,109.6,18.01,403.48,0,0,17.67,0,0,0,0,0

10,02:15-02:30,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,45.4,240.51,13.84,43.87,36.92,0,0,95.26,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,13.24,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,1.46,10.66,0,0,27.04,20.17,73.41,0,2.51,33.6,29.78,0,0,0,109.6,18.01,403.48,0,0,17.67,0,0,0,0,0

11,02:30-02:45,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,36.76,240.51,15.5,38.51,36.92,0,0,83.63,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,1.46,10.66,0,0,27.04,18.8,73.41,0,2.51,31.31,27.66,0,0,0,109.6,18.01,403.48,0,0,17.67,0,0,0,0,0

12,02:45-03:00,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,36.76,240.51,15.5,38.51,36.92,0,0,82.63,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,16.1,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,1.46,10.66,0,0,27.04,18.8,73.41,0,2.51,30.63,27.66,0,0,0,109.6,18.01,403.48,0,0,17.67,0,0,0,0,0

13,03:00-03:15,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,36.76,235.11,13.84,38.51,36.92,0,0,88.41,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,15.97,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,27.04,14.51,73.41,0,2.51,23.6,50.45,0,0,0,109.6,23.28,403.48,0,0,17.67,0,0,0,0,0

14,03:15-03:30,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,36.76,235.11,13.84,38.51,36.92,0,0,82.63,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,16.46,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,36.04,14.51,73.41,0,2.51,23.6,50.45,0,0,0,109.6,23.28,403.48,0,0,17.67,0,0,0,0,0

15,03:30-03:45,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,36.76,235.11,13.84,38.51,36.92,0,0,82.21,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,16.24,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,36.04,14.51,73.41,0,2.51,23.6,31.91,0,0,0,109.6,23.28,403.48,0,0,17.67,0,0,0,0,0

16,03:45-04:00,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,36.76,235.11,13.84,38.51,36.92,0,0,81.87,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,15.74,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,27.04,14.51,73.41,0,2.51,23.6,31.91,0,0,0,109.6,23.28,403.48,0,0,17.67,0,0,0,0,0

17,04:00-04:15,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,13.84,39.08,36.92,0,0,90.34,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,15.26,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,36.04,14.51,73.41,0,2.51,23.6,31.91,0,0,0,109.6,23.34,403.48,0,0,17.67,0,0,0,0,0

18,04:15-04:30,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,13.84,39.08,36.92,0,0,82.63,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,15.3,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,36.04,14.51,73.41,0,2.51,23.6,31.91,0,0,0,109.6,23.34,403.48,0,0,17.67,0,0,0,0,0

19,04:30-04:45,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,13.84,38.51,36.92,0,0,82.63,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,16.34,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,27.04,14.51,73.41,0,2.51,23.6,32.98,0,0,0,109.6,23.34,403.48,0,0,17.67,0,0,0,0,0

20,04:45-05:00,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,13.84,38.51,36.92,0,0,82.63,36.54,47.47,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,19.27,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,27.04,14.51,73.41,0,2.51,23.6,32.98,0,0,0,109.6,23.31,403.48,0,0,17.67,0,0,0,0,0

21,05:00-05:15,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,13.84,38.51,36.92,0,0,81.87,36.54,37.3,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,23.12,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,27.04,14.51,73.41,0,2.51,23.6,32.98,0,0,0,109.6,22.97,403.48,0,0,17.67,0,0,0,0,0

22,05:15-05:30,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,13.84,38.51,36.92,0,0,81.87,36.54,37.3,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,21.2,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,27.04,14.51,73.41,0,2.51,23.6,32.98,0,0,0,109.6,22.71,403.48,0,0,17.67,0,0,0,0,0

23,05:30-05:45,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,13.84,38.51,36.92,0,0,81.87,36.54,37.3,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,23.12,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,27.04,14.51,73.41,0,2.51,23.6,32.98,0,0,0,109.6,22.49,403.48,0,0,17.67,0,0,0,0,0

24,05:45-06:00,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,13.84,38.51,36.92,0,0,81.87,36.54,37.3,8.32,0,4.48,0,0,39.1,23.6,0,0,0,0,0,0,18.85,23.12,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,27.04,14.51,73.41,0,2.51,23.6,32.98,0,0,0,109.6,22.3,403.48,0,0,17.67,0,0,0,0,0

25,06:00-06:15,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,13.84,38.51,36.92,0,0,81.87,36.54,37.3,8.32,0,2.24,0,0,39.1,23.6,0,0,0,0,0,0,18.85,22.16,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,27.04,14.51,73.41,0,2.51,23.6,32.98,0,0,0,109.6,22.06,403.48,0,0,17.67,0,0,0,0,0

26,06:15-06:30,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,13.84,38.51,36.92,0,0,81.87,36.54,37.3,8.32,0,2.24,0,0,39.1,23.6,0,0,0,0,0,0,18.85,22.16,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,27.04,14.51,73.41,0,2.51,23.6,32.98,0,0,0,109.6,21.92,403.48,0,0,17.67,0,0,0,0,0

27,06:30-06:45,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,13.84,34.11,36.92,0,0,68.4,36.54,37.3,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,21.2,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,27.04,14.51,73.41,0,2.51,23.6,50.45,0,0,0,109.6,21.92,403.48,0,0,17.67,0,0,0,0,0

28,06:45-07:00,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,13.84,34.11,36.92,0,0,68.4,36.54,37.3,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,17.73,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,1.25,9.5,0,0,27.04,14.51,73.41,0,2.51,23.6,50.45,0,0,0,109.6,21.92,403.48,0,0,17.67,0,0,0,0,0

29,07:00-07:15,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,11.02,34.11,36.92,0,0,68.4,36.54,37.3,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,17.89,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0.8,9.5,0,0,30.04,14.51,73.41,0,1.38,23.6,50.45,0,0,0,109.6,21.86,403.48,0,0,17.67,0,0,0,0,0

30,07:15-07:30,139.85,40.91,104.9,39.78,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,12.77,24.59,36.92,0,0,52.4,36.54,37.3,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,19.06,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0.8,9.5,0,0,30.04,14.51,73.41,0,1.38,23.6,50.45,0,0,0,95.45,21.86,375.31,0,0,17.67,0,0,0,0,0

31,07:30-07:45,139.85,40.91,104.9,39.78,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,12.77,24.59,36.92,0,0,52.4,36.54,37.3,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,21.2,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0.8,9.5,0,0,30.04,14.51,73.41,0,1.38,23.6,29.78,0,0,0,84.57,22.06,336.24,0,0,17.67,0,0,0,0,0

32,07:45-08:00,139.85,40.91,104.9,39.78,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,41.35,235.11,12.77,24.78,36.92,0,0,52.4,36.54,37.3,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,18.84,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0.8,9.5,0,0,30.04,14.51,73.41,0,1.38,23.6,29.78,0,0,0,84.57,22.12,336.24,0,0,17.67,0,0,0,0,0

33,08:00-08:15,139.85,40.91,78.67,26.05,0,0,31.11,0,73.89,0,92.59,63.04,40.61,32.71,36.76,235.11,12.77,24.78,36.92,0,0,52.4,36.54,23.74,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,19.81,0,0,0,0,0,0,0,0,0,0,0,0,14.11,0,0.8,9.5,0,0,30.04,14.51,73.41,0,1.38,23.6,29.78,0,0,0,84.57,22.2,336.24,0,0,17.67,0,0,0,0,0

34,08:15-08:30,139.85,40.91,78.67,26.05,0,0,31.11,0,73.89,0,92.59,63.04,40.61,32.71,36.76,235.11,12.77,29.91,36.92,0,0,52.4,36.54,23.74,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,20.64,0,0,0,0,0,0,0,0,0,0,0,0,14.11,0,0.8,9.5,0,0,30.04,14.51,73.41,0,1.38,23.6,29.78,0,0,0,84.57,22.31,336.24,0,0,17.67,0,0,0,0,0

35,08:30-08:45,139.85,40.91,78.67,26.05,0,0,31.11,0,73.89,0,92.59,63.04,40.61,32.71,36.76,235.11,12.77,25.96,36.92,0,0,52.4,36.54,23.74,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,19.02,0,0,0,0,0,0,0,0,0,0,0,0,14.11,0,0.8,9.5,0,0,30.04,14.51,73.41,0,1.38,23.6,50.45,0,0,0,84.57,22.31,336.24,0,0,17.67,0,0,0,0,0

36,08:45-09:00,139.85,40.91,78.67,26.05,0,0,31.11,0,73.89,0,92.59,63.04,40.61,32.71,36.76,235.11,12.77,25.96,36.92,0,0,52.4,36.54,23.74,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,16.23,0,0,0,0,0,0,0,0,0,0,0,0,14.11,0,0.8,9.5,0,0,30.04,14.51,73.41,0,1.38,23.6,50.45,0,0,0,84.57,25.43,336.24,0,0,17.67,0,0,0,0,0

37,09:00-09:15,139.85,40.91,66.39,26.05,0,0,31.11,0,73.89,0,69.33,63.04,40.61,32.71,0,235.11,12.77,29.91,36.92,0,0,52.4,36.54,23.74,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,19.03,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0.8,9.5,0,0,30.04,14.51,73.41,0,1.38,26.29,50.45,0,0,0,60.28,25.49,336.24,0,0,17.67,0,0,0,0,0

38,09:15-09:30,139.85,40.91,66.39,26.05,0,0,31.11,0,73.89,0,69.33,63.04,40.61,32.71,0,235.11,12.77,29.91,36.92,0,0,52.4,36.54,23.74,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,16.87,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0.8,9.5,0,0,30.04,14.51,73.41,0,1.38,26.29,38.3,0,0,0,60.28,26.06,336.24,0,0,17.67,0,0,0,0,0

39,09:30-09:45,139.85,40.91,78.67,26.05,0,0,31.11,0,73.89,0,92.59,63.04,40.61,32.71,0,235.11,12.77,29.91,36.92,0,0,52.4,36.54,23.74,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,15.14,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0.8,9.5,0,0,30.04,0,73.41,0,1.38,26.18,38.3,0,0,0,60.28,25.49,336.24,0,0,17.67,0,0,0,0,0

40,09:45-10:00,139.85,40.91,78.67,26.05,0,0,31.11,0,73.89,0,92.59,63.04,40.61,32.71,0,235.11,12.77,29.91,36.92,0,0,52.4,36.54,23.74,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,16.8,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0.8,9.5,0,0,30.04,0,73.41,0,1.38,26.18,38.3,0,0,0,60.28,25.51,336.24,0,0,17.67,0,0,0,0,0

41,10:00-10:15,139.85,40.91,94.47,31.26,0,0,31.11,0,73.89,0,92.59,63.04,40.61,32.71,0,235.11,12.77,29.91,36.92,0,0,52.4,36.54,23.74,8.32,0,2.24,0,0,19.55,23.6,0,0,0,0,0,0,18.85,17.13,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0.8,9.5,0,0,27.04,0,55.05,0,1.38,26.07,29.78,0,0,0,60.28,25.55,336.24,0,0,17.67,0,0,0,0,0

42,10:15-10:30,139.85,40.91,94.47,31.26,0,0,31.11,0,73.89,0,92.59,63.04,40.61,32.71,0,235.11,12.77,29.91,36.92,0,0,56.84,36.54,23.74,8.32,0,0,0,0,19.55,23.6,0,0,0,0,0,0,18.85,19.07,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0.8,9.5,0,0,27.04,0,36.7,0,1.38,26.07,29.78,0,0,0,60.28,25.58,336.24,0,0,17.67,0,0,0,0,0

43,10:30-10:45,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,0,235.11,12.77,32.45,36.92,0,0,67.85,36.54,23.74,8.32,0,0,0,0,19.55,23.6,0,0,0,0,0,0,18.85,15.85,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0.8,9.5,0,0,27.04,0,36.7,0,1.38,25.97,29.78,0,0,0,109.15,25.41,336.24,0,0,17.67,0,0,0,0,0

44,10:45-11:00,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,0,235.11,12.77,32.45,36.92,0,0,67.85,36.54,23.74,8.32,0,0,0,0,9.77,23.6,0,0,0,0,0,0,18.85,15.59,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0.8,9.5,0,0,27.04,0,19.32,0,1.38,25.97,29.78,0,0,0,109.6,25.44,336.24,0,0,17.67,0,0,0,0,0

45,11:00-11:15,139.85,40.91,120.7,46.33,0,0,31.11,0,73.89,0,126.06,63.04,40.61,32.71,0,235.11,12.77,43.87,36.92,0,0,93.03,36.54,23.74,8.32,0,0,0,0,9.77,23.6,0,0,0,0,0,0,18.85,14.69,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0.8,9.5,0,0,27.04,0,0,0,2.19,25.97,29.78,0,0,0,109.6,25.47,336.24,0,0,17.67,0,0,0,0,0

46,11:15-11:30,139.85,40.91,120.7,46.33,0,0,31.11,0,50.37,0,126.06,63.04,40.61,32.71,0,235.11,12.77,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,0,0,0,9.77,23.6,0,0,0,0,0,0,18.85,12.89,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0.8,9.5,0,0,27.04,0,0,0,2.51,25.97,29.78,0,0,0,109.6,25.47,336.24,0,0,17.67,0,0,0,0,0

47,11:30-11:45,139.85,40.91,120.7,46.33,0,0,31.11,0,50.37,0,126.06,63.04,40.61,32.71,0,235.11,14.12,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,0,0,0,9.77,23.6,0,0,0,0,0,0,18.85,12.89,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,1.46,9.5,0,0,27.04,0,0,0,2.51,30.63,29.78,0,0,0,109.6,25.47,336.24,0,0,17.67,0,0,0,0,0

48,11:45-12:00,139.85,40.91,120.7,46.33,0,0,31.11,0,50.37,0,126.06,63.04,40.61,32.71,0,235.11,14.12,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,0,0,0,9.77,23.6,0,0,0,0,0,0,18.85,12.58,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,1.46,9.5,0,0,27.04,0,0,0,2.51,30.63,29.78,0,0,0,109.6,25.47,336.24,0,0,17.67,0,0,0,0,0

49,12:00-12:15,139.85,40.91,120.7,46.33,0,0,31.11,0,61.59,0,126.06,63.04,40.61,32.71,0,240.51,14.12,43.87,36.92,0,0,95.26,36.54,11.53,8.32,0,0,0,0,9.77,23.6,0,0,0,0,0,0,18.85,18.42,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,1.46,9.5,0,0,21.03,0,0,0,2.51,30.63,27.66,0,0,0,109.6,25.47,336.24,0,0,17.67,0,0,0,0,0

50,12:15-12:30,159.12,40.91,120.7,46.33,0,0,31.11,0,78.37,0,126.06,63.04,40.61,32.71,0,240.51,14.12,43.87,36.92,0,0,95.26,36.54,11.53,8.32,0,0,0,0,9.77,23.6,0,0,0,0,0,0,18.85,19.56,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,1.46,9.5,0,0,21.03,0,0,0,2.51,30.63,27.66,0,0,0,109.6,25.49,336.24,0,0,17.67,0,0,0,0,0

51,12:30-12:45,213.08,40.91,120.7,46.33,0,0,31.11,0,78.37,0,126.06,63.04,40.61,32.71,0,240.51,14.12,43.87,36.92,0,0,95.26,36.54,11.53,8.32,0,0,0,0,9.77,23.6,0,0,0,0,0,0,18.85,17.66,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,1.46,9.5,0,0,21.03,0,0,0,2.51,30.63,29.78,0,0,0,109.6,25.55,336.24,0,0,17.67,0,0,0,0,0

52,12:45-13:00,226.57,40.91,120.7,46.33,0,0,31.11,0,78.37,0,126.06,63.04,40.61,32.71,0,240.51,14.12,43.87,36.92,0,0,95.26,36.54,11.53,8.32,0,0,0,0,9.77,23.6,0,0,0,0,0,0,18.85,17.06,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,1.46,9.5,0,0,21.03,0,0,0,2.51,30.63,29.78,0,0,0,109.6,25.61,336.24,0,0,17.67,0,0,0,0,0

53,13:00-13:15,226.57,40.91,120.7,46.33,0,0,31.11,0,78.37,0,126.06,63.04,40.61,32.71,0,240.51,14.12,43.87,36.92,0,0,95.26,36.54,11.53,8.32,0,0,0,0,9.77,23.6,0,0,0,0,0,0,18.85,23.12,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,1.46,9.5,0,0,24.04,0,0,0,2.51,30.63,34.04,0,0,0,109.6,25.67,336.24,0,0,17.67,0,0,0,0,0

