Block,Time Block,KUDGI,NAPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,MAPS,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,KHSTPP-I,KGSU3AND4,JHAJJAR,KGSU1AND2,ANTA_GF,AURY_CRF,DADRI_LF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_RF,DADRI_CRF,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,SALAL,SEWA2,SINGRAULI,TANDA2,SASAN,TALST2,TANAKPUR,TelanganaSTPP,SINGRAULI_HYDRO,SIMHST1,TALA,SIMHST2,TEHRI,FSTPP I & II,DULHASTI,DHAULIGNGA,RAPPB,RIHAND1,RSTPSU7,RAPPD,RSTPSU1TO6,RAMPUR,RAPPC,RIHAND3,PARBATI3,RIHAND2,NNTPP,NTPL,PARBATI2,NLCTS2EXP,CHAMERA3,CHAMERA2,DADRT2,BSIUL,BRBCL,CHAMERA1,KOLDAM,KOTESHWR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
32,07:45-08:00,0,24.41,0,0,80.23,0,0,142.66,0,0,8.46,38.39,0,130.3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,50.62,14.16,1.93,0,36.83,17.03,51.59,0,143.31,3.74,404.2,0,3.33,0,1.09,0,14.05,0,0,16.04,56.74,10.59,0,94.12,0,24.94,0,3.21,66.5,124.75,16.31,118.81,0,0,5.82,0,11.28,15.73,43.58,6.29,18.27,0,0,10.08,0,0,0,0,0

33,08:00-08:15,0,24.41,0,0,80.23,0,0,142.66,0,0,8.46,38.39,0,130.3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,50.62,14.16,1.93,0,36.83,17.03,51.59,0,143.3,3.74,404.2,0,3.33,0,1.09,0,14.01,0,0,13.83,56.74,10.59,0,94.11,0,24.94,0,3.21,66.5,124.75,4.15,118.81,0,0,5.82,0,11.28,15.73,43.58,6.29,19,0,0,10.08,0,0,0,0,0

34,08:15-08:30,0,24.41,0,0,80.23,0,0,142.66,0,0,8.46,38.39,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,28,50.62,14.16,1.93,0,36.83,17.03,51.59,0,145.6,3.74,404.2,0,3.33,0,1.09,0,14.19,0,0,13.17,56.74,10.59,0,94.11,0,24.94,0,3.21,66.5,125.05,4.15,119.94,0,0,5.82,0,11.28,15.73,8.83,6.29,17.99,0,0,10.08,0,0,0,0,0

35,08:30-08:45,0,24.41,0,0,80.23,0,0,142.66,0,0,8.46,38.39,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,50.62,10.09,1.93,0,36.83,12.85,51.59,0,145.6,3.74,404.2,0,3.33,0,1.09,0,14.76,0,0,10.64,56.74,10.59,0,94.11,0,24.94,0,3.21,66.5,125.05,4.15,119.94,0,0,5.82,0,11.28,15.73,4.97,6.29,17.26,0,0,10.08,0,0,0,0,0

36,08:45-09:00,0,24.41,0,0,80.23,0,0,142.66,0,0,8.46,38.39,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,50.62,10.09,1.93,0,36.83,12.85,51.59,0,145.6,3.74,404.2,0,3.33,0,1.09,0,14.84,0,0,10.64,56.74,10.59,0,94.11,0,24.94,0,3.21,66.5,125.05,4.15,119.94,0,0,5.82,0,11.28,15.73,4.97,6.29,19.3,0,0,10.08,0,0,0,0,0

37,09:00-09:15,0,24.41,0,0,80.23,0,0,142.66,0,0,8.46,38.39,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,50.62,10.09,1.93,0,36.83,12.85,51.59,0,145.6,3.74,404.2,0,3.33,0,1.09,0,14.98,0,0,10.64,56.74,10.59,0,94.11,0,24.94,0,3.21,66.5,125.05,4.15,119.94,0,0,5.82,0,11.28,15.73,4.97,6.29,18.97,0,0,10.08,0,0,0,0,0

38,09:15-09:30,0,24.41,0,0,80.23,0,0,142.66,0,0,8.46,38.39,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,50.62,10.09,1.93,0,36.83,12.85,51.59,0,145.6,3.74,404.2,0,3.33,0,1.09,0,14.98,0,0,10.64,56.74,10.59,0,94.11,0,24.94,0,3.21,66.5,125.05,4.15,119.94,0,0,5.82,0,11.28,15.73,4.97,6.29,18.56,0,0,10.08,0,0,0,0,0

39,09:30-09:45,0,24.41,0,0,53.49,0,0,142.66,0,0,8.46,38.39,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,50.62,10.09,1.93,0,36.83,12.85,51.59,0,145.6,3.74,404.2,0,3.33,0,1.09,0,14.98,0,0,10.64,56.74,10.59,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,11.28,15.73,4.97,6.29,16.54,0,0,10.08,0,0,0,0,0

40,09:45-10:00,0,24.41,0,0,53.49,0,0,142.66,0,0,8.46,38.39,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,50.62,10.09,1.93,0,36.83,12.85,51.59,0,145.6,3.74,404.2,0,3.33,0,1.09,0,14.98,0,0,10.64,56.74,10.59,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,11.28,15.73,4.97,6.29,17.08,0,0,10.08,0,0,0,0,0

41,10:00-10:15,0,24.41,0,0,53.49,0,0,142.66,0,0,8.46,32.64,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,50.62,10.09,0.75,0,36.83,12.85,51.59,0,145.6,2.02,404.2,0,3.33,0,1.09,0,14.98,0,0,10.64,56.74,10.59,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,0,15.73,4.97,6.29,16.84,0,0,10.08,0,0,0,0,0

42,10:15-10:30,0,24.41,0,0,53.49,0,0,142.66,0,0,8.46,29.64,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,50.62,10.09,0.75,0,36.83,12.85,51.59,0,145.6,2.02,404.2,0,3.33,0,1.09,0,14.98,0,0,10.64,56.74,10.59,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,0,15.73,4.97,6.29,15.37,0,0,10.08,0,0,0,0,0

43,10:30-10:45,0,24.41,0,0,53.49,0,0,142.66,0,0,8.46,29.64,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,50.62,10.09,0.75,0,36.83,12.85,51.59,0,145.6,2.02,404.2,0,3.33,0,1.09,0,15.27,0,0,10.64,56.74,10.59,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,0,15.73,4.97,6.29,15.59,0,0,10.08,0,0,0,0,0

44,10:45-11:00,0,24.41,0,0,53.49,0,0,142.66,0,0,8.46,29.64,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,50.62,10.09,0.75,0,36.83,12.85,51.59,0,145.6,2.02,404.2,0,3.33,0,1.09,0,15.27,0,0,10.64,56.74,10.59,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,0,15.73,4.97,6.29,13.42,0,0,10.08,0,0,0,0,0

45,11:00-11:15,0,24.41,0,0,53.49,0,0,142.66,0,0,8.46,29.64,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,51.15,10.09,0.75,0,36.83,12.85,51.59,0,145.6,2.02,404.2,0,3.33,0,1.09,0,15.55,0,0,10.64,56.74,0,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,0,15.73,4.97,6.29,13.56,0,0,10.08,0,0,0,0,0

46,11:15-11:30,0,24.41,0,0,53.49,0,0,142.66,0,0,8.46,29.64,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,51.15,10.09,0.75,0,36.83,12.85,51.59,0,145.6,2.02,404.2,0,3.33,0,1.09,0,15.55,0,0,10.64,56.74,0,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,0,15.73,4.97,6.29,15.87,0,0,10.08,0,0,0,0,0

47,11:30-11:45,0,24.41,0,0,53.49,0,0,142.66,0,0,8.46,29.64,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,49.02,10.09,0.75,0,36.83,12.85,51.59,0,145.6,2.02,404.2,0,3.33,0,1.09,0,15.55,0,0,10.64,56.74,0,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,0,15.73,4.97,6.29,15.47,0,0,10.08,0,0,0,0,0

48,11:45-12:00,0,24.41,0,0,53.49,0,0,142.66,0,0,8.46,29.64,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,49.02,10.09,0.75,0,36.83,12.85,51.59,0,145.6,2.02,404.2,0,3.33,0,1.09,0,15.55,0,0,10.64,56.74,0,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,0,15.73,4.97,6.29,16.78,0,0,10.08,0,0,0,0,0

49,12:00-12:15,0,24.41,0,0,53.49,0,0,114.37,0,0,8.41,28.06,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,49.02,10.09,0.75,0,36.83,12.85,51.59,0,130.46,2.02,404.2,0,3.33,0,1.12,0,15.55,0,0,10.64,56.74,0,0,64.34,0,24.94,0,2.14,66.5,91.04,4.15,95.41,0,0,5.82,0,0,15.73,4.97,6.29,19.3,0,0,10.08,0,0,0,0,0

50,12:15-12:30,0,24.41,0,0,53.49,0,0,114.37,0,0,8.41,30.05,0,106.17,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,49.02,10.09,0.75,0,36.83,12.85,51.59,0,130.46,2.02,404.2,0,3.33,0,1.12,0,15.55,0,0,10.64,56.74,0,0,64.34,0,24.94,0,2.14,66.5,91.04,4.15,95.41,0,0,5.82,0,0,15.73,4.97,6.29,19.3,0,0,10.08,0,0,0,0,0

51,12:30-12:45,0,24.41,0,0,53.49,0,0,128.62,0,0,8.41,38.79,0,117.27,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,49.02,10.09,1.93,0,36.83,12.85,51.59,0,145.6,3.77,404.2,0,3.33,0,1.12,0,15.55,0,0,10.64,57.49,0,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,0,15.73,4.97,6.29,19.3,0,0,10.08,0,0,0,0,0

52,12:45-13:00,0,24.41,0,0,53.49,0,0,142.66,0,0,8.41,38.79,0,117.27,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,49.02,10.09,1.93,0,36.83,12.85,51.59,0,145.6,3.77,404.2,0,3.33,0,1.12,0,15.55,0,0,10.64,57.49,0,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,0,15.73,4.97,6.29,19.3,0,0,10.08,0,0,0,0,0

53,13:00-13:15,0,24.41,0,0,53.49,0,0,123.35,0,0,8.41,38.39,0,117.27,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,49.02,10.09,1.93,0,36.83,12.85,51.59,0,129.83,3.77,404.2,0,3.33,0,1.12,0,15.55,0,0,10.64,57.49,0,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,0,15.73,4.97,6.29,17.99,0,0,10.08,0,0,0,0,0

54,13:15-13:30,0,24.41,0,0,53.49,0,0,135.9,0,0,8.41,38.39,0,117.27,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,49.02,10.09,1.93,0,36.83,12.85,51.59,0,145.6,3.77,404.2,0,3.33,0,1.12,0,15.55,0,0,10.64,57.49,0,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,0,0,4.97,6.29,19.3,0,0,10.08,0,0,0,0,0

