Block,Time Block,DADRT2,JHAJJAR,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,DADRI_GF,DADRI_CRF,AURY_RF,DADRI_LF,DADRI_RF,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,NLCIIST2,NLCTS2EXP,NNTPP,KHSTPP-I,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,MAPS,NLCIIST1,KOTESHWR,NJPC,KKNPPU2,KOLDAM,NAPP,KUDGI,NLCEXP,AURY_LF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,ANTA_LF,AURY_GF,URI2,UNCHAHAR3,ANTA_GF,AURY_CRF,UNCHAHAR2,URI,ANTA_CRF,ANTA_RF,TALST2,TANAKPUR,TALA,TANDA2,TelanganaSTPP,TEHRI,RIHAND3,PARBATI3,RAPPB,RIHAND2,SASAN,RIHAND1,RAMPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,NTPL,SALAL,SEWA2,SINGRAULI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
19,04:30-04:45,411.78,111.52,39.14,16.88,35.1,0,0,0,0,0,0,23.57,6.32,31.08,42.84,19.38,0,0,0,35.58,0,80.94,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,14.56,0,0,0,0,34.93,18.98,0,0,30.64,28.88,0,0,0,10.92,11.97,0,0,34.34,123.63,17.01,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,93.53,0,0,0,0,0

20,04:45-05:00,411.78,111.52,39.14,16.88,35.1,0,0,0,0,0,0,23.57,6.32,31.08,42.84,19.38,0,0,0,35.58,0,80.94,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,14.56,0,0,0,0,34.93,18.98,0,0,30.64,28.88,0,0,0,10.92,11.97,0,0,34.34,123.63,17.01,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,93.53,0,0,0,0,0

21,05:00-05:15,411.78,111.52,39.14,16.88,35.1,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,35.58,0,80.94,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,14.56,0,0,0,0,34.93,18.98,0,0,30.64,28.88,0,0,0,11.41,11.97,0,0,34.34,123.63,19.07,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,111.9,0,0,0,0,0

22,05:15-05:30,411.78,111.52,39.14,16.88,35.1,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,35.58,0,80.94,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,14.56,0,0,0,0,34.93,18.98,0,0,30.64,28.88,0,0,0,11.41,11.68,0,0,34.34,123.63,19.07,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,117.71,0,0,0,0,0

23,05:30-05:45,411.78,111.52,39.14,16.88,35.1,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,35.58,0,80.94,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,14.56,0,0,0,0,34.93,18.98,0,0,30.64,28.88,0,0,0,7.44,11.53,0,0,34.34,123.63,12.26,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,117.71,0,0,0,0,0

24,05:45-06:00,411.78,111.52,39.14,16.88,35.1,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,35.58,0,80.94,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,14.56,0,0,0,0,34.93,18.98,0,0,30.64,28.88,0,0,0,3.73,11.26,0,0,34.34,123.63,52.43,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,117.71,0,0,0,0,0

25,06:00-06:15,411.78,111.52,39.14,16.88,35.1,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,35.58,0,80.94,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,30.64,28.88,0,0,0,0,10.96,0,0,34.34,123.63,52.43,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,117.71,0,0,0,0,0

26,06:15-06:30,411.78,111.52,39.14,16.88,35.1,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,35.58,0,80.94,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,30.64,28.88,0,0,0,0,10.96,0,0,34.34,123.63,52.43,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,117.71,0,0,0,0,0

27,06:30-06:45,411.78,111.52,39.14,16.88,35.1,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,35.58,0,80.94,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,30.64,28.88,0,0,0,0,10.96,0,0,34.34,123.63,52.43,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,117.71,0,0,0,0,0

28,06:45-07:00,411.78,111.52,39.14,16.88,35.1,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,35.58,0,80.94,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,30.64,28.88,0,0,0,0,10.96,0,0,34.34,123.63,52.43,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,117.71,0,0,0,0,0

29,07:00-07:15,365.6,111.52,39.14,16.88,17.56,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,35.58,0,80.94,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,11.86,0,0,0,0,28.64,16.13,0,0,26.03,28.88,0,0,0,0,10.96,0,0,34.34,123.63,52.43,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,117.71,0,0,0,0,0

30,07:15-07:30,365.6,111.52,39.14,16.88,17.56,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,35.58,0,80.94,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,28.88,0,0,0,0,10.96,0,0,34.34,123.63,17.01,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,117.71,0,0,0,0,0

31,07:30-07:45,365.6,111.52,39.14,13.35,17.56,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,27.37,0,62.12,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,28.88,0,0,0,0,10.69,0,0,34.34,123.63,6.81,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,117.71,0,0,0,0,0

32,07:45-08:00,365.6,111.52,39.14,13.35,17.56,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,27.37,0,62.12,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,28.88,0,0,0,0,10.69,0,0,17.17,123.63,6.81,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,117.71,0,0,0,0,0

33,08:00-08:15,365.6,111.52,39.14,11.14,17.56,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,27.37,0,62.12,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,28.88,0,0,0,0,10.69,0,0,17.17,123.63,17.01,0,95.49,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,108.88,0,0,0,0,0

34,08:15-08:30,365.6,111.52,39.14,11.14,17.56,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,27.37,0,62.12,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,28.88,0,0,0,0,10.69,0,0,17.17,123.63,17.01,0,95.49,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,108.88,0,0,0,0,0

35,08:30-08:45,365.6,111.52,39.14,11.14,17.56,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,27.37,0,62.12,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,28.88,0,0,0,0,10.69,0,0,17.17,99.76,17.01,0,80.8,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,108.88,0,0,0,0,0

36,08:45-09:00,365.6,111.52,39.14,11.14,17.56,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,24.73,0,52.69,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,28.88,0,0,0,0,10.69,0,0,17.17,99.76,17.01,0,80.8,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,81.77,0,0,0,0,0

37,09:00-09:15,365.6,111.52,39.14,11.14,17.56,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,24.73,0,52.69,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,28.88,0,0,0,0,10.69,0,0,17.17,79.62,17.01,0,80.8,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,81.77,0,0,0,0,0

38,09:15-09:30,365.6,111.52,39.14,11.14,17.56,0,0,0,0,0,0,13.01,12.63,31.08,42.84,19.38,0,0,0,24.73,0,52.69,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,28.88,0,0,0,0,10.62,0,0,17.17,68.09,17.01,0,80.8,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,81.77,0,0,0,0,0

39,09:30-09:45,365.6,111.52,39.14,11.14,17.56,0,0,0,0,0,0,0,12.63,31.08,42.84,19.38,0,0,0,24.73,0,52.69,0,1.4,0,0,9.36,161.9,0,5.18,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,20.32,0,0,0,0,10.69,0,0,17.17,68.09,17.01,0,80.8,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,81.77,0,0,0,0,0

40,09:45-10:00,365.6,111.52,39.14,11.14,17.56,0,0,0,0,0,0,0,12.63,31.08,42.84,19.38,0,0,0,24.73,0,52.69,0,1.4,0,0,9.36,161.9,0,3.53,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,20.32,0,0,0,0,10.69,0,0,17.17,68.09,17.01,0,80.8,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,81.77,0,0,0,0,0

41,10:00-10:15,365.6,119.66,39.14,11.14,17.56,0,0,0,0,0,0,0,12.63,31.08,42.84,19.38,0,0,0,24.73,0,52.69,0,1.4,0,0,9.36,161.9,0,3.53,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,20.32,0,0,0,0,10.8,0,0,0,68.09,17.01,0,80.8,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,81.77,0,0,0,0,0

42,10:15-10:30,365.6,119.66,39.14,11.14,17.56,0,0,0,0,0,0,0,12.63,31.08,42.84,19.38,0,0,0,24.73,0,52.69,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,20.32,0,0,0,0,10.8,0,0,0,68.09,17.01,0,80.8,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,81.77,0,0,0,0,0

43,10:30-10:45,365.6,119.66,39.14,11.14,17.56,0,0,0,0,0,0,0,12.63,31.08,42.84,18.76,0,0,0,29.45,0,64.28,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,20.32,0,0,0,0,10.8,0,0,0,68.09,17.01,0,80.8,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,81.77,0,0,0,0,0

44,10:45-11:00,365.6,119.66,39.14,11.14,17.56,0,0,0,0,0,0,0,12.63,31.08,42.84,18.46,0,0,0,29.45,0,64.28,0,1.4,0,0,9.36,161.9,0,1.17,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,20.32,0,0,0,0,10.8,0,0,0,68.09,17.01,0,80.8,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,81.77,0,0,0,0,0

45,11:00-11:15,365.6,119.66,39.14,11.28,17.56,0,0,0,0,0,0,0,12.63,31.08,42.84,18.63,0,0,0,29.45,0,64.28,0,1.4,0,0,9.36,161.9,0,1.17,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,20.32,0,0,0,0,10.8,0,0,0,68.09,17.01,0,80.8,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,81.77,0,0,0,0,0

46,11:15-11:30,365.6,119.66,39.14,11.28,17.56,0,0,0,0,0,0,0,12.63,31.08,42.84,18.76,0,0,0,29.45,0,64.28,0,1.4,0,0,9.36,161.9,0,1.17,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,20.32,0,0,0,0,10.8,0,0,0,68.09,17.01,0,80.8,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,81.77,0,0,0,0,0

47,11:30-11:45,365.6,119.66,39.14,11.28,17.56,0,0,0,0,0,0,0,12.63,31.08,42.84,19.38,0,0,0,29.45,0,64.28,0,1.4,0,0,9.36,161.9,0,0,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,28.88,0,0,0,0,10.94,0,0,0,99.76,17.01,0,103.24,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,83.55,0,0,0,0,0

48,11:45-12:00,365.6,119.66,39.14,11.28,17.56,0,0,0,0,0,0,0,6.32,31.08,42.84,19.38,0,0,0,29.45,0,64.28,0,1.4,0,0,9.36,161.9,0,0,43.23,0,0,0,11.86,0,0,0,0,28.64,14.42,0,0,23.29,28.88,0,0,0,0,10.94,0,0,0,99.76,17.01,0,103.24,354.25,61.55,3.43,0,0,0,58.36,0,0,0,77.69,0,83.55,0,0,0,0,0

49,12:00-12:15,365.6,119.66,39.14,11.28,35.1,0,0,0,0,0,0,0,6.32,31.08,42.84,19.38,0,0,0,29.45,0,64.28,0,1.4,0,0,9.36,161.9,0,0,43.23,0,0,0,11.86,0,0,0,0,22.91,14.42,0,0,23.29,28.88,0,0,0,0,10.94,0,0,0,99.76,17.01,0,103.24,354.25,76.09,3.43,0,0,0,58.36,0,0,0,77.69,0,83.55,0,0,0,0,0

50,12:15-12:30,365.6,119.66,39.14,11.28,35.1,0,0,0,0,0,0,0,6.32,31.08,42.84,19.38,0,0,0,29.45,0,64.28,0,1.4,0,0,9.36,161.9,0,0,43.23,0,0,0,11.86,0,0,0,0,22.91,14.42,0,0,23.29,28.88,0,0,0,0,10.94,0,0,0,99.76,17.01,0,103.24,354.25,87.37,3.43,0,0,0,58.36,0,0,0,77.69,0,83.55,0,0,0,0,0

51,12:30-12:45,365.6,119.66,39.14,11.28,35.1,0,0,0,0,0,0,0,6.32,24.52,42.84,19.34,0,0,0,29.45,0,64.28,0,1.4,0,0,9.36,161.9,0,0,43.23,0,0,0,11.86,0,0,0,0,22.91,14.42,0,0,23.29,32.09,0,0,0,0,10.94,0,0,0,99.76,14.98,0,103.24,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,93.67,0,0,0,0,0

52,12:45-13:00,365.6,119.66,39.14,11.28,35.1,0,0,0,0,0,0,0,6.32,24.52,42.84,19.38,0,0,0,29.45,0,64.28,0,1.4,0,0,9.36,161.9,0,0,43.23,0,0,0,11.86,0,0,0,0,22.91,14.42,0,0,23.29,32.09,0,0,0,0,10.94,0,0,0,99.76,14.98,0,103.24,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,93.67,0,0,0,0,0

53,13:00-13:15,365.6,119.66,39.14,11.18,35.1,0,0,0,0,0,0,0,6.32,24.52,42.84,19.38,0,0,0,29.45,0,64.28,0,1.4,0,0,9.36,161.9,0,0,43.23,0,0,0,11.86,0,0,0,0,22.91,14.42,0,0,23.29,28.88,0,0,0,0,11.03,0,0,0,99.76,14.98,0,103.24,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,93.67,0,0,0,0,0

54,13:15-13:30,365.6,119.66,39.14,11.18,35.1,0,0,0,0,0,0,0,6.32,24.52,42.84,19.38,0,0,0,29.45,0,64.28,0,1.4,0,0,9.36,161.9,0,0,43.23,0,0,0,11.86,0,0,0,0,22.91,14.42,0,0,23.29,28.88,0,0,0,0,11.03,0,0,0,99.76,14.98,0,103.24,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,93.67,0,0,0,0,0

55,13:30-13:45,365.6,119.66,39.14,11.18,35.1,0,0,0,0,0,0,0,6.32,24.52,42.84,19.38,0,0,0,29.45,0,64.28,0,1.4,0,0,9.36,161.9,0,0,43.23,0,0,0,11.86,0,0,0,0,22.91,14.42,0,0,23.29,26.74,0,0,0,0,10.88,0,0,0,99.76,14.98,0,103.24,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,93.67,0,0,0,0,0

56,13:45-14:00,365.6,119.66,39.14,11.18,35.1,0,0,0,0,0,0,0,6.32,24.52,42.84,19.38,0,0,0,29.45,0,64.28,0,1.4,0,0,9.36,161.9,0,1.17,43.23,0,0,0,11.86,0,0,0,0,22.91,14.42,0,0,23.29,26.74,0,0,0,0,10.88,0,0,0,99.76,14.98,0,103.24,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,93.67,0,0,0,0,0

