Block,Time,BSIUL,KUDGI,URI2,VALLURNTECL,CHAMERA1,KGSU1AND2,MAPS,NJPC,NNTPP,RIHAND1,RSTPSU1TO6,SALAL,SIMHST1,SIMHST2,UNCHAHAR3,AURY_CRF,DADRT2,KKNP,RAPPB,AURY_GF,DADRI_GF,DHAULIGNGA,KOLDAM,SEWA2,SINGRAULI,ANTA_GF,AURY_RF,FSTPP I & II,KGSU3AND4,KHSTPP-II,NLCIIST1,NLCIIST2,NLCTS2EXP,NTPL,RSTPSU7,TALA,TelanganaSTPP,DADRI_RF,CHAMERA3,DULHASTI,NLCEXP,PARBATI3,RAPPD,RIHAND3,TALST2,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,ANTA_LF,AURY_LF,DADRI_LF,KKNPPU2,KOTESHWR,RAMPUR,RIHAND2,SINGRAULI_HYDRO,TEHRIPSP,ANTA_RF,BRBCL,CHAMERA2,JHAJJAR,KHSTPP-I,KISHANGANGA,NAPP,PARBATI2,RAPPC,SASAN,TANDA2,ANTA_CRF,DADRI_CRF
6,01:15-01:30,13.04,0,38.97,0,42.15,0,0,175.79,0,98.32,0,84.24,0,0,27.69,0,549.38,0,0,0,0,0,8.62,0,148.25,0,79.22,18.07,0,148.3,0,0,0,0,0,20.13,0,52.7,33.94,55.38,0,20.82,24.52,130.84,0,11.02,56.44,21.65,45,3.22,19.87,0,0,0,0,40.57,5.7,125.27,0.96,0,51.2,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

7,01:30-01:45,13.04,0,21.82,0,42.15,0,0,175.79,0,98.32,0,84.24,0,0,27.69,0,549.38,0,0,0,0,0,8.62,0,148.25,0,79.22,18.07,0,148.3,0,0,0,0,0,20.13,0,52.7,33.94,55.38,0,20.82,24.52,130.84,0,11.02,56.44,21.65,45,3.22,19.87,0,0,0,0,40.57,5.7,125.27,0.96,0,51.2,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

8,01:45-02:00,13.04,0,21.82,0,42.15,0,0,175.79,0,98.32,0,84.24,0,0,27.69,0,549.38,0,0,0,0,0,8.62,0,148.25,0,79.22,18.07,0,148.3,0,0,0,0,0,20.13,0,52.7,33.94,55.38,0,20.82,24.52,130.84,0,11.02,56.44,21.65,45,3.22,19.87,0,0,0,0,40.57,5.7,125.27,0.96,0,51.2,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

9,02:00-02:15,13.04,0,21.82,0,32.39,0,0,175.79,0,98.32,0,84.24,0,0,27.69,0,549.38,0,0,0,0,0,8.62,0,148.25,0,79.48,18.07,0,148.3,0,0,0,0,0,20.44,0,52.7,33.94,55.38,0,32.71,24.52,130.84,0,11.02,56.44,21.65,45,3.22,26.49,0,0,0,0,40.57,5.7,125.27,0.96,0,51.2,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

10,02:15-02:30,13.04,0,21.82,0,32.39,0,0,175.79,0,98.32,0,84.24,0,0,27.69,0,549.38,0,0,0,0,0,8.62,0,148.25,0,79.48,18.07,0,148.3,0,0,0,0,0,20.44,0,52.7,33.94,55.38,0,32.71,24.52,130.84,0,11.02,56.44,21.65,45,3.22,26.49,0,0,0,0,40.57,5.7,125.27,0.96,0,51.2,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

11,02:30-02:45,13.04,0,21.82,0,32.39,0,0,175.79,0,98.32,0,84.24,0,0,27.69,0,549.38,0,0,0,0,0,8.62,0,148.25,0,79.48,18.07,0,148.3,0,0,0,0,0,20.44,0,52.7,33.94,55.38,0,32.71,24.52,130.84,0,11.02,56.44,21.65,45,3.22,26.49,0,0,0,0,30.43,5.7,125.27,0.96,0,51.2,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

12,02:45-03:00,13.04,0,21.82,0,32.39,0,0,175.79,0,98.32,0,84.24,0,0,27.69,0,549.38,0,0,0,0,0,8.62,0,148.25,0,79.48,18.07,0,148.3,0,0,0,0,0,20.44,0,52.7,33.94,55.38,0,20.82,24.52,130.84,0,11.02,56.44,21.65,45,3.22,26.49,0,0,0,0,30.43,5.7,125.27,0.96,0,51.2,24.99,47.12,555.05,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

13,03:00-03:15,13.04,0,21.82,0,32.39,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.46,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,20.44,0,52.7,33.94,55.38,0,19.32,24.52,130.84,0,9.86,56.44,21.65,45,3.22,26.49,0,0,0,0,30.43,5.7,125.27,0.96,0,51.84,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

14,03:15-03:30,13.04,0,21.82,0,32.39,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.46,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,20.44,0,52.7,33.94,55.38,0,19.32,24.52,130.84,0,9.86,56.44,21.65,45,3.22,26.49,0,0,0,0,30.43,5.7,125.27,0.96,0,51.84,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

15,03:30-03:45,13.04,0,21.82,0,32.39,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.46,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,20.44,0,52.7,33.94,55.38,0,19.32,24.52,130.84,0,9.86,56.44,21.65,45,3.22,26.49,0,0,0,0,30.43,5.7,125.27,0.96,0,51.84,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

16,03:45-04:00,13.04,0,21.82,0,32.39,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.46,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,20.44,0,52.7,33.94,55.38,0,19.32,24.52,130.84,0,9.86,56.44,21.65,45,3.22,26.49,0,0,0,0,30.43,5.7,125.27,0.96,0,51.84,24.99,47.12,582.35,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

17,04:00-04:15,13.04,0,21.82,0,32.39,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.46,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,20.44,0,52.7,33.94,55.38,0,19.32,24.52,130.84,0,9.86,56.44,21.65,45,3.22,22.08,0,0,0,0,30.43,5.7,125.27,0.96,0,51.84,24.99,47.12,642.55,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

18,04:15-04:30,13.04,0,21.82,0,32.39,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.46,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,20.4,0,52.7,33.94,55.38,0,19.32,24.52,130.84,0,9.86,56.44,21.65,45,3.22,22.08,0,0,0,0,30.43,5.7,125.27,0.96,0,51.84,24.99,47.12,555.05,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

19,04:30-04:45,13.04,0,21.82,0,32.39,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.46,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,20.27,0,52.7,33.94,55.38,0,19.32,24.52,130.84,0,9.86,56.44,21.65,45,3.22,22.08,0,0,0,0,30.43,5.7,125.27,0.96,0,51.84,24.99,47.12,555.05,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

20,04:45-05:00,13.04,0,21.82,0,32.39,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.46,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,19.99,0,52.7,33.94,55.38,0,19.32,24.52,130.84,0,9.86,56.44,21.65,45,3.22,22.08,0,0,0,0,30.43,5.7,125.27,0.96,0,51.84,24.99,47.12,555.05,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

21,05:00-05:15,13.04,0,21.82,0,32.39,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.46,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,19.45,0,52.7,33.94,55.38,0,19.32,24.52,130.84,0,9.86,56.44,21.65,45,3.22,22.08,0,0,0,0,20.29,5.7,125.27,0.96,0,51.84,24.99,47.12,555.05,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

22,05:15-05:30,13.04,0,21.82,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.46,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,19.29,0,52.7,33.94,55.38,0,19.32,24.52,130.84,0,9.86,56.44,21.65,45,3.22,22.08,0,0,0,0,20.29,5.7,125.27,0.96,0,51.84,24.99,47.12,555.05,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

23,05:30-05:45,13.04,0,38.97,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.48,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,19.15,0,52.7,33.94,55.38,0,17.84,24.52,130.84,0,9.86,56.44,21.65,45,3.22,52.36,0,0,0,0,20.29,5.7,125.27,0.96,0,51.84,24.99,47.12,551.45,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

24,05:45-06:00,13.04,0,38.97,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.48,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,19.05,0,52.7,33.94,55.38,0,17.84,24.52,130.84,0,9.86,56.44,21.65,45,3.22,52.36,0,0,0,0,20.29,5.7,125.27,0.96,0,51.84,24.99,47.12,551.45,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

25,06:00-06:15,13.04,0,21.82,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.48,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,19,0,52.7,33.94,55.38,0,17.84,24.52,130.84,0,9.86,56.44,21.65,45,3.22,52.36,0,0,0,0,20.29,5.7,125.27,0.96,0,51.84,24.99,47.12,551.45,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

26,06:15-06:30,13.04,0,21.82,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.48,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,18.95,0,52.7,33.94,55.38,0,17.84,24.52,130.84,0,9.86,56.44,21.65,45,3.22,22.08,0,0,0,0,20.29,5.7,125.27,0.96,0,51.84,24.99,47.12,551.45,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

27,06:30-06:45,19.56,0,21.82,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.48,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,18.91,0,52.7,33.94,55.38,0,17.84,24.52,130.84,0,9.86,56.44,21.65,45,3.22,22.08,0,0,0,0,20.29,5.7,125.27,0.96,0,51.84,24.99,47.12,551.45,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

28,06:45-07:00,19.56,0,21.82,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,626.48,0,0,0,0,0,8.62,0,148.25,0,79.48,19.18,0,148.3,0,0,0,0,0,18.91,0,52.7,33.94,55.38,0,17.84,24.52,130.84,0,9.86,56.44,21.65,45,3.22,22.08,0,0,0,0,20.29,5.7,125.27,0.96,0,51.84,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

29,07:00-07:15,19.56,0,21.82,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,0,148.25,0,79.22,19.18,0,148.3,0,0,0,0,0,18.91,0,52.7,33.94,55.38,0,17.84,24.52,130.84,0,9.86,56.44,21.65,45,3.22,22.08,0,0,0,0,10.14,5.7,125.27,0.96,0,51.2,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

30,07:15-07:30,19.56,0,21.82,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,0,148.25,0,79.22,19.18,0,148.3,0,0,0,0,0,18.91,0,52.7,33.94,55.38,0,17.84,24.52,130.84,0,9.86,56.44,21.65,45,3.22,22.08,0,0,0,0,10.14,5.7,125.27,0.96,0,51.2,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

31,07:30-07:45,19.56,0,21.82,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,0,148.25,0,79.22,19.18,0,148.3,0,0,0,0,0,18.91,0,52.7,22.6,55.38,0,17.84,24.52,130.84,0,9.86,56.44,21.65,45,3.22,52.36,0,0,0,0,10.14,5.7,125.27,0.96,0,51.2,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

32,07:45-08:00,19.56,0,21.82,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,0,148.25,0,79.22,19.18,0,148.3,0,0,0,0,0,20,0,52.7,22.6,55.38,0,17.84,24.52,130.84,0,9.86,56.44,21.65,45,3.22,52.36,0,0,0,0,10.14,5.7,125.27,0.96,0,51.2,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,346.5,5.73,0,0

33,08:00-08:15,19.56,0,38.97,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,0,148.25,0,78.57,19.18,0,148.3,0,0,0,0,0,20,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,9.86,42.1,21.65,45,3.22,52.36,0,0,0,0,10.14,5.7,125.27,0.96,0,50.57,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

34,08:15-08:30,19.56,0,38.97,0,28.1,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,0,148.25,0,78.57,19.18,0,148.3,0,0,0,0,0,20.29,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,9.86,28.07,21.65,45,3.22,26.49,0,0,0,0,10.14,5.7,125.27,0.96,0,50.57,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

35,08:30-08:45,19.56,0,21.82,0,14.05,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,0,148.25,0,78.57,19.18,0,148.3,0,0,0,0,0,20.29,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,9.86,14.19,21.65,45,3.22,39.75,0,0,0,0,10.14,5.7,125.27,0.96,0,50.57,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

36,08:45-09:00,19.56,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,0,148.25,0,78.57,19.18,0,148.3,0,0,0,0,0,20.29,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,9.86,0,21.65,45,3.22,39.75,0,0,0,0,10.14,5.7,125.27,0.96,0,50.57,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

37,09:00-09:15,13.04,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,0,148.25,0,78.57,19.18,0,148.3,0,0,0,0,0,20.29,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,9.86,0,21.65,45,3.22,39.75,0,0,0,0,10.14,5.7,125.27,0.96,0,49.31,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

38,09:15-09:30,13.04,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,0,148.25,0,78.57,19.18,0,148.3,0,0,0,0,0,20.29,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,9.86,0,21.65,45,3.22,39.75,0,0,0,0,10.14,5.7,125.27,0.96,0,49.31,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

39,09:30-09:45,13.04,0,38.97,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,0,148.25,0,77.92,19.18,0,148.3,0,0,0,0,0,20.47,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,9.86,0,21.65,45,3.22,26.49,0,0,0,0,10.14,5.7,125.27,0.96,0,49.31,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

40,09:45-10:00,13.04,0,38.97,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,0,148.25,0,77.92,19.18,0,148.3,0,0,0,0,0,21.17,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,9.86,0,21.65,45,3.22,26.49,0,0,0,0,10.14,5.7,125.27,0.96,0,49.31,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

41,10:00-10:15,13.04,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,0,148.25,0,77.92,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,11.91,0,21.65,45,3.22,26.49,0,0,0,0,10.14,5.7,125.27,0.96,0,49.31,24.99,31.4,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

42,10:15-10:30,13.04,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,0,148.25,0,77.92,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,11.91,0,21.65,45,3.22,26.49,0,0,0,0,10.14,5.7,125.27,0.96,0,49.31,24.99,31.4,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

43,10:30-10:45,13.04,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,6.12,148.25,0,77.28,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,11.91,0,21.65,45,3.22,35.33,0,0,0,0,10.14,5.7,125.27,0.96,0,49.31,24.99,31.4,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

44,10:45-11:00,13.04,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,12.22,148.25,0,77.28,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,11.91,0,21.65,45,3.22,35.33,0,0,0,0,10.14,5.7,125.27,0.96,0,49.31,24.99,31.4,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

45,11:00-11:15,13.04,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,77.28,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,11.91,0,21.65,45,3.22,35.33,0,0,0,0,10.14,5.7,125.27,0.96,0,48.68,24.99,31.4,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

46,11:15-11:30,13.04,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,77.28,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,11.91,0,21.65,45,3.22,35.33,0,0,0,0,10.14,5.7,125.27,0.96,0,48.68,24.99,31.4,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

47,11:30-11:45,13.04,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,22.6,55.38,0,17.84,24.52,130.84,0,11.91,0,21.65,45,3.22,30.91,0,0,0,0,10.14,5.7,125.27,0.96,0,48.68,24.99,31.4,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

48,11:45-12:00,13.04,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,33.94,55.38,0,17.84,24.52,130.84,0,11.91,0,21.65,45,3.22,30.91,0,0,0,0,10.14,5.7,125.27,0.96,0,48.68,24.99,31.4,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

49,12:00-12:15,13.04,0,23.38,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,33.94,55.38,0,18.58,24.52,130.84,0,11.91,0,21.65,45,3.22,30.91,0,0,0,0,10.14,5.7,125.27,0.96,0,48.04,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

50,12:15-12:30,13.04,0,23.38,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,33.94,55.38,0,18.58,24.52,130.84,0,11.91,0,21.65,45,3.22,30.91,0,0,0,0,10.14,5.7,125.27,0.96,0,48.04,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

51,12:30-12:45,13.04,0,23.38,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,33.94,55.38,0,18.58,24.52,130.84,0,11.91,0,21.65,45,3.22,30.91,0,0,0,0,10.14,5.7,125.27,0.96,0,48.04,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

52,12:45-13:00,13.04,0,23.38,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,33.94,55.38,0,18.58,24.52,130.84,0,11.91,0,21.65,45,3.22,30.91,0,0,0,0,10.14,5.7,125.27,0.96,0,48.04,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

53,13:00-13:15,13.04,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,26.77,55.38,0,18.58,24.52,130.84,0,11.91,0,21.65,45,3.22,27.6,0,0,0,0,10.14,5.7,125.27,0.96,0,48.04,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

54,13:15-13:30,13.04,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,26.77,55.38,0,18.58,24.52,130.84,0,11.91,0,21.65,45,3.22,27.6,0,0,0,0,10.14,5.7,125.27,0.96,0,47.41,24.99,38.14,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

55,13:30-13:45,6.52,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,26.77,55.38,0,18.58,24.52,130.84,0,11.91,0,21.65,45,3.22,30.91,0,0,0,0,10.14,5.7,125.27,0.96,0,47.41,24.99,38.14,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

