Column1,Time,GNA/NR/2024/11/01/5474,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/9042,GNA/WR/2024/10/15/7089,GNA/WR/2024/11/01/4200,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/9061,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/4503,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/3646,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/5428,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07

7,01:30-01:45,285.39,2.4,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.92,27.25,26.33,8.78,8.78,0,0,0,165.52,95.12,0,26.33,57.64,0,14.67,7,14.67,22,0,0,6.66,7.34,0,7.33

8,01:45-02:00,285.39,2.4,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.92,26.74,26.33,8.78,8.78,0,0,0,165.52,95.12,0,26.33,57.64,0,14.67,7,14.67,22,0,0,6.66,7.34,0,7.33

9,02:00-02:15,285.39,2.4,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.76,26.74,26.33,8.78,8.78,0,0,0,165.52,95.12,0,26.33,57.64,0,14.67,7,14.67,22,0,0,6.66,7.34,0,7.33

10,02:15-02:30,285.39,2.4,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.76,26.74,26.33,8.78,8.78,0,0,0,165.52,95.12,0,26.33,57.64,0,14.67,7,14.67,22,0,0,6.66,7.34,0,7.33

11,02:30-02:45,285.39,2.4,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.76,26.74,26.33,8.78,8.78,0,0,0,165.52,95.12,0,26.33,57.64,0,14.33,7,14.33,22,0,0,6.66,7.34,0,7.33

12,02:45-03:00,285.39,2.4,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.76,26.74,26.33,8.78,8.78,0,0,0,165.52,95.12,0,26.33,57.64,0,14,7,14,22,0,0,6.66,7.34,0,7.33

13,03:00-03:15,285.39,2.4,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.68,26.74,26.33,8.78,8.78,0,0,0,165.52,95.12,0,26.33,57.64,0,13.67,7,13.67,22,0,0,6.66,7.34,0,7.33

14,03:15-03:30,285.39,2.4,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.68,26.74,26.33,8.78,8.78,0,0,0,165.52,95.12,0,26.33,57.64,0,13.33,7,13.33,22,0,0,6.66,7.34,0,7.33

15,03:30-03:45,285.39,2.4,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.68,26.74,26.33,8.78,8.78,0,0,0,165.52,95.12,0,26.33,57.64,0,13.33,7,13.33,22,0,0,6.66,7.34,0,7.33

16,03:45-04:00,285.39,2.4,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.68,26.74,26.33,8.78,8.78,0,0,0,165.52,95.12,0,26.33,57.64,0,13.33,7,13.33,22,0,0,6.66,7.34,0,7.33

17,04:00-04:15,285.39,2.33,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.68,26.74,26.33,8.78,8.78,0,0,0,165.52,95.12,0,26.33,57.64,0,13.33,7,13.33,22,0,0,6.66,7.34,0,7.33

18,04:15-04:30,285.39,2.33,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.68,26.74,26.33,8.78,8.78,0,0,0,165.52,95.12,0,26.33,57.64,0,13.33,7,13.33,22,0,0,6.66,7.34,0,7.33

19,04:30-04:45,285.39,2.33,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.68,26.74,26.33,8.78,8.78,0,0,0,165.52,95.12,0,26.33,57.64,0,16.67,7,16.67,22,0,0,6.66,7.34,0,7.33

20,04:45-05:00,285.39,2.33,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.68,26.24,26.33,8.78,8.78,0,0,0,165.52,95.12,0,26.33,57.64,0,16.67,7,16.67,22,0,0,6.66,7.34,0,7.33

21,05:00-05:15,285.39,2.33,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.61,25.73,26.33,8.78,8.78,0,0,0,150.14,95.12,0,26.33,57.64,0,16,7,16,22,0,0,6.66,7.34,0,7.33

22,05:15-05:30,285.39,2.33,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.61,25.73,26.33,8.78,8.78,0,0,0,150.14,95.12,0,26.33,57.64,0,16,7,16,22,0,0,6.66,7.34,0,7.33

23,05:30-05:45,285.39,2.33,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.61,25.73,26.33,8.78,8.78,0,0,0,150.14,95.12,0,26.33,57.64,0,14,7,14,22,0,0,6.66,7.34,0,7.33

24,05:45-06:00,285.39,2.33,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.61,25.73,26.33,8.78,8.78,0,0,0,150.14,95.12,0,26.33,57.64,0,14,7,14,22,0,0,6.66,7.34,0,7.33

25,06:00-06:15,0,2.33,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,171.51,53.1,2.23,70.39,26.87,2.53,25.73,26.33,8.78,8.78,0,1,0,150.14,0,0,26.33,57.64,0,14,7,14,22,8.98,6,6.66,7.34,8.46,7.33

26,06:15-06:30,0,2.33,17.55,0,0,0,0,0,0,0,0,0,26.87,3.78,26.33,123.24,53.1,2.23,70.39,26.87,2.53,25.23,26.33,8.78,8.78,1,2,0,150.14,0,0,26.33,57.64,0,14,7,14,22,19.16,10,6.66,7.34,18.13,7.33

27,06:30-06:45,0,2.33,17.55,0,0,2.16,0.01,0,0,0,0,0,26.87,3.78,26.33,111.03,53.1,2.23,70.39,26.87,2.53,24.21,26.33,8.78,8.78,3,5,0.31,150.14,0,0.31,26.33,57.64,0.31,14,7,14,22,23.45,15,6.66,7.34,23.45,7.33

28,06:45-07:00,0,2.33,17.55,0,0,9.33,0.32,1,1,0,2,0.06,26.87,3.78,26.33,111.03,53.1,2.23,70.39,26.87,2.53,24.21,26.33,8.78,8.78,4,8,0.69,150.14,0,0.71,26.33,57.64,0.69,14,7,14,22,22.45,22,6.66,7.34,22.45,7.33

29,07:00-07:15,0,2.17,17.55,0,0,17.1,3.89,4,3,1,5,0.78,26.87,3.78,26.33,111.03,53.1,2.18,70.39,26.87,2.53,25.23,26.33,8.78,8.78,5,10,1.29,150.14,0,1.32,26.33,57.64,1.29,14,7,14,22,22.46,22.47,6.66,7.34,22.47,7.33

30,07:15-07:30,0,2.17,17.55,0,0,24.84,12.58,11,7,4,7,2.51,26.87,3.78,26.33,111.03,53.1,2.18,70.39,26.87,2.53,25.23,26.33,8.78,8.78,7,15,2.16,150.14,0,2.21,26.33,57.64,2.16,14,7,14,22,24.46,24.47,6.66,7.34,24.47,7.33

31,07:30-07:45,0,2.17,17.55,0,0,34.51,26.38,21,13,9,7,5.27,26.87,3.78,26.33,111.03,53.1,2.18,70.39,26.87,2.53,25.23,26.33,8.78,8.78,9,18,3,150.14,0,3.07,26.33,57.64,3,14,7,14,21.49,25.8,25.8,6.66,7.17,25.8,7.17

32,07:45-08:00,0,2.17,17.55,0,0,45.69,44.79,32,17,13,8,8.96,26.87,3.78,26.33,111.03,53.1,2.18,70.39,26.87,2.53,25.74,26.33,8.78,8.78,12,25,3.91,150.14,0,4.01,26.33,57.64,3.91,14,7,14,21.49,27.2,27.2,6.66,7.17,27.2,7.17

33,08:00-08:15,0,2.02,17.55,0,0,57.38,64.92,42,24,18,13,12.98,26.87,3.78,26.33,111.03,53.1,2.18,70.39,26.87,2.46,25.74,26.33,8.78,8.78,13,26,4.95,150.14,0,5.07,26.33,57.64,4.95,14,7,14,21.49,28.04,28.03,6.66,7.17,28.03,7.17

34,08:15-08:30,0,2.02,17.55,0,0,68.58,85.03,56,32,24,17,17.01,26.87,3.78,26.33,111.03,53.1,2.18,70.39,26.87,2.46,25.74,26.33,8.78,8.78,15,30,6,150.14,0,6.14,26.33,57.64,6,14,7,14,21.49,29.2,29.2,6.66,7.17,29.2,7.17

35,08:30-08:45,0,2.02,17.55,0,0,78.61,105.69,70,39,30,22,21.14,26.87,3.78,26.33,111.03,53.1,2.18,70.39,26.87,2.46,25.74,26.33,8.78,8.78,18,38,7.25,150.14,0,7.43,26.33,57.64,7.25,14,7,14,21.49,30.24,30.23,6.66,7.17,30.23,7.17

36,08:45-09:00,0,2.02,17.55,0,0,87.82,125.27,84,47,36,26,25.05,26.87,3.78,26.33,111.03,53.1,2.18,70.39,26.87,2.46,25.74,26.33,8.78,8.78,22,45,8.28,150.14,0,8.48,26.33,57.64,8.28,14,7,14,21.49,30.24,30.23,6.66,7.17,30.23,7.17

37,09:00-09:15,0,2.02,17.55,0,0,96.62,143.83,98,56,42,28,28.76,26.87,3.69,26.33,111.03,53.1,2.18,70.39,26.87,2.38,25.74,26.33,8.78,8.78,25,52,9.35,150.14,0,9.58,26.33,57.64,9.35,14,7,14,21.49,32.06,32.07,6.66,7.17,32.07,7.17

38,09:15-09:30,0,2.02,17.55,0,0,104.74,161.37,112,63,48,31,32.27,26.87,3.69,26.33,111.03,53.1,2.18,70.39,26.87,2.38,25.74,26.33,8.78,8.78,27,58,10.43,150.14,0,10.69,26.33,57.64,10.43,14,7,14,21.49,32.06,32.07,6.66,7.17,32.07,7.17

39,09:30-09:45,0,2.02,17.55,0,0,111.97,177.3,137,68,58,33,35.46,26.87,3.69,26.33,111.03,53.1,2.18,70.39,26.87,2.38,25.74,26.33,8.78,8.78,31,64,11.35,150.14,0,11.64,26.33,57.64,11.35,14,6.6,14,21.49,32.24,32.23,6.66,7.17,32.23,7.17

40,09:45-10:00,0,2.02,17.55,0,0,118.17,191.98,151,75,64,35,38.39,26.87,3.69,26.33,111.03,53.1,2.18,70.39,26.87,2.38,25.74,26.33,8.78,8.78,33,70,12.31,150.14,0,12.63,26.33,57.64,12.31,14,6.6,14,21.49,32.24,32.23,6.66,7.17,32.23,7.17

41,10:00-10:15,0,2.02,17.55,0,0,123.38,205.26,161,79,69,37,41.05,26.87,3.69,26.33,111.03,53.1,2.23,70.39,26.87,2.38,0,26.33,8.78,8.78,36,74,12.95,150.14,0,13.26,26.33,57.64,12.95,14,6.6,14,21.49,32.5,32.5,6.66,7.17,32.5,7.17

42,10:15-10:30,0,2.02,17.55,0,0,127.86,217.32,172,83,73,39,43.46,26.87,3.69,26.33,111.03,53.1,2.23,70.39,26.87,2.38,0,26.33,8.78,8.78,37,78,13.89,150.14,0,14.24,26.33,57.64,13.89,14,6.6,14,21.49,32.5,32.5,6.66,7.17,32.5,7.17

43,10:30-10:45,0,2.02,17.55,0,0,131.67,227.93,179,89,76,41,45.58,26.87,3.69,26.33,111.03,53.1,2.23,70.39,26.87,2.38,0,26.33,8.78,8.78,39,81,14.52,150.14,0,14.88,26.33,57.64,14.52,14,6.6,14,21.49,32.66,32.67,6.66,7.17,32.67,7.17

44,10:45-11:00,0,2.02,17.55,0,0,135.11,233.33,186,90,79,42,46.67,26.87,3.69,26.33,111.03,53.1,2.23,70.39,26.87,2.38,0,26.33,8.78,8.78,40,84,14.9,150.14,0,15.27,26.33,57.64,14.9,14,6.6,14,21.49,32.84,32.83,6.66,7.17,32.83,7.17

45,11:00-11:15,0,2.02,17.55,0,0,137.6,235.83,193,90,82,43,47.17,26.87,3.69,26.33,111.03,53.1,2.23,70.39,26.87,2.38,0,26.33,8.78,8.78,41,87,15.28,150.14,0,15.66,26.33,57.64,15.28,14,6.6,14,21.49,32.84,32.83,6.66,7.17,32.83,7.17

46,11:15-11:30,0,2.02,17.55,0,0,139.31,237.5,193,91,82,43,47.5,26.87,3.69,26.33,111.03,53.1,2.23,70.39,26.87,2.38,0,26.33,8.78,8.78,42,88,15.28,150.14,0,15.66,26.33,57.64,15.28,14,6.6,14,21.49,32.84,32.83,6.66,7.17,32.83,7.17

47,11:30-11:45,0,2.02,17.55,0,0,140.29,241.67,193,91,82,44,48.33,26.87,3.69,26.33,111.03,53.1,2.23,70.39,26.87,2.38,0,26.33,8.78,8.78,44,91,15.28,150.14,0,15.66,26.33,57.64,15.28,13.34,6.6,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

48,11:45-12:00,0,2.02,17.55,0,0,140.5,241.67,193,91,82,44,48.33,26.87,3.69,26.33,111.03,53.1,2.23,70.39,26.87,2.38,0,26.33,8.78,8.78,44,91,15.28,150.14,0,15.66,26.33,57.64,15.28,13.34,6.6,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

49,12:00-12:15,0,2.17,17.55,0,0,141.56,241.67,193,91,82,44,48.33,26.87,3.69,26.33,111.03,53.1,2.28,70.39,26.87,2.61,0,26.33,8.78,8.78,44,91,15.28,150.14,0,15.66,26.33,57.64,15.28,13.34,6.6,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

50,12:15-12:30,0,2.17,17.55,0,0,139.98,241.67,189,91,81,44,48.33,26.87,3.69,26.33,111.03,53.1,2.28,70.39,26.87,2.61,0,26.33,8.78,8.78,44,91,15.28,150.14,0,15.66,26.33,57.64,15.28,13.34,6.6,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

51,12:30-12:45,0,2.17,17.55,0,0,137.52,241.67,186,91,79,44,48.33,26.87,3.69,26.33,111.03,53.1,2.28,70.39,26.87,2.61,0,26.33,8.78,8.78,44,91,15.28,150.14,0,15.66,26.33,57.64,15.28,13.34,6.6,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

52,12:45-13:00,0,2.17,17.55,0,0,134.32,241.67,182,91,78,44,48.33,26.87,3.69,26.33,111.03,53.1,2.28,70.39,26.87,2.61,0,26.33,8.78,8.78,44,91,15.28,150.14,0,15.66,26.33,57.64,15.28,13.34,6.6,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

53,13:00-13:15,0,2.17,17.55,0,0,130.53,241.67,175,91,75,43,48.33,26.87,3.69,26.33,111.03,53.1,2.28,70.39,26.87,2.68,0,26.33,8.78,8.78,44,91,15.18,150.14,0,15.57,26.33,57.64,15.18,13.34,6.6,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

54,13:15-13:30,0,2.17,17.55,0,0,126.28,240,165,90,70,42,48,26.87,3.69,26.33,111.03,53.1,2.28,70.39,26.87,2.68,0,26.33,8.78,8.78,44,91,14.54,150.14,0,14.91,26.33,57.64,14.54,13.34,6.6,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

55,13:30-13:45,0,2.17,17.55,0,0,121.54,237.5,168,90,72,41,47.5,26.87,3.69,26.33,111.03,53.1,2.28,70.39,26.87,2.68,0,26.33,8.78,8.78,43,90,14.32,150.14,0,14.68,26.33,57.64,14.32,13.34,6.6,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

56,13:45-14:00,0,2.17,17.55,0,0,115.96,233.33,161,90,69,41,46.67,26.87,3.69,26.33,111.03,53.1,2.28,70.39,26.87,2.68,0,26.33,8.78,8.78,41,87,14,150.14,0,14.34,26.33,57.64,14,13.34,7,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

57,14:00-14:15,0,2.17,17.55,0,0,110.14,230.22,154,88,66,38,46.04,26.87,3.69,26.33,111.03,53.1,2.37,70.39,26.87,2.68,0,26.33,8.78,8.78,39,83,13.61,150.14,0,13.94,26.33,57.64,13.61,13.34,7,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

58,14:15-14:30,0,2.17,17.55,0,0,103.93,221.15,147,84,63,37,44.23,26.87,3.69,26.33,111.03,53.1,2.37,70.39,26.87,2.68,0,26.33,8.78,8.78,38,79,13.05,150.14,0,13.38,26.33,57.64,13.05,13.34,7,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

59,14:30-14:45,0,2.17,17.55,0,0,96.75,210.53,140,80,60,35,42.11,26.87,3.69,26.33,111.03,53.1,2.37,70.39,26.87,2.68,27.25,26.33,8.78,8.78,35,73,12.43,150.14,0,12.75,26.33,57.64,12.43,13.34,7,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

60,14:45-15:00,0,2.17,17.55,0,0,88.87,198.46,126,75,54,34,39.69,26.87,3.69,26.33,111.03,53.1,2.37,70.39,26.87,2.68,27.25,26.33,8.78,8.78,32,68,11.63,150.14,0,11.92,26.33,57.64,11.63,13.34,7,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

61,15:00-15:15,0,2.17,17.55,0,0,80.26,185.85,112,67,48,32,37.17,26.87,3.69,26.33,111.03,53.1,2.37,70.39,26.87,2.92,24.21,26.33,8.78,8.78,30,62,10.71,150.14,0,10.97,26.33,57.64,10.71,13.34,7,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

62,15:15-15:30,0,2.17,17.55,0,0,70.94,172,98,60,42,28,34.4,26.87,3.69,26.33,111.03,53.1,2.37,70.39,26.87,2.92,25.23,26.33,8.78,8.78,27,56,9.44,150.14,0,9.67,26.33,57.64,9.44,13.34,7,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

63,15:30-15:45,0,2.17,17.55,0,0,60.94,155.94,84,56,36,25,31.19,26.87,3.69,26.33,111.03,53.1,2.37,70.39,26.87,2.92,24.21,26.33,8.78,8.78,24,49,8.47,150.14,0,8.68,26.33,57.64,8.47,13.34,7,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

64,15:45-16:00,0,2.17,17.55,0,0,50.49,138.76,70,49,30,23,27.75,26.87,3.69,26.33,111.03,53.1,2.37,70.39,26.87,2.92,24.21,26.33,8.78,8.78,20,43,7.57,150.14,0,7.76,26.33,57.64,7.57,13.34,7,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

65,16:00-16:15,0,2.33,17.55,0,0,39.54,120.06,60,42,25,19,24.01,26.87,3.69,26.33,111.03,53.1,2.32,70.39,26.87,3.15,25.23,26.33,8.78,8.78,17,37,6.76,150.14,0,6.93,26.33,57.64,6.76,13.34,7,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

66,16:15-16:30,0,2.33,17.55,0,0,28.72,101.74,49,35,21,15,20.35,26.87,3.69,26.33,145.71,53.1,2.32,70.39,26.87,3.15,25.23,26.33,8.78,8.78,14,30,5.94,150.14,0,6.09,26.33,57.64,5.94,13.34,7,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

67,16:30-16:45,0,2.33,17.55,0,0,19.05,82.08,35,27,15,11,16.42,26.87,3.69,26.33,145.71,53.1,2.32,70.39,26.87,3.15,25.23,26.33,8.78,8.78,11,22,5.12,150.14,0,5.24,26.33,68.1,5.12,13.34,7,13.33,19.99,32.84,32.83,6,6.67,32.83,6.67

68,16:45-17:00,0,2.33,17.55,0,0,11.72,62,25,20,10,8,12.4,26.87,3.69,26.33,145.71,53.1,2.32,70.39,26.87,3.15,26.24,26.33,8.78,8.78,6,14,4.33,193.1,0,4.44,26.33,68.1,4.33,13.34,7,13.33,19.99,33,22,6,6.67,33,6.67

69,17:00-17:15,0,2.64,17.55,0,0,7.32,42.5,14,15,6,7,8.5,26.87,3.69,26.33,145.71,53.1,2.32,70.39,26.87,3.3,26.24,26.33,8.78,8.78,5,10,3.59,231.72,0,3.68,26.33,68.1,3.59,13.34,7,13.33,19.99,32.22,15,6,6.67,30.33,6.67

70,17:15-17:30,0,2.64,17.55,0,0,3.73,24.52,7,10,3,5,4.9,26.87,3.69,26.33,145.71,53.1,2.32,70.39,26.87,3.3,27.25,26.33,8.78,8.78,2,4,2.87,241.38,0,2.95,26.33,68.1,2.87,13.34,7,13.33,19.99,16.96,9,6,6.67,15.96,6.67

71,17:30-17:45,0,2.64,17.55,0,0,0.53,10.58,1,7,0,2,2.11,26.87,3.69,26.33,145.71,82.07,2.32,70.39,26.87,3.3,28.26,26.33,8.78,8.78,1,1,2.18,241.38,0,2.23,26.33,68.1,2.18,13.34,7,13.33,19.99,3.26,2,6,6.67,3.09,6.67

72,17:45-18:00,0,2.64,17.55,0,0,0,2.68,0,3,0,0,0.53,26.87,3.69,26.33,145.71,100.59,2.32,70.39,26.87,3.3,29.26,26.33,8.78,8.78,0,1,1.45,273,0,1.49,26.33,68.1,1.45,13.34,7,13.33,19.99,2.18,0,6,6.67,2.05,6.67

73,18:00-18:15,0,2.8,17.55,150,50,0,0,0,2,0,0,0,26.87,3.78,26.33,145.71,100.59,2.23,70.39,26.87,3.46,29.26,26.33,8.78,8.78,0,0,0.82,273,0,0.84,26.33,68.1,0.82,13.66,7,13.67,19.99,0,0,6,6.67,0,6.67

74,18:15-18:30,0,2.8,17.55,150,50,0,0,0,0,0,0,0,24.8,3.78,26.33,145.71,100.59,2.23,70.39,24.8,3.46,29.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,87.09,0,14,7,14,19.99,0,0,6.67,6.67,0,6.67

75,18:30-18:45,0,2.8,17.55,150,50,0,0,0,0,0,0,0,26.87,3.78,26.33,201.65,100.59,2.23,70.39,26.87,3.46,29.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,87.09,0,14,7,14,19.99,0,0,7.33,6.67,0,6.67

76,18:45-19:00,0,2.8,17.55,150,50,0,0,0,0,0,0,0,26.87,3.78,26.33,145.71,100.59,2.23,70.39,26.87,3.46,29.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,87.09,0,14,7,14,19.99,0,0,8,6.67,0,6.67

77,19:00-19:15,0,2.8,17.55,150,50,0,0,0,0,0,0,0,26.87,3.78,26.33,145.71,100.59,2.23,70.39,26.87,3.46,29.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,87.09,0,14,7,14,19.99,0,0,8.67,6.67,0,6.67

78,19:15-19:30,0,2.8,17.55,150,50,0,0,0,0,0,0,0,26.87,3.78,26.33,145.71,100.59,2.23,70.39,26.87,3.46,29.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,87.09,0,14,7,14,19.99,0,0,9.33,6.67,0,6.67

