Column1,Time,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/1196,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/08/01/5126,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/08/01/6209,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/2952,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/5784,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,GNA/NR/2025/06/07/5932,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/1044,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/08/01/4452,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/6187
13,03:00-03:15,4,0,0,0,0,22.5,0,0,0,35.94,24.67,0,0,35.93,0,0,0,0,22.5,67.5,102.77,7.67,70.4,0,271.49,33.79,16.89,8.69,19.31,56.18,16.89,18.29,67.57,0,2.13,0,9.91,67.57,0,0,-0,24.23,0,3.22,100.56,15.3,0,8.69,20.83,17.38

14,03:15-03:30,4,0,0,0,0,22.5,0,0,0,36.66,24.67,0,0,36.67,0,0,0,0,22.5,67.5,102.77,7.67,70.4,0,261.94,33.79,16.89,8.69,19.31,56.18,16.89,18.29,67.57,0,2.13,0,9.91,67.57,0,0,-0,24.23,0,3.22,100.56,15.3,0,8.69,20.83,17.38

15,03:30-03:45,4,0,0,0,0,22.5,0,0,0,37.04,24.67,0,0,37.03,0,0,0,0,22.5,67.5,102.77,7.67,70.4,0,242.38,33.79,16.89,8.69,19.31,56.18,16.89,18.29,67.57,0,2.13,0,9.91,67.57,0,0,-0,24.23,0,3.22,100.56,15.3,0,8.69,20.83,17.38

16,03:45-04:00,4,0,0,0,0,22.5,0,0,0,37,24.67,0,0,37,0,0,0,0,22.5,67.5,102.77,7.67,70.4,0,220.21,33.79,16.89,8.69,19.31,56.18,16.89,18.29,67.57,0,2.13,0,9.91,67.57,0,0,-0,24.23,0,3.22,100.56,15.3,0,8.69,20.83,17.38

17,04:00-04:15,4,0,0,0,0,22.5,0,0,0,37.34,30.67,0,0,37.33,0,0,0,0,22.5,67.5,102.77,7.49,70.4,0,231.67,33.79,16.89,8.69,19.31,56.18,16.89,18.29,67.57,0,2.13,0,9.91,67.57,0,0,-0,24.23,0,3.22,100.56,15.3,0,8.69,20.83,17.38

18,04:15-04:30,4,0,0,0,0,21.33,0,0,0,37,31.33,0,0,37,0,0,0,0,21.33,64.01,102.77,7.49,70.4,0,193.06,33.79,16.89,8.69,19.31,56.18,16.89,18.29,67.57,0,2.13,0,9.91,67.57,0,0,-0,23.72,0,3.22,100.56,15.3,0,8.69,20.83,17.38

19,04:30-04:45,4,0,0,0,0,20.33,0,0,0,36.66,31.33,0,0,36.67,0,0,0,0,20.33,61.01,102.77,7.49,70.4,0,193.06,33.79,16.89,8.69,19.31,56.18,16.89,18.29,67.57,0,2.13,0,12.69,67.57,0,0,-0,23.72,0,3.22,100.56,15.3,0,8.69,20.83,17.38

20,04:45-05:00,4,0,0,0,0,19,0,0,0,37,31.33,0,0,37,0,0,0,0,19,57,102.77,7.49,70.4,0,193.06,33.79,16.89,8.69,19.31,56.18,16.89,18.29,67.57,0,2.13,0,12.69,67.57,0,0,-0,23.72,0,3.22,100.56,15.3,0,8.69,20.83,17.38

21,05:00-05:15,4,0,0,0,0,21.67,0,0,0,56.4,30.67,0,0,56.4,0,0,0,0,21.67,64.99,102.77,7.21,70.4,0,193.06,33.79,16.89,8.69,19.31,56.18,16.89,18.29,67.57,0,4.02,0,12.69,67.57,0,0,-0,23.22,0,3.24,100.56,15.3,0,8.69,20.83,17.38

22,05:15-05:30,4,0,0,0,0,21.67,0,0,0,56.41,30,0,0,56.42,0,0,0,0,21.67,64.99,102.77,7.21,70.4,0,193.06,33.79,16.89,8.69,19.31,56.18,16.89,18.29,67.57,0,4.02,0,12.69,67.57,0,0,-0,23.22,0,3.24,100.56,15.3,0,8.69,20.83,17.38

23,05:30-05:45,4,0,0,0,0,21.67,0,0,0,61.86,29.67,0,0,61.87,0,0,0,0,21.67,64.99,102.77,7.21,70.4,0,193.06,33.79,16.89,8.69,19.31,67.12,16.89,18.29,67.57,0,4.02,0,12.69,67.57,0,0,-0,25.23,0,3.24,100.56,15.3,0,8.69,20.83,17.38

24,05:45-06:00,4,0,0,0,0,21.67,0,0,0,60.99,29.33,0,0,60.98,0,0,0,0,21.67,64.99,102.77,7.21,70.4,0,193.06,33.79,16.89,8.69,19.31,67.12,16.89,18.29,67.57,0,4.02,0,12.69,67.57,0,0,-0,25.23,0,3.24,100.56,15.3,0,8.69,20.83,17.38

25,06:00-06:15,4,1,0.2,1.02,1,21.97,0,1,0.6,61.47,29.33,0,3.56,61.47,0.03,0,3.58,0,21.97,65.88,102.77,7.02,70.4,0,193.06,33.79,16.89,8.69,19.31,67.12,16.89,18.57,67.57,0,4.02,0,12.69,67.57,0,0,-0,25.23,0,3.24,100.56,15.3,0,8.69,20.83,17.38

26,06:15-06:30,4,2,0.4,2.01,2,20.8,1,2,1.14,62.67,28.67,1,6.48,62.66,1.1,1,7.08,0,20.8,62.4,102.77,7.02,70.4,0,193.06,33.79,16.89,8.69,19.31,67.12,16.89,18.57,67.57,0,4.02,0,12.69,67.57,0,0,-0,24.22,0,3.24,100.56,15.3,0,8.69,20.83,17.38

27,06:30-06:45,4,4,0.6,3,3,19.97,2,5,2.9,66.66,28,4,11.78,66.67,2.53,3,12.09,0,19.97,59.91,102.77,7.02,70.4,0,245.95,33.79,16.89,8.69,19.31,67.12,16.89,18.57,67.57,0,4.02,0.57,12.69,67.57,0,0,-0,24.22,0.43,3.24,100.56,15.3,0.57,8.69,20.83,17.38

28,06:45-07:00,4,7,0.8,3.99,4,19.03,4,7,4.17,66.66,27.67,8,17.31,66.67,4.33,5,18.5,0,19.03,57.09,102.77,7.02,70.4,0,228.62,33.79,16.89,8.69,19.31,67.12,16.89,18.57,67.57,0,4.02,0.64,12.69,67.57,0,0,-0,24.22,0.5,3.24,100.56,15.3,0.64,8.69,20.83,17.38

29,07:00-07:15,4,11,1.34,6.68,5,19.63,6,11,6.14,66.66,28,12,23.98,66.67,6.52,7,25.97,0,19.63,58.89,102.77,7.02,70.4,0,190.01,33.79,16.89,8.69,19.31,67.12,16.89,18.76,67.57,0,4.7,0.99,12.69,67.57,0,0,-0,25.23,0.77,3.24,100.56,15.3,0.99,8.69,20.83,17.38

30,07:15-07:30,4,13,1.88,9.37,7,20.54,8,16,8.35,66.66,29.33,16,31.2,66.67,9.08,10,33,0,20.54,61.63,102.77,7.02,70.4,0,151.4,33.79,16.89,8.69,19.31,67.12,16.89,18.76,67.57,0,4.68,1.48,12.69,67.57,0,0,-0,25.23,1.14,3.22,100.56,15.3,1.48,8.69,20.83,17.38

31,07:30-07:45,4,13,2.41,12.07,8,21.13,4,9,10.7,71.66,30,24,32.9,71.67,11.06,10,32.9,0,21.13,63.41,102.77,0,70.4,0,150.11,33.79,16.89,8.69,19.31,67.12,16.89,18.76,67.57,0,4.41,3.04,12.69,67.57,0,0,-0,26.24,2.35,3.22,100.56,15.3,3.04,8.69,20.83,17.38

32,07:45-08:00,4,14,2.95,14.75,9,21.99,5,10,13.2,71.66,31.33,31.07,31.06,71.67,14.12,13,31.07,0,21.99,65.99,70.8,0,70.4,0,150.11,33.79,16.89,8.69,19.31,49.14,16.89,18.76,67.57,0,3.61,3.27,9.91,67.57,0,0,-0,26.24,2.53,3.22,100.56,15.3,3.27,8.69,20.83,17.38

33,08:00-08:15,4,17,5.08,25.42,8,21.1,8,15,16.02,71.66,33.33,31.9,31.9,71.67,16.56,16,31.9,0,21.1,63.3,70.8,0,70.4,0,150.11,33.79,16.89,8.69,19.31,38.61,16.89,18.76,67.57,0,2.13,3.48,9.91,67.57,0,0,-0,26.24,2.69,3.22,100.56,15.3,3.48,8.69,20.83,17.38

34,08:15-08:30,4,19,5.42,27.08,9,24.91,8,17,18.94,73.34,33.33,33,33,73.33,17.05,19,33,0,24.91,74.75,70.8,0,70.4,0,150.11,33.79,16.89,8.69,19.31,38.61,16.89,18.76,67.57,0,2.13,3.69,9.91,67.57,0,0,-0,26.24,2.85,3.22,100.56,15.3,3.69,8.69,20.83,17.38

35,08:30-08:45,4,25,5.58,27.92,10,28.35,12,23,21.79,75.02,33.33,33,33,75.02,17.54,22,33,0,28.35,85.05,70.8,0,70.4,0,150.11,33.79,16.89,8.69,19.31,38.61,16.89,18.76,67.57,0,4.68,3.79,9.91,67.57,0,0,-0,26.24,2.93,3.22,100.56,15.3,3.79,8.69,20.83,17.38

36,08:45-09:00,4,28,5.75,28.75,11,29.35,13,27,24.58,79.46,33.33,33,33,79.47,19.48,25,33,0,29.35,88.02,70.8,0,70.4,0,150.11,33.79,16.89,8.69,19.31,38.61,16.89,18.76,67.57,0,3.68,3.9,9.91,67.57,0,0,-0,26.24,3.02,3.22,100.56,15.3,3.9,8.69,20.83,17.38

37,09:00-09:15,4,36,6.1,30.51,12,30.48,18,35,27.32,79.39,33.67,33,33,79.38,20.46,31,33,0,30.48,91.45,70.8,0,70.4,0,150.11,33.79,16.89,8.69,19.31,38.61,16.89,18.11,67.57,0,2.13,4.06,9.91,67.57,0,0,-112.03,25.23,3.14,3.22,65.64,15.3,4.06,8.69,20.83,17.38

38,09:15-09:30,4,38,7.15,35.73,13,31.03,18,37,30.07,78.95,33.33,33,33,78.96,20.46,34,33,0,31.03,93.09,70.8,0,70.4,0,150.11,33.79,16.89,8.69,19.31,38.61,16.89,18.11,67.57,0,2.13,5.38,9.91,67.57,0,0,-224.05,25.23,4.17,3.22,100.56,15.3,5.38,8.69,20.83,17.38

39,09:30-09:45,4,38,11.67,58.33,12,22.33,20,40,32.75,78.08,33.67,33,33,78.08,20.46,31,33,0,22.33,67.01,102.77,0,70.4,0,183.41,33.79,16.89,8.69,19.31,56.59,16.89,18.11,67.57,0,2.13,5.98,9.91,67.57,0,0,-224.05,24.22,4.62,3.22,100.56,15.3,5.98,8.69,20.83,17.38

40,09:45-10:00,4,39,12.5,62.5,13,22.33,22,43,35.36,77.88,34.33,33,33,77.89,29.23,32,33,0,22.33,67.01,102.77,0,70.4,0,222.02,33.79,16.89,8.69,19.31,56.59,16.89,18.11,67.57,0,2.13,6.53,9.91,67.57,0,0,-224.05,24.22,5.05,3.22,100.56,15.3,6.53,8.69,20.83,17.38

41,10:00-10:15,4,32,20.15,100.75,13,23,15,30,46.67,68.34,31.72,33,33,68.33,29.23,25,33,0,23,69,102.77,0,70.4,0,222.02,33.79,16.89,8.69,19.31,56.59,16.89,15.06,67.57,0,3.76,7.28,9.91,67.57,0,0,-224.05,23.22,5.63,3.22,100.56,15.3,7.28,8.69,20.83,17.38

42,10:15-10:30,4,33,21.72,108.58,14,23.33,16,32,50,68.34,32.84,33,33,68.33,29.23,27,33,0,23.33,70.01,102.77,0,70.4,0,222.02,33.79,16.89,8.69,19.31,56.59,16.89,15.06,67.57,0,2.13,8.93,9.91,67.57,0,0,-224.05,23.22,6.9,3.22,100.56,15.3,8.93,8.69,20.83,17.38

43,10:30-10:45,4,27,19.11,95.53,13,23.33,13,25,50.67,70,33.54,33,33,70,37.02,19,33,0,23.33,70.01,102.77,0,70.4,0,222.02,33.79,16.89,8.69,19.31,56.59,16.89,15.06,67.57,0,2.13,4.26,9.91,67.57,0,0,-224.05,22.2,3.3,3.22,100.56,15.3,4.26,8.69,20.83,17.38

44,10:45-11:00,4,27,19.74,98.71,14,23.33,13,27,53.83,71.66,33.52,33,33,71.67,48.09,21,33,0,23.33,70.01,102.77,0,70.4,0,222.02,33.79,16.89,8.69,19.31,56.59,16.89,15.06,67.57,0,2.13,4.5,9.91,67.57,0,0,-224.05,22.2,3.48,3.22,100.56,15.3,4.5,8.69,20.83,17.38

45,11:00-11:15,4,28,20.25,101.25,13,23.83,7,15,57,73.34,34.22,33,33,73.33,46.99,15,33,0,23.83,71.51,84.1,0,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,15.06,67.57,0,2.13,4.85,9.91,67.57,0,0,-224.05,22.2,3.75,3.22,53.09,15.3,4.85,8.69,20.83,17.38

46,11:15-11:30,4,30,20.51,102.52,13,24.67,8,15,57,77.91,34.63,33,33,77.92,46.43,16,33,0,24.67,73.99,84.1,0,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,15.06,67.57,0,2.13,5.78,9.91,67.57,0,0,-224.05,22.2,4.45,3.22,53.09,15.3,5.78,8.69,20.83,17.38

47,11:30-11:45,4,27,20.66,103.32,13,25.83,8,16,58.58,68.34,35.51,33,33,68.33,45.89,13,33,0,25.83,77.51,84.1,0,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,15.06,67.57,0,4.66,6.69,12.69,67.57,0,0,-224.05,22.2,5.17,3.24,53.09,15.3,6.69,8.69,20.83,17.38

48,11:45-12:00,4,27,20.69,103.46,13,27,8,17,58.58,68.34,35.99,33,33,68.33,46.88,13,33,0,27,81,84.1,0,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,15.06,67.57,0,4.66,6.85,12.69,67.57,0,0,-224.05,22.2,5.29,3.24,53.09,15.3,6.85,8.69,20.83,17.38

49,12:00-12:15,4,27,20.76,103.81,14,28.17,8,17,58.58,68,39.29,33,33,68,43.84,13,33,0,28.17,84.49,84.1,0,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,18.76,67.57,0,4.66,6.69,12.69,67.57,0,0,-112.03,22.2,5.16,3.24,53.09,15.3,6.69,8.69,20.83,17.38

50,12:15-12:30,4,27,20.53,102.65,14,29,8,17,58.83,68,41.3,33,33,68,43.84,13,33,0,29,87,84.1,0,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,18.76,67.57,0,4.66,6.53,12.69,67.57,0,0,-0,22.2,5.05,3.24,53.09,15.3,6.53,8.69,20.83,17.38

51,12:30-12:45,4,25,20.27,101.35,14,24.54,7,15,59.74,68.48,39.97,33,33,68.49,43.84,13,33,0,24.54,73.63,84.1,0,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,18.76,67.57,0,4.66,6.4,12.69,67.57,0,0,-0,22.2,4.94,3.24,53.09,15.3,6.4,8.69,20.83,17.38

52,12:45-13:00,4,25,19.91,99.52,14,24.54,8,15,59.95,68.75,40.17,33,33,68.75,48.71,13,33,0,24.54,73.63,84.1,0,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,18.76,67.57,0,4.66,6.27,12.69,67.57,0,0,-0,22.2,4.85,3.24,53.09,15.3,6.27,8.69,20.83,17.38

53,13:00-13:15,6,17,19.63,98.17,12,24.54,5,10,60,69.1,40.9,33,33,69.1,48.71,9,33,0,24.54,73.63,84.1,0,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,19.22,67.57,0,4.66,5.87,12.69,67.57,0,0,-0,23.22,4.53,3.22,53.09,15.3,5.87,8.69,20.83,17.38

54,13:15-13:30,6.4,17,19.38,96.91,12,24.54,5,10,59.82,68.9,41.49,33,33,68.91,48.71,9,33,0,24.54,73.63,84.1,0,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,19.22,67.57,0,4.66,5.47,12.69,67.57,0,0,-0,24.22,4.23,3.22,53.09,15.3,5.47,8.69,20.83,17.38

55,13:30-13:45,6.6,17,19.39,96.97,9,24.54,5,10,59.69,69.54,36.67,33,33,69.53,58.45,9,33,0,24.54,73.63,84.1,0,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,19.22,67.57,0,4.66,5.1,12.69,67.57,0,0,-0,24.22,3.94,3.22,53.09,15.3,5.1,8.69,20.83,17.38

56,13:45-14:00,6.6,17,19.61,98.07,8,24.54,5,10,60.86,68.62,36.67,33,33,68.62,57.48,9,33,0,24.54,73.63,84.1,0,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,19.22,67.57,0,4.66,4.72,12.69,67.57,0,0,-0,24.22,3.65,3.22,53.09,15.3,4.72,8.69,20.83,17.38

57,14:00-14:15,9.01,15,19.86,99.3,7,24.54,5,10,60.36,68.48,36.67,33,33,68.47,55.53,9,33,0,24.54,73.63,84.1,5.62,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,14.6,67.57,0,4.66,3.09,12.69,67.57,0,0,-0,24.22,2.4,3.22,53.09,15.3,3.09,8.69,20.83,17.38

58,14:15-14:30,10.01,15,19.78,98.91,7,24.54,5,10,59.34,68.29,36.67,33,33,68.3,54.42,9,33,0,24.54,73.63,84.1,5.62,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,14.6,67.57,0,4.66,3.09,12.69,67.57,0,0,-0,24.22,2.4,3.22,53.09,15.3,3.09,8.69,20.83,17.38

59,14:30-14:45,11.01,15,19.48,97.42,7,24.54,5,10,58.76,68.12,36.67,33,33,68.12,52.8,9,33,0,24.54,73.63,111.94,7.49,70.4,0,271.49,33.79,16.89,8.69,19.31,76.54,16.89,14.6,67.57,0,4.66,3.09,12.69,67.57,0,0,-0,24.22,2.4,3.22,53.09,15.3,3.09,8.69,20.83,17.38

60,14:45-15:00,12.01,15,18.97,94.83,7,24.54,5,10,58.23,68.88,36.67,33,33,68.88,55.8,9,33,0,24.54,73.63,111.94,7.49,70.4,0,271.49,33.79,16.89,8.69,19.31,76.54,16.89,14.6,67.57,0,4.66,3.09,12.69,67.57,0,0,-0,24.22,2.4,3.22,53.09,15.3,3.09,8.69,20.83,17.38

61,15:00-15:15,16.01,13,14.86,74.28,7,24.54,5,10,43.44,68.92,36.67,33,33,68.93,52.06,9,33,0,24.54,73.63,111.94,7.95,70.4,0,271.49,33.79,16.89,8.69,19.31,76.54,16.89,14.6,67.57,0,4.66,3.09,12.69,67.57,0,0,-0,25.23,2.4,3.22,53.09,15.3,3.09,8.69,20.83,17.38

62,15:15-15:30,15.81,13,14.23,71.13,7,24.54,5,10,40.95,68.95,36.67,33,33,68.96,50.68,9,33,0,24.54,73.63,111.94,7.95,70.4,0,271.49,33.79,16.89,8.69,19.31,76.54,16.89,14.6,67.57,0,4.66,3.09,9.91,67.57,0,0,-0,26.24,2.4,3.22,53.09,15.3,3.09,8.69,20.83,17.38

63,15:30-15:45,15.61,13,13.62,68.11,7,24.54,5,10,38.13,69.11,36.67,33,33,69.1,49.28,9,33,0,24.54,73.63,111.94,8.43,70.4,0,271.49,33.79,16.89,8.69,19.31,76.54,16.89,14.6,67.57,0,4.66,3.09,9.91,67.57,0,0,-0,26.24,2.4,3.22,53.09,15.3,3.09,8.69,20.83,17.38

64,15:45-16:00,15.01,13,12.94,64.71,7,24.54,5,10,35.57,69.21,36.67,33,33,69.22,47.5,9,33,0,24.54,73.63,111.94,8.43,70.4,0,271.49,33.79,16.89,8.69,19.31,76.54,16.89,14.6,67.57,0,4.66,3.09,9.91,67.57,0,0,-0,27.25,2.4,3.22,53.09,15.3,3.09,8.69,20.83,17.38

65,16:00-16:15,17.01,13,10.28,51.4,7,24.54,5,10,31.94,69,36.67,24,33,69,44.38,9,33,0,24.54,73.63,102.77,8.43,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,0,67.57,0,4.43,3.09,9.91,67.57,0,0,-0,0,2.4,3.22,82.05,15.3,3.09,8.69,20.83,17.38

66,16:15-16:30,16.61,13,9.38,46.88,7,24.54,5,10,28.35,69,36.67,16,33,69,38.21,9,33,0,24.54,73.63,102.77,8.43,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,0,67.57,0,4.43,3.09,9.91,67.57,0,0,-0,0,2.4,3.22,100.56,15.3,3.09,8.69,20.83,17.38

67,16:30-16:45,17,22,6.4,31.98,11,25,8,17,18.33,69,36.67,8,33,69,40.83,13,33,0,25,75,102.77,8.43,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,0,67.57,0,4.65,3.09,9.91,67.57,0,0,-0,0,2.4,3.22,100.56,15.3,3.09,8.69,20.83,17.38

68,16:45-17:00,16.4,20,5.58,27.88,10,25,8,15,18.33,69,36.64,5,33,69,34.15,13,30.32,0,25,75,102.77,8.43,70.4,0,271.49,33.79,16.89,8.69,19.31,56.59,16.89,0,67.57,0,4.65,3.09,9.91,67.57,0,0,-0,0,2.4,3.22,100.56,15.3,3.09,8.69,20.83,17.38

