Time,Block,WR/2023/20256/A/1084,NR/2023/17064/A,WR/2023/18560/A,WR/2023/20254/A/1082,WR/2023/18560/A/II,NR/2023/17905/A/1028,NR/2023/18020/C,NR/2023/17901/A/1060,NR/2023/18019/C,NR/2023/16187/A,NR/2023/18023/C,Total
71,17:30-17:45,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,0,0.580000,3.040000,0.000000,0,205.55

72,17:45-18:00,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,0,0.580000,3.040000,0.000000,0,205.55

73,18:00-18:15,25.000000,100.000000,100.000000,55.000000,0.000000,1.930000,0,0.630000,3.040000,0.000000,0,285.6

74,18:15-18:30,25.000000,100.000000,100.000000,55.000000,0.000000,1.930000,0,0.630000,3.040000,0.000000,0,285.6

75,18:30-18:45,25.000000,100.000000,100.000000,55.000000,0.000000,1.930000,0,0.630000,3.040000,0.000000,0,285.6

76,18:45-19:00,25.000000,100.000000,100.000000,55.000000,0.000000,1.930000,0,0.630000,3.040000,0.000000,0,285.6

77,19:00-19:15,25.000000,100.000000,100.000000,55.000000,0.000000,1.930000,0,0.630000,3.040000,0.000000,0,285.6

78,19:15-19:30,25.000000,100.000000,100.000000,55.000000,0.000000,1.930000,0,0.630000,3.040000,0.000000,0,285.6

79,19:30-19:45,25.000000,100.000000,100.000000,55.000000,0.000000,1.930000,0,0.630000,3.040000,0.000000,0,285.6

80,19:45-20:00,25.000000,100.000000,100.000000,55.000000,0.000000,1.930000,0,0.630000,3.040000,0.000000,0,285.6

81,20:00-20:15,25.000000,0.000000,100.000000,55.000000,0.000000,1.930000,0,0.580000,3.040000,0.000000,0,185.55

82,20:15-20:30,25.000000,0.000000,100.000000,55.000000,0.000000,1.930000,0,0.580000,3.040000,0.000000,0,185.55

83,20:30-20:45,25.000000,0.000000,100.000000,55.000000,0.000000,1.930000,0,0.580000,3.040000,0.000000,0,185.55

84,20:45-21:00,25.000000,0.000000,100.000000,55.000000,0.000000,1.930000,0,0.580000,3.040000,0.000000,0,185.55

85,21:00-21:15,25.000000,0.000000,100.000000,55.000000,0.000000,1.930000,0,0.580000,3.040000,0.000000,0,185.55

86,21:15-21:30,25.000000,0.000000,100.000000,55.000000,0.000000,1.930000,0,0.580000,3.040000,0.000000,0,185.55

87,21:30-21:45,25.000000,0.000000,100.000000,55.000000,0.000000,1.930000,0,0.580000,3.040000,0.000000,0,185.55

88,21:45-22:00,25.000000,0.000000,100.000000,55.000000,0.000000,1.930000,0,0.580000,3.040000,0.000000,0,185.55

89,22:00-22:15,0.000000,0.000000,100.000000,55.000000,0.000000,1.930000,0,0.580000,3.040000,76.880000,0,237.43

90,22:15-22:30,0.000000,0.000000,100.000000,55.000000,0.000000,1.930000,0,0.580000,3.040000,76.880000,0,237.43

91,22:30-22:45,0.000000,0.000000,100.000000,55.000000,0.000000,1.930000,0,0.580000,3.040000,76.880000,0,237.43

92,22:45-23:00,0.000000,0.000000,100.000000,55.000000,0.000000,1.930000,0,0.580000,3.040000,76.880000,0,237.43

93,23:00-23:15,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.580000,3.040000,76.880000,0,182.43

94,23:15-23:30,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.580000,3.040000,76.880000,0,182.43

95,23:30-23:45,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.580000,3.040000,76.880000,0,182.43

96,23:45-24:00,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.580000,3.040000,76.880000,0,182.43

