Block,Time Block,AURY_LF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,ANTA_GF,URI,AURY_CRF,DADRI_CRF,AURY_RF,ANTA_CRF,UNCHAHAR4,VALLURNTECL,ANTA_RF,NLCIIST1,DHAULIGNGA,DULHASTI,JHAJJAR,KGSU1AND2,FSTPP I & II,KGSU3AND4,NLCEXP,BSIUL,CHAMERA1,DADRT2,CHAMERA2,CHAMERA3,KOLDAM,NAPP,KOTESHWR,NJPC,KUDGI,MAPS,KKNPPU2,BRBCL,KKNP,KHSTPP-I,KHSTPP-II,KISHANGANGA,NLCIIST2,NLCTS2EXP,RSTPSU7,RAPPB,RIHAND2,RIHAND1,NNTPP,RAMPUR,RAPPD,NTPL,PARBATI3,PARBATI2,RAPPC,RSTPSU1TO6,RIHAND3,DADRI_GF,DADRI_RF,DADRI_LF,SALAL,SASAN,SEWA2,SIMHST1,TALST2,SINGRAULI,UNCHAHAR2,TANAKPUR,TALA,UNCHAHAR1,TelanganaSTPP,TEHRI,TANDA2,SINGRAULI_HYDRO,SIMHST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,0,36.8,26.21,0,0,0,49.06,0,0,0,0,1.72,0,0,0,31.71,56.69,276.06,0,17.58,0,0,12.6,40.72,150.93,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,13.13,0,43.98,142.77,8.34,0,0,0,0,119.92,93.7,0,6.74,0,0,41.5,47.18,65.41,0,91.91,0,0,0,81.38,394.5,12.18,0,0,130.96,39.43,6.06,0,20.73,0,9.3,5.33,1.02,0,0,0,0,0,0

8,01:45-02:00,0,36.8,26.21,0,0,0,49.06,0,0,0,0,1.72,0,0,0,31.71,56.69,329.3,0,17.58,0,0,12.6,40.72,150.93,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,13.3,0,43.98,142.77,8.34,0,0,0,0,119.92,93.7,0,6.74,0,0,41.5,47.18,65.41,0,91.91,0,0,0,81.38,394.5,6.09,0,0,130.96,39.43,6.06,0,20.73,0,9.3,5.33,1.02,0,0,0,0,0,0

9,02:00-02:15,0,36.8,22.54,0,0,0,49.06,0,0,0,0,1.77,0,0,0,31.71,56.69,262.75,0,16.56,0,0,12.6,40.72,149.73,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,12.24,0,43.98,142.77,8.34,0,0,0,0,117.51,91.54,0,6.74,0,0,41.5,47.18,65.41,0,89.88,0,0,0,81.38,394.5,6.09,0,0,126.98,36.81,1.73,0,17.14,0,9.3,3.05,1.02,0,0,0,0,0,0

10,02:15-02:30,0,36.8,22.24,0,0,0,49.06,0,0,0,0,1.77,0,0,0,31.71,56.69,231.84,0,16.56,0,0,12.6,40.72,149.73,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,11.4,0,43.98,142.77,8.34,0,0,0,0,117.51,91.54,0,6.74,0,0,41.5,47.18,65.41,0,89.88,0,0,0,81.38,394.5,5.82,0,0,126.98,36.81,1.73,0,17.14,0,9.3,3.05,1.02,0,0,0,0,0,0

11,02:30-02:45,0,36.8,22.54,0,0,0,49.06,0,0,0,0,1.93,0,0,0,31.71,56.69,231.84,0,16.92,0,0,12.6,40.72,149.73,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,13.65,0,43.98,142.77,8.34,0,0,0,0,117.51,91.54,0,6.74,0,0,41.5,42.1,65.41,0,89.88,0,0,0,81.38,394.5,5.82,0,0,126.98,36.81,2.97,3.21,17.14,0,9.3,3.05,1.02,0,0,0,0,0,0

12,02:45-03:00,0,36.8,22.54,0,0,0,49.06,0,0,0,0,1.77,0,0,0,31.71,56.69,279.66,0,16.92,0,0,12.6,40.72,149.73,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,14,0,43.98,142.77,8.34,0,0,0,0,117.51,91.54,0,6.74,0,0,41.5,42.1,65.41,0,89.88,0,0,0,81.38,394.5,5.82,0,0,126.98,36.81,2.97,3.35,17.14,0,9.3,3.05,1.02,0,0,0,0,0,0

13,03:00-03:15,0,36.8,19.25,0,0,0,49.06,0,0,0,0,1.77,0,0,0,31.71,56.69,279.66,0,16.92,0,0,12.6,40.72,113.15,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,17.3,0,42.3,128.26,8.34,0,0,0,0,117.51,91.54,0,6.74,0,0,41.5,42.1,65.41,0,89.88,0,0,0,77.45,394.5,0,0,0,126.98,31.02,2.97,3.35,15.2,0,9.3,3.05,1.02,0,0,0,0,0,0

14,03:15-03:30,0,36.8,18.67,0,0,0,49.06,0,0,0,0,1.77,0,0,0,31.71,56.69,279.66,0,16.92,0,0,12.6,40.72,53.13,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,42.29,128.63,8.34,0,0,0,0,117.51,91.54,0,6.74,0,0,41.5,42.1,65.41,0,89.88,0,0,0,77.45,394.5,0,0,0,126.98,31.02,2.97,3.35,15.2,0,9.3,3.05,1.02,0,0,0,0,0,0

15,03:30-03:45,0,36.8,18.67,0,0,0,49.06,0,0,0,0,1.77,0,0,0,31.71,56.69,279.66,0,14.63,0,0,12.6,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,40.62,128.6,8.34,0,0,0,0,117.51,91.54,0,6.74,0,0,41.5,42.1,65.41,0,89.88,0,0,0,77.45,394.5,0,0,0,126.98,31.02,2.97,3.35,15.2,0,9.3,3.05,1.02,0,0,0,0,0,0

16,03:45-04:00,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,31.71,56.69,267.95,0,10.65,0,0,12.6,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,16.62,0,32.08,101.06,8.34,0,0,0,0,93.39,62.52,0,6.74,0,0,41.5,42.1,65.41,0,48.47,0,0,0,77.45,394.5,0,0,0,115.53,23.91,2.97,3.35,11.09,0,9.3,1.67,1.02,0,0,0,0,0,0

17,04:00-04:15,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,31.71,56.69,316.25,0,10.65,0,0,12.6,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,17.22,0,30.67,90.01,8.34,0,0,0,0,66.19,51.66,0,6.74,0,0,41.5,42.1,65.41,0,69.48,0,0,0,77.45,392.44,0,0,0,89.78,23.91,2.97,3.35,11.09,0,9.3,1.67,1.02,0,0,0,0,0,0

18,04:15-04:30,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,31.71,56.69,316.25,0,10.65,0,0,12.6,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,30.67,89.85,8.34,0,0,0,0,66.19,51.66,0,6.74,0,0,41.5,42.1,65.41,0,69.48,0,0,0,77.45,392.44,0,0,0,72.96,23.91,2.97,3.35,11.09,0,9.3,1.67,1.02,0,0,0,0,0,0

19,04:30-04:45,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,31.71,56.69,316.25,0,10.65,0,0,12.6,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,30.67,89.85,8.34,0,0,0,0,66.19,51.66,0,6.74,0,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,367.25,0,0,0,72.96,23.91,2.97,3.35,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

20,04:45-05:00,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,31.71,56.69,316.25,0,10.65,0,0,12.6,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,30.67,89.85,8.34,0,0,0,0,66.19,51.66,0,6.74,0,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,367.25,0,0,0,72.96,23.91,2.97,3.35,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

21,05:00-05:15,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,31.71,56.69,316.25,0,10.65,0,0,12.6,40.72,63.7,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,30.45,87.45,8.34,0,0,0,0,66.19,51.66,0,6.74,0,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,367.25,0,0,0,72.96,23.91,2.97,2.5,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

22,05:15-05:30,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,31.71,56.69,316.25,0,10.65,0,0,12.6,40.72,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,30.45,87.45,8.34,0,0,0,0,66.19,51.66,0,6.74,0,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,367.25,0,0,0,72.96,23.91,2.97,1.8,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

23,05:30-05:45,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,31.71,56.69,316.25,0,10.65,0,0,12.6,40.72,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,30.77,85.82,8.34,0,0,0,0,66.19,51.66,0,6.74,0,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,328.08,0,0,0,72.96,23.91,2.97,1.8,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

24,05:45-06:00,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,31.71,56.69,316.25,0,10.65,0,0,12.6,40.72,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,30.77,85.82,8.34,0,0,0,0,66.19,51.66,0,6.74,0,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,258.36,0,0,0,72.96,23.91,2.97,1.5,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

25,06:00-06:15,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.61,0,0,0,21.14,56.69,316.25,0,12.58,0,0,12.6,40.72,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,30.68,85.5,8.34,0,0,0,0,66.19,51.66,0,6.74,3.14,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,243.47,0,0,0,72.96,23.91,2.97,1.23,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

26,06:15-06:30,0,36.8,14.58,0,0,0,49.06,0,0,0,0,1.93,0,0,0,21.14,56.69,316.25,0,10.65,0,0,12.6,40.72,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,30.68,85.5,8.34,0,0,0,0,66.19,51.66,0,6.74,6.63,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,243.47,0,0,0,72.96,23.91,6.06,1.23,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

27,06:30-06:45,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.78,0,0,0,21.14,56.69,316.25,0,10.65,0,0,12.6,40.72,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,30.68,85.5,8.34,0,0,0,0,66.19,51.66,0,6.74,10.11,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,258.36,0,0,0,72.96,23.91,6.06,1.08,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

28,06:45-07:00,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,316.25,0,10.65,0,0,12.6,40.72,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,24.65,78.8,8.34,0,0,0,0,66.19,51.66,0,6.74,13.6,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,316.32,0,0,0,72.96,23.91,6.06,0.66,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

29,07:00-07:15,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,316.25,0,10.65,0,0,12.6,40.72,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,28.03,78.8,8.34,0,0,0,0,66.19,51.66,0,6.74,16.75,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,340.63,0,0,0,72.96,26.09,6.06,1.8,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

30,07:15-07:30,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,316.25,0,10.65,0,0,12.6,40.72,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,28.03,78.8,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,340.63,0,0,0,72.96,26.09,2.97,1.8,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

31,07:30-07:45,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,316.25,0,10.65,0,0,12.6,40.72,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,28.03,78.8,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,309.55,0,0,0,72.96,26.09,2.97,1.8,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

32,07:45-08:00,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,316.25,0,10.65,0,0,12.6,13.57,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,28.03,78.8,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,264.48,0,0,0,72.96,26.09,2.97,1.65,11.09,0,0,1.67,1.02,0,0,0,0,0,0

33,08:00-08:15,0,36.8,14.58,0,0,0,51.19,0,0,0,0,0.7,0,0,0,21.14,56.69,229.31,0,10.65,0,0,12.6,13.57,4.52,47.15,33.84,6.95,24.52,10.08,129.84,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,5.08,18.49,0,48.92,42.1,65.41,0,69.48,0,0,0,77.45,264.48,0,0,0,72.96,26.09,4.2,1.5,11.09,0,0,1.67,1.02,0,0,0,0,0,0

34,08:15-08:30,0,36.8,14.58,0,0,0,51.19,0,0,0,0,0.7,0,0,0,21.14,56.69,229.31,0,10.65,0,0,12.6,13.57,4.52,47.15,33.84,6.95,24.52,0,129.84,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,5.08,18.49,0,22.24,21.77,65.41,0,69.48,0,0,0,77.45,264.48,0,0,0,72.96,26.09,4.2,1.36,11.09,0,0,1.67,1.02,0,0,0,0,0,0

35,08:30-08:45,0,36.8,14.58,0,0,0,51.19,0,0,0,0,0.7,0,0,0,21.14,56.69,229.31,0,10.65,0,0,6.3,0,4.52,47.15,33.84,6.95,24.52,0,129.84,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,5.08,18.49,0,22.24,21.77,65.41,0,69.48,0,0,0,77.45,251.54,0,0,0,72.96,26.09,4.2,3.41,11.09,0,0,1.67,1.02,0,0,0,0,0,0

36,08:45-09:00,0,36.8,14.58,0,0,0,51.19,0,0,0,0,0.7,0,0,0,21.14,56.69,229.31,0,10.65,0,0,6.3,0,4.52,47.15,33.84,4.63,24.52,0,129.84,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,5.08,18.49,0,22.24,21.77,65.41,0,69.48,0,0,0,77.45,223.09,0,0,0,72.96,26.09,4.2,3.41,11.09,0,0,1.67,1.02,0,0,0,0,0,0

37,09:00-09:15,0,36.8,14.58,0,0,0,51.19,0,0,0,0,0.7,0,0,0,21.14,56.69,229.31,0,10.65,0,0,6.3,0,4.52,47.15,33.84,4.63,24.52,0,129.84,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,5.08,18.49,0,22.24,21.77,65.41,0,69.48,0,0,0,51.63,222.49,0,0,0,72.96,26.09,2.97,2.96,11.09,0,0,1.67,1.02,0,0,0,0,0,0

38,09:15-09:30,0,36.8,14.58,0,0,0,51.19,0,0,0,0,0.7,0,0,0,21.14,56.69,229.31,0,10.65,0,0,6.3,0,4.52,47.15,33.84,4.63,24.52,0,129.84,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,5.08,18.49,0,22.24,21.77,65.41,0,69.48,0,0,0,51.63,222.49,0,0,0,72.96,26.09,2.97,2.96,11.09,0,0,1.67,1.02,0,0,0,0,0,0

39,09:30-09:45,0,36.8,14.58,0,0,0,51.19,0,0,0,0,0.7,0,0,0,21.14,56.69,206.05,0,10.65,0,0,6.3,0,4.52,47.15,33.84,4.63,24.52,0,129.84,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,5.08,18.49,0,22.24,21.77,65.41,0,69.48,0,0,0,51.63,222.49,0,0,0,72.96,26.09,3.59,2.96,11.09,0,0,1.67,1.02,0,0,0,0,0,0

40,09:45-10:00,0,36.8,14.58,0,0,0,51.19,0,0,0,0,0.7,0,0,0,21.14,56.69,132.71,0,10.65,0,0,6.3,0,4.52,47.15,33.84,4.63,24.52,0,129.84,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,5.08,18.49,0,22.24,21.77,65.41,0,69.48,0,0,0,51.63,222.49,0,0,0,72.96,26.09,3.59,2.96,11.09,0,0,1.67,1.02,0,0,0,0,0,0

41,10:00-10:15,0,36.8,14.58,0,0,0,51.19,0,0,0,0,0.7,0,0,0,10.58,56.69,132.71,0,10.65,0,0,6.3,0,4.52,47.15,33.84,4.63,24.52,0,174.74,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,22.24,21.77,65.41,0,69.48,0,0,0,51.63,222.49,0,0,0,72.96,26.09,3.59,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

42,10:15-10:30,0,36.8,14.58,0,0,0,51.19,0,0,0,0,0.7,0,0,0,10.58,56.69,113.39,0,10.65,0,0,6.3,0,4.52,47.15,33.84,4.63,24.52,0,174.74,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,22.24,21.77,65.41,0,69.48,0,0,0,51.63,222.49,0,0,0,72.96,26.09,3.59,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

43,10:30-10:45,0,36.8,14.58,0,0,0,51.19,0,0,0,0,0.7,0,0,0,10.58,56.69,113.39,0,10.65,0,0,6.3,0,4.52,47.15,33.84,4.63,24.52,0,174.74,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,22.24,47.18,65.41,0,69.48,0,0,0,51.63,222.49,0,0,0,72.96,26.09,3.59,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

44,10:45-11:00,0,36.8,14.58,0,0,0,51.19,0,0,0,0,0.7,0,0,0,10.58,56.69,113.39,0,10.65,0,0,6.3,0,4.52,47.15,33.84,2.32,24.52,0,174.74,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,41.5,47.18,65.41,0,69.48,0,0,0,51.63,222.49,0,0,0,72.96,26.09,3.59,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

45,11:00-11:15,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,10.58,56.69,113.39,0,10.65,0,0,6.3,0,4.52,47.15,33.84,2.32,24.52,0,174.74,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,51.63,222.49,0,0,0,72.96,26.09,3.59,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

46,11:15-11:30,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,10.58,56.69,113.39,0,10.65,0,0,6.3,0,4.52,47.15,33.84,2.32,24.52,0,174.74,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,51.63,222.49,0,0,0,72.96,26.09,3.59,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

47,11:30-11:45,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,10.58,56.69,113.39,0,10.65,0,0,6.3,0,4.52,47.15,33.84,3.75,24.52,0,174.74,0,0,0,18.33,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,51.63,222.49,0,0,0,72.96,26.09,3.59,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

48,11:45-12:00,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,10.58,56.69,113.39,0,10.65,0,0,6.3,0,4.52,47.15,33.84,3.75,24.52,0,174.74,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,51.63,222.49,0,0,0,72.96,26.09,3.59,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

49,12:00-12:15,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,10.58,56.69,113.39,0,10.65,0,0,6.3,0,4.52,47.15,33.84,3.75,24.52,0,174.74,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,51.63,310.63,0,0,0,72.96,26.09,2.97,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

50,12:15-12:30,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,10.58,56.69,113.39,0,10.65,0,0,6.3,0,4.52,47.15,33.84,3.75,24.52,0,174.74,0,0,0,19.32,0,28.03,97.39,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,51.63,310.63,0,0,0,72.96,26.09,2.97,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

51,12:30-12:45,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,10.58,56.69,113.39,0,10.65,0,0,12.6,0,4.52,47.15,33.84,3.75,24.52,0,174.74,0,0,0,19.32,0,28.03,97.39,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,51.63,310.63,0,0,0,72.96,26.09,4.2,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

52,12:45-13:00,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,10.58,56.69,113.39,0,10.65,0,0,12.6,0,4.52,47.15,33.84,3.75,24.52,0,174.74,0,0,0,19.32,0,28.03,97.39,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,310.63,0,0,0,72.96,26.09,4.2,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

53,13:00-13:15,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,10.58,56.69,113.39,0,10.65,0,0,12.6,0,4.52,47.15,33.84,4.63,24.52,0,174.74,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,285.75,0,0,0,72.96,26.09,4.2,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

