Column1,Block,NR/2024/22052/A/30773,NR/2024/22058/A/30772,NR/2024/22353/C,NR/2024/22356/C,NR/2024/22010/A/30985,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,GNA/NR/2024/08/07/2729,NR/2024/21909/A/30959,NR/2024/22228/A/31024,NR/2024/21940/A/31030,NR/2024/22279/A/30955,NR/2024/22080/A/30621,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/2024/22042/A/30731,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug24,NR/2024/21974/A/31010,NR/2024/21971/A/31009,NR/2024/21956/A/31032,GNA/NR/2024/08/07/8214,NR/2024/22081/A/30967,NR/2024/21943/A/31028,NR/01082024/15082024/APL-Raigarh,NR/2024/21814/A/31011,NR/2024/21918/A/30988,NR/2024/21970/A/31008,NR/2024/21961/A/30859,NR/2024/21938/A/30993,NR/30092023/26122029/SH-06,NR/01082024/31082024/jitpl,NR/30092023/31122025/SH-07,NR/01082024/31082024/SKS-Raigarh,NR/2024/22364/C,NR/2024/22367/C,NR/2024/22351/C,NR/2024/22352/C,NR/2024/21658/A/30767,NR/2024/22377/C,NR/2024/22014/A/30732,NR/2024/21860/A/30968,NR/2024/22362/C,NR/2024/21966/A/30945,NR/2024/21968/A/31007,NR/2024/21954/A/31029,NR/2024/21983/A/30869,Total
44,10:45-11:00,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,0,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,7.33,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1365.0242000000003

45,11:00-11:15,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,12.23,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,8.04,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1377.9642000000003

46,11:15-11:30,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,12.23,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,8.57,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1378.4942000000003

47,11:30-11:45,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,12.23,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,9.1,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1379.0242000000003

48,11:45-12:00,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,12.23,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,9.81,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1379.7342000000003

49,12:00-12:15,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,14.98,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,10.34,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1383.0142000000003

50,12:15-12:30,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,14.98,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.05,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1383.7242000000003

51,12:30-12:45,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,14.98,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,12.05,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1384.7242000000003

52,12:45-13:00,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,14.98,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1384.5042000000003

53,13:00-13:15,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,18.66,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1388.1842000000004

54,13:15-13:30,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,18.66,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1388.1842000000004

55,13:30-13:45,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,18.66,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1388.1842000000004

56,13:45-14:00,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,18.66,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1388.1842000000004

57,14:00-14:15,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,17.28,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1386.8042000000003

58,14:15-14:30,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,17.28,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1386.8042000000003

59,14:30-14:45,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,17.28,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1386.8042000000003

60,14:45-15:00,42.37,10.59,0,0,11.69,0,0,192.58,0,83.95,4.81,12.52,17.28,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1386.8042000000003

61,15:00-15:15,42.37,10.59,0,0,11.69,0,0,192.58,44.37,83.95,4.81,12.52,17.28,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1431.1742000000006

62,15:15-15:30,40.44,10.59,0,1.93,11.69,0,0,192.58,44.37,83.95,4.81,12.52,17.28,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1431.1742000000006

