Block,Time,LT-05,SH-07,L_NR_2019_11,LT-59,L_NR_2020_02,LT-35,L_NR_2012_01,LT-36,SH-06,L_NR_2023_04,L_NR_2012_07,L_NR_2012_02,LT-31,LT_MEJA_Delhi,L_NR_2012_04,L_NR_2018_61,L_NR_2020_06,L_NR_2021_15,L_NR_2021_14,L_NR_2019_05,L_NR_2020_07,L_NR_2021_17,L_NR_2019_07,L_NR_2021_16,L_NR_2019_19,L_NR_2021_12,L_NR_2022_10,L_NR_2021_13,L_NR_2020_05,L_NR_2022_08,L_NR_2022_09,L_NR_2019_06
18,04:15-04:30,115.790000,30.970000,6.930000,7.320000,10.700000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.910000,272.170000,34.94,0,0,0,0,0,0,0,0,0,0,46.83,0,0,36.85,46.83,0

19,04:30-04:45,115.790000,30.970000,4.620000,7.320000,10.520000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,34.49,0,0,0,0,0,0,0,0,0,0,46.71,0,0,36.62,46.71,0

20,04:45-05:00,115.790000,30.970000,4.620000,7.320000,10.520000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,34.28,0,0,0,0,0,0,0,0,0,0,46.95,0,0,36.77,46.95,0

21,05:00-05:15,115.790000,30.970000,4.620000,7.320000,10.330000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,32.27,0,0,0,0,0,0,0,0,0,0,46.98,0,0,36.98,46.98,0

22,05:15-05:30,115.790000,30.970000,4.620000,7.320000,10.330000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,31.53,0,0,0,0,0,0,0,0,0,0,46.86,0,0,36.78,46.86,0

23,05:30-05:45,115.790000,30.970000,4.620000,7.080000,10.330000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,30.25,0,0,0.03,0,0,0.16,0,0.33,1.200111,0,46.77,0,0,36.79,46.77,0

24,05:45-06:00,115.790000,30.970000,4.620000,7.080000,10.330000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,29.19,0,0.35,0.31,0,0,0.81,0,1.61,4.790687,0.05,46.74,0.01,0,36.87,46.74,0

25,06:00-06:15,66.430000,30.970000,4.620000,5.990000,10.190000,0.000000,101.370000,0.000000,30.970000,0.000000,68.250000,215.710000,0.000000,3.940000,272.170000,28.52,0,0.76,1.57,14.54,0,2.11,4.44,4.21,10.986382,2.54,46.86,0.51,0,36.94,46.86,11.48

26,06:15-06:30,66.430000,30.970000,4.620000,6.770000,10.190000,0.110000,101.370000,0.120000,30.970000,0.000000,68.250000,261.860000,0.110000,3.940000,272.170000,27.21,0,1.6,3.32,20.87,0,3.6,8.88,7.2,15.386789,6.88,46.9,1.37,0,36.77,46.9,20.14

27,06:30-06:45,116.160000,30.970000,4.620000,6.770000,10.190000,0.870000,101.370000,0.890000,30.970000,0.000000,75.760000,261.860000,0.870000,3.940000,272.170000,29.94,0,1.37,5.33,21.48,0,5.63,15.75,11.26,20.079906,12.16,46.85,2.43,0,36.82,46.85,21.47

28,06:45-07:00,116.160000,30.970000,4.620000,6.770000,10.190000,1.210000,101.370000,1.240000,30.970000,0.000000,75.760000,261.860000,1.210000,3.940000,272.170000,29.28,0,2.26,7.95,20.73,0,8.22,20.73,16.45,26.129246,18.71,46.86,3.74,0,36.88,46.86,20.74

29,07:00-07:15,116.160000,30.970000,4.620000,6.770000,10.050000,1.620000,101.370000,1.650000,30.970000,0.000000,75.760000,261.860000,1.620000,3.940000,272.170000,28.32,0,3.24,11.26,22.07,0,0.33,22.07,0.67,33.07623,28.1,46.94,5.62,0,36.87,46.94,22.06

30,07:15-07:30,107.620000,30.970000,4.620000,6.770000,10.050000,1.900000,101.370000,1.940000,30.970000,0.000000,56.730000,261.860000,1.900000,3.940000,272.170000,27.34,0,4.23,15.49,22.57,0,0.33,22.57,0.67,40.120784,40.07,46.79,8.01,0,36.91,46.79,22.56

31,07:30-07:45,99.080000,30.970000,4.620000,6.620000,10.050000,2.500000,101.370000,2.570000,30.970000,0.000000,56.730000,261.860000,2.500000,3.940000,272.170000,26.47,0,5.96,14.33,22.9,0,0.33,22.9,0.67,47.204366,38.26,46.88,7.65,0,36.71,46.88,22.9

32,07:45:08:00,70.600000,30.970000,4.620000,6.620000,10.050000,2.970000,101.370000,3.050000,30.970000,0.000000,56.730000,215.710000,2.970000,3.940000,272.170000,23.14,0,8.07,15.33,23.73,0,0,23.73,0,54.34649,46.33,46.96,9.27,0,35.13,46.96,23.74

33,08:00-08:15,70.600000,30.970000,4.620000,6.620000,9.910000,3.630000,101.370000,3.710000,30.970000,0.000000,75.760000,261.860000,3.630000,3.940000,272.170000,22.27,0,11.7,16.33,25.9,0,0,25.9,0,60.98125,54.75,38.35,10.95,0,35,38.35,25.9

34,08:15-08:30,70.600000,30.970000,4.620000,6.620000,9.910000,4.560000,101.370000,4.680000,30.970000,0.000000,75.760000,261.860000,4.560000,3.940000,272.170000,22.07,0,13.81,18.33,28.15,0,0.67,28.15,1.33,67.098889,63.33,38.67,12.66,0,34.88,38.67,28.15

35,08:30-08:45,70.600000,30.970000,4.620000,6.620000,9.910000,5.490000,101.370000,5.630000,30.970000,0.000000,75.760000,261.860000,5.490000,3.940000,272.170000,21.94,0,15.71,21,28.98,0,8,28.98,16,73.411668,118.12,38.48,23.62,0,35.01,38.48,28.99

36,08:45:09:00,70.600000,30.970000,4.620000,6.620000,9.910000,6.320000,101.370000,6.480000,30.970000,0.000000,75.760000,261.860000,6.320000,3.940000,272.170000,21.74,0,17.48,24,29.65,0,9,29.65,18,79.987886,133.62,38.98,26.73,0,35.06,38.98,29.65

37,09:00:09:15,70.600000,30.970000,0.000000,6.540000,9.910000,7.100000,101.370000,7.270000,30.970000,0.000000,75.760000,261.860000,7.100000,3.940000,272.170000,21.54,0,19.16,26.67,29.65,0,10.67,29.65,21.33,86.407992,148.28,38.51,29.66,0,34.93,38.51,29.65

38,09:15-09:30,70.600000,30.970000,0.000000,6.540000,9.910000,7.510000,101.370000,7.710000,30.970000,0.000000,75.760000,261.860000,7.510000,3.940000,272.170000,21.32,0,20.66,30,29.65,0,11.67,29.65,23.33,91.774342,161.97,38.01,32.4,0,35.17,38.01,29.65

39,09:30-09:45,70.600000,30.970000,0.000000,5.840000,9.910000,7.710000,101.370000,7.900000,30.970000,0.000000,75.760000,261.860000,7.710000,3.940000,272.170000,27.98,0,25.52,49.13,29.98,0,13.67,29.98,27.33,95.91131,175.03,38.05,35.01,0,35.19,38.05,29.99

40,09:45-10:00,70.600000,30.970000,0.000000,5.460000,9.910000,7.760000,101.370000,7.960000,30.970000,0.000000,75.760000,261.860000,7.760000,3.940000,272.170000,27.75,0,27.02,53.73,30.48,0,15.67,30.48,31.33,99.726297,186.83,37.52,37.37,0,35.11,37.52,30.49

41,10:00-10:15,70.600000,30.970000,0.000000,3.900000,9.730000,7.410000,101.370000,7.590000,30.970000,0.000000,75.760000,261.860000,7.410000,3.940000,272.170000,26.78,0,28.56,74.57,30.48,0,17.33,30.48,34.67,101.76551,158.54,37.53,31.71,0,34.87,37.53,30.49

42,10:15-10:30,70.600000,30.970000,0.000000,3.120000,9.730000,7.440000,101.370000,7.620000,30.970000,0.000000,75.760000,261.860000,7.440000,3.940000,272.170000,26.36,0,29.91,78.57,30.48,0,18.33,30.48,36.67,101.424015,165.71,46.17,33.14,0,34.94,46.17,30.49

43,10:30-10:45,70.600000,20.930000,0.000000,3.900000,9.730000,7.840000,101.370000,8.040000,30.970000,0.000000,75.760000,261.860000,7.840000,3.940000,272.170000,26.12,0,30.76,81.27,30.48,0,18,30.48,36,100.897137,171.04,46.31,34.21,0,34.96,46.31,30.49

44,10:45-11:00,70.600000,20.930000,0.000000,5.460000,9.730000,7.860000,101.370000,8.050000,30.970000,0.000000,75.760000,261.860000,7.860000,3.940000,272.170000,30.02,0,31.49,82.6,31.33,0,19.33,31.33,38.67,101.199604,175.21,46.05,35.04,0,34.97,46.05,31.34

45,11:00-11:15,70.600000,20.930000,0.000000,6.230000,9.730000,7.870000,101.370000,8.070000,30.970000,0.000000,75.760000,261.860000,7.870000,3.940000,272.170000,29.61,0,33.97,83.57,32.17,0,12.67,32.17,25.33,102.516799,182.38,46.01,36.47,0,34.87,46.01,32.16

46,11:15-11:30,70.600000,20.930000,0.000000,6.230000,9.730000,7.870000,101.370000,8.060000,30.970000,0.000000,75.760000,261.860000,7.870000,3.940000,272.170000,28.98,0,35.11,53.33,32.17,0,13.33,32.17,26.67,103.043677,184.17,46.21,36.83,0,34.91,46.21,32.16

47,11:30-11:45,70.600000,20.930000,0.000000,6.700000,9.730000,7.890000,101.370000,8.090000,30.970000,0.000000,75.760000,261.860000,7.890000,3.940000,272.170000,28.54,0,35.91,56,32.5,0,14,32.5,28,103.072948,184.17,46.21,36.83,0,34.94,46.21,32.5

48,11:45-12:00,70.600000,20.930000,0.000000,6.700000,9.730000,7.870000,101.370000,8.060000,30.970000,0.000000,75.760000,261.860000,7.870000,3.940000,272.170000,28.16,0,36.27,58.33,32.5,0,14.67,32.5,29.33,103.404686,212.5,46.02,42.5,0,35.1,46.02,32.5

49,12:00-12:15,116.160000,20.930000,0.000000,6.700000,9.310000,7.470000,101.370000,7.660000,30.970000,0.000000,75.760000,261.860000,7.470000,3.940000,272.170000,28.08,0,36.53,62,32.5,0,15.33,32.5,30.67,105.102404,212.5,46.29,42.5,0,35.13,46.29,32.5

50,12:15-12:30,116.160000,20.930000,0.000000,6.700000,9.310000,7.430000,101.370000,7.610000,30.970000,0.000000,75.760000,261.860000,7.430000,3.940000,272.170000,21.22,0,36.71,66,32.5,0,16,32.5,32,103.999863,212.5,46.29,42.5,0,34.94,46.29,32.5

51,12:30-12:45,116.160000,20.930000,0.000000,6.700000,9.310000,7.460000,101.370000,7.640000,30.970000,0.000000,75.760000,261.860000,7.460000,3.940000,272.170000,21.88,0,29.65,69.67,32.5,0,16.67,32.5,33.33,99.365288,212.5,46.05,42.5,0,35.08,46.05,32.5

52,12:45-13:00,116.160000,20.930000,0.000000,6.700000,9.310000,7.460000,101.370000,7.640000,30.970000,0.000000,75.760000,261.860000,7.460000,3.940000,272.170000,22.81,0,29.66,72,32.5,0,17.33,32.5,34.67,98.565214,212.5,46.18,42.5,0,35.19,46.18,32.5

53,13:00-13:15,116.160000,20.930000,0.000000,7.020000,9.440000,7.450000,101.370000,7.630000,30.970000,0.000000,51.940000,201.640000,7.450000,2.320000,272.170000,23.19,0,29.66,73.89,32.5,0,18,32.5,36,97.511458,212.5,46.08,42.5,0,35.05,46.08,32.5

54,13:15-13:30,116.160000,20.930000,0.000000,7.020000,9.440000,7.450000,101.370000,7.630000,30.970000,0.000000,63.460000,201.640000,7.450000,2.320000,272.170000,23.41,0,29.65,73.86,32.5,0,18.66,32.5,37.34,96.857739,212.5,46.21,42.5,0,35.15,46.21,32.5

55,13:30-13:45,116.160000,20.930000,0.000000,7.020000,9.440000,7.430000,101.370000,7.620000,30.970000,0.000000,63.460000,201.640000,7.430000,2.320000,272.170000,16.1,0,30.44,73.89,32.5,0,19.33,32.5,38.67,93.198864,212.5,46.19,42.5,0,35.14,46.19,32.5

56,13:45-14:00,116.160000,20.930000,0.000000,7.020000,9.440000,7.640000,101.370000,7.830000,30.970000,0.000000,63.460000,201.640000,7.640000,2.320000,272.170000,16.14,0,30.95,73.71,32.5,0,20,32.5,40,89.842456,212.5,46.22,42.5,0,35.09,46.22,32.5

57,14:00-14:15,116.160000,20.930000,5.390000,7.020000,9.680000,7.630000,101.370000,7.820000,30.970000,0.000000,63.460000,201.640000,7.630000,2.320000,272.170000,16.2,0,32.55,72.98,32.5,0,17.33,32.5,34.67,85.832329,191.67,46.15,38.33,0,34.94,46.15,32.5

58,14:15-14:30,116.160000,20.930000,5.390000,7.020000,9.680000,7.610000,101.370000,7.800000,30.970000,0.000000,63.460000,201.640000,7.610000,2.320000,272.170000,16.23,0,32.31,72.51,32.5,0,17.33,32.5,34.67,81.792931,191.67,46.04,38.33,0,35.09,46.04,32.5

59,14:30-14:45,116.160000,20.930000,5.390000,7.170000,9.680000,7.600000,101.370000,7.790000,30.970000,0.000000,63.460000,201.640000,7.600000,2.320000,272.170000,16.38,0,31.32,71.63,32.5,0,17.33,32.5,34.67,77.782804,191.67,46.1,38.33,0,35.09,46.1,32.5

60,14:45-15:00,116.160000,20.930000,5.390000,7.170000,9.680000,7.580000,101.370000,7.770000,30.970000,0.000000,63.460000,201.640000,7.580000,2.320000,272.170000,16.56,0,30.13,70.19,32.5,0,17.33,32.5,34.67,73.440939,191.67,46.24,38.33,0,34.99,46.24,32.5

61,15:00-15:15,116.160000,20.930000,5.390000,7.170000,10.010000,7.560000,101.370000,7.740000,30.970000,0.000000,63.460000,201.640000,7.560000,2.320000,272.170000,16.65,0,28.82,66.85,32.5,0,17.66,32.5,35.34,69.557653,187.32,45.87,37.46,0,34.97,45.87,32.5

62,15:15-15:30,116.160000,20.930000,5.390000,7.170000,10.010000,8.050000,101.370000,8.250000,30.970000,0.000000,63.460000,201.640000,8.050000,2.320000,272.170000,16.7,0,27.36,63.04,32.5,0,17.66,32.5,35.34,65.293844,176.73,45.72,35.35,0,35.02,45.72,32.5

63,15:30-15:45,116.160000,20.930000,5.390000,7.480000,10.010000,8.010000,101.370000,8.220000,30.970000,0.000000,63.460000,201.640000,8.010000,2.320000,272.170000,20.13,0,33.49,59.49,32.5,0,17.66,32.5,35.34,60.327531,166.07,45.57,33.21,0,33.33,45.57,32.5

64,15:45-16:00,116.160000,20.930000,5.390000,7.480000,10.010000,7.900000,101.370000,8.090000,30.970000,0.000000,63.460000,201.640000,7.900000,2.320000,272.170000,21,0,31.87,54.85,32.5,0,17.33,32.5,34.67,54.824583,155.18,45.42,31.04,0,33.33,45.42,32.5

65,16:00-16:15,116.160000,20.930000,5.390000,7.790000,10.420000,7.570000,101.370000,7.750000,30.970000,0.000000,63.460000,230.670000,7.570000,2.320000,272.170000,20.97,0,29.98,50.22,32.5,0,16,32.5,32,48.716701,163.21,45.74,32.64,0,33.33,45.74,32.5

66,16:15-16:30,116.160000,20.930000,5.390000,7.790000,10.420000,6.730000,101.370000,6.910000,30.970000,0.000000,63.460000,230.670000,6.730000,2.320000,272.170000,13.1,0,27.48,45.55,32.5,0,13.67,32.5,27.33,42.218539,154.38,46.12,30.87,0,33.33,46.12,32.5

67,16:30-16:45,116.160000,20.930000,5.390000,7.790000,9.580000,5.870000,101.370000,6.010000,30.970000,0.000000,63.460000,240.350000,5.870000,2.320000,272.170000,13.07,0,24.23,36.38,32.5,0,11.33,32.5,22.67,35.466695,140.71,45.98,28.14,0,35.16,45.98,32.5

68,16:45-17:00,116.160000,20.930000,5.390000,7.790000,9.580000,4.980000,101.370000,5.110000,30.970000,0.000000,63.460000,261.860000,4.980000,2.320000,272.170000,13.15,0,21.01,31.39,33,0,9.33,24.64,18.67,29.036832,127.17,50.1,25.43,0,35.11,50.1,33

69,17:00-17:15,116.160000,20.930000,7.690000,7.010000,9.580000,3.920000,101.370000,4.020000,30.970000,0.000000,87.290000,261.860000,3.920000,3.890000,272.170000,13.35,0,11.97,26.19,33,0,7.67,14.28,15.33,24.070519,112.05,50.07,22.41,0,35.08,50.07,33

70,17:15-17:30,116.160000,20.930000,7.690000,7.010000,9.580000,3.580000,101.370000,3.670000,30.970000,0.000000,87.290000,261.860000,3.580000,3.890000,272.170000,13.29,0,10.31,21.2,33,0,9.33,8.14,18.67,20.167719,114.04,50.16,22.81,0,35.04,50.16,33

71,17:30-17:45,116.160000,20.930000,7.690000,7.010000,9.580000,2.730000,101.370000,2.800000,30.970000,0.000000,87.290000,261.860000,2.730000,3.890000,272.170000,13.18,0,8.71,16.16,21.74,0,7.67,2.51,15.33,16.382003,97.08,50.06,19.42,0,34.89,50.06,22.48

72,17:45-18:00,116.160000,20.930000,7.690000,7.010000,9.580000,1.860000,101.370000,1.900000,30.970000,0.000000,87.290000,261.860000,1.860000,3.890000,272.170000,13.41,0,7.19,11.38,12.44,0,5.67,0.93,11.33,12.723128,80.12,50.13,16.02,0,34.36,50.13,10.48

73,18:00-18:15,116.160000,20.930000,7.690000,7.320000,9.860000,1.030000,101.370000,1.050000,30.970000,0.000000,87.290000,261.860000,1.030000,3.940000,272.170000,7.83,0,5.66,7.29,0,0,5.33,0,10.67,9.678944,65.07,50.18,13.02,0,34.32,50.18,0

74,18:15-18:30,116.160000,20.930000,7.690000,7.320000,9.860000,0.430000,101.370000,0.440000,30.970000,0.000000,87.290000,261.860000,0.430000,3.940000,272.170000,7.84,0,4.14,4.22,0,0,4.67,0,9.33,6.254237,50.02,50.1,10.01,0,33.56,50.1,0

75,18:30-18:45,116.160000,20.930000,7.690000,7.320000,9.860000,0.210000,101.370000,0.220000,30.970000,0.000000,87.290000,261.860000,0.210000,3.940000,272.170000,8.18,0,3.02,2.11,0,0,2,0,4,3.12224,34.97,56.94,7,0,36.01,56.94,0

76,18:45-19:00,116.160000,20.930000,7.690000,7.320000,9.860000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,8.34,0,2.01,0.63,0,0,1,0,2,1.278167,19.93,56.97,3.99,0,36.23,56.97,0

77,19:00-19:15,116.160000,8.710000,7.690000,7.630000,10.240000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,8.75,0,1.07,0.03,0,0,0.33,0,0.67,0.341495,14.97,56.8,3,0,36.17,56.8,0

78,19:15-19:30,116.160000,8.710000,7.690000,7.630000,10.240000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,9.03,0,0.33,0,0,0,0.21,0,0.42,0,10.02,56.94,2,0,36.17,56.94,0

79,19:30-19:45,116.160000,8.710000,7.690000,7.630000,10.240000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,7.15,0,0,0,0,0,0.01,0,0.03,0,5.06,56.73,1.01,0,36.08,56.73,0

80,19:45-20:00,116.160000,8.710000,7.690000,7.630000,10.240000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,7.12,0,0,0,0,0,0,0,0,0,0.11,56.78,0.02,0,33.48,56.78,0

81,20:00-20:15,116.160000,8.710000,7.470000,7.780000,10.240000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,7.17,0,0,0,0,0,0,0,0,0,0.06,56.86,0.01,0,33.52,56.86,0

82,20:15-20:30,116.160000,8.710000,7.470000,7.780000,10.240000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,7.15,0,0,0,0,0,0,0,0,0,0.02,56.93,0.01,0,33.64,56.93,0

83,20:30-20:45,116.160000,8.710000,7.470000,8.180000,10.240000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,7.21,0,0,0,0,0,0,0,0,0,0.01,56.69,0,0,33.54,56.69,0

84,20:45-21:00,116.160000,8.710000,7.470000,8.180000,10.240000,0.000000,101.370000,0.000000,30.970000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,7.23,0,0,0,0,0,0,0,0,0,0,56.76,0,0,33.47,56.76,0

85,21:00-21:15,116.160000,28.800000,7.470000,8.180000,10.240000,0.000000,101.370000,0.000000,28.800000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,7.19,0,0,0,0,0,0,0,0,0,0,57,0,0,33.4,57,0

86,21:15-21:30,116.160000,28.800000,7.470000,8.180000,10.240000,0.000000,101.370000,0.000000,28.800000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,7.15,0,0,0,0,0,0,0,0,0,0,56.95,0,0,33.4,56.95,0

87,21:30-21:45,116.160000,28.800000,7.470000,8.180000,10.240000,0.000000,101.370000,0.000000,28.800000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,7.12,0,0,0,0,0,0,0,0,0,0,53.56,0,0,32.25,53.56,0

88,21:45-22:00,116.160000,28.800000,7.470000,8.180000,10.240000,0.000000,101.370000,0.000000,28.800000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,7.17,0,0,0,0,0,0,0,0,0,0,53.5,0,0,32.09,53.5,0

89,22:00-22:15,116.160000,28.800000,7.320000,7.940000,10.700000,0.000000,101.370000,0.000000,28.800000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,7.15,0,0,0,0,0,0,0,0,0,0,53.5,0,0,31.42,53.5,0

90,22:15-22:30,116.160000,28.800000,7.320000,7.940000,10.700000,0.000000,101.370000,0.000000,28.800000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,7.21,0,0,0,0,0,0,0,0,0,0,53.57,0,0,31.08,53.57,0

91,22:30-22:45,116.160000,28.800000,9.630000,7.940000,10.700000,0.000000,101.370000,0.000000,28.800000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,7.23,0,0,0,0,0,0,0,0,0,0,53.47,0,0,30.89,53.47,0

92,22:45-23:00,116.160000,28.800000,9.630000,7.940000,10.700000,0.000000,101.370000,0.000000,28.800000,0.000000,87.290000,261.860000,0.000000,3.940000,272.170000,7.19,0,0,0,0,0,0,0,0,0,0,53.67,0,0,33.36,53.67,0

93,23:00-23:15,116.160000,29.740000,9.630000,8.420000,10.520000,0.000000,101.370000,0.000000,29.740000,0.000000,87.290000,261.860000,0.000000,3.910000,272.170000,7.22,0,0,0,0,0,0,0,0,0,0,56.76,0,0,33.23,56.76,0

94,23:15-23:30,116.160000,29.740000,9.630000,8.420000,10.520000,0.000000,101.370000,0.000000,29.740000,0.000000,87.290000,261.860000,0.000000,3.910000,272.170000,7.3,0,0,0,0,0,0,0,0,0,0,56.88,0,0,33.03,56.88,0

95,23:30-23:45,116.160000,29.740000,9.630000,8.420000,10.520000,0.000000,101.370000,0.000000,29.740000,0.000000,87.290000,261.860000,0.000000,3.910000,272.170000,7.35,0,0,0,0,0,0,0,0,0,0,56.78,0,0,32.75,56.78,0

96,23:45-24:00,116.160000,29.740000,9.630000,8.420000,10.520000,0.000000,101.370000,0.000000,29.740000,0.000000,87.290000,261.860000,0.000000,3.910000,272.170000,7.33,0,0,0,0,0,0,0,0,0,0,56.99,0,0,32.6,56.99,0

