Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,GNA/NR/2024/09/01/7119,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/7196,GNA/NR/2024/09/01/3451,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/6566,GNA/NR/2024/09/01/8090,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/2171,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/NR/2024/09/01/4802,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/7908
15,03:30-03:45,0,0,0,65.5,21.83,27.01,0,0,0,0,0,0,0,0,0,18.34,21.84,59.67,59.67,24.8,0,150.61,28.26,4.66,75.54,0,111.38,82.32,0,41.16,41.16,0,0,20.58,12.47,3.79,70.59,12.76,1.94,53.27,26.91,26.91,82.32,0,18.4

16,03:45-04:00,0,0,0,64.5,21.5,26.41,0,0,0,0,0,0,0,0,0,18,21.5,59,59,24.8,0,150.61,28.26,4.66,75.54,0,111.38,82.32,0,41.16,41.16,0,0,20.58,12.47,3.79,70.59,12.76,1.94,53.27,26.91,26.91,82.32,0,18.4

17,04:00-04:15,0,0,0,64,21.33,26.21,0,0,0,0,0,0,0,0,0,17.66,21.34,59.33,59.33,24.8,0,150.61,28.26,4.66,75.54,0,111.38,82.32,0,41.16,41.16,0,0,20.58,12.47,3.79,70.59,12.76,1.94,53.27,26.91,26.91,82.32,0,18.4

18,04:15-04:30,0,0,0,63,21,24.61,0,0,0,0,0,0,0,0,0,17.66,21,59.33,59.33,24.8,0,150.61,28.26,4.66,75.54,0,111.38,82.32,0,41.16,41.16,0,0,20.58,12.47,3.79,70.59,12.76,1.94,53.27,26.91,26.91,82.32,0,18.4

19,04:30-04:45,0,0,0,62,20.67,34.21,0,0,0,0,0,0,0,0,0,21.66,20.66,60,60,24.8,0,150.61,28.26,4.66,75.54,0,111.38,82.32,0,41.16,41.16,0,0,20.58,12.47,3.79,70.59,12.76,1.94,53.27,26.91,26.91,82.32,0,18.4

20,04:45-05:00,0,0,0,61.5,20.5,33.21,0,0,0,0,0,0,0,0,0,22,20.5,60.67,60.67,24.8,0,150.61,28.26,4.66,75.54,0,111.38,82.32,0,41.16,41.16,0,0,20.58,12.47,3.79,70.59,12.76,1.94,53.27,26.91,26.91,82.32,0,18.4

21,05:00-05:15,0,0,0,61.5,20.5,32.41,0,0,0,0,0,0,0,0,0,22.34,20.5,61.67,61.67,24.8,0,150.61,28.26,4.66,75.54,0,111.38,82.32,0,41.16,41.16,0,0,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,0,18.4

22,05:15-05:30,0,0,0,61,20.33,31.41,0,0,0,0,0,0,0,0,0,22.66,20.34,62,62,24.8,0,150.61,28.26,4.66,75.54,0,111.38,82.32,0,41.16,41.16,0,0,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,0,18.4

23,05:30-05:45,0,0,0,61.5,20.5,29.81,0,0,0,0,0,0,0,0,0,23,20.5,62.67,62.67,24.8,0,150.61,27.25,4.66,75.54,0,111.38,82.32,0,41.16,41.16,0,0,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,0,18.4

24,05:45-06:00,0,0,0,61.5,20.5,28.61,0,0,0,0,0,0,0,0,0,23.34,20.5,63.33,63.33,24.8,0,150.61,28.26,4.66,75.54,0,111.38,82.32,0,41.16,41.16,0,0,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,0,18.4

25,06:00-06:15,0,13.71,13.41,64,21.33,28.21,0,0,1,1,1,0,0,0,0.68,16.66,21.34,55,55,24.8,0,150.61,27.24,4.66,75.54,0,111.38,82.32,0,41.16,41.16,0,0,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,0,18.4

26,06:15-06:30,1,24.11,23.57,64,21.33,27.61,0,1,2,4,1,0,1,0,4.42,17.34,21.34,55.67,55.67,24.8,0,150.61,27.24,4.66,75.54,0,111.38,82.32,0,41.16,41.16,0,0,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,0,18.4

27,06:30-06:45,5,33,32.48,65,21.67,21.61,0.96,3,5,7,3,1,3,0.19,9.6,18,21.66,56.33,56.33,24.8,0,150.61,27.24,4.66,75.54,0,111.38,82.32,0,41.16,41.16,0.5,0.5,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,0.51,18.4

28,06:45-07:00,12,33,33,65.5,21.83,21.21,3.85,7,8,14,6,3,4,0.77,14.75,18.66,21.84,56.67,56.67,24.8,0,150.61,27.24,4.66,75.54,0,111.38,82.32,0,41.16,41.16,0.7,0.7,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,0.72,18.4

29,07:00-07:15,20,33,33,50,16.67,20.81,8.65,10,10,21,9,5,5,1.73,20.42,15.34,16.66,57.33,57.33,24.8,0,150.61,27.24,4.66,57.82,0,111.38,82.32,0,41.16,41.16,1.39,1.39,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,1.42,18.4

30,07:15-07:30,30,33,33,51,17,20.41,15.38,13,12,32,13,8,6,3.08,27.26,16,17,58.33,58.33,24.8,0,150.61,27.24,4.66,57.82,0,111.38,82.32,0,41.16,41.16,2.23,2.23,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,2.28,18.4

31,07:30-07:45,32.67,32.67,32.66,37.5,12.5,20.01,30.63,17,17,42,18,11,8,6.13,34.19,16.34,12.5,50,50,24.8,0,150.61,27.24,4.66,57.82,0,111.38,82.32,0,41.16,41.16,3.24,3.24,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,3.32,18.4

32,07:45-08:00,33,33,33,39,13,20.81,46.21,20,24,53,22,15,11,9.24,42.02,16.66,13,50.67,50.67,24.8,0,150.61,27.24,4.66,57.82,0,111.38,82.32,0,41.16,41.16,4,4,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,4.1,18.4

33,08:00-08:15,33,33,33,40,13.33,16.01,64.66,25,30,67,28,20,15,12.93,49.99,17.34,13.34,51.67,51.67,24.8,0,150.61,27.25,4.66,57.82,0,111.38,82.32,0,41.16,41.16,4.84,4.84,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,4.96,18.4

34,08:15-08:30,33,33,33,41,13.67,16.41,86.73,32,37,81,34,23,18,17.35,57.71,17.34,13.66,52.67,52.67,24.8,0,150.61,27.25,4.66,57.82,0,111.38,82.32,0,41.16,41.16,6.31,6.31,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,6.47,18.4

35,08:30-08:45,33,33,33,42.5,14.17,16.61,111.86,40,44,91,39,26,21,22.37,65.15,17.34,14.16,53.33,53.33,24.8,0,150.61,28.26,4.66,57.82,0,111.38,82.32,0,41.16,41.16,7.25,7.25,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,7.43,18.4

36,08:45-09:00,33,33,33,43.5,14.5,16.81,130.56,47,51,105,45,29,24,26.11,72.36,17.34,14.5,54,54,24.8,0,150.61,27.25,4.66,57.82,0,111.38,82.32,0,41.16,41.16,8.18,8.18,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,8.38,18.4

37,09:00-09:15,33,33,33,44.5,14.83,12.21,147.53,55,58,119,51,33,27,29.51,59.53,17.34,14.84,54.67,54.67,24.8,0,150.61,28.26,4.66,57.82,0,111.38,82.32,0,41.16,41.16,9.01,9.01,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,9.23,18.4

38,09:15-09:30,33,33,33,45,15,12.21,162.36,59,64,133,57,35,30,32.47,64.4,17.34,15,56,56,24.8,0,150.61,26.24,4.66,57.82,0,111.38,82.32,0,41.16,41.16,9.83,9.83,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,10.08,18.4

39,09:30-09:45,33,33,33,46,15.33,12.41,174.39,67,70,144,61,39,33,34.88,70.42,17.34,15.34,56.67,56.67,24.8,0,150.61,26.74,4.66,57.82,0,111.38,82.32,0,41.16,41.16,10.65,10.65,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,10.92,18.4

40,09:45-10:00,33,33,33,47,15.67,12.61,189.64,74,74,154,66,40,36,37.93,76.43,17.34,15.66,56.67,56.67,24.8,0,150.61,26.74,4.66,57.82,0,111.38,82.32,0,41.16,41.16,11.48,11.48,20.58,12.47,3.53,70.59,12.57,1.94,53.27,26.91,26.91,82.32,11.77,18.4

41,10:00-10:15,33,33,33,48,16,11.61,204.07,78,78,161,69,41,38,40.81,82.45,17.66,16,48.33,48.33,24.8,0,150.61,26.74,4.66,57.82,0,111.38,82.32,0,41.16,0,10.9,10.9,20.58,12.47,3.53,70.59,12.48,1.94,53.27,26.91,26.91,0,11.16,18.4

42,10:15-10:30,33,33,33,49,16.33,11.61,216.04,82,83,168,72,43,39,43.21,88.49,18,16.34,48.33,48.33,24.8,0,150.61,25.73,4.66,57.82,0,111.38,82.32,0,41.16,0,11.91,11.91,20.58,12.47,3.53,70.59,12.48,1.94,53.27,26.91,26.91,0,12.21,18.4

43,10:30-10:45,33,33,33,87.5,29.17,11.61,230,86,87,175,75,44,41,46,83.37,26,29.16,73.33,73.33,24.8,0,150.61,25.73,4.66,57.82,0,111.38,82.32,0,41.16,0,12.37,12.37,20.58,12.47,3.53,70.59,12.48,1.94,53.27,26.91,26.91,0,12.67,18.4

44,10:45-11:00,33,33,33,88.5,29.5,11.61,230,89,90,182,78,45,43,46,88.06,26.34,29.5,73.33,73.33,24.8,0,150.61,25.73,4.66,57.82,0,111.38,82.32,0,41.16,0,12.74,12.74,20.58,12.47,3.53,70.59,12.48,1.94,53.27,26.91,26.91,0,13.05,18.4

45,11:00-11:15,33,33,33,91.5,30.5,11.61,230,90,91,189,81,45,44,46,92.44,26.66,30.5,73.33,73.33,24.8,0,150.61,25.73,4.66,57.82,0,111.38,82.32,0,41.16,0,13.03,13.03,20.58,12.47,3.53,70.59,12.48,1.94,53.27,26.91,26.91,0,13.36,18.4

46,11:15-11:30,33,33,33,95,31.67,11.61,230,90,95,193,82,45,45,46,96.64,27,31.66,73.33,73.33,24.8,0,150.61,25.73,4.66,57.82,0,111.38,82.32,0,41.16,0,13.21,13.21,20.58,12.47,3.53,70.59,12.48,1.94,53.27,26.91,26.91,0,13.54,18.4

47,11:30-11:45,33,33,33,97.5,32.5,11.61,230,91,95,193,82,46,45,46,97.06,26.66,32.5,75,75,24.8,0,150.61,25.23,4.66,57.82,0,111.38,82.32,0,41.16,0,15.03,15.03,20.58,12.47,3.53,70.59,12.48,1.94,53.27,26.91,26.91,0,15.4,18.4

48,11:45-12:00,33,33,33,102.5,34.17,11.61,230,91,95,193,82,46,45,46,96.9,27.34,34.16,75,75,24.8,0,174.33,25.23,4.66,57.82,0,111.38,82.32,0,41.16,0,15.18,15.18,20.58,12.47,3.53,70.59,12.48,1.94,53.27,26.91,26.91,0,15.57,18.4

49,12:00-12:15,33,33,33,105,35,11.01,230,91,95,193,82,46,45,46,75.98,36.66,35,75,75,24.8,0,174.33,25.23,0,57.82,0,111.38,82.32,0,41.16,0,15.2,15.2,20.58,12.47,3.53,70.59,12.39,1.94,53.27,0,0,0,15.59,18.4

50,12:15-12:30,33,33,33,105,35,11.01,230,91,95,193,82,46,45,46,76.65,36.66,35,75,75,24.8,0,174.33,25.23,0,57.82,0,111.38,82.32,0,41.16,0,15.2,15.2,20.58,12.47,3.53,70.59,12.39,1.94,53.27,0,0,0,15.59,18.4

51,12:30-12:45,33,33,33,105,35,11.01,230,91,95,193,82,46,45,46,81.48,36.66,35,80,80,24.8,0,150.61,25.23,0,57.82,0,111.38,82.32,0,41.16,0,15.2,15.2,20.58,12.47,3.53,70.59,12.39,1.94,53.27,0,0,0,15.59,18.4

52,12:45-13:00,33,33,33,105,35,11.41,230,91,95,193,82,46,45,46,86.63,36.66,35,80,80,24.8,0,150.61,25.23,0,57.82,0,111.38,82.32,0,41.16,0,15.2,15.2,20.58,12.47,3.53,70.59,12.39,1.94,53.27,0,0,0,15.59,18.4

53,13:00-13:15,33,33,33,105,35,15,230,91,93,196,84,45,45,46,90.85,40,35,80,80,24.8,0,150.61,25.23,0,57.82,0,111.38,82.32,0,41.16,0,15.2,15.2,20.58,12.47,3.53,70.59,12.39,1.94,53.27,0,0,0,15.59,18.4

54,13:15-13:30,33,33,33,105,35,16,230,91,92,196,84,45,44,46,94.41,40,35,80,80,24.8,0,150.61,26.24,0,57.82,0,111.38,82.32,0,41.16,0,15.12,15.12,20.58,12.47,3.53,70.59,12.39,1.94,53.27,0,0,0,15.5,18.4

55,13:30-13:45,33,33,33,105,35,20.01,230,91,91,196,84,44,44,46,84.27,40,35,80,80,24.8,0,150.61,26.24,0,57.82,0,111.38,82.32,0,41.16,0,15.07,15.07,20.58,12.47,3.53,70.59,12.39,1.94,53.27,0,0,0,15.44,18.4

56,13:45-14:00,33,33,33,105,35,20.41,230,91,89,193,82,44,43,46,84.55,40,35,80,80,24.8,0,150.61,27.24,0,57.82,0,111.38,82.32,0,41.16,0,14.86,14.86,20.58,12.47,3.53,70.59,12.39,1.94,53.27,0,0,0,15.22,18.4

57,14:00-14:15,33,33,33,105,35,28.01,230,90,90,193,82,44,43,46,84.15,40,35,80,80,24.8,0,150.61,27.24,0,57.82,0,111.38,82.32,0,41.16,0,14.47,14.47,20.58,12.47,3.53,70.59,12.57,1.94,53.27,0,0,0,14.83,18.4

58,14:15-14:30,33,33,33,105,35,28.41,225.28,89,86,186,79,43,41,45.06,83.19,40,35,80,80,24.8,0,193.7,27.76,0,57.82,0,111.38,82.32,0,41.16,0,14,14,20.58,12.47,3.53,70.59,12.57,1.94,53.27,0,0,0,14.35,18.4

59,14:30-14:45,33,33,33,105,35,32.02,224.43,87,83,179,76,43,40,44.89,83.19,31.66,35,80,80,24.8,0,193.7,27.76,0,57.82,0,111.38,82.32,0,41.16,0,13.42,13.42,20.58,12.47,3.53,70.59,12.57,1.94,53.27,0,0,0,13.75,18.4

60,14:45-15:00,33,33,33,105,35,32.42,216.48,83,78,172,73,42,38,43.3,82.57,31.66,35,80,80,24.8,0,232.44,27.76,0,57.82,0,111.38,82.32,0,41.16,0,12.84,12.84,20.58,12.47,3.53,70.59,12.57,1.94,53.27,0,0,0,13.16,18.4

61,15:00-15:15,33,33,33,105,35,35.61,195.83,77,76,168,72,41,37,39.17,56.61,31,35,80,80,24.8,0,273.84,27.76,0,57.82,0,111.38,82.32,0,41.16,0,12.05,12.05,20.58,12.47,3.53,70.59,12.76,1.94,53.27,0,0,0,12.35,18.4

62,15:15-15:30,33,33,33,105,35,36.01,179.17,72,72,158,67,38,35,35.83,52.45,31,35,80,80,24.8,0,273.84,27.76,0,57.82,0,111.38,82.32,0,41.16,0,11.23,11.23,20.58,12.47,3.53,70.59,12.76,1.94,53.27,0,0,0,11.51,18.4

63,15:30-15:45,33,33,33,100,33.33,40.02,162.5,67,68,147,63,37,32,32.5,51.38,31.66,33.34,76,76,24.8,0,273.84,27.76,0,57.82,0,111.38,82.32,0,41.16,0,10.38,10.38,20.58,12.47,3.53,70.59,12.76,1.94,53.27,0,0,0,10.65,18.4

64,15:45-16:00,33,33,33,100,33.33,40.62,149.34,63,61,137,58,34,29,29.87,41.96,31.66,33.34,76,76,24.8,0,273.84,27.76,0,57.82,0,111.38,82.32,0,41.16,0,9.57,9.57,20.58,12.47,3.53,70.59,12.76,1.94,53.27,0,0,0,9.81,18.4

65,16:00-16:15,33,33,33,100,33.33,41.22,132.33,58,54,126,54,30,26,26.47,36.26,31.66,33.34,76,76,24.8,0,273.84,27.24,0,62.63,0,111.38,82.32,0,41.16,0,8.7,8.7,20.58,12.47,7.97,70.59,12.76,1.94,53.27,0,0,0,8.91,18.4

66,16:15-16:30,33,33,33,100,33.33,41.82,114.96,53,47,112,48,28,23,22.99,26.48,31.66,33.34,76,76,24.8,0,273.84,26.24,0,62.63,0,111.38,82.32,0,41.16,0,7.7,7.7,20.58,12.47,7.97,70.59,12.76,1.94,53.27,0,0,0,7.89,18.4

67,16:30-16:45,22,33,33,97.5,32.5,42.02,96.43,42,41,98,42,26,19,19.29,21.37,31.66,32.5,76,76,24.8,0,273.84,26.24,0,62.63,0,111.38,82.32,0,41.16,0,6.79,6.79,20.58,12.47,7.97,70.59,12.76,1.94,53.27,0,0,0,6.96,18.4

68,16:45-17:00,12,33,33,96,32,42.02,83.47,36,34,84,36,21,16,16.69,14.41,31.66,32,76,76,24.8,0,273.84,26.24,0,62.63,0,111.38,82.32,0,41.16,0,5.78,5.78,20.58,12.47,7.97,70.59,12.76,1.94,53.27,0,0,0,5.92,18.4

69,17:00-17:15,7,33,33,94,31.33,34.01,64.77,30,30,70,30,17,15,12.95,7.57,32.66,31.34,76,76,24.8,0,273.84,25.23,0,62.63,0,159.8,82.32,0,41.16,41.16,4.8,4.8,20.58,12.47,7.97,70.59,12.95,1.94,53.27,0,0,82.32,4.93,18.4

70,17:15-17:30,1,33,33,94,31.33,34.41,47.82,23,24,56,24,13,11,9.56,3.75,32.66,31.34,76,76,24.8,0,273.84,25.23,0,76.79,0,172.04,82.32,0,41.16,41.16,3.93,3.93,20.58,12.47,7.97,70.59,12.95,1.94,53.27,0,0,82.32,4.02,18.4

71,17:30-17:45,0,33,33,94,31.33,37.02,32.15,18,17,42,18,11,8,6.43,2.25,32,31.34,74.33,74.33,24.8,0,273.84,25.23,0,76.79,0,172.04,82.32,0,41.16,41.16,2.99,2.99,20.58,12.47,7.97,70.59,12.95,1.94,53.27,0,0,82.32,3.07,18.4

72,17:45-18:00,0,24.12,23.6,94,31.33,39.02,20.15,15,12,28,12,8,6,4.03,1.55,31.34,31.34,74.33,74.33,24.8,0,273.84,25.23,0,76.79,0,172.04,82.32,0,41.16,41.16,2.16,2.16,20.58,12.47,7.97,70.59,12.95,1.94,53.27,0,0,82.32,2.21,18.4

73,18:00-18:15,0,0,0,92,30.67,31.01,11.06,12,7,14,6,7,3,2.21,1.46,30.66,30.66,72.67,72.67,24.8,0,273.84,26.24,0,76.79,0,220.47,82.32,0,41.16,41.16,1.64,1.64,20.58,12.47,7.97,70.59,12.95,1.94,53.27,0,0,82.32,1.69,18.4

74,18:15-18:30,0,0,0,90,30,31.41,5.13,8,3,7,3,5,2,1.02,0,30,30,71.67,71.67,24.8,0,273.84,26.24,0,76.79,0,228.16,82.32,0,41.16,41.16,1.17,1.17,20.58,12.47,7.97,70.59,12.95,1.94,53.27,0,0,82.32,1.2,18.4

75,18:30-18:45,0,0,0,88,29.33,31.81,1.57,6,1,4,1,3,1,0.31,0,29.34,29.34,68.33,68.33,24.8,0,273.84,26.24,0,57.82,0,172.04,82.32,0,41.16,41.16,0.59,0.59,20.58,12.47,3.53,70.59,12.95,1.94,53.27,0,0,82.32,0.61,18.4

76,18:45-19:00,0,0,0,86,28.67,32.41,0.18,4,0,1,1,0,0,0.04,0,28.34,28.66,65.67,65.67,24.8,0,273.84,26.24,0,87.36,0,220.47,82.32,0,41.16,41.16,0.22,0.22,20.58,12.47,3.53,70.59,12.95,1.94,100.9,0,0,82.32,0.22,18.4

77,19:00-19:15,0,0,0,75,25,32.81,0,2,0,0,0,0,0,0,0,21.34,25,60,60,24.8,0,273.84,26.24,0,87.36,0,262.95,82.32,0,41.16,41.16,0.06,0.06,20.58,12.47,0,94.88,12.95,1.94,100.9,0,0,82.32,0.06,18.4

78,19:15-19:30,0,0,0,74,24.67,33.41,0,0,0,0,0,0,0,0,0,20,24.66,58.67,58.67,24.8,0,273.84,26.24,0,87.36,0,262.95,82.32,0,41.16,41.16,0.02,0.02,20.58,12.47,0,115.76,12.95,1.94,100.9,0,0,82.32,0.02,18.4

79,19:30-19:45,0,0,0,72,24,33.81,0,0,0,0,0,0,0,0,0,19.66,24,57.33,57.33,24.8,0,273.84,26.24,0,87.36,0,262.95,82.32,0,41.16,41.16,0,0,20.58,12.47,0,115.76,12.95,1.94,100.9,0,0,82.32,0,18.4

