Column1,Time,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/6775,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/8058,NR/30092023/31122025/SH-07,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/7459,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/8738,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/01/3945,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/02/1250,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,NR/01102023/31102037/L_NR_2019_11
38,09:15-09:30,47.8,25.81,0,1.38,114.33,132.66,26.77,0,16.61,16.67,1.46,129.76,25.81,4.91,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,43.02,5.03,4.91,0,47.8,23.21,6.67,16.66,5.42,7.67,42.69,25.33,8,22.99,6,25,25.33,25.34,10,48.74,27.13,7.67,16,13,0,0,0.98

39,09:30-09:45,47.8,25.81,0,1.38,114.33,132.66,26.77,0,17.81,18.33,1.46,129.76,25.81,6.58,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,32.86,6.74,6.58,0,47.8,23.21,6.67,18.34,7.16,7.17,32.43,25.67,9,21.49,7,28,25.67,25.66,12,60.24,35.82,7.17,18,13,0,0,0.98

40,09:45-10:00,47.8,25.81,0,1.38,114.33,132.66,26.77,0,17.61,17.67,1.46,129.76,25.81,8.43,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,28.26,8.64,8.43,0,47.8,22.21,6.67,17.66,9.8,6.83,39.21,25.67,11,20.51,7,32,25.67,25.66,13,56.53,49.02,6.83,22,15,0,0,0.98

41,10:00-10:15,47.8,25.81,0,1.38,105.89,132.66,26.77,0,17.41,20.33,1.46,129.76,25.81,6.96,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,23.71,7.13,6.96,0,47.8,21.7,6.67,20.34,12.26,10.83,45,25.67,14,32.51,9,35,25.67,25.66,15,60.43,61.29,10.83,27,17,0,0,0.98

42,10:15-10:30,47.8,25.81,0,1.38,97.45,132.66,26.77,0,16.61,19.67,1.46,129.76,25.81,7.66,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,26.56,7.85,7.66,0,47.8,21.7,6.67,19.66,15.71,10.5,51.61,26,16,31.5,10,39,26,26,16,63.36,78.57,10.5,30,20,0,0,0.98

43,10:30-10:45,47.8,25.81,0,1.38,114.33,132.66,26.77,0,19.41,19,1.46,129.76,25.81,7.89,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,28.05,8.09,7.89,0,47.8,21.7,6.67,19,19.81,10,57.23,26,21,30,11,42,26,26,18,70.18,99.07,10,37,22,0,0,0.98

44,10:45-11:00,47.8,25.81,0,1.38,114.33,132.66,26.77,0,19.21,18.67,1.46,129.76,25.81,8.57,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,28.17,8.79,8.57,0,47.8,21.19,6.67,18.66,24.21,9.5,63.36,26,25,28.5,12,46,26,26,19,77.98,121.05,9.5,42,24,0,0,0.98

45,11:00-11:15,47.8,25.81,0,1.42,114.33,132.66,26.77,0,19.01,18.67,1.37,120.72,25.81,9.8,99.59,0,47.8,75.79,19.12,20.07,28.68,14.34,28.15,10.05,9.8,0,47.8,20.69,6.67,18.66,30.06,9.17,68.2,26,28,27.49,22,84,26,26,36,80.9,150.33,9.17,55,43,0,0,1.02

46,11:15-11:30,47.8,25.81,0,1.42,114.33,132.66,26.77,0,18.41,18.67,1.37,120.72,25.81,10.78,99.59,0,47.8,75.79,19.12,20.07,28.68,14.34,29.77,11.05,10.78,0,47.8,20.69,6.67,18.66,35.73,8.67,73.72,27,31,25.99,25,102,27,27,43,42.3,178.64,8.67,61,50,0,0,1.02

47,11:30-11:45,47.8,25.81,0,1.42,114.33,132.66,26.77,0,18.61,18.67,1.37,114.99,25.81,12.4,99.59,0,47.8,75.79,19.12,20.07,28.68,14.34,30.61,12.7,12.4,0,47.8,20.19,7,18.66,37.45,8.33,79.73,27,34,25.01,27,105,27,27,45,44.93,187.25,8.33,73,53,0,0,1.02

48,11:45-12:00,47.8,25.81,0,1.42,114.33,132.66,26.77,0,18.01,19.33,1.37,118.71,25.81,12.55,99.59,0,47.8,75.79,19.12,20.07,28.68,14.34,30.9,12.86,12.55,0,47.8,20.19,7,19.34,38.74,8.33,83.33,27.17,37,25.01,29,119,27.17,27.16,51,47.25,193.68,8.33,80,59,0,0,1.02

49,12:00-12:15,47.8,25.81,0,1.42,69.71,132.66,26.77,0,16.01,19.33,1.46,113.07,25.81,12.55,80.3,0,47.8,75.79,19.12,20.07,28.68,14.34,28.82,12.86,12.55,0,47.8,20.19,6.67,19.34,38.91,7.5,68.33,27.67,37,22.5,22,88,27.67,27.66,37,49.11,194.56,7.5,80,43,0,0,1.02

50,12:15-12:30,47.8,25.81,0,1.42,69.71,132.66,26.77,0,15.81,20,1.46,113.07,25.81,12.55,75.52,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,12.86,12.55,0,47.8,21.19,6.67,20,39.22,7.5,71.66,27.67,38,22.5,23,88,27.67,27.66,37,51.14,196.13,7.5,80,45,0,0,1.02

51,12:30-12:45,47.8,25.81,0,1.42,69.71,132.66,26.77,0,15.61,20,1.46,113.07,25.81,12.55,66.91,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,12.86,12.55,0,47.8,21.19,6.67,20,42.5,7.5,74.99,27.67,39,22.5,23,98,27.67,27.66,42,52.84,212.5,7.5,87,47,0,0,1.02

52,12:45-13:00,47.8,25.81,0,1.42,69.71,132.66,26.77,0,15.41,20.67,1.46,113.07,25.81,12.55,66.91,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,12.86,12.55,0,47.8,21.7,6.67,20.66,44.17,7.5,76.66,27.67,39,22.5,25,105,27.67,27.66,45,53.95,220.83,7.5,88,49,0,0,1.02

53,13:00-13:15,47.8,25.81,0,1.47,69.71,132.66,26.77,0,15.41,20.67,1.46,113.07,25.81,12.55,52.57,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,12.86,12.55,0,47.8,21.7,6.67,20.66,44.17,7.5,76.66,27.67,41,22.5,23,116,27.67,27.66,49,54.44,220.83,7.5,92,47,0,0,1.06

54,13:15-13:30,47.8,25.81,0,1.47,69.71,132.66,26.77,0,15.61,20.67,1.46,113.07,25.81,12.55,52.57,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,12.86,12.55,0,47.8,21.7,6.67,20.66,44.17,7.5,76.66,27.67,40,22.5,23,116,27.67,27.66,49,60.37,220.83,7.5,92,47,0,0,1.06

55,13:30-13:45,47.8,25.81,0,1.47,69.71,132.66,26.77,0,15.61,20.67,1.46,113.07,25.81,12.5,52.57,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,12.82,12.5,0,47.8,21.7,6.67,20.66,45.83,8.33,85.66,27.67,39,25.01,25,109,27.67,27.66,46,59.81,229.17,8.33,91,50,0,0,1.06

56,13:45-14:00,47.8,25.81,0,1.47,69.71,132.66,26.77,0,15.61,21.33,1.46,113.07,25.81,12.16,52.57,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,12.45,12.16,0,47.8,22.21,7.33,21.34,45.83,8.67,85.66,27.67,38,25.99,24,109,27.67,27.66,46,58.6,229.17,8.67,91,49,0,0,1.06

57,14:00-14:15,47.8,25.81,0,1.47,69.71,132.66,26.77,0,17.41,22.33,1.46,113.07,25.81,11.63,52.57,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,11.92,11.63,0,47.8,22.21,10.33,22.34,45.83,9.33,85.66,27.67,37,28.01,26,102,27.67,27.66,43,49.43,229.17,9.33,86,52,0,0,1.06

58,14:15-14:30,47.8,25.81,0,1.47,69.71,132.66,26.77,0,17.21,22.67,1.46,113.07,25.81,11.12,52.57,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,11.39,11.12,0,47.8,22.21,10.67,22.66,45.8,9.33,85.66,27.67,35,28.01,25,102,27.67,27.66,43,48.11,228.98,9.33,83,51,0,0,1.06

59,14:30-14:45,47.8,25.81,0,1.47,69.71,132.66,26.77,0,17.01,23,1.46,113.07,25.81,10.76,52.57,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,11.03,10.76,0,47.8,22.71,11.33,23,43.57,9.67,82.86,27.67,33,28.99,22,109,27.67,27.66,46,45.79,217.84,9.67,73,43,0,0,1.06

60,14:45-15:00,47.8,25.81,0,1.47,69.71,132.66,26.77,0,16.81,23.67,1.46,113.07,25.81,9.89,52.57,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,10.14,9.89,0,47.8,23.21,11.67,23.66,41.13,9.67,78.77,27.67,31,28.99,20,105,27.67,27.66,45,43.34,205.64,9.67,72,40,0,0,1.06

61,15:00-15:15,47.8,25.81,0,1.52,69.71,132.66,26.77,0,16.01,24,1.37,113.07,25.81,9.38,52.57,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,9.61,9.38,0,47.8,23.21,12.33,24,38.21,10,72.7,27.83,29,30,20,95,27.83,27.84,40,57.21,191.04,10,63,40,0,0,1.14

62,15:15-15:30,47.8,25.81,0,1.52,69.71,132.66,26.77,0,15.61,24.33,1.37,113.07,25.81,8.34,52.57,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,8.54,8.34,0,47.8,23.21,12.33,24.34,35.8,10.33,66.64,27.83,26,31.01,19,88,27.83,27.84,37,54.44,179.01,10.33,57,37,0,0,1.14

63,15:30-15:45,47.8,25.81,0,1.52,69.71,132.66,26.77,0,14.01,24.67,1.37,113.07,25.81,7.47,52.57,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,7.65,7.47,0,47.8,23.21,12.67,24.66,32.63,11.33,60.57,28.25,23,34.01,15,84,27,28.25,36,52.31,163.14,11.33,53,30,0,0,1.14

64,15:45-16:00,47.8,25.81,0,1.52,69.71,132.66,26.77,0,14.21,27.67,1.37,113.07,25.81,6.43,58.31,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,6.58,6.43,0,47.8,23.21,13,27.66,29.17,12.17,54.51,31.71,20,36.49,13,81,19,31.71,34,49.41,145.86,12.17,48,27,0,0,1.14

65,16:00-16:15,47.8,25.81,0,1.52,65.59,132.66,26.77,0,12.21,29,1.46,113.07,25.81,5.2,64.05,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,5.34,5.2,0,47.8,23.21,13.67,29,25.87,17.17,47.25,33,19,51.49,11,74,11,33,31,45.21,129.34,17.17,40,23,0,0,1.14

66,16:15-16:30,47.8,25.81,0,1.52,65.59,132.66,26.77,0,12.41,29.67,1.46,113.07,25.81,4.52,53.53,0,47.8,75.79,19.12,20.07,28.68,14.34,25.81,4.62,4.52,0,47.8,23.21,14.33,29.66,22.19,18.33,40,32.93,15,55.01,8,67,5,32.92,28,39.67,110.92,18.33,33,16,0,0,1.14

67,16:30-16:45,47.8,25.81,0,1.52,65.59,132.66,26.77,0,12.61,33,1.46,129.76,25.81,3.48,78.38,0,47.8,86.22,19.12,20.07,28.68,14.34,25.81,3.56,3.48,0,47.8,23.21,17.33,33,17.52,19.5,32.73,25.94,9,58.5,7,46,1,27.18,19,31.32,87.61,19.5,20,13,0,0,1.14

68,16:45-17:00,47.8,25.81,0,1.52,65.59,132.66,26.77,0,12.61,34.67,1.46,129.76,25.81,2.25,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,25.81,2.31,2.25,0,47.8,23.21,17.67,34.66,13.76,20.67,25.48,16.09,7,61.99,5,28,0,16.86,12,24.37,68.81,20.67,13,10,0,0,1.14

69,17:00-17:15,47.8,36.32,0,1.52,74.02,132.66,26.77,0,12.81,32,1.46,129.76,36.32,1.38,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,43.02,1.42,1.38,0,47.8,24.22,16,32,9.76,17.5,19.76,8.17,4,52.5,3,14,0,8.56,6,17.11,48.81,17.5,10,6,0,0,1.21

