Block,Time,NR/01102023/02122045/L_NR_2021_13,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/31052040/LT-31,NR/01102023/02012046/L_NR_2021_17,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/01072024/04072024/1000011434-JITPL-BRPL(DISCOM),WR/01102023/29112042/L_NR_2019_05,NR/01072024/31072024/R2,WR/01102023/01102023/L_NR_2020_06,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/30042040/GNA_LT_35,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_36,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1
6,01:15-01:30,0,10.580000,100.420000,8.620000,0,0,0.000000,0,15.600000,115.220000,18.680000,29.880000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,32.16,38.560000,0.000000,0.000000,69,32.17,31.290000,261.700000,29.880000,96.5,0,0,192.780000,272.540000,0,11.61,96.390000,69,0,0.000000,31,0,0,0,0,0,0.000000,72.290000

7,01:30-01:45,0,10.580000,100.420000,8.620000,0,0,0.000000,0,15.600000,115.220000,18.680000,29.880000,10.390000,24.830000,12.420000,76.430000,0.000000,96.390000,0,24.100000,32.5,38.560000,0.000000,0.000000,66.67,32.5,30.280000,261.700000,29.880000,97.5,0,0,192.780000,272.540000,0,11.41,96.390000,66.67,0,0.000000,28,0,0,0,0,0,0.000000,72.290000

8,01:45-02:00,0,10.580000,100.420000,8.620000,0,0,0.000000,0,15.600000,115.220000,18.680000,29.880000,10.390000,24.830000,12.420000,76.430000,0.000000,96.390000,0,24.100000,32.84,38.560000,0.000000,0.000000,65.67,32.83,30.280000,261.700000,29.880000,98.5,0,0,192.780000,272.540000,0,11.01,96.390000,65.67,0,0.000000,28,0,0,0,0,0,0.000000,72.290000

9,02:00-02:15,0,10.580000,100.420000,8.340000,0,0,0.000000,0,7.650000,115.220000,18.500000,29.880000,10.390000,24.830000,12.420000,76.430000,0.000000,96.390000,0,24.100000,32.84,38.560000,0.000000,0.000000,65.33,32.83,30.280000,261.700000,29.880000,98.5,0,0,192.780000,272.540000,0,17,96.390000,65.33,0,0.000000,28,0,0,0,0,0,0.000000,72.290000

10,02:15-02:30,0,10.580000,100.420000,8.340000,0,0,0.000000,0,7.650000,115.220000,18.500000,29.880000,10.390000,24.830000,12.420000,76.430000,0.000000,96.390000,0,24.100000,32.84,38.560000,0.000000,0.000000,65,32.83,30.280000,261.700000,29.880000,98.5,0,0,192.780000,272.540000,0,17.2,96.390000,65,0,0.000000,28,0,0,0,0,0,0.000000,72.290000

11,02:30-02:45,0,10.580000,100.420000,8.340000,0,0,0.000000,0,7.650000,70.270000,18.500000,29.880000,10.390000,24.830000,12.420000,76.430000,0.000000,96.390000,0,12.580000,28.66,38.560000,0.000000,0.000000,57.33,28.67,30.280000,261.700000,29.880000,86,0,0,192.780000,272.540000,0,17.2,96.390000,57.33,0,0.000000,21.34,0,0,0,0,0,0.000000,72.290000

12,02:45-03:00,0,10.580000,100.420000,8.340000,0,0,0.000000,0,7.650000,70.270000,18.500000,29.880000,10.390000,24.830000,12.420000,76.430000,0.000000,96.390000,0,12.580000,28.84,38.560000,0.000000,0.000000,57.67,28.83,30.280000,261.700000,29.880000,86.5,0,0,192.780000,272.540000,0,17.4,96.390000,57.67,0,0.000000,21,0,0,0,0,0,0.000000,72.290000

13,03:00-03:15,0,10.580000,71.500000,8.070000,0,0,0.000000,0,7.650000,70.270000,18.310000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,12.580000,29,0.000000,0.000000,0.000000,59,29,30.280000,226.110000,25.940000,87,0,0,192.780000,272.540000,0,22.01,96.390000,59,0,0.000000,21.34,0,0,0,0,0,0.000000,72.290000

14,03:15-03:30,0,10.580000,53.010000,8.070000,0,0,0.000000,0,7.650000,70.270000,18.310000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,12.580000,29,0.000000,0.000000,0.000000,59.33,29,30.280000,226.110000,25.940000,87,0,0,192.780000,272.540000,0,22.01,96.390000,59.33,0,0.000000,21.66,0,0,0,0,0,0.000000,72.290000

15,03:30-03:45,0,10.580000,53.010000,8.070000,0,0,0.000000,0,7.650000,70.270000,18.310000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,24.100000,25.84,0.000000,0.000000,0.000000,56,25.83,30.280000,226.110000,25.940000,77.5,0,0,192.780000,272.540000,0,21.81,96.390000,56,0,0.000000,21.66,0,0,0,0,0,0.000000,72.290000

16,03:45-04:00,0,10.580000,53.010000,8.070000,0,0,0.000000,0,7.650000,70.270000,18.310000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,24.100000,26.16,0.000000,0.000000,0.000000,56,26.17,30.280000,226.110000,25.940000,78.5,0,0,192.780000,272.540000,0,21.41,96.390000,56,0,0.000000,22.34,0,0,0,0,0,0.000000,72.290000

17,04:00-04:15,0,10.580000,53.010000,7.330000,0,0,0.000000,0,7.650000,70.270000,18.030000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,24.100000,26.5,0.000000,0.000000,0.000000,51.33,26.5,30.280000,226.110000,25.940000,79.5,0,0,192.780000,272.540000,0,21.01,96.390000,51.33,0,0.000000,22.34,0,0,0,0,0,0.000000,72.290000

18,04:15-04:30,0,10.580000,53.010000,7.330000,0,0,0.000000,0,7.650000,70.270000,18.030000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,24.100000,26.84,0.000000,0.000000,0.000000,52,26.83,30.280000,226.110000,25.940000,80.5,0,0,192.780000,272.540000,0,20.6,96.390000,52,0,0.000000,21.66,0,0,0,0,0,0.000000,72.290000

19,04:30-04:45,0,10.580000,53.010000,7.330000,0,0,0.000000,0,7.650000,70.270000,18.030000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,0.000000,29.16,0.000000,0.000000,0.000000,56.33,29.17,30.280000,170.260000,25.940000,87.5,0,0,192.780000,272.540000,0,25.01,96.390000,56.33,0,0.000000,21.66,0,0,0,0,0,0.000000,72.290000

20,04:45-05:00,0,10.580000,53.010000,7.330000,0,0,0.000000,0,7.650000,70.270000,18.030000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,0.000000,28.84,0.000000,0.000000,0.000000,57.67,28.83,30.280000,170.260000,25.940000,86.5,0,0,192.780000,272.540000,0,25.01,96.390000,57.67,0,0.000000,21,0,0,0,0,0,0.000000,72.290000

21,05:00-05:15,0,10.580000,53.010000,7.050000,0,0,0.000000,0,7.650000,70.270000,17.760000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,0.000000,28.5,0.000000,0.000000,0.000000,58.33,28.5,30.280000,170.260000,25.940000,85.5,0,0,192.780000,272.540000,0,29.01,96.390000,58.33,0,0.000000,21,0,0,0,0,0,0.000000,72.290000

22,05:15-05:30,0,10.580000,53.010000,7.050000,0,0,0.000000,0,7.650000,70.270000,17.760000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,0.000000,28,0.000000,0.000000,0.000000,59,28,30.280000,170.260000,25.940000,84,0,0,192.780000,272.540000,0,29.01,96.390000,59,0,0.000000,20.66,0,0,0,0,0,0.000000,72.290000

23,05:30-05:45,0,10.580000,53.010000,7.050000,0,0,0.000000,0,7.650000,70.270000,17.760000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,0.000000,27.5,0.000000,0.000000,0.000000,58,27.5,30.280000,226.110000,25.940000,82.5,0,0,192.780000,272.540000,0,29.01,96.390000,58,0,0.000000,22.66,1.092224,0,0,0,0,0.000000,72.290000

24,05:45-06:00,0.31,10.580000,53.010000,7.050000,0,0.2,0.000000,0,7.650000,70.270000,17.760000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,0.000000,27,0.000000,0.000000,0.000000,58,27,30.280000,226.110000,25.940000,81,0,0,192.780000,272.540000,0,29.01,96.390000,58,0,0.000000,22.66,1.891888,1.55,0,0,0,0.000000,72.290000

25,06:00-06:15,0.72,10.580000,53.010000,6.670000,0,1,0.000000,0,7.650000,70.270000,17.490000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,6.25,0.000000,28,0.000000,0.000000,0.000000,64,28,30.280000,185.020000,25.940000,84,0,1,192.780000,272.540000,6.66,28.61,96.390000,64,0,0.000000,22,4.602944,3.59,0.94,1,1,0.000000,72.290000

26,06:15-06:30,1.64,10.580000,53.010000,6.670000,1,2,0.210000,0,7.650000,70.270000,17.490000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,9.09,0.000000,27.66,0.000000,0.000000,0.000000,63.33,27.67,30.280000,165.740000,25.940000,83,0,2,192.780000,272.540000,12.54,28.21,96.390000,63.33,2,0.210000,21.34,8.835312,8.19,3.31,4,1,0.220000,72.290000

27,06:30-06:45,2.7,10.580000,53.010000,6.670000,3,5,0.660000,0,7.650000,70.270000,17.490000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,13.1,0.000000,27.66,0.000000,0.000000,0.000000,63.33,27.67,30.280000,165.740000,25.940000,83,0,5,192.780000,272.540000,17.23,27.61,96.390000,63.33,5,0.660000,20.66,13.623544,13.49,5.32,7,3,0.680000,72.290000

28,06:45-07:00,3.9,10.580000,53.010000,6.670000,4,6,1.040000,0,7.650000,70.270000,17.490000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,22.03,0.000000,27,0.000000,0.000000,0.000000,62.67,27,31.290000,165.740000,25.940000,81,0,8,192.780000,272.540000,23.78,27.01,96.390000,62.67,9.6,1.040000,20,19.2602,19.5,7.98,14,6,1.060000,72.290000

29,07:00-07:15,5.53,10.580000,53.010000,6.670000,5,7,1.510000,0,7.650000,70.270000,17.300000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,33,0.000000,27.16,0.000000,0.000000,0.000000,62.67,27.17,31.290000,117.550000,25.940000,81.5,0,11,192.780000,231.340000,31.33,23.01,96.390000,62.67,17.2,1.510000,19.34,25.599,27.67,11.95,21,9,1.550000,72.290000

30,07:15-07:30,7.49,10.580000,53.010000,6.670000,8,10.5,2.080000,0,7.650000,70.270000,17.300000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,33,0.000000,27.66,0.000000,0.000000,0.000000,62.67,27.67,31.290000,109.880000,25.940000,83,0,16,192.780000,192.780000,33,22.61,96.390000,62.67,27.8,2.080000,19.34,32.366888,37.46,17.22,35,15,2.130000,72.290000

31,07:30-07:45,9.73,10.580000,53.010000,6.670000,10,14.5,2.730000,0,7.650000,70.270000,17.300000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,33,0.000000,28,0.000000,0.000000,0.000000,62.67,28,31.290000,109.880000,25.940000,84,0,20,192.780000,149.900000,33,22.01,96.390000,62.67,33,2.730000,19.66,39.671136,48.65,16.67,42,18,2.800000,72.290000

32,07:45:08:00,12.21,10.580000,53.010000,6.670000,13,17.5,3.750000,0,7.650000,70.270000,17.300000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,33,0.000000,28.66,0.000000,0.000000,0.000000,63,28.67,31.290000,109.880000,25.940000,86,0,27,192.780000,149.900000,33,21.41,96.390000,63,33,3.750000,20,46.653568,61.04,18.34,53,22,3.850000,72.290000

33,08:00-08:15,15.34,10.350000,53.010000,6.300000,15,21.5,4.810000,0,7.650000,70.270000,17.120000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,29.66,0.000000,0.000000,0.000000,64,29.67,31.290000,109.880000,25.940000,89,0,32,0.000000,149.900000,33,20.6,0.000000,64,33,4.810000,21,53.723768,76.73,23,67,28,4.930000,0.000000

34,08:15-08:30,18.5,10.350000,53.010000,6.300000,18,24.5,5.860000,0,7.650000,70.270000,17.120000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,30.5,0.000000,0.000000,0.000000,69.33,30.5,31.290000,109.880000,25.940000,91.5,0,39,0.000000,149.900000,33,20.2,0.000000,69.33,33,5.860000,22.66,60.881736,92.5,30,81,34,6.020000,0.000000

35,08:30-08:45,21.65,10.350000,53.010000,6.300000,22,27.5,6.940000,0,7.650000,70.270000,17.120000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,31.34,0.000000,0.000000,0.000000,74,31.33,31.290000,109.880000,25.940000,94,0,46,0.000000,149.900000,33,16.2,0.000000,74,33,6.940000,26.66,67.912928,108.28,37,91,39,7.120000,0.000000

36,08:45:09:00,24.68,10.350000,53.010000,6.300000,25,30.5,7.960000,0,7.650000,70.270000,17.120000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,32.16,0.000000,0.000000,0.000000,74,32.17,31.290000,109.880000,25.940000,96.5,0,53,0.000000,149.900000,33,15.8,0.000000,74,33,7.960000,27,74.914864,123.4,44,105,45,8.160000,0.000000

37,09:00:09:15,28.13,10.350000,53.010000,6.020000,28,32.5,8.880000,0,7.650000,70.270000,16.940000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,32.5,0.000000,0.000000,0.000000,74,32.5,30.280000,109.880000,25.940000,97.5,0,60,0.000000,149.900000,33,14.4,0.000000,74,33,8.880000,27.34,78.874176,140.68,50,112,48,9.100000,0.000000

38,09:15-09:30,30.49,10.350000,53.010000,6.020000,31,34.5,9.750000,0,7.650000,70.270000,16.940000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,33.34,0.000000,0.000000,0.000000,74,33.33,30.280000,138.800000,25.940000,100,0,65,0.000000,149.900000,33,14.4,0.000000,74,33,9.750000,27.66,84.335296,152.48,56,125,53,10.000000,0.000000

39,09:30-09:45,32.86,10.350000,53.010000,6.020000,31,39.5,10.540000,0,7.650000,70.270000,16.940000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,31.66,0.000000,0.000000,0.000000,65.33,31.67,30.280000,170.260000,25.940000,95,0,64,0.000000,149.900000,33,14.6,0.000000,65.33,33,10.540000,28.34,90.030464,164.28,63,130,55,10.800000,0.000000

40,09:45-10:00,35.22,10.350000,53.010000,6.020000,33,39.5,11.280000,0,7.650000,70.270000,16.940000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,32,0.000000,0.000000,0.000000,65.33,32,30.280000,170.260000,25.940000,96,0,69,0.000000,149.900000,33,14.2,0.000000,65.33,33,11.280000,30.34,95.37456,176.09,67,140,60,11.570000,0.000000

41,10:00-10:15,37.4,10.350000,53.010000,6.020000,36,40.5,12.000000,0,7.650000,70.270000,16.740000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,32.34,0.000000,0.000000,0.000000,65.33,32.33,30.780000,170.260000,25.940000,97,0,74,0.000000,149.900000,33,16.2,0.000000,65.33,33,12.000000,31.66,99.684944,187.03,72,148,64,12.310000,0.000000

42,10:15-10:30,39.59,10.350000,53.010000,6.020000,37,42.5,12.630000,0,7.650000,70.270000,16.740000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,32.66,0.000000,0.000000,0.000000,65.33,32.67,30.780000,170.260000,25.940000,98,0,78,0.000000,149.900000,33,16.4,0.000000,65.33,33,12.630000,33,102.8836,197.96,76,158,68,12.940000,0.000000

43,10:30-10:45,44.46,10.350000,53.010000,6.020000,40,42.5,13.200000,0,7.650000,70.270000,16.740000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,33,0.000000,0.000000,0.000000,66,33,30.780000,170.260000,25.940000,99,0,83,0.000000,149.900000,33,16,0.000000,66,33,13.200000,33.34,102.074184,222.3,79,165,70,13.530000,0.000000

44,10:45-11:00,46,10.350000,53.010000,6.020000,41,43.5,13.650000,0,7.650000,70.270000,16.740000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,33.34,0.000000,0.000000,0.000000,66.67,33.33,30.780000,170.260000,25.940000,100,0,86,0.000000,173.500000,33,16,0.000000,66.67,33,13.650000,33.34,100.59188,230,82,172,73,13.980000,0.000000

45,11:00-11:15,46,10.200000,53.010000,5.740000,40,44.5,14.050000,0,7.650000,70.270000,16.740000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,33.34,0.000000,0.000000,0.000000,67.33,33.33,30.780000,170.260000,25.940000,100,0,85,0.000000,192.780000,33,13.2,0.000000,67.33,33,14.050000,33.34,98.504952,230,84,179,76,14.390000,0.000000

46,11:15-11:30,46,10.200000,53.010000,5.740000,40,44.5,14.290000,0,7.650000,70.270000,16.740000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,33.34,0.000000,0.000000,0.000000,68.33,33.33,30.780000,170.260000,25.940000,100,0,85,0.000000,192.780000,33,13.4,0.000000,68.33,33,14.290000,33.34,95.754888,230,85,179,76,14.640000,0.000000

47,11:30-11:45,46,10.200000,53.010000,5.740000,41,44.5,15.280000,0,7.650000,70.270000,16.740000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,33.34,0.000000,0.000000,0.000000,69,33.33,30.780000,170.260000,25.940000,100,0,87,0.000000,212.060000,33,13.4,0.000000,69,33,15.280000,33.34,100.357832,230,86,179,76,15.660000,0.000000

48,11:45-12:00,46,10.200000,53.010000,5.740000,41,45.5,15.280000,0,7.650000,70.270000,16.740000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,33.34,0.000000,0.000000,0.000000,70,33.33,30.780000,170.260000,25.940000,100,0,87,0.000000,212.060000,33,13.8,0.000000,70,33,15.280000,33.34,104.707224,230,86,179,76,15.660000,0.000000

49,12:00-12:15,46,10.350000,53.010000,5.560000,42,45.5,15.280000,0,7.650000,70.270000,13.160000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,33.34,0.000000,0.000000,0.000000,71,33.33,30.780000,170.260000,25.940000,100,0,88,0.000000,231.340000,33,13.2,0.000000,71,33,15.280000,33.66,108.227696,230,87,179,76,15.660000,0.000000

50,12:15-12:30,46,10.350000,53.010000,5.560000,42,45.5,15.280000,0,7.650000,70.270000,13.160000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,33.34,0.000000,0.000000,0.000000,72,33.33,30.780000,170.260000,25.940000,100,0,88,0.000000,250.610000,33,13.2,0.000000,72,33,15.280000,34.66,110.792472,230,87,179,76,15.660000,0.000000

51,12:30-12:45,46,10.350000,53.010000,5.560000,42,45.5,15.280000,0,7.650000,70.270000,13.160000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,33.34,0.000000,0.000000,0.000000,73.33,33.33,30.780000,170.260000,25.940000,100,0,88,0.000000,272.540000,33,13.4,0.000000,73.33,33,15.280000,35,108.178936,230,86,179,76,15.660000,0.000000

52,12:45-13:00,46,10.350000,53.010000,5.560000,42,44.5,15.280000,0,7.650000,70.270000,13.160000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,33.34,0.000000,0.000000,0.000000,74,33.33,30.780000,170.260000,25.940000,100,0,88,0.000000,272.540000,33,13.6,0.000000,74,33,15.280000,35.34,105.233832,230,86,179,76,15.660000,0.000000

53,13:00-13:15,46,10.580000,53.010000,5.740000,42,44.5,15.280000,0,7.650000,70.270000,13.160000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,33.34,0.000000,0.000000,0.000000,74,33.33,29.770000,170.260000,25.940000,100,0,88,0.000000,231.340000,33,10.41,0.000000,74,33,15.280000,35.34,100.601632,230,86,179,76,15.660000,0.000000

54,13:15-13:30,46,10.580000,53.010000,5.740000,42,44.5,15.190000,0,7.650000,70.270000,13.160000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,33.34,0.000000,0.000000,0.000000,74,33.33,29.770000,170.260000,25.940000,100,0,88,0.000000,231.340000,33,10.41,0.000000,74,33,15.190000,36,94.847952,230,85,179,76,15.580000,0.000000

55,13:30-13:45,46,10.580000,53.010000,5.740000,42,43.5,14.840000,0,7.650000,70.270000,13.160000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,35,0.000000,0.000000,0.000000,74,35,29.770000,189.540000,25.940000,105,0,88,0.000000,272.540000,33,11.61,0.000000,74,33,14.840000,36.34,74.329744,230,84,179,76,15.210000,0.000000

56,13:45-14:00,46,10.580000,53.010000,5.740000,42,43.5,14.550000,0,7.650000,70.270000,13.160000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,35,0.000000,0.000000,0.000000,74,35,29.770000,226.110000,25.940000,105,0,88,0.000000,272.540000,33,13,0.000000,74,33,14.550000,37.34,68.264,230,84,179,76,14.920000,0.000000

57,14:00-14:15,46.67,10.580000,53.010000,5.930000,40,42,14.200000,0,7.650000,66.110000,13.160000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,35,0.000000,0.000000,0.000000,74,35,30.780000,226.110000,25.940000,105,0,85,0.000000,272.540000,33,15,0.000000,74,33,14.200000,38,62.276272,233.33,82,179,76,14.550000,0.000000

58,14:15-14:30,46.67,10.580000,53.010000,5.930000,39,41,13.800000,0,7.650000,66.110000,13.160000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,35,0.000000,0.000000,0.000000,74,35,30.780000,226.110000,25.940000,105,0,81,0.000000,272.540000,33,15.6,0.000000,74,33,13.800000,37.66,56.034992,233.33,80,175,75,14.140000,0.000000

