Block,Time,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/29112042/L_NR_2019_05,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,WR/01102023/24112044/L_NR_2020_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,WR/01102023/30052048/L_NR_2022_10,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16
12,02:45-03:00,118.080000,3.540000,41.140000,0.000000,0,3.740000,249.720000,8.69,29.000000,0.000000,8.69,0,26.07,0,0.000000,30.970000,0.000000,3.580000,19.13,272.220000,0,8.1,19.13,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

13,03:00-03:15,118.080000,3.540000,30.970000,0.000000,0,3.740000,249.720000,8.6,29.000000,0.000000,8.59,0,25.8,0,0.000000,30.970000,0.000000,3.580000,18.84,272.220000,0,8.08,18.84,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

14,03:15-03:30,118.080000,3.540000,30.970000,0.000000,0,3.740000,249.720000,8.58,29.000000,0.000000,8.57,0,25.74,0,0.000000,30.970000,0.000000,3.580000,18.39,272.220000,0,7.99,18.39,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

15,03:30-03:45,118.080000,3.540000,30.970000,0.000000,0,3.740000,249.720000,8.43,29.000000,0.000000,8.42,0,25.29,0,0.000000,30.970000,0.000000,3.580000,17.91,272.220000,0,7.97,17.91,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

16,03:45-04:00,118.080000,3.540000,30.970000,0.000000,0,3.740000,249.720000,8.18,29.000000,0.000000,8.17,0,24.54,0,0.000000,30.970000,0.000000,3.580000,17.38,272.220000,0,7.8,17.38,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

17,04:00-04:15,118.080000,3.470000,30.970000,0.000000,0,3.740000,249.720000,7.33,29.000000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.530000,17.2,272.220000,0,7.71,17.2,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

18,04:15-04:30,118.080000,3.470000,30.970000,0.000000,0,3.740000,249.720000,7.33,29.000000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.530000,17.04,272.220000,0,7.32,17.04,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

19,04:30-04:45,118.080000,3.470000,30.970000,0.000000,0,3.740000,249.720000,7.33,29.000000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.530000,16.74,272.220000,0,7,16.74,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

20,04:45-05:00,118.080000,3.470000,30.970000,0.000000,0,3.740000,249.720000,7.33,29.000000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.530000,15.92,272.220000,0,7,15.92,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

21,05:00-05:15,118.080000,3.390000,30.970000,0.000000,0,3.660000,249.720000,7.33,29.000000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.530000,13.65,272.220000,0,7,13.65,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

22,05:15-05:30,118.080000,3.390000,30.970000,0.000000,0,3.660000,249.720000,7.33,29.000000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.530000,13.33,272.220000,0,7,13.33,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

23,05:30-05:45,118.080000,3.390000,30.970000,0.000000,0,3.660000,249.720000,7.33,28.030000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.530000,13.33,272.220000,0,7,13.33,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

24,05:45-06:00,118.080000,3.390000,30.970000,0.000000,0,3.660000,249.720000,7.33,28.030000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.530000,13.33,272.220000,0,7,13.33,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

25,06:00-06:15,118.080000,3.310000,30.970000,0.000000,0,3.660000,249.720000,7.33,28.030000,0.000000,7.34,1.46,22,0,0.000000,30.970000,0.000000,3.530000,18.43,272.220000,1.21,7,18.43,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

26,06:15-06:30,118.080000,3.310000,30.970000,0.000000,0,3.660000,249.720000,7.33,28.030000,0.000000,7.34,3.03,22,1.75194,0.000000,30.970000,0.000000,3.530000,17.69,272.220000,3.42,7,17.69,101.380000,0.000000,0,0,0,0,0,7.21,0,0,0

27,06:30-06:45,118.080000,3.310000,30.970000,0.000000,1,3.660000,249.720000,7.33,28.030000,0.000000,7.34,8.08,22,10.346179,0.010000,30.970000,0.010000,3.530000,16.73,272.220000,8.55,7,16.73,101.380000,0.010000,0.64,2,0.32,0,0.04,7.21,1.48,0.23,4

28,06:45-07:00,118.080000,3.310000,30.970000,0.000000,16.48,3.660000,249.720000,7.33,28.030000,0.000000,7.34,15.15,22,19.611995,0.190000,30.970000,0.190000,3.530000,15.95,272.220000,16.88,7,15.95,101.380000,0.200000,2.34,3,1.08,0.33,0.32,7.21,5.47,1.59,7

29,07:00-07:15,118.080000,3.310000,30.970000,0.000000,29.19,3.660000,249.720000,7.33,28.030000,0.000000,7.34,22.22,22,28.371695,0.750000,30.970000,0.750000,3.530000,14.11,272.220000,29.19,7,14.11,101.380000,0.770000,5.27,2,2.55,2.33,2.25,7.21,12.29,11.27,4

30,07:15-07:30,118.080000,3.310000,30.970000,0.000000,28.52,3.660000,249.720000,7.33,28.030000,0.000000,7.34,28.52,22,37.919768,1.680000,30.970000,1.680000,3.530000,13.67,272.220000,28.51,7,13.67,101.380000,1.720000,9,3,4.69,5,4.91,7.21,21,24.54,6

31,07:30-07:45,118.080000,3.310000,30.970000,0.000000,30.03,3.660000,249.720000,7.33,27.060000,0.000000,7.34,30.03,22,49.15165,2.830000,30.970000,2.830000,3.530000,13.67,272.220000,30.04,7,13.67,101.380000,2.890000,16,7,7.47,11.75,8.42,7.21,39,42.08,15

32,07:45:08:00,118.080000,3.310000,30.970000,0.000000,30.53,3.660000,249.720000,7.33,27.060000,0.000000,7.34,30.53,22,60.451663,4.110000,30.970000,4.110000,3.530000,13.67,272.220000,30.54,7,13.67,101.380000,4.210000,22,10,11.72,18.25,11.97,7.21,53,59.86,21

33,08:00-08:15,118.080000,3.310000,30.970000,0.000000,31.53,3.660000,249.720000,7.33,27.060000,0.000000,7.34,31.53,22,71.0509,5.410000,30.970000,5.410000,3.490000,13.67,272.220000,31.54,7,13.67,101.380000,5.560000,28,13,15.27,25.33,16,7.21,67,80.03,25

34,08:15-08:30,118.080000,3.310000,30.970000,0.000000,31.87,3.660000,249.720000,7.33,27.060000,0.000000,7.34,31.87,22,80.793633,6.740000,30.970000,6.740000,3.490000,13.67,272.220000,31.86,7,13.67,101.380000,6.910000,34,17,18.99,32.73,20.15,7.21,81,100.77,34

35,08:30-08:45,118.080000,3.310000,30.970000,0.000000,31.87,3.660000,249.720000,7.33,26.090000,0.000000,7.34,31.87,22,89.806391,7.960000,30.970000,7.960000,3.490000,13.67,272.220000,31.86,7,13.67,101.380000,8.160000,40,21,22.66,40.36,24.26,6.01,95,121.32,42

36,08:45:09:00,118.080000,3.310000,30.970000,0.000000,31.87,3.660000,249.720000,7.33,26.090000,0.000000,7.34,31.87,22,98.128106,9.220000,30.970000,9.220000,3.490000,13.67,272.220000,31.86,7,13.67,101.380000,9.440000,46,23,26.01,47.87,28.34,6.01,109,141.68,47

37,09:00:09:15,118.080000,3.310000,30.970000,0.000000,32.03,3.660000,249.720000,7.33,27.060000,0.000000,7.34,32.03,22,100.590555,10.310000,30.970000,10.310000,3.490000,13.51,272.220000,32.04,7,13.51,101.380000,10.570000,52,28,29.02,54.79,32.18,6.01,123,160.93,56

38,09:15-09:30,118.080000,3.310000,30.970000,0.000000,32.03,3.660000,249.720000,7.33,27.060000,0.000000,7.34,32.03,22,108.493751,11.330000,30.970000,11.330000,3.490000,13.17,272.220000,32.04,7,13.17,101.380000,11.600000,57,30,31.75,61.16,35.53,6.01,133,177.67,60

39,09:30-09:45,118.080000,3.310000,30.970000,0.000000,32.03,2.960000,249.720000,7.33,28.030000,0.000000,7.34,32.03,22,115.443113,12.200000,30.970000,12.200000,3.490000,12.84,272.220000,32.04,3.01,12.84,101.380000,12.500000,66,31,34.19,67.29,38.74,6.01,154,193.71,63

40,09:45-10:00,118.080000,3.310000,30.970000,0.000000,32.03,3.500000,249.720000,7.33,28.030000,0.000000,7.34,32.03,22,122.188082,13.010000,30.970000,13.010000,3.490000,12.51,272.220000,32.04,2.99,12.51,101.380000,13.330000,69,33,36.33,72.61,41.72,6.01,161,208.63,65

41,10:00-10:15,118.080000,3.310000,30.970000,0.000000,32.03,3.500000,249.720000,7.33,28.030000,0.000000,7.34,32.03,22,127.872154,13.670000,30.970000,13.670000,3.490000,12.22,272.220000,32.04,4.18,12.22,101.380000,14.010000,73,36,38.19,77.55,44.39,6.01,172,221.95,71

42,10:15-10:30,118.080000,3.310000,30.970000,0.000000,32.03,3.500000,249.720000,7.33,28.030000,0.000000,7.34,32.03,22,133.098775,14.250000,30.970000,14.250000,3.490000,12.44,272.220000,32.04,4.14,12.44,101.380000,14.610000,78,37,39.8,81.88,46.83,6.01,182,234.17,73

43,10:30-10:45,118.080000,3.310000,30.970000,0.000000,32.03,3.500000,249.720000,7,28.030000,0.000000,7,32.03,21,136.45666,14.710000,30.970000,14.710000,3.490000,12.33,272.220000,32.04,4.18,12.33,101.380000,15.080000,78,38,40.25,83.62,46.83,6.01,182,234.17,76

44,10:45-11:00,118.080000,3.310000,30.970000,0.000000,32.03,3.500000,249.720000,7,28.030000,0.000000,7,32.03,21,140.05787,15.110000,30.970000,15.110000,3.490000,12.33,272.220000,32.04,4.14,12.33,101.380000,15.480000,79,40,41.61,85.56,46.83,6.01,186,234.17,79

45,11:00-11:15,118.080000,3.470000,30.970000,0.000000,32.03,3.500000,249.720000,5,28.030000,0.000000,5,32.03,15,142.987503,15.380000,30.970000,15.380000,3.490000,12.33,272.220000,32.04,3.34,12.33,101.380000,15.760000,79,41,42.67,86.72,46.83,6.01,186,234.17,81

46,11:15-11:30,118.080000,3.470000,30.970000,0.000000,32.03,3.500000,249.720000,5,28.030000,0.000000,5,32.03,15,144.671312,15.590000,30.970000,15.590000,3.490000,6.88,272.220000,32.04,3.34,6.88,101.380000,15.980000,82,41,43.47,89.29,46.83,6.01,193,234.17,81

47,11:30-11:45,118.080000,3.470000,30.970000,0.000000,32.03,3.500000,249.720000,5,28.030000,0.000000,5,32.03,15,144.895171,15.740000,30.970000,15.740000,3.490000,6.88,272.220000,32.04,3.34,6.88,101.380000,16.130000,82,40,44.5,89.69,46.83,6.01,193,234.17,81

48,11:45-12:00,118.080000,3.470000,30.970000,0.000000,32.03,3.500000,249.720000,5,28.030000,0.000000,5,32.03,15,144.174929,15.810000,30.970000,15.810000,3.490000,6.88,272.220000,32.04,3.34,6.88,101.380000,16.210000,84,40,45.5,90.6,46.83,6.01,196,234.17,81

49,12:00-12:15,118.080000,3.470000,30.970000,0.000000,32.03,3.430000,249.720000,5,29.970000,0.000000,5,32.03,15,149.323686,15.830000,30.970000,15.830000,3.530000,6.88,272.220000,32.04,3.34,6.88,101.380000,16.240000,84,40,45.5,91,46.83,6.61,196,234.17,81

50,12:15-12:30,118.080000,3.470000,30.970000,0.000000,32.03,3.430000,249.720000,5,29.970000,0.000000,5,32.03,15,147.883202,15.770000,30.970000,15.770000,3.530000,6.88,272.220000,32.04,3.34,6.88,101.380000,16.160000,84,40,45.5,90.67,46.83,6.61,196,234.17,80

51,12:30-12:45,118.080000,3.470000,30.970000,0.000000,32.03,3.430000,249.720000,5,29.970000,0.000000,5,32.03,15,145.634879,15.790000,30.970000,15.790000,3.530000,6.88,272.220000,32.04,3.34,6.88,101.380000,16.180000,84,40,45.5,90.88,46.83,6.61,196,234.17,81

52,12:45-13:00,118.080000,3.470000,30.970000,0.000000,32.03,3.430000,249.720000,5,29.970000,0.000000,5,32.03,15,142.676047,15.600000,30.970000,15.600000,3.530000,6.9,272.220000,32.04,3.34,6.9,101.380000,16.000000,82,40,45.5,90.22,46.83,6.61,193,234.17,81

53,13:00-13:15,118.080000,3.620000,1.310000,0.000000,32.03,3.500000,249.720000,5,30.930000,0.000000,5,32.03,15,139.318162,15.540000,30.970000,15.540000,3.530000,6.94,272.220000,32.04,3.34,6.94,101.380000,15.920000,82,41,45.5,89.2,46.83,6.61,193,234.17,81

54,13:15-13:30,118.080000,3.620000,1.310000,0.000000,32.03,3.500000,249.720000,5,30.930000,0.000000,5,32.03,15,134.879914,15.390000,30.970000,15.390000,3.530000,7,272.220000,32.04,3.34,7,101.380000,15.790000,82,39,45.5,87.67,46.83,6.61,193,234.17,79

55,13:30-13:45,118.080000,3.620000,16.130000,0.000000,32.03,3.500000,249.720000,5,30.930000,0.000000,5,32.03,15,129.283439,15.170000,16.130000,15.170000,3.530000,7.04,272.220000,32.04,3.34,7.04,101.380000,15.560000,82,39,44.5,85.64,46.83,7.61,193,234.17,79

56,13:45-14:00,118.080000,3.620000,16.130000,0.000000,32.03,3.500000,249.720000,5,30.930000,0.000000,5,32.03,15,123.550702,14.930000,16.130000,14.930000,3.530000,7.29,272.220000,32.04,3.34,7.29,101.380000,15.300000,82,38,42,83.3,46.83,8.06,193,234.17,77

57,14:00-14:15,118.080000,3.620000,1.310000,0.000000,32.03,3.580000,249.720000,5,30.930000,0.000000,5,32.03,15,117.779033,14.520000,30.970000,14.520000,3.530000,7.62,272.220000,32.04,3.34,7.62,101.380000,14.880000,82,36,40,81.85,46.83,8.91,193,234.17,72

58,14:15-14:30,118.080000,3.620000,1.310000,0.000000,32.03,3.580000,249.720000,5,30.930000,0.000000,5,32.03,15,111.695908,14.160000,30.970000,14.160000,3.530000,7.95,272.220000,32.04,3.34,7.95,101.380000,14.520000,79,34,39,80,46.83,11.38,186,234.17,67

59,14:30-14:45,118.080000,3.620000,1.310000,0.000000,32.03,3.580000,249.720000,5,30.930000,0.000000,5,32.03,15,104.941206,13.610000,30.970000,13.610000,3.530000,8.27,272.220000,32.04,3.34,8.27,101.380000,13.950000,72,32,38.61,77.11,46.18,17,168,230.89,64

60,14:45-15:00,118.080000,3.620000,1.310000,0.000000,32.03,3.580000,249.720000,5,30.930000,0.000000,5,32.03,15,97.310534,12.860000,30.970000,12.860000,3.530000,8.93,272.220000,32.04,3.34,8.93,101.380000,13.190000,67,30,36.71,74.68,44,18,158,220.02,61

61,15:00-15:15,118.080000,3.770000,30.970000,0.000000,32.2,3.740000,249.720000,5,31.900000,0.000000,5,32.2,15,91.908719,12.240000,30.970000,12.240000,3.580000,9.42,272.220000,32.2,3.34,9.42,101.380000,12.550000,63,28,34.79,69.68,41.28,19,147,206.39,57

62,15:15-15:30,118.080000,3.770000,30.970000,0.000000,32.5,3.740000,249.720000,5,31.900000,0.000000,5,32.5,15,82.857029,11.280000,30.970000,11.280000,3.580000,9.85,272.220000,32.5,3.34,9.85,101.380000,11.560000,58,26,32.61,64.33,38.77,19.6,137,193.85,51

63,15:30-15:45,118.080000,3.770000,30.970000,0.000000,32.5,3.740000,249.720000,5,31.900000,0.000000,5,32.5,15,73.328422,10.120000,30.970000,10.120000,3.580000,17.22,272.220000,32.5,3.34,17.22,101.380000,10.370000,52,23,30.22,58.49,36.11,19.8,120,180.58,47

64,15:45-16:00,118.080000,3.770000,30.970000,0.000000,32.5,3.740000,249.720000,5,31.900000,0.000000,5,32.5,15,63.449427,9.040000,30.970000,9.040000,3.580000,19.88,272.220000,32.5,3.34,19.88,101.380000,9.260000,45,21,27.64,52.19,32.05,19.17,105,160.27,41

65,16:00-16:15,118.080000,3.850000,30.970000,0.000000,32.5,3.740000,249.720000,5,31.900000,0.000000,5,32.5,15,53.317374,7.850000,30.970000,7.850000,3.580000,20.12,272.220000,32.5,3.66,20.12,101.380000,8.050000,37,18,24.79,45.4,27.89,17.81,88,139.44,35

66,16:15-16:30,118.080000,3.850000,30.970000,0.000000,32.5,3.740000,249.720000,5,31.900000,0.000000,5,32.5,15,42.698671,6.650000,30.970000,6.650000,3.580000,17.62,272.220000,32.5,4.14,17.62,101.380000,6.810000,31,15,22.62,38.56,24.32,16.74,71,121.59,30

67,16:30-16:45,118.080000,3.470000,30.970000,0.000000,32.5,3.740000,249.720000,5.5,31.900000,0.000000,5.5,32.5,16.5,33.063001,5.370000,30.970000,5.370000,3.580000,17.97,272.220000,32.5,4.18,17.97,101.380000,5.500000,24,13,19.18,31.33,20.52,14.71,56,102.59,26

68,16:45-17:00,118.080000,3.470000,30.970000,0.000000,33,3.740000,249.720000,6,31.900000,0.000000,6,25.24,18,23.787452,4.040000,30.970000,4.040000,3.580000,18.23,272.220000,33,4.18,18.23,101.380000,4.140000,17,9,15.44,24.59,16.23,14.65,41,81.14,19

69,17:00-17:15,118.080000,3.620000,30.970000,0.000000,33,3.740000,249.720000,7.33,31.900000,0.000000,7.34,20.2,22,12.905958,2.830000,30.970000,2.830000,3.630000,18.73,272.220000,28.99,4.14,18.73,101.380000,2.890000,12,8,11.58,17.48,11.54,14.51,28,57.68,15

70,17:15-17:30,118.080000,3.620000,30.970000,0.000000,18.32,3.740000,249.720000,7.33,31.900000,0.000000,7.34,15.15,22,7.961594,1.750000,30.970000,1.750000,3.630000,19.05,272.220000,16.34,4.14,19.05,101.380000,1.800000,8,10,9.82,11.03,8.01,14.4,20,40.05,20

71,17:30-17:45,118.080000,3.620000,30.970000,0.000000,7.67,3.740000,249.720000,7.33,31.900000,0.000000,7.34,8.83,22,2.345653,0.910000,30.970000,0.910000,3.630000,19.33,272.220000,7.34,4.14,19.33,101.380000,0.930000,4,9,6.46,5.73,5.41,13.86,9,27.08,18

72,17:45-18:00,118.080000,3.620000,30.970000,0.000000,1.3,3.740000,249.720000,7.33,31.900000,0.000000,7.34,2.73,22,0.545048,0.330000,30.970000,0.330000,3.630000,19.75,272.220000,1.18,4.14,19.75,101.380000,0.340000,1,8,3.79,1.62,2.73,13.42,4,13.66,17

73,18:00-18:15,118.080000,3.700000,30.970000,0.000000,0,3.810000,249.720000,7.33,31.900000,0.000000,7.34,0,22,0,0.020000,30.970000,0.020000,3.630000,20.33,272.220000,0,5.62,20.33,101.380000,0.020000,3,5,1.92,0.33,0.83,18.07,7,4.13,10

74,18:15-18:30,118.080000,3.700000,30.970000,0.000000,0,3.810000,249.720000,7.33,31.900000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.630000,20.81,272.220000,0,6.09,20.81,101.380000,0.000000,1,3,0.6,0,0.56,17.13,4,2.79,7

75,18:30-18:45,118.080000,3.700000,30.970000,0.000000,0,3.810000,249.720000,7.33,31.900000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.630000,21.25,272.220000,0,6.68,21.25,101.380000,0.000000,0,0,0,0,0.47,16.07,0,2.38,0

76,18:45-19:00,118.080000,3.700000,30.970000,0.000000,0,3.810000,249.720000,7.33,31.900000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.630000,21.59,272.220000,0,7,21.59,101.380000,0.000000,0,0,0,0,0.05,8.65,0,0.26,0

77,19:00-19:15,118.080000,3.770000,30.970000,0.000000,0,3.810000,249.720000,7.33,31.900000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.680000,21.69,272.220000,0,7,21.69,101.380000,0.000000,0,0,0,0,0,8.06,0,0,0

78,19:15-19:30,118.080000,3.770000,30.970000,0.000000,0,3.810000,249.720000,7.33,31.900000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.680000,28.55,272.220000,0,6.9,28.55,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

79,19:30-19:45,118.080000,3.770000,30.970000,0.000000,0,4.080000,249.720000,7.33,31.900000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.680000,29.22,272.220000,0,7.14,29.22,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

80,19:45-20:00,118.080000,3.770000,30.970000,0.000000,0,4.080000,249.720000,7.33,31.900000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.680000,29.55,272.220000,0,7.24,29.55,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

81,20:00-20:15,118.080000,4.010000,30.970000,0.000000,0,4.280000,249.720000,7.33,31.900000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.680000,29.89,272.220000,0,9.38,29.89,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

82,20:15-20:30,118.080000,4.010000,30.970000,0.000000,0,4.280000,249.720000,7.33,31.900000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.680000,30.64,272.220000,0,9.04,30.64,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

83,20:30-20:45,118.080000,4.010000,30.970000,0.000000,0,4.280000,249.720000,9.27,31.900000,0.000000,9.27,0,27.81,0,0.000000,30.970000,0.000000,3.680000,31.1,272.220000,0,8.84,31.1,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

84,20:45-21:00,118.080000,4.010000,30.970000,0.000000,0,4.280000,249.720000,9.1,30.930000,0.000000,9.11,0,27.31,0,0.000000,30.970000,0.000000,3.680000,30.22,272.220000,0,8.67,30.22,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

85,21:00-21:15,118.080000,3.770000,30.970000,0.000000,0,4.050000,249.720000,8.88,30.930000,0.000000,8.87,0,26.63,0,0.000000,30.970000,0.000000,3.630000,29.33,272.220000,0,8.58,29.33,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

86,21:15-21:30,118.080000,3.770000,30.970000,0.000000,0,4.050000,249.720000,8.72,30.930000,0.000000,8.72,0,26.16,0,0.000000,30.970000,0.000000,3.630000,28.76,272.220000,0,8.54,28.76,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

87,21:30-21:45,118.080000,3.770000,30.970000,0.000000,0,4.050000,249.720000,8.6,30.930000,0.000000,8.61,0,25.81,0,0.000000,30.970000,0.000000,3.630000,28.19,272.220000,0,8.51,28.19,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

