Column1,Block,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/02/01/5886,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/2594,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/8625,GNA/SR/2025/02/01/6460,GNA/SR/2025/02/01/7432,ER/2025/15683/A/53483,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/9969,NR/30092023/31122025/SH-07,NR/2024/24418/A/53284,NER/2025/2918/A/53485,NR/2025/25273/C,NR/2025/25272/C,NR/2025/24992/A/53268,WR/2025/26047/A/53486,NR/2025/25070/A/53500,NR/2025/24882/A/53269,Total
18,04:15-04:30,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.38,9.16,0,0,6.72,0,17.28,2.88,260.42

19,04:30-04:45,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.38,9.16,0,0,6.72,0,17.28,2.88,260.42

20,04:45-05:00,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.38,9.16,0,0,6.72,0,17.28,2.88,260.42

21,05:00-05:15,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.38,9.16,0,0,6.72,0,17.28,2.88,260.42

22,05:15-05:30,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.38,9.16,0,0,6.72,0,17.28,2.88,260.42

23,05:30-05:45,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.38,9.16,0,0,6.72,0,17.28,2.88,260.42

24,05:45-06:00,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.38,9.16,0,0,6.72,0,17.28,2.88,260.42

25,06:00-06:15,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.43,9.16,0,0,9.6,0,17.28,4.8,265.27000000000004

26,06:15-06:30,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.43,9.16,0,0,9.6,0,17.28,4.8,265.27000000000004

27,06:30-06:45,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,32,0.43,9.16,0,0,9.6,0,17.28,4.8,331.9300000000001

28,06:45-07:00,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,32,0.43,9.16,0,0,9.6,0,17.28,4.8,331.9300000000001

29,07:00-07:15,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,32,0.48,9.16,0,0,9.6,0,28.8,4.8,343.5000000000001

30,07:15-07:30,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,32,0.48,9.16,0,0,9.6,0,28.8,4.8,343.5000000000001

31,07:30-07:45,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,32,0.48,9.16,0,0,9.6,0,28.8,4.8,343.5000000000001

32,07:45-08:00,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,32,0.48,9.16,0,0,9.6,0,28.8,4.8,343.5000000000001

33,08:00-08:15,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,32,0.86,9.16,0,0,9.6,0,28.8,4.8,343.8800000000001

34,08:15-08:30,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,32,0.86,9.16,0,0,9.6,0,28.8,4.8,343.8800000000001

35,08:30-08:45,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,32,0.86,9.16,0,0,9.6,0,28.8,4.8,343.8800000000001

36,08:45-09:00,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,32,0.86,9.16,0,0,9.6,0,28.8,4.8,343.8800000000001

37,09:00-09:15,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,32,0.86,9.16,0,0,9.6,0,28.8,4.8,343.8800000000001

38,09:15-09:30,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,32,0.86,9.16,0,0,9.6,0,28.8,4.8,343.8800000000001

39,09:30-09:45,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,23.41,0.86,9.16,0,0,9.6,0,28.8,4.8,335.29000000000013

40,09:45-10:00,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,25.87,0.86,9.16,38.4,14.4,9.6,0,28.8,4.8,390.55000000000007

41,10:00-10:15,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

42,10:15-10:30,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

43,10:30-10:45,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

44,10:45-11:00,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

45,11:00-11:15,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

46,11:15-11:30,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

47,11:30-11:45,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

48,11:45-12:00,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

49,12:00-12:15,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

50,12:15-12:30,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

51,12:30-12:45,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

52,12:45-13:00,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

53,13:00-13:15,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

54,13:15-13:30,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

55,13:30-13:45,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

56,13:45-14:00,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

57,14:00-14:15,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

58,14:15-14:30,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

59,14:30-14:45,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

60,14:45-15:00,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.86,9.16,38.4,14.4,5.76,0,28.8,3.84,325.21999999999997

61,15:00-15:15,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.67,9.16,38.4,14.4,5.76,0,28.8,3.84,325.03

62,15:15-15:30,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.67,9.16,38.4,14.4,5.76,0,28.8,3.84,325.03

63,15:30-15:45,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.67,9.16,38.4,14.4,5.76,0,28.8,3.84,325.03

64,15:45-16:00,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.67,9.16,38.4,14.4,5.76,0,28.8,3.84,325.03

65,16:00-16:15,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.53,9.16,32.45,20.35,5.76,0,28.8,3.84,324.89000000000004

66,16:15-16:30,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.53,9.16,25.92,26.88,5.76,0,28.8,3.84,324.89

67,16:30-16:45,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.53,9.16,20.35,26.59,5.76,0,28.8,3.84,319.03

68,16:45-17:00,0,0,1.29,8.64,23.04,23.04,26.99,0,75,0,7.33,8.64,23.04,26.99,0.53,9.16,15.07,21.79,5.76,0,28.8,3.84,308.95

69,17:00-17:15,0,0,1.29,13.44,36.48,36.48,26.99,0,75,0,7.33,13.44,43.2,26.99,0.53,9.16,0,0,9.6,0,28.8,4.8,333.5300000000001

70,17:15-17:30,0,0,1.29,13.44,36.48,36.48,26.99,0,75,0,7.33,13.44,43.2,26.99,0.53,9.16,0,0,9.6,0,28.8,4.8,333.5300000000001

71,17:30-17:45,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,25.87,0.53,9.16,0,0,9.6,0,28.8,4.8,337.4200000000001

72,17:45-18:00,0,0,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,18.15,0.53,9.16,0,0,9.6,0,28.8,4.8,329.70000000000005

73,18:00-18:15,200,50,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,32,0.53,9.16,0,0,9.6,38.4,28.8,4.8,631.9499999999999

74,18:15-18:30,200,50,1.29,13.44,36.48,36.48,32,0,75,0,7.33,13.44,43.2,32,0.53,9.16,0,0,9.6,38.4,28.8,4.8,631.9499999999999

75,18:30-18:45,200,50,1.29,13.44,36.48,36.48,32,0,75,50,7.33,13.44,43.2,32,0.53,9.16,0,0,9.6,38.4,28.8,4.8,681.9499999999999

76,18:45-19:00,200,50,1.29,13.44,36.48,36.48,32,0,75,50,7.33,13.44,43.2,32,0.53,9.16,0,0,9.6,38.4,28.8,4.8,681.9499999999999

77,19:00-19:15,200,50,1.29,13.44,36.48,36.48,32,0,75,50,7.33,13.44,43.2,32,0.62,9.16,0,0,9.6,38.4,28.8,4.8,682.04

78,19:15-19:30,200,50,1.29,13.44,36.48,36.48,32,0,75,50,7.33,13.44,43.2,32,0.62,9.16,0,0,9.6,38.4,28.8,4.8,682.04

79,19:30-19:45,200,50,1.29,13.44,36.48,36.48,32,0,75,50,7.33,13.44,43.2,32,0.62,9.16,0,0,9.6,38.4,28.8,4.8,682.04

80,19:45-20:00,200,50,1.29,13.44,36.48,36.48,32,0,75,50,7.33,13.44,43.2,32,0.62,9.16,0,0,9.6,38.4,28.8,4.8,682.04

81,20:00-20:15,150,50,1.29,13.44,36.48,36.48,32,0,75,50,7.33,13.44,43.2,25.87,0.62,9.16,0,0,5.76,38.4,28.8,3.84,621.1099999999999

82,20:15-20:30,150,50,1.29,13.44,36.48,36.48,32,0,75,50,7.33,13.44,43.2,25.87,0.62,9.16,0,0,5.76,38.4,28.8,3.84,621.1099999999999

83,20:30-20:45,150,50,1.29,13.44,36.48,36.48,32,0,75,50,7.33,13.44,43.2,25.87,0.62,9.16,0,0,5.76,38.4,28.8,3.84,621.1099999999999

84,20:45-21:00,150,50,1.29,13.44,36.48,36.48,32,0,75,50,7.33,13.44,43.2,25.87,0.62,9.16,0,0,5.76,38.4,28.8,3.84,621.1099999999999

85,21:00-21:15,150,50,1.38,13.44,28.8,28.8,32,0,75,50,7.33,13.44,28.8,25.87,0.58,9.16,0,0,5.76,38.4,28.8,3.84,591.4

86,21:15-21:30,150,50,1.38,13.44,28.8,28.8,32,0,75,50,7.33,13.44,28.8,25.87,0.58,9.16,0,0,5.76,38.4,28.8,3.84,591.4

87,21:30-21:45,150,50,1.38,13.44,28.8,28.8,32,0,75,50,7.33,13.44,28.8,25.87,0.58,9.16,0,0,5.76,38.4,28.8,3.84,591.4

88,21:45-22:00,150,50,1.38,13.44,28.8,28.8,32,0,75,50,7.33,13.44,28.8,25.87,0.58,9.16,0,0,5.76,38.4,28.8,3.84,591.4

89,22:00-22:15,150,50,1.29,13.44,28.8,28.8,32,0,75,50,7.33,13.44,28.8,25.87,0.53,9.16,0,0,5.76,38.4,17.28,3.84,579.7399999999999

90,22:15-22:30,150,50,1.29,13.44,28.8,28.8,32,0,75,50,7.33,13.44,28.8,25.87,0.53,9.16,0,0,5.76,38.4,17.28,3.84,579.7399999999999

91,22:30-22:45,150,50,1.29,8.64,23.04,23.04,32,0,75,50,7.33,8.64,23.04,25.87,0.53,9.16,0,0,5.76,38.4,17.28,3.84,552.86

92,22:45-23:00,150,50,1.29,8.64,23.04,23.04,32,0,75,50,7.33,8.64,23.04,25.87,0.53,9.16,0,0,5.76,38.4,17.28,3.84,552.86

93,23:00-23:15,150,50,1.29,8.64,23.04,23.04,32,0,75,50,7.33,8.64,23.04,25.87,0.48,9.16,0,0,5.76,38.4,17.28,3.84,552.8100000000001

94,23:15-23:30,150,50,1.29,8.64,23.04,23.04,32,0,75,50,7.33,8.64,23.04,25.87,0.48,9.16,0,0,5.76,38.4,17.28,3.84,552.8100000000001

95,23:30-23:45,150,50,1.29,8.64,23.04,23.04,32,0,75,50,7.33,8.64,23.04,25.87,0.48,9.16,0,0,5.76,38.4,17.28,3.84,552.8100000000001

96,23:45-24:00,150,50,1.29,8.64,23.04,23.04,32,0,75,50,7.33,8.64,23.04,25.87,0.48,9.16,0,0,5.76,38.4,17.28,3.84,552.8100000000001

