Time,Block,NR/2024/19429/C,NR/2024/19143/A/14878,NR/2024/18934/A/14771,NR/2024/18977/A/14782,NR/2024/19075/A/14856,NR/2024/18935/A/14772,NR/2024/18936/A/14773,NR/2024/19043/A/14857,NR/2024/18855/A/14904,NR/2024/19172/A/15469,NR/2024/18919/A/15357,NR/2024/18976/A/14781,NR/2024/18996/A/15384,NR/2024/19245/A/15085,NR/2024/19115/A/14889,NR/2024/19428/C,NR/2024/18986/A/14858,NR/2024/19290/A/15468,NR/2024/19030/A/14865,NR/2024/19121/A/14903,NR/2024/19024/A/15090,NR/2024/18978/A/14783,NR/2024/19337/A/15082,Total
23,05:30-05:45,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,9.670000,0.000000,0.000000,0.000000,0.000000,52.590000,0.480000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,320.06

24,05:45-06:00,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,9.670000,0.000000,0.000000,0.000000,0.000000,52.590000,0.480000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,320.06

25,06:00-06:15,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.480000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,310.39

26,06:15-06:30,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.480000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,310.39

27,06:30-06:45,0.25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.480000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,310.64

28,06:45-07:00,0.66,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.480000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,311.05

29,07:00-07:15,1.13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.630000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,311.67

30,07:15-07:30,1.71,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.630000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,312.25

31,07:30-07:45,2.29,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.630000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,312.83

32,07:45:08:00,2.87,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.630000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,313.41

33,08:00-08:15,3.48,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.970000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,314.36

34,08:15-08:30,4.04,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.970000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,314.92

35,08:30-08:45,4.57,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.970000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,315.45

36,08:45:09:00,5.18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.970000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,316.06

37,09:00:09:15,5.72,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.970000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,316.6

38,09:15-09:30,6.22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.970000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,317.1

39,09:30-09:45,6.68,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.970000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,317.56

40,09:45-10:00,7.11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.590000,0.970000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,317.99

41,10:00-10:15,7.5,0.000000,4.830000,58.000000,0.000000,5.800000,6.770000,46.400000,0.000000,116.000000,0.000000,0.000000,48.340000,0.000000,48.340000,45.050000,0.970000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,529.32

42,10:15-10:30,7.8,0.000000,4.830000,58.000000,0.000000,5.800000,6.770000,46.400000,0.000000,116.000000,0.000000,0.000000,48.340000,0.000000,48.340000,45.050000,0.970000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,529.62

43,10:30-10:45,8.17,0.000000,4.830000,58.000000,0.000000,5.800000,6.770000,46.400000,0.000000,116.000000,0.000000,0.000000,48.340000,0.000000,48.340000,45.050000,0.970000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,529.99

44,10:45-11:00,8.44,0.000000,4.830000,58.000000,0.000000,5.800000,6.770000,46.400000,0.000000,116.000000,0.000000,0.000000,48.340000,0.000000,48.340000,45.050000,0.970000,67.670000,0.000000,66.890000,4.830000,0.000000,1.930000,530.26

45,11:00-11:15,8.72,0.000000,4.830000,58.000000,0.000000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,0.000000,48.340000,0.000000,48.340000,45.050000,0.970000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,530.54

46,11:15-11:30,8.88,0.000000,4.830000,58.000000,0.000000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,0.000000,48.340000,0.000000,48.340000,45.050000,0.970000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,530.7

47,11:30-11:45,8.28,0.000000,4.830000,58.000000,0.000000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,0.000000,48.340000,0.000000,48.340000,45.050000,0.970000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,530.1

48,11:45-12:00,8.88,0.000000,4.830000,58.000000,0.000000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,0.000000,48.340000,0.000000,48.340000,45.050000,0.970000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,530.7

49,12:00-12:15,7.62,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.970000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,624.16

50,12:15-12:30,8.85,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.970000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,625.39

51,12:30-12:45,8.58,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.970000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,625.12

52,12:45-13:00,8.67,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.970000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,625.21

53,13:00-13:15,8.45,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.970000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,624.99

54,13:15-13:30,5,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.970000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,621.54

55,13:30-13:45,3.25,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.970000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,619.79

56,13:45-14:00,6.94,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.970000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,623.48

57,14:00-14:15,7.62,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.970000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,624.16

58,14:15-14:30,4.01,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.970000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,620.55

59,14:30-14:45,5.81,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.970000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,622.35

60,14:45-15:00,7.53,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.970000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,624.07

61,15:00-15:15,7.11,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.730000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,623.41

62,15:15-15:30,5.59,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.730000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,621.89

63,15:30-15:45,6.61,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.730000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,622.91

64,15:45-16:00,3.56,0.000000,4.830000,58.000000,19.330000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,39.630000,48.340000,1.930000,48.340000,45.050000,0.730000,67.670000,19.330000,0.000000,4.830000,14.500000,1.930000,619.86

65,16:00-16:15,2.14,0.000000,4.830000,58.000000,0.000000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,0.000000,48.340000,1.930000,48.340000,52.590000,0.730000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,533.19

66,16:15-16:30,1.33,0.000000,4.830000,58.000000,0.000000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,0.000000,48.340000,1.930000,48.340000,52.590000,0.730000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,532.38

67,16:30-16:45,0.54,0.000000,4.830000,58.000000,0.000000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,0.000000,48.340000,1.930000,48.340000,52.590000,0.730000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,531.59

68,16:45-17:00,0.17,0.000000,4.830000,58.000000,0.000000,5.800000,6.770000,46.400000,66.890000,116.000000,0.000000,0.000000,48.340000,1.930000,48.340000,52.590000,0.730000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,531.22

69,17:00-17:15,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,48.340000,1.930000,0.000000,108.850000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,417.12

70,17:15-17:30,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,48.340000,1.930000,0.000000,108.850000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,417.12

71,17:30-17:45,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,48.340000,1.930000,0.000000,142.680000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,450.95

72,17:45-18:00,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,48.340000,1.930000,0.000000,142.680000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,450.95

73,18:00-18:15,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,167.240000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,427.17

74,18:15-18:30,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,167.240000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,427.17

75,18:30-18:45,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,167.240000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,427.17

76,18:45-19:00,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,167.240000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,427.17

77,19:00-19:15,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,167.240000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,429.17

78,19:15-19:30,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,167.240000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,429.17

79,19:30-19:45,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,167.240000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,429.17

80,19:45-20:00,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,167.240000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,429.17

81,20:00-20:15,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,167.240000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,429.17

82,20:15-20:30,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,167.240000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,429.17

83,20:30-20:45,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,167.240000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,429.17

84,20:45-21:00,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,167.240000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,429.17

85,21:00-21:15,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,150.130000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,412.06

86,21:15-21:30,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,150.130000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,412.06

87,21:30-21:45,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,150.130000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,412.06

88,21:45-22:00,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,0.000000,0.000000,0.000000,1.930000,0.000000,150.130000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,412.06

89,22:00-22:15,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,9.670000,0.000000,0.000000,1.930000,0.000000,105.080000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,376.68

90,22:15-22:30,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,9.670000,0.000000,0.000000,1.930000,0.000000,105.080000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,376.68

91,22:30-22:45,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,9.670000,0.000000,0.000000,1.930000,0.000000,52.590000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,324.19

92,22:45-23:00,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,9.670000,0.000000,0.000000,1.930000,0.000000,52.590000,0.680000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,324.19

93,23:00-23:15,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,9.670000,0.000000,0.000000,1.930000,0.000000,52.590000,0.630000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,324.14

94,23:15-23:30,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,9.670000,0.000000,0.000000,1.930000,0.000000,52.590000,0.630000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,324.14

95,23:30-23:45,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,9.670000,0.000000,0.000000,1.930000,0.000000,52.590000,0.630000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,324.14

96,23:45-24:00,0,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,116.000000,9.670000,0.000000,0.000000,1.930000,0.000000,52.590000,0.630000,67.670000,0.000000,0.000000,4.830000,0.000000,1.930000,324.14

