Block,Time Block,BSIUL,BRBCL,CHAMERA2,CHAMERA1,KKNP,KKNPPU2,KOLDAM,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NLCEXP,NJPC,NAPP,DULHASTI,FSTPP I & II,MAPS,URI,VALLURNTECL,URI2,ANTA_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,KHSTPP-I,KISHANGANGA,KHSTPP-II,RIHAND3,RSTPSU7,SALAL,SEWA2,RIHAND2,RIHAND1,SASAN,RSTPSU1TO6,RAPPD,SIMHST1,UNCHAHAR1,SIMHST2,TALST2,TANAKPUR,SINGRAULI,TEHRIPSP,UNCHAHAR4,TALA,UNCHAHAR3,TEHRI,TelanganaSTPP,TANDA2,UNCHAHAR2,SINGRAULI_HYDRO,RAPPB,PARBATI2,RAMPUR,PARBATI3,RAPPC,KGSU1AND2,KGSU3AND4,KUDGI,KOTESHWR,DHAULIGNGA,DADRT2,CHAMERA3,JHAJJAR,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,10.4,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,53.38,16.75,0,44.69,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,20.46,0,0,12.59,108.72,0,0.69,20.11,26.02,68.96,0,1.37,42.03,0,0,23.74,5.49,63.05,63.05,0,0,0,19.56,40.92,462.77,32.71,319.73,0,0,0,0,0,0

7,01:30-01:45,0,11.19,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,53.38,16.75,0,44.69,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,20.46,0,0,12.59,108.72,0,1.93,20.11,26.02,68.96,0,1.37,42.03,0,0,23.74,5.49,60.18,63.05,0,0,0,19.56,40.92,397.23,32.71,319.73,0,0,0,0,0,0

8,01:45-02:00,0,12.06,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,53.38,16.75,0,44.69,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,20.46,0,0,12.59,108.72,0,1.73,20.11,26.02,68.96,0,1.37,42.03,0,0,23.74,5.49,60.18,63.05,0,0,0,19.56,40.92,303.74,32.71,319.73,0,0,0,0,0,0

9,02:00-02:15,0,13.14,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,53.38,16.75,0,44.69,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,20.46,0,0,12.59,108.72,0,2.02,20.11,26.02,68.96,0,2.52,42.03,0,0,23.74,5.49,60.18,63.05,0,0,0,19.56,40.92,282.54,32.71,283.11,0,0,0,0,0,0

10,02:15-02:30,0,14.99,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,53.38,16.75,0,44.69,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,20.46,0,0,12.59,108.72,0,1.02,20.11,26.02,68.96,0,1.37,42.03,0,0,23.74,5.49,60.18,63.05,0,0,0,19.56,40.92,282.54,32.71,283.11,0,0,0,0,0,0

11,02:30-02:45,0,13.43,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,53.38,16.75,0,44.69,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,20.46,0,0,12.59,108.72,0,1.46,20.11,26.02,68.96,0,1.37,42.03,0,0,23.74,5.49,57.32,63.05,0,0,0,19.56,40.92,330.73,32.71,283.11,0,0,0,0,0,0

12,02:45-03:00,0,15.92,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,53.38,16.75,0,44.69,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,20.11,0,0,12.59,108.72,0,1.46,20.11,25.74,68.96,0,1.37,38.36,0,0,23.74,5.49,57.32,63.05,0,0,0,19.56,40.92,321.09,32.71,283.11,0,0,0,0,0,0

13,03:00-03:15,0,15.75,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.92,16.68,0,44.69,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,17.69,0,0,11.48,108.72,0,1.46,19.84,22.06,68.96,0,1.09,36.55,0,0,11.53,5.49,40.11,63.05,0,0,0,19.56,40.92,274.83,32.71,283.11,0,0,0,0,0,0

14,03:15-03:30,0,15.73,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.92,16.68,0,44.69,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,17.69,0,0,11.48,108.72,0,1.46,19.84,22.06,68.96,0,1.24,36.55,0,0,11.53,5.49,40.11,63.05,0,0,0,19.56,40.92,217,32.71,283.11,0,0,0,0,0,0

15,03:30-03:45,0,13.28,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,16.68,0,44.69,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,17.4,0,0,9.5,108.72,0,1.46,19.84,22.65,68.96,0,1.24,34.34,0,0,11.53,5.49,40.11,63.05,0,0,0,19.56,40.92,154.35,32.71,283.11,0,0,0,0,0,0

16,03:45-04:00,0,15.21,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,16.68,0,44.69,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,17.4,0,0,9.5,108.72,0,1.46,19.84,22.65,68.96,0,1.24,33.61,0,0,11.53,5.49,40.11,63.05,0,0,0,19.56,40.92,99.42,32.71,283.11,0,0,0,0,0,0

17,04:00-04:15,0,15.93,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,16.68,0,44.69,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,17.4,0,0,9.5,108.72,0,1.67,19.56,22.65,68.96,0,1.24,33.61,0,0,23.74,5.49,57.32,63.05,0,0,0,19.56,40.92,24.24,32.71,283.11,0,0,0,0,0,0

18,04:15-04:30,0,16.85,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,16.68,0,44.69,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,17.4,0,0,9.5,108.72,0,1.48,19.56,22.65,68.96,0,1.24,33.61,0,0,23.74,5.49,57.32,63.05,0,0,0,19.56,40.92,24.24,32.71,283.11,0,0,0,0,0,0

19,04:30-04:45,0,18.01,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,16.68,0,44.69,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,17.69,0,0,9.5,108.72,0,0.17,19.27,22.6,68.96,0,1.24,36.4,0,0,23.74,5.49,57.32,63.05,0,0,0,19.56,40.92,24.24,32.71,253.1,0,0,0,0,0,0

20,04:45-05:00,0,17.71,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,16.68,0,44.69,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,0,17.68,120.74,94.76,403.61,0,23.14,0,17.69,0,0,9.5,108.72,0,1.46,18.99,22.51,68.96,0,1.24,36.4,0,0,23.74,5.49,57.32,63.05,0,0,0,19.56,40.92,24.24,32.71,253.1,0,0,0,0,0,0

21,05:00-05:15,0,21.35,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,16.68,0,51.07,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,12.88,17.68,120.74,94.76,403.61,0,23.14,0,17.69,0,0,11.48,108.72,0,1.46,18.7,22.94,68.96,0,1.24,36.48,0,0,23.74,5.49,57.32,63.05,0,0,0,19.56,40.92,24.24,32.71,253.1,0,0,0,0,0,0

22,05:15-05:30,0,21.26,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,16.68,0,51.07,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,94.01,126.1,0,25.76,17.68,120.74,94.76,403.61,0,23.14,0,17.69,0,0,11.48,108.72,0,1.46,18.42,22.06,51.72,0,1.24,35.68,0,0,23.74,5.49,57.32,63.05,0,0,0,19.56,40.92,24.24,32.71,253.1,0,0,0,0,0,0

23,05:30-05:45,0,22.48,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,16.26,0,45.75,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,43.88,4.32,94.01,126.1,0,76.15,17.68,120.74,94.76,403.61,0,23.14,0,17.69,0,0,11.48,108.72,0,1.46,18.14,22.06,51.72,0,1.24,36.55,0,0,23.74,5.49,57.32,63.05,0,0,0,19.56,40.92,24.24,32.71,273.83,0,0,0,0,0,0

24,05:45-06:00,0,18.31,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,16.4,0,45.75,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,43.88,4.32,94.01,126.1,0,76.15,17.68,120.74,94.76,403.61,0,23.14,0,13.31,0,0,11.48,108.72,0,1.46,17.94,17.34,51.72,0,1.24,27.87,0,0,23.74,5.49,57.32,63.05,0,0,0,19.56,40.92,24.24,32.71,273.83,0,0,0,0,0,0

25,06:00-06:15,0,20.01,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,16.75,0,45.75,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,43.88,4.32,94.01,126.1,0,76.15,17.68,120.74,94.76,403.61,0,23.14,0,15.14,0,0,3.71,108.72,0,1.46,17.57,20.65,51.72,0,1.37,33.5,0,0,23.74,5.49,54.45,63.05,0,0,0,19.56,40.92,24.24,32.71,291.07,0,0,0,0,0,0

26,06:15-06:30,0,23.61,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,14.44,0,45.75,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,43.88,4.32,94.01,126.1,0,76.15,17.68,120.74,94.76,403.61,0,23.14,0,15.14,0,0,3.71,108.72,0,1.46,17.57,17.34,51.72,0,1.37,27.87,0,0,23.74,5.49,54.45,63.05,0,0,0,19.56,40.92,24.24,32.71,273.83,0,0,0,0,0,0

27,06:30-06:45,0,22.51,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,14.44,0,45.75,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,43.88,4.32,94.01,126.1,0,76.15,17.68,120.74,94.76,403.61,0,23.14,0,13.51,0,0,3.71,108.72,0,1.46,17.57,17.34,51.72,0,1.37,27.87,0,0,23.74,5.49,54.45,63.05,0,0,0,19.56,40.92,4.96,32.71,238.06,0,0,0,0,0,0

28,06:45-07:00,0,18.14,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,14.44,0,45.75,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,43.88,4.32,94.01,126.1,0,76.15,17.68,120.74,94.76,403.61,0,23.14,0,13.31,0,0,11.48,108.72,0,1.46,17.57,17.92,51.72,0,1.37,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,19.56,40.92,4.96,32.71,238.06,0,0,0,0,0,0

29,07:00-07:15,0,15.86,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,13.16,0,51.07,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,35.21,4.32,73.35,126.1,0,76.15,17.68,120.74,94.76,403.61,0,23.14,0,13.31,0,0,9.5,108.72,0,2.3,17.85,17.92,51.72,0,1.19,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,19.56,40.92,4.96,32.71,238.06,0,0,0,0,0,0

30,07:15-07:30,0,20.34,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,13.19,0,51.07,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,35.21,4.32,73.35,126.1,0,76.15,17.68,120.74,64.16,403.61,0,23.14,0,13.31,0,0,9.5,92.23,0,1.27,18.08,17.5,51.72,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

31,07:30-07:45,0,16.26,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,9.89,0,51.07,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.15,4.32,60.83,126.1,0,81.76,17.68,104.56,64.16,403.61,0,23.14,0,11.96,0,0,11.48,92.23,0,0.96,18.08,15.51,51.72,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

32,07:45-08:00,0,17.37,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,9.94,0,46.81,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.15,4.32,60.83,92.62,0,81.76,17.68,96.43,64.16,403.61,0,23.14,0,11.96,0,0,11.48,92.23,0,0.96,18.87,15.51,34.48,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

33,08:00-08:15,0,16.52,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,9.96,0,46.81,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.79,4.32,60.83,92.62,0,81.76,17.68,96.43,64.16,403.61,0,23.14,0,12.56,0,0,11.48,92.23,0,0.96,18.87,15.51,17.23,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

34,08:15-08:30,0,19.87,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.07,9.96,0,46.81,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,30.02,4.32,60.83,92.62,0,81.76,17.68,96.43,64.16,403.61,0,23.14,0,12.56,0,0,11.48,92.23,0,0.96,18.87,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

35,08:30-08:45,0,17.67,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.92,9.96,0,46.81,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,30.02,4.32,60.98,92.62,0,81.76,17.68,96.43,64.16,403.61,0,23.14,0,12.56,0,0,11.48,92.23,0,0.96,18.87,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

36,08:45-09:00,0,16.31,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.92,9.96,0,51.07,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.15,4.32,60.83,92.62,0,81.76,17.68,96.43,64.16,403.61,0,23.14,0,12.56,0,0,11.48,92.23,0,0.96,20.99,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

37,09:00-09:15,0,14.59,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.92,9.96,0,51.07,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,24.6,4.32,52.41,92.62,0,81.76,17.68,96.43,64.16,403.61,0,23.14,0,12.56,0,0,11.48,90.85,0,0.96,21.7,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

38,09:15-09:30,0,17.08,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.92,9.96,0,51.07,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,26.13,4.32,52.41,92.62,0,81.76,17.68,96.43,64.16,403.61,0,23.14,0,12.56,0,0,11.48,90.62,0,0.96,21.7,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

39,09:30-09:45,0,16.53,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.92,9.96,0,46.81,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,26.13,4.32,53.43,69.83,0,81.76,17.68,82.77,64.16,403.61,0,23.14,0,12.56,0,0,11.48,68.5,0,0.96,22.08,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

40,09:45-10:00,0,19.38,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.92,9.96,0,46.81,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,28.44,4.32,53.43,69.83,0,81.76,17.68,82.77,64.16,403.61,0,23.14,0,12.56,0,0,11.48,68.5,0,0.96,22.08,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

41,10:00-10:15,0,18.25,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.92,9.96,0,46.81,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.9,4.32,58.46,69.83,0,81.76,17.68,82.77,64.16,403.61,0,23.14,0,12.91,0,0,11.48,68.5,0,0.96,22.08,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

42,10:15-10:30,0,16.08,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.92,9.96,0,51.07,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.9,4.32,58.46,69.83,0,81.76,17.68,82.77,64.16,403.61,0,23.14,0,12.91,0,0,11.48,68.5,0,0.96,22.08,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

43,10:30-10:45,0,14.54,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,51.07,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.9,4.32,67.78,69.83,0,77.28,17.68,82.77,64.16,403.61,0,23.14,0,12.91,0,0,11.48,68.5,0,0.96,22.08,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

44,10:45-11:00,0,14.4,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,46.81,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.9,4.32,67.78,69.83,0,77.28,17.68,82.77,64.16,403.61,0,23.14,0,12.91,0,0,11.48,68.5,0,0.96,21.88,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

45,11:00-11:15,0,13.51,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,46.81,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.9,4.32,67.78,108.5,0,77.28,17.68,118.52,64.16,403.61,0,23.14,0,12.91,0,0,11.48,68.5,0,0.96,21.88,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

46,11:15-11:30,0,12,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,46.81,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.9,4.32,67.78,122.59,0,77.28,17.68,120.74,64.16,403.61,0,23.14,0,12.91,0,0,11.48,68.5,0,0.96,21.88,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

47,11:30-11:45,0,15.07,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,37.24,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.9,4.32,67.78,126.1,0,77.28,17.68,120.74,64.16,403.61,0,23.14,0,12.91,0,0,11.48,68.5,0,0.96,21.88,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

48,11:45-12:00,6.28,17.4,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.9,4.32,67.78,126.1,0,77.28,17.68,120.74,64.16,403.61,0,23.14,0,12.91,0,0,11.48,83.92,0,0.96,21.88,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

49,12:00-12:15,12.57,19.96,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.9,4.32,67.78,126.1,0,77.28,17.68,120.74,64.16,403.61,0,23.14,0,12.91,0,0,11.48,92.23,0,0.96,21.88,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

50,12:15-12:30,18.85,21.03,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.9,4.32,67.78,126.1,0,77.28,17.68,120.74,64.16,403.61,0,23.14,0,12.91,0,0,11.48,92.23,0,0.96,21.88,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

51,12:30-12:45,18.85,20.21,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.9,4.32,67.78,126.1,0,77.28,17.68,120.74,64.16,403.61,0,23.14,0,12.91,0,0,11.48,82.95,0,0.96,22.16,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

52,12:45-13:00,18.85,19.66,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.9,4.32,67.78,126.1,0,77.28,17.68,120.74,64.16,403.61,0,23.14,0,12.91,0,0,11.48,82.95,0,0.96,22.16,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

53,13:00-13:15,18.85,22.48,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.85,4.32,67.78,126.1,0,77.28,17.68,120.74,56.77,403.61,0,23.14,0,12.91,0,0,11.48,60.3,0,0.96,22.16,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

