Column1,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/30092023/31122025/SH-07,NR/01082024/31082024/SKS-Raigarh,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/30092024/LT_MEJA_DELHI,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,DD20240805NR26059,NR/01082024/15082024/APL-Raigarh,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01082024/31082024/jitpl,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06
45,11:00-11:15,16,17.34,31,48,33,33,33,16,31,158,80,67,38,0,0,9.17,105.97,32,7,60,45.83,26.8708,12.4,5.83,5.68,5.68,0,15.44,1.89,0,0,57.49,0,70.17,52.96,0,0,0,4.023104638,272.26,0,12.16,0,171.05,26.8708

46,11:15-11:30,16.33,17.66,31.33,49,33,33,33,16.34,31.33,165,81,70,39,0,0,9.67,108.37,32,7,60,48.33,26.8708,12.4,6.19,6.03,6.03,0,15.44,1.75,0,0,57.49,0,70.17,52.96,0,0,0,4.023104638,272.26,0,12.16,0,171.05,26.8708

47,11:30-11:45,16.5,18,31.67,49.5,33,33,33,16.5,31.67,168,83,72,39,0,0,10,110.2,35,7,77,50,26.8708,12.4,12.82,12.51,12.51,0,15.44,0,0,0,57.49,0,70.17,52.96,0,0,0,4.023104638,272.26,0,12.16,0,171.05,26.8708

48,11:45-12:00,16.67,18.34,32,50,33,33,33,16.66,32,172,85,73,40,0,0,10.33,111.51,38,7,77,51.67,26.8708,12.4,12.82,12.51,12.51,0,15.44,0,0,0,57.49,0,70.17,52.96,0,0,0,4.023104638,272.26,0,12.16,0,171.05,26.8708

49,12:00-12:15,17,18.34,28.33,51,33,33,33,17,28.33,179,90,76,43,0,0,23,115.16,35,7.21,77,115.03,26.8708,12.4,12.82,12.51,12.51,0,17.74,0,0,0,57.49,0,70.17,52.96,0,0,0,4.023104638,272.26,0,12.16,0,171.05,26.8708

50,12:15-12:30,17.5,18.34,28.67,52.5,33,33,33,17.5,28.67,179,90,76,43,0,0,23.2,114.22,38,7.21,77,116,26.8708,12.4,12.82,12.51,12.51,0,17.74,0,0,0,57.49,0,70.17,52.96,0,0,0,4.023104638,272.26,0,12.16,0,171.05,26.8708

51,12:30-12:45,17.67,18.66,29.33,53,33,33,33,17.66,29.33,175,90,75,43,0,0,23.37,114.53,38,7.21,70,116.86,26.8708,12.4,12.82,12.51,12.51,0,17.74,0,0,0,57.49,0,70.17,52.96,0,0,0,4.023104638,272.26,0,12.16,0,224.01,26.8708

52,12:45-13:00,18,19,30,54,33,33,33,18,30,175,90,75,43,0,0,23.45,113.67,38,7.21,72,117.28,26.8708,12.4,12.82,12.51,12.51,0,17.74,0,0,0,57.49,0,70.17,52.96,0,0,0,4.023104638,272.26,0,12.16,0,224.01,26.8708

53,13:00-13:15,18.67,19.34,36.67,56,33,33,33,18.66,36.67,175,90,75,43,0,0,12.5,112.02,32,7.21,60,62.5,26.8708,12.4,12.82,12.51,12.51,0,17.74,0,0,0,57.49,0,70.17,52.96,0,0,0,4.35,272.26,0,12.16,0,171.05,26.8708

54,13:15-13:30,18.83,19.66,37.33,56.5,33,33,33,18.84,37.33,175,90,75,43,0,0,12.5,110.57,33.5,7.21,63,62.5,26.8708,12.4,12.68,12.37,12.37,0,17.74,0,0,0,57.49,0,70.17,52.96,0,0,0,4.35,272.26,0,12.16,0,171.05,26.8708

55,13:30-13:45,19.17,20.66,38.33,57.5,33,33,33,19.16,38.33,179,89,76,43,0,0,7.5,108.23,30,7.21,50,37.5,26.8708,12.4,12.57,12.25,12.25,0,17.74,0,0,0,57.49,0,70.17,52.96,0,0,0,4.35,272.26,0,12.16,0,171.05,26.8708

56,13:45-14:00,19.33,21,40,58,33,33,33,19.34,40,179,88,76,42,0,0,7.5,106.53,29,7.21,50,37.5,26.8708,12.4,12.38,12.09,12.09,0,17.74,0,0,0,57.49,0,70.17,52.96,0,0,0,4.35,272.26,0,12.16,0,171.05,26.8708

57,14:00-14:15,19.5,21.66,40.33,58.5,33,33,33,19.5,40.33,154,74,66,36,0,0,7.5,104.96,25,7.41,47,37.5,26.8708,12.4,11.97,11.69,11.69,0,14.52,0,0,0,57.49,0,70.17,52.96,0,0,0,4.54,272.26,0,12.16,29.77,171.05,26.8708

58,14:15-14:30,19.67,22,40.67,59,33,33,33,19.66,40.67,151,71,64,34,0,0,7.5,103.05,23,7.41,47,37.5,26.8708,12.4,11.59,11.31,11.31,0,14.52,0,0,0,57.49,0,70.17,52.96,0,0,0,4.54,272.26,0,12.16,29.77,171.05,26.8708

59,14:30-14:45,19.83,22.34,41,59.5,33,33,33,19.84,41,148,71,64,34,0,0,7.5,100.77,21,12.01,47,37.5,26.8708,12.4,11.15,10.88,10.88,0,14.52,0,0,0,57.49,0,70.17,52.96,0,0,0,4.54,272.26,0,12.16,29.77,171.05,26.8708

60,14:45-15:00,20,22.66,41.33,60,33,33,33,20,41.33,141,68,61,32,0,0,7.5,97.84,20,13.41,47,37.5,26.8708,12.4,10.75,10.49,10.49,0,14.52,0,0,0,57.49,0,70.17,52.96,0,0,0,4.54,272.26,0,12.16,29.77,171.05,26.8708

61,15:00-15:15,20.33,23,41.67,61,33,33,33,20.34,41.67,137,66,58,31,0,0,7.5,92.91,12,24.01,22,37.5,26.8708,12.4,6.45,6.29,6.29,0,14.52,0,0,0,57.49,0,70.17,52.96,0,0,0,4.81,272.26,0,12.16,29.77,171.05,26.8708

62,15:15-15:30,20.33,23.34,42,61,33,33,33,20.34,42,130,63,55,30,0,0,7.5,89.34,12,23.61,20,37.5,26.8708,12.4,5.48,5.34,5.34,0,14.52,0,0,0,57.49,0,70.17,52.96,0,0,0,4.81,272.26,0,12.16,29.77,171.05,26.8708

63,15:30-15:45,14.17,15,35.33,42.5,33,33,33,14.16,35.33,133,63,57,30,0,0,7.5,84.99,7,23.01,15,37.5,26.8708,12.4,4.51,4.39,4.39,0,14.52,0,0,0,57.49,0,70.17,52.96,0,0,0,4.81,272.26,0,12.16,29.77,171.05,26.8708

64,15:45-16:00,14.5,15.66,35.67,43.5,33,33,33,14.5,35.67,123,58,52,27,0,0,7.5,79.48,7,22.01,15,37.5,26.8708,12.4,3.54,3.45,3.45,0,14.52,0,0,0,57.49,0,70.17,52.96,0,0,0,4.81,272.26,0,12.16,29.77,171.05,26.8708

65,16:00-16:15,14.83,16.34,36,44.5,33,33,33,14.84,36,109,52,46,25,0,0,7.5,72.37,7,23.41,15,37.5,26.8708,12.4,2.83,2.76,2.76,0,14.52,0,0,0,57.49,0,70.17,52.96,0,0,0,5.09,272.26,0,12.16,29.77,171.05,26.8708

66,16:15-16:30,15,17,36.67,45,33,33,33,15,36.67,98,47,42,23,0,0,7.5,64.04,7,23.21,15,37.5,26.8708,12.4,2.83,2.76,2.76,0,14.52,0,0,0,57.49,0,70.17,52.96,0,0,0,5.09,272.26,0,12.16,29.77,171.05,26.8708

67,16:30-16:45,15.83,16.66,36.67,47.5,22,33,33,15.84,36.67,78,42,34,20,0,0,7.5,55.7,7,23.01,15,37.5,26.8708,12.4,2.83,2.76,2.76,0,14.52,0,0,0,57.49,0,70.17,52.96,0,96.29,0,5.09,272.26,0,12.16,29.77,171.05,26.8708

68,16:45-17:00,15.83,17,36,47.5,12,33,33,15.84,36,72,37,31,18,0,0,7.5,47.75,7,22.61,15,37.5,26.8708,12.4,2.83,2.76,2.76,0,14.52,0,0,0,57.49,0,70.17,52.96,0,96.29,0,5.09,272.26,0,12.16,29.77,171.05,26.8708

69,17:00-17:15,15.67,17.34,35,47,7,33,33,15.66,35,64,30,28,15,0,0,7.19,40.38,6,21.61,11,35.98,26.8708,12.4,2.83,2.76,2.76,0,14.52,0,48.14,48.14,57.49,0,70.17,52.96,0,96.29,192.58,5.56,272.26,0,12.16,29.26,185.49,26.8708

70,17:15-17:30,15.5,17,34.33,46.5,1,32.09,32.74,15.5,34.33,53,25,22,12,0,0,5.4,33.35,6,21.01,11,27.03,26.8708,12.4,2.83,2.76,2.76,0,14.52,0,48.14,48.14,57.49,0,70.17,52.96,0,96.29,192.58,5.56,272.26,0,12.16,28.76,190.31,26.8708

71,17:30-17:45,15,17.34,34,45,0,25.56,26.08,15,34,39,20,16,10,0,0,3.61,26.12,6,13.2,10,18.08,26.8708,12.4,2.48,2.43,2.43,0,14.52,0,48.14,48.14,57.49,0,70.17,64.9,0,96.29,192.58,5.56,272.26,0,12.16,28.76,205.63,26.8708

72,17:45-18:00,14.67,17,33.33,44,0,19.87,20.28,14.66,33.33,21,15,9,7,0,0,2.5,18.94,6,12.21,10,12.5,26.8708,12.4,2.07,2.02,2.02,0,14.52,0,48.14,48.14,76.35,0,70.17,64.9,0,96.29,192.58,5.56,272.26,0,12.16,28.76,253.77,26.8708

73,18:00-18:15,15,17,32.67,45,0,0,0,15,32.67,11,10,4,5,0,0,2.5,12.15,6,11.01,8,12.5,24.0835,12.4,1.68,1.63,1.63,0,15.91,0,48.14,48.14,86.85,0,70.17,85.6,0,96.29,192.58,6.02,272.26,0,12.16,29.27,258.59,24.0835

74,18:15-18:30,15.33,17,33,46,0,0,0,15.34,33,7,7,3,3,0,0,2.5,7.37,5,10.21,7,12.5,24.0835,12.4,1.27,1.24,1.24,0,15.91,0,48.14,48.14,86.85,0,70.17,85.6,0,96.29,192.58,6.02,272.26,0,12.16,29.27,258.59,24.0835

75,18:30-18:45,15.17,17,41,45.5,0,0,0,15.16,41,4,3,1,2,0,0,2.5,4.22,3,9.61,5,12.5,24.0835,12.4,0.55,0.53,0.53,0,15.91,0,48.14,48.14,86.85,0,66.03,85.6,0,96.29,192.58,6.02,272.26,0,12.16,29.27,258.59,24.0835

76,18:45-19:00,15,17,42.33,45,0,0,0,15,42.33,1,1,0,1,0,0,0.47,1.64,2,9.01,3,2.33,24.0835,12.4,0.33,0.32,0.32,0,15.91,0,48.14,48.14,86.85,0,66.03,85.6,0,96.29,192.58,6.02,272.26,0,12.16,29.27,258.59,24.0835

77,19:00-19:15,14.83,17.34,42,44.5,0,0,0,14.84,42,1,0,0,0,0,0,0.26,0,1,8.21,2,1.31,0,12.4,0.07,0.07,0.07,0,15.91,3.97,48.14,48.14,86.85,0,82.98,85.6,0,96.29,192.58,6.39,272.26,0,12.16,29.77,258.59,7.1736

78,19:15-19:30,14.33,17.34,41,43,0,0,0,14.34,41,0,0,0,0,0,0,0.12,0,0,7.61,1,0.58,0,12.4,0.01,0.01,0.01,0,15.91,3.97,48.14,48.14,86.85,0,115.07,85.6,0,96.29,192.58,6.39,272.26,0,12.16,30.27,258.59,7.1736

79,19:30-19:45,14.33,17.34,39.67,43,0,0,0,14.34,39.67,0,0,0,0,0,0,0,0,0,7.61,0,0,30.5,12.4,0,0,0,0,15.91,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.39,272.26,0,12.16,30.78,258.59,0

80,19:45-20:00,14.5,17.66,37.33,43.5,0,0,0,14.5,37.33,0,0,0,0,0,0,0,0,0,7.61,0,0,30.5,12.4,0,0,0,0,15.91,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.39,272.26,0,12.16,30.78,258.59,0

