Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/04112023/04112023/HPX-TAMCTG-041123-05164,NR/01102023/15082037/GNA_NR_2012_01,NR/01112023/30112023/HP-09,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/01102023/14082046/L_NR_2021_16,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/01102023/02122045/L_NR_2021_13,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_02,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/06022042/L_NR_2012_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_36,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/08032047/L_NR_2021_14,NR/03112023/30112023/IEX-231101-05680,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01102023/02012046/L_NR_2021_17,NR/01112023/30112023/HP-10,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/02112023/15112023/D20231102NR21539,NR/03112023/30112023/HPX-TAMDLY-011123-05147,WR/01102023/29112042/RUMS(L_NR_2019_07)
19,04:30-04:45,2.000000,0.000000,101.260000,76.850000,0,0,26.090000,0.000000,0,6.66,20.01,0,0.000000,271.910000,0,26.100000,87.010000,2.650000,30.29,7.21,0,261.620000,10.1,0,0,74.130000,0,0.000000,0,10.09,145.02,0,48.340000,26.090000,0.000000,2.100000,0,49.320000,20.01,0,48.340000,48.340000,0

20,04:45-05:00,2.000000,0.000000,101.260000,76.850000,0,0,26.090000,0.000000,0,6.66,19.93,0,0.000000,271.910000,0,26.100000,87.010000,2.650000,30.16,7.21,0,261.620000,10.05,0,0,74.130000,0,0.000000,0,10.05,145.02,0,48.340000,26.090000,0.000000,2.100000,0,49.320000,19.93,0,48.340000,48.340000,0

21,05:00-05:15,1.920000,0.000000,101.260000,76.850000,0,0,26.090000,0.000000,0,6.66,19.56,0,0.000000,271.910000,0,27.070000,87.010000,2.650000,30.05,7.21,0,261.620000,10.02,0,0,74.130000,0,0.000000,0,10.01,145.02,0,48.340000,26.090000,0.000000,2.100000,0,49.320000,19.56,0,48.340000,48.340000,0

22,05:15-05:30,1.920000,0.000000,101.260000,76.850000,0,0,24.670000,0.000000,0,6.66,19.39,0,0.000000,271.910000,0,27.070000,95.710000,2.650000,29.78,7.21,0,261.620000,9.93,0,0,74.130000,0,0.000000,0,9.93,145.02,0,48.340000,24.670000,0.000000,2.100000,0,49.320000,19.39,0,48.340000,48.340000,0

23,05:30-05:45,1.920000,0.000000,101.260000,76.850000,0,0,24.670000,0.000000,0,6.66,19.17,0,0.000000,271.910000,0,28.040000,104.410000,2.650000,29.46,7.21,0,261.620000,9.82,0,0,74.130000,0,0.000000,0,9.82,145.02,0,48.340000,24.670000,0.000000,2.100000,0,49.320000,19.17,0,48.340000,48.340000,0

24,05:45-06:00,1.920000,0.000000,101.260000,76.850000,0,0,24.670000,0.000000,0,6.66,19,0,0.000000,271.910000,0,28.040000,113.120000,2.650000,29.22,7.21,0,261.620000,9.74,0,0,74.130000,0,0.000000,0,9.73,145.02,0,48.340000,24.670000,0.000000,2.100000,0,49.320000,19,0,48.340000,48.340000,0

25,06:00-06:15,1.920000,0.000000,101.260000,0.000000,0,0,24.670000,0.000000,0,6.66,18.48,0,0.000000,271.910000,0,27.070000,117.950000,2.650000,29.06,7.21,0,261.620000,9.69,0,0,74.130000,0,0.000000,0,9.67,145.02,0,48.340000,24.670000,0.000000,2.020000,0,231.420000,18.48,0,48.340000,48.340000,0

26,06:15-06:30,1.920000,0.000000,101.260000,0.000000,0,0,26.090000,0.000000,0,6.66,18.38,0,0.000000,271.910000,0,27.070000,109.250000,2.650000,28.73,7.21,0,261.620000,9.58,0,0,74.130000,0,0.000000,0,9.57,145.02,0,48.340000,26.090000,0.000000,2.020000,0,231.420000,18.38,0,48.340000,48.340000,1

27,06:30-06:45,1.920000,0.000000,101.260000,0.000000,1,0.32,26.090000,0.010000,0,6.66,17.97,0,0.010000,271.910000,0,27.070000,117.950000,2.650000,28.58,7.21,0,261.620000,9.53,3,0,74.130000,0,0.010000,2.442732,9.51,145.02,0,48.340000,26.090000,0.000000,2.020000,0,231.420000,17.97,0,48.340000,48.340000,5

28,06:45-07:00,1.920000,0.000000,101.260000,0.000000,4.19,1.08,24.670000,0.020000,0,6.66,17.22,0,0.020000,271.910000,0.02,27.070000,117.950000,2.650000,28.26,7.21,3.5,261.620000,9.42,15,0.1,74.130000,1.5,0.020000,11.765988,9.43,145.02,0.33,48.340000,24.670000,0.000000,2.020000,0,231.420000,17.22,1,48.340000,48.340000,10

29,07:00-07:15,1.920000,0.000000,101.260000,0.000000,20,2.55,24.670000,0.240000,0,6.66,16.52,0,0.240000,271.910000,0.8,27.070000,117.950000,2.650000,28.15,7.21,7,261.620000,9.38,24.69,3.99,74.130000,3,0.240000,21.595308,9.38,145.02,2.33,48.340000,24.670000,0.000000,2.020000,0,231.420000,16.52,1,48.340000,48.340000,18

30,07:15-07:30,1.920000,0.000000,101.260000,0.000000,25.35,5,24.670000,0.700000,2,6.66,16.02,0,0.700000,271.910000,2.31,27.070000,117.950000,2.650000,28,7.21,10.5,261.620000,9.33,25.35,11.57,74.130000,4.5,0.720000,30.772584,9.34,145.02,5,48.340000,24.670000,0.000000,2.020000,0,231.420000,16.02,3,48.340000,48.340000,25.35

31,07:30-07:45,1.920000,0.000000,101.260000,0.000000,26.01,9,24.670000,1.510000,4,6.66,16.02,0,1.510000,271.910000,4.52,27.070000,117.950000,2.650000,28,6.61,21,261.620000,9.33,26.02,22.63,74.130000,9,1.550000,40.48512,9.33,145.02,4.42,48.340000,24.670000,0.000000,2.020000,0,231.420000,16.02,7,48.340000,48.340000,26.02

32,07:45:08:00,1.920000,0.000000,101.260000,0.000000,26.19,12,24.670000,2.560000,6,6.66,16.01,0,2.560000,271.910000,7.3,28.040000,117.950000,2.650000,27.88,6.61,30.1,261.620000,9.29,26.18,36.5,74.130000,12.9,2.630000,50.888628,9.29,145.02,10.92,48.340000,24.670000,0.000000,2.020000,0,231.420000,16.01,13,48.340000,48.340000,26.18

33,08:00-08:15,1.920000,0.000000,101.260000,0.000000,28.71,8.93,26.090000,3.690000,10,6.66,13.33,0,3.690000,271.910000,12.05,28.040000,117.950000,2.650000,27.21,6.61,45.5,261.620000,9.07,28.72,60.25,74.130000,19.5,3.770000,61.74954,9.07,145.02,18,48.340000,26.090000,0.000000,2.020000,0,231.420000,13.33,19,48.340000,48.340000,28.72

34,08:15-08:30,1.920000,0.000000,101.260000,0.000000,28.71,13.17,26.090000,4.840000,13,6.66,13.33,0,4.840000,271.910000,15.47,28.040000,117.950000,2.650000,22.5,6.61,63.7,261.620000,7.5,28.72,77.38,74.130000,27.3,4.970000,71.900016,7.5,145.02,25.4,48.340000,26.090000,0.000000,2.020000,0,231.420000,13.33,27,48.340000,48.340000,28.72

35,08:30-08:45,1.920000,0.000000,101.260000,0.000000,29.21,16.24,6.560000,6.060000,17,6.66,13.33,0,6.060000,271.910000,19.01,28.040000,117.950000,2.650000,22.5,6.61,81.2,261.620000,7.5,29.22,95.04,74.130000,34.8,6.220000,81.038364,7.5,145.02,33.03,48.340000,30.940000,0.000000,2.020000,0,231.420000,13.33,34,48.340000,48.340000,29.22

36,08:45:09:00,1.920000,0.000000,101.260000,0.000000,29.21,19.53,6.560000,7.170000,21,6.66,13.33,0,7.170000,271.910000,22.57,28.040000,117.950000,2.650000,22.5,6.61,97.3,261.620000,7.5,29.22,112.84,74.130000,41.7,7.350000,89.368956,7.5,145.02,40.54,48.340000,30.940000,0.000000,2.020000,0,231.420000,13.33,42,48.340000,48.340000,29.22

37,09:00:09:15,1.770000,0.000000,101.260000,0.000000,29.21,22.98,6.560000,8.290000,27,6.34,13.33,0,8.290000,271.910000,25.85,29.000000,117.950000,2.600000,22.5,6.01,112,261.620000,7.5,29.22,129.25,74.130000,48,8.500000,85.00902,7.5,145.02,47.46,48.340000,30.940000,0.000000,2.020000,0,231.420000,13.33,55,48.340000,48.340000,29.22

38,09:15-09:30,1.770000,0.000000,101.260000,0.000000,29.31,25.2,6.560000,9.370000,30,6.34,13.33,0,9.370000,271.910000,29.01,29.000000,117.950000,2.600000,22.5,6.01,125.3,261.620000,7.5,29.32,145.05,74.130000,53.7,9.610000,92.35668,7.5,145.02,53.83,48.340000,30.940000,0.000000,2.020000,0,231.420000,13.33,59,48.340000,48.340000,29.32

39,09:30-09:45,1.770000,0.000000,101.260000,0.000000,30.5,26.77,18.760000,10.330000,33,6.34,13.33,0,10.330000,271.910000,31.86,29.000000,117.950000,2.600000,22.5,6.01,137.2,261.620000,7.5,30.5,159.32,74.130000,58.8,10.590000,98.954976,7.5,145.02,59.95,48.340000,18.760000,0.000000,2.020000,0,231.420000,13.33,65,48.340000,48.340000,30.5

40,09:45-10:00,1.770000,0.000000,101.260000,0.000000,30.5,29.63,18.760000,11.210000,34,6.34,13.33,0,11.210000,271.910000,34.36,29.000000,117.950000,2.600000,22.5,6.01,147.7,261.620000,7.5,30.5,171.82,74.130000,63.3,11.490000,104.930424,7.5,145.02,65.28,48.340000,18.760000,0.000000,2.020000,0,231.420000,13.33,68,48.340000,48.340000,30.5

41,10:00-10:15,1.850000,0.000000,101.260000,0.000000,30.5,31.54,16.820000,11.990000,33,6.34,13.33,0,11.990000,271.910000,36.9,29.970000,117.950000,2.600000,22.5,6.01,147,261.620000,7.5,30.5,184.5,74.130000,63,12.280000,110.234364,7.5,145.02,70.22,48.340000,16.820000,0.000000,2.020000,0,231.420000,13.33,65,48.340000,48.340000,30.5

42,10:15-10:30,1.850000,0.000000,101.260000,0.000000,30.5,33.82,16.820000,12.670000,33,6.34,13.33,0,12.670000,271.910000,39.13,29.970000,117.950000,2.600000,22.5,6.01,157.5,261.620000,7.5,30.5,195.68,74.130000,67.5,12.990000,114.798672,7.5,145.02,73.21,48.340000,16.820000,0.000000,2.020000,0,231.420000,13.33,66,48.340000,48.340000,30.5

43,10:30-10:45,1.850000,0.000000,101.260000,0.000000,30.5,35.27,21.490000,13.310000,35,6.34,13.33,0,13.310000,271.910000,38.93,29.000000,117.950000,2.600000,22.5,6.01,175,261.620000,7.5,30.5,194.63,74.130000,75,13.650000,114.273144,7.5,145.02,76.29,48.340000,21.490000,0.000000,2.020000,0,231.420000,13.33,69,48.340000,48.340000,30.5

44,10:45-11:00,1.850000,0.000000,101.260000,0.000000,30.46,36.87,21.490000,13.720000,35,6.34,11.67,0,13.720000,271.910000,40.74,29.000000,117.950000,2.600000,21.16,6.01,178.5,261.620000,7.05,30.47,203.71,74.130000,76.5,14.070000,118.019964,7.06,145.02,78.89,48.340000,21.490000,0.000000,2.020000,0,231.420000,11.67,71,48.340000,48.340000,30.47

45,11:00-11:15,1.920000,0.000000,101.260000,0.000000,30.46,37.72,21.490000,13.750000,29,6.34,11.67,0,13.750000,271.910000,41.76,29.000000,96.680000,2.600000,20,6.01,140,261.620000,6.67,30.47,208.81,74.130000,60,14.100000,120.861708,6.66,145.02,81.06,48.340000,21.490000,0.000000,2.020000,0,231.420000,11.67,58,48.340000,48.340000,30.47

46,11:15-11:30,1.920000,0.000000,101.260000,0.000000,30.46,38.11,21.490000,13.750000,30,6.34,11.67,0,13.750000,271.910000,42.45,29.000000,96.680000,2.600000,20,6.01,147,261.620000,6.67,30.47,212.23,74.130000,63,14.100000,123.5964,6.66,145.02,82.96,48.340000,21.490000,0.000000,2.020000,0,231.420000,11.67,60,48.340000,48.340000,30.47

47,11:30-11:45,1.920000,0.000000,101.260000,0.000000,30.46,38.65,21.490000,13.750000,31,6.34,11.67,0,13.750000,271.910000,45.92,29.000000,96.680000,2.600000,20,6.01,175,261.620000,6.67,30.47,229.58,74.130000,75,14.100000,125.377356,6.66,145.02,84.03,48.340000,21.490000,0.000000,2.020000,0,231.420000,11.67,61,48.340000,48.340000,30.47

48,11:45-12:00,1.920000,0.000000,101.260000,0.000000,30.46,38.67,21.490000,13.750000,30,6.34,11.67,0,13.750000,271.910000,45.92,29.000000,96.680000,2.600000,20,6.01,178.5,261.620000,6.67,30.47,229.58,74.130000,76.5,14.100000,126.477072,6.66,145.02,84.6,48.340000,21.490000,0.000000,2.020000,0,231.420000,11.67,60,48.340000,48.340000,30.47

49,12:00-12:15,2.000000,0.000000,101.260000,0.000000,30.46,39.76,21.490000,13.750000,32,6.34,5.33,0,13.750000,271.910000,45.92,29.000000,96.680000,2.600000,20,6.01,175,261.620000,6.67,30.47,229.58,74.130000,75,14.100000,128.80302,6.66,145.02,85,48.340000,21.490000,0.000000,2.180000,0,231.420000,5.33,63,48.340000,48.340000,30.47

50,12:15-12:30,2.000000,0.000000,101.260000,0.000000,30.46,40,21.490000,13.750000,32,6.34,5.33,0,13.750000,271.910000,45.92,29.000000,96.680000,2.600000,20,6.01,175,261.620000,6.67,30.47,229.58,74.130000,75,14.100000,127.469736,6.66,145.02,84.67,48.340000,21.490000,0.000000,2.180000,0,231.420000,5.33,63,48.340000,48.340000,30.47

51,12:30-12:45,2.000000,0.000000,101.260000,0.000000,30.46,40.16,21.490000,13.750000,32,6.34,5.33,0,13.750000,271.910000,45.92,29.000000,96.680000,2.600000,20,6.01,175,261.620000,6.67,30.47,229.58,74.130000,75,14.100000,125.44548,6.66,145.02,84.88,48.340000,21.490000,0.000000,2.180000,0,231.420000,5.33,63,48.340000,48.340000,30.47

52,12:45-13:00,2.000000,0.000000,101.260000,0.000000,30.46,40.18,21.490000,13.750000,31,6.34,5.33,0,13.750000,271.910000,45.92,29.000000,96.680000,2.600000,20,6.01,175,261.620000,6.67,30.47,229.58,74.130000,75,14.100000,122.448024,6.66,145.02,84.22,48.340000,21.490000,0.000000,2.180000,0,231.420000,5.33,62,48.340000,48.340000,30.47

53,13:00-13:15,2.080000,0.000000,101.260000,0.000000,30.46,40,21.490000,13.750000,30,6.34,5.33,0,13.750000,271.910000,45.06,29.000000,67.680000,2.650000,20,6.01,175,261.620000,6.67,30.47,225.3,74.130000,75,14.100000,117.426312,6.66,145.02,83.2,48.340000,21.490000,0.000000,2.180000,0,231.420000,5.33,60,48.340000,48.340000,30.47

54,13:15-13:30,2.080000,0.000000,101.260000,0.000000,30.46,39.64,21.490000,13.750000,29,6.34,5.33,0,13.750000,271.910000,43.79,29.000000,67.680000,2.650000,20,6.01,175,261.620000,6.67,30.47,218.96,74.130000,75,14.100000,112.365672,6.66,145.02,81.67,48.340000,21.490000,0.000000,2.180000,0,231.420000,5.33,59,48.340000,48.340000,30.47

55,13:30-13:45,2.080000,0.000000,101.260000,0.000000,30.8,37.76,21.490000,12.080000,29,6.34,5.33,0,12.080000,271.910000,42.67,28.040000,67.680000,2.650000,20,6.01,168,261.620000,6.67,30.8,213.33,74.130000,72,12.380000,110.419272,6.66,145.02,79.64,48.340000,21.490000,0.000000,2.180000,0,231.420000,5.33,57,48.340000,48.340000,30.8

56,13:45-14:00,2.080000,0.000000,101.260000,0.000000,30.8,36.53,21.490000,11.950000,27,6.34,5.33,0,11.950000,271.910000,41.4,29.000000,67.680000,2.650000,20,6.01,158.9,261.620000,6.67,30.8,207,74.130000,68.1,12.240000,103.996152,6.66,145.02,78.3,48.340000,21.490000,0.000000,2.180000,0,231.420000,5.33,54,48.340000,48.340000,30.8

57,14:00-14:15,2.080000,0.000000,101.260000,0.000000,30.8,35,21.490000,11.690000,24,6.34,5.33,0,11.690000,271.910000,39.12,29.000000,67.680000,2.650000,20,6.01,152.6,261.620000,6.67,30.8,195.63,74.130000,65.4,11.990000,97.51464,6.66,145.02,76.18,48.340000,21.490000,0.000000,2.250000,0,231.420000,5.33,49,48.340000,48.340000,30.8

58,14:15-14:30,2.080000,0.000000,101.260000,0.000000,30.96,33.29,21.490000,11.350000,23,6.34,5.33,0,11.350000,271.910000,37.51,29.000000,117.950000,2.650000,20,6.01,147,261.620000,6.67,30.97,187.54,74.130000,63,11.640000,89.836092,6.66,145.02,73.33,48.340000,21.490000,0.000000,2.250000,0,231.420000,5.33,45,48.340000,48.340000,30.97

59,14:30-14:45,2.080000,0.000000,101.260000,0.000000,30.96,32.03,21.490000,11.010000,19,6.34,11.67,0,11.010000,271.910000,35.92,29.000000,117.950000,2.650000,20,6.01,137.2,261.620000,6.67,30.97,179.63,74.130000,58.8,11.280000,82.439772,6.66,145.02,69.78,48.340000,21.490000,0.000000,2.250000,0,231.420000,11.67,39,48.340000,48.340000,30.97

60,14:45-15:00,2.080000,0.000000,101.260000,0.000000,30.96,29.44,21.490000,10.560000,18,6.34,11.67,0,10.560000,271.910000,33.9,29.000000,117.950000,2.650000,20,6.01,122.5,261.620000,6.67,30.97,169.52,74.130000,52.5,10.830000,74.819616,6.66,145.02,66.01,48.340000,21.490000,0.000000,2.250000,0,231.420000,11.67,36,48.340000,48.340000,30.97

61,15:00-15:15,2.160000,0.000000,101.260000,0.000000,31.16,27,21.490000,10.020000,13,6.34,11.67,0,10.020000,271.910000,33.97,30.940000,117.950000,2.650000,20,7.21,112,261.620000,6.67,31.17,169.86,74.130000,48,10.280000,69.009612,6.66,145.02,61.01,48.340000,21.490000,0.000000,2.330000,0,231.420000,11.67,25,48.340000,48.340000,31.17

62,15:15-15:30,2.160000,0.000000,101.260000,0.000000,31.16,25.31,21.490000,9.220000,9,6.34,11.67,0,9.220000,271.910000,30.58,30.940000,117.950000,2.650000,20,7.21,97.3,261.620000,6.67,31.17,152.92,74.130000,41.7,9.440000,61.097496,6.66,145.02,55.66,48.340000,21.490000,0.000000,2.330000,0,231.420000,11.67,17,48.340000,48.340000,31.17

63,15:30-15:45,2.160000,0.000000,101.260000,0.000000,31.16,23,12.050000,8.130000,7,6.34,11.67,0,8.130000,271.910000,27.19,30.940000,117.950000,2.650000,20,9.06,84,261.620000,6.67,31.17,135.98,74.130000,36,8.330000,52.124592,6.66,145.02,49.82,48.340000,30.940000,0.000000,2.330000,0,231.420000,11.67,13,48.340000,48.340000,31.17

64,15:45-16:00,2.160000,0.000000,101.260000,0.000000,31.16,16.05,12.050000,7.190000,4,6.34,11.67,0,7.190000,271.910000,23.81,30.940000,67.680000,2.650000,20,8.66,72.1,261.620000,6.67,31.17,119.04,74.130000,30.9,7.370000,42.499644,6.66,145.02,43.52,48.340000,30.940000,0.000000,2.330000,0,231.420000,11.67,9,48.340000,48.340000,31.17

65,16:00-16:15,2.160000,0.000000,101.260000,0.000000,31.16,14.8,0.000000,6.370000,3,6.34,11.67,0,6.370000,271.910000,20.25,30.940000,117.950000,2.700000,20,8.06,56,261.620000,6.67,31.17,101.28,74.130000,24,6.530000,33.0888,6.66,145.02,36.74,48.340000,30.940000,0.000000,2.330000,0,231.420000,11.67,7,48.340000,48.340000,31.17

