Column1,Time,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/16/9317,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8964,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8456,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/6957,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/16/1698
30,07:15-07:30,11.01,0,14.49,10.63,82.12,5.84,38.64,6.56,100.65,70.46,6.94,150.24,110.14,2.33,2.33,13.23,5.28,1.8,7.38,28.76,164.24,26.5,26.5,13,15,9,4.78,23.88,0,9,19,41.62,12.47,78.18,12,19.82,33,26.06,71.39,71.39,31.94,33,26.06,28.98,0,0,0,29.1,96.61,13.53,0,0,0,20.53

31,07:30-07:45,11.01,0,14.49,10.63,82.12,5.69,38.64,6.56,100.65,70.46,6.94,150.24,110.14,3.05,3.05,13.23,5.28,2.36,7.38,28.76,164.24,26.5,26.5,19,22,13,6.06,30.31,0,12,27,41.42,16.17,74.44,18,18.46,33,24.82,72.18,72.18,37.87,33,24.82,28.98,0,0,0,29.1,96.61,13.53,0,0,0,20.53

32,07:45-08:00,11.01,0,14.49,10.63,82.12,5.69,38.64,6.56,53.14,70.46,6.94,150.24,110.14,4.34,4.34,13.23,5.28,3.35,7.38,28.26,164.24,26.5,26.5,25,28,17,7.56,37.77,0,13,33,41.22,20.19,71.07,25,17.24,33,23.7,71.85,71.85,45.06,33,23.7,28.98,0,0,0,29.1,96.61,13.53,0,0,0,20.53

33,08:00-08:15,11.01,0,14.49,10.63,82.12,5.69,38.64,7.12,100.65,70.46,6.94,150.24,110.14,5.62,5.62,12.95,5.28,4.35,7.38,29.26,164.24,26.5,26.5,34,34,20,9.34,46.72,0,16,40,41.02,24.49,84.98,33,23.62,33,28.32,70.65,70.65,52.31,33,28.32,28.98,0,0,0,29.1,0,13.53,0,0,0,20.53

34,08:15-08:30,11.01,0,14.49,10.63,82.12,5.69,38.64,7.12,100.65,70.46,6.94,150.24,110.14,6.84,6.84,12.95,5.28,5.28,7.38,30.28,164.24,26.5,26.5,38,40,23,11.01,55.04,0,18,47,41.02,28.18,79.58,33,22.2,33,26.52,69.12,69.12,59.59,33,26.52,28.98,0,0,0,29.1,0,13.53,0,0,0,20.53

35,08:30-08:45,11.01,0,14.49,10.63,82.12,5.69,38.64,7.12,100.65,70.46,6.63,150.24,110.14,8.05,8.05,12.95,5.28,6.23,7.38,30.28,164.24,26.5,26.5,43,46,27,12.96,64.81,0,21,53,34.21,32.81,73.32,33,20.58,33,24.45,67.68,67.68,66.65,33,24.45,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

36,08:45-09:00,11.01,0,14.49,10.63,82.12,5.69,38.64,7.12,100.65,70.46,6.63,150.24,110.14,9.14,9.14,12.95,5.28,7.07,7.38,30.78,164.24,26.5,26.5,48,52,30,15.02,75.07,0,23,60,34.01,37.26,66.95,33,19.09,33,22.31,66.13,66.13,73.65,33,22.31,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

37,09:00-09:15,11.01,0,14.49,10.63,82.12,5.45,38.64,7.12,100.65,70.46,6.55,150.24,110.14,10.22,10.22,12.76,5.28,7.9,7.38,29.78,164.24,26.61,26.61,55,58,33,17.11,85.52,0,25,67,34.01,41.53,64.86,33,18.56,33,21.62,70.33,70.33,77.02,33,21.62,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

38,09:15-09:30,11.01,0,14.49,10.63,82.12,5.45,38.64,7.12,100.65,70.46,6.55,150.24,110.14,11.19,11.19,12.76,5.28,8.64,7.38,28.26,164.24,26.61,26.61,58,64,37,18.97,94.84,0,27,73,35.81,45.65,63.13,33,18.11,33,21.05,69,69,82.91,33,21.05,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

39,09:30-09:45,11.01,0,14.49,10.63,82.12,5.45,38.64,7.12,100.65,70.46,6.55,150.24,110.14,12.04,12.04,12.76,5.28,9.31,7.38,28.26,164.24,26.61,26.61,61,69,39,20.72,103.58,0,30,79,37.42,49.63,61.24,33,20,33,20.41,67.33,67.33,88.4,33,20.41,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

40,09:45-10:00,11.01,0,14.49,10.63,82.12,5.45,38.64,7.12,100.65,70.46,6.55,150.24,110.14,12.88,12.88,12.76,5.28,9.95,7.38,28.26,164.24,26.61,26.61,64,73,41,22.02,110.09,0,32,82,39.22,53.5,60.31,33,19.33,33,20.11,65.67,65.67,93.71,33,20.11,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

41,10:00-10:15,4.35,0,14.49,10.63,82.12,5.45,38.64,7.3,100.65,70.46,6.55,150.24,110.14,13.67,13.67,12.58,2.17,10.56,2.9,27.25,164.24,26.61,26.61,67,78,43,23.6,118.01,0,34,87,41.02,57.01,57.49,33,18.67,33,19.17,64,64,98.21,33,19.17,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

42,10:15-10:30,4.35,0,14.49,10.63,82.12,5.45,38.64,7.3,100.65,70.46,6.55,150.24,110.14,14.26,14.26,12.58,2.17,11.01,2.9,27.25,164.24,26.61,26.61,70,81,45,25.19,125.97,0,36,90,41.22,59.82,57.49,33,18.33,33,19.17,62.33,62.33,107.18,33,19.17,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

43,10:30-10:45,4.35,0,14.49,10.63,82.12,5.45,38.64,7.3,100.65,70.46,6.55,150.24,110.14,14.78,14.78,12.58,2.17,11.42,2.9,27.25,164.24,26.61,26.61,77,84,47,27.8,139,0,38,93,41.62,58.7,64.99,33,18.33,33,21.67,66.67,66.67,107.18,33,21.67,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

44,10:45-11:00,4.35,0,14.49,10.63,82.12,5.45,38.64,7.3,100.65,70.46,6.55,158.9,110.14,15.35,15.35,12.58,2.17,11.86,2.9,27.25,164.24,26.61,26.61,80,87,48,29.28,146.37,0,39,97,42.42,60.83,66,33,18.33,33,22,68.33,68.33,107.18,33,22,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

45,11:00-11:15,4.35,0,14.49,10.63,82.12,5.45,38.64,7.5,100.65,70.46,6.4,170.96,110.14,15.74,15.74,12.39,2.17,12.17,2.9,26.24,164.24,26.61,26.61,80,87,48,30.31,151.53,0,40,97,42.82,62.68,67.5,33,18.33,33,22.5,68.33,68.33,107.18,33,22.5,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

46,11:15-11:30,4.35,0,14.49,10.63,82.12,5.45,38.64,7.5,100.65,70.46,6.4,195.43,110.14,15.95,15.95,12.39,2.17,12.32,2.9,25.74,164.24,26.61,26.61,83,88,48,30.79,153.96,0,41,97,42.62,64.12,68.51,33,18.67,33,22.83,68.33,68.33,107.18,33,22.83,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

47,11:30-11:45,4.35,0,14.49,10.63,82.12,5.45,38.64,7.5,100.65,70.46,6.4,231.86,110.14,16.2,16.2,12.39,2.17,12.52,2.9,25.74,164.24,26.61,26.61,84,88,48,31.57,157.84,0,42,97,42.82,65.05,67.5,33,17.67,33,22.5,61.67,61.67,107.18,33,22.5,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

48,11:45-12:00,4.35,0,14.49,10.63,82.12,5.45,38.64,7.5,100.65,70.46,6.4,273.16,110.14,16.46,16.46,12.39,2.17,12.72,2.9,26.74,164.24,26.61,26.61,86,88,48,32.54,162.67,0,43,97,43.22,66.08,68.51,33,18.33,33,22.83,63.33,63.33,100.09,33,22.83,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

49,12:00-12:15,4.35,0,14.49,10.63,82.12,5.45,38.64,6.56,100.65,70.46,6.63,273.16,110.14,16.61,16.61,12.2,2.17,12.84,2.9,26.24,164.24,26.7,26.7,87,88,48,34.84,174.22,0,43,97,43.22,66.79,69.49,33,19,33,23.17,58.33,58.33,97.44,33,23.17,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

50,12:15-12:30,4.35,0,14.49,10.63,82.12,5.45,38.64,6.56,100.65,70.46,6.63,273.16,110.14,16.66,16.66,12.2,2.17,12.87,2.9,26.24,164.24,26.7,26.7,87,88,48,35.27,176.37,0,43,97,43.62,67.54,70.5,33,20,33,23.5,59,59,97.44,33,23.5,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

51,12:30-12:45,4.35,0,14.49,10.63,82.12,5.45,38.64,6.56,100.65,70.46,6.63,273.16,110.14,16.66,16.66,12.2,2.17,12.87,2.9,26.24,164.24,26.7,26.7,87,85,48,35.56,177.79,0,43,97,42.62,71.14,72.49,33,21,33,24.17,60,60,100.28,33,24.17,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

52,12:45-13:00,4.35,0,14.49,10.63,82.12,5.45,38.64,6.56,100.65,70.46,6.63,273.16,110.14,16.63,16.63,12.2,2.17,12.85,2.9,26.24,164.24,26.7,26.7,87,85,48,35.3,176.5,0,43,97,43.02,71.01,73.01,33,22.33,33,24.33,62,62,104.86,33,24.33,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

53,13:00-13:15,4.35,0,14.49,10.63,82.12,5.45,38.64,6.37,100.65,70.46,6.86,273.16,110.14,16.48,16.48,12.02,2.17,12.73,2.9,26.24,164.24,26.7,26.7,87,78,43,34.21,171.03,0,43,87,43.02,71.35,76.01,33,22.33,33,25.33,65,65,108.62,33,25.33,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

54,13:15-13:30,4.35,0,14.49,10.63,82.12,5.45,38.64,6.37,100.65,70.46,6.86,273.16,110.14,16.28,16.28,12.02,2.17,12.58,2.9,26.24,164.24,26.7,26.7,86,78,43,33.83,169.15,0,43,87,43.42,70.98,76.5,33,23,33,25.5,65.67,65.67,111.16,33,25.5,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

55,13:30-13:45,4.35,0,14.49,10.63,82.12,5.45,38.64,6.37,100.65,70.46,6.86,273.16,115.54,16.02,16.02,12.02,2.17,12.38,2.9,26.24,164.24,26.7,26.7,91,82,43,33.49,167.43,0,42,87,43.42,70.24,77.51,33,24,33,25.83,66.67,66.67,107.47,33,25.83,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

56,13:45-14:00,4.35,0,14.49,10.63,82.12,5.45,38.64,6.37,100.65,70.46,6.86,273.16,110.14,15.69,15.69,12.02,2.17,12.12,2.9,26.24,164.24,26.7,26.7,91,82,43,33.07,165.37,0,42,87,43.62,68.89,82.99,33,24.67,33,27.67,70,70,104.19,33,27.67,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

57,14:00-14:15,4.35,0,14.49,10.63,82.12,5.69,38.64,6.37,100.65,70.46,7.25,273.16,110.14,15.32,15.32,11.83,2.17,11.84,2.9,26.24,164.24,26.7,26.7,91,81,43,32.09,160.44,0,41,87,43.02,67.35,97.99,33,29.33,33,32.67,73.33,73.33,99.15,33,32.67,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

58,14:15-14:30,4.35,0,14.49,10.63,82.12,5.69,38.64,6.37,100.65,70.46,7.25,273.16,110.14,14.7,14.7,11.83,2.17,11.35,2.9,26.24,164.24,26.7,26.7,91,76,43,31.22,156.08,0,41,85,43.22,65.1,99,33,30,33,33,76.67,76.67,96.2,33,33,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

59,14:30-14:45,4.35,0,14.49,10.63,82.12,5.69,38.64,6.37,100.65,70.46,7.25,273.16,110.14,14.11,14.11,11.83,2.17,10.91,2.9,26.24,164.24,26.7,26.7,83,73,42,30.47,152.37,0,39,83,43.62,62,100.01,33,31,33,33.33,80,80,92.28,33,33.33,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

60,14:45-15:00,4.35,0,14.49,10.63,82.12,5.69,38.64,6.37,100.65,70.46,7.25,273.16,110.14,13.54,13.54,11.83,2.17,10.47,2.9,26.24,164.24,26.7,26.7,77,70,39,29.12,145.62,0,36,79,43.62,59.69,102.49,33,31.67,33,34.17,83,83,85.81,33,34.17,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

61,15:00-15:15,7.7,0,14.49,10.63,82.12,5.92,58.61,6.46,100.65,70.46,7.55,273.16,158.44,12.86,12.86,11.83,3.89,9.94,5.81,25.22,164.24,26.7,26.7,72,67,37,27.29,136.45,0,35,75,43.22,56.59,105,33,35,33,35,83,83,79.52,33,35,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

62,15:15-15:30,7.7,0,14.49,10.63,82.12,5.92,58.61,6.46,100.65,70.46,7.55,273.16,165.87,12.1,12.1,11.83,3.89,9.36,5.81,25.22,164.24,26.7,26.7,68,64,35,25.35,126.73,0,34,70,43.02,53.54,105,33,35,33,35,83,83,72.92,33,35,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

63,15:30-15:45,7.7,0,14.49,10.63,82.12,5.92,58.61,6.46,100.65,70.46,7.55,273.16,165.87,11.22,11.22,11.83,3.89,8.66,5.81,25.22,164.24,26.7,26.7,63,61,32,21.2,105.99,0,31,63,43.22,50.44,107.51,33,35,33,35.83,83,83,65.76,33,35.83,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

