Block,Time,CHAMERA2,KGSU1AND2,KISHANGANGA,RAMPUR,RAPPB,TALST2,UNCHAHAR1,AURY_CRF,BRBCL,KKNPPU2,KOTESHWR,RIHAND3,RSTPSU7,TANAKPUR,ANTA_GF,AURY_GF,DADRT2,KUDGI,NNTPP,RIHAND1,RIHAND2,RSTPSU1TO6,SIMHST2,TALA,UNCHAHAR2,VALLURNTECL,AURY_LF,DHAULIGNGA,DULHASTI,NLCIIST1,TEHRI,NAPP,NLCTS2EXP,TANDA2,ANTA_CRF,AURY_RF,BSIUL,FSTPP I & II,KGSU3AND4,KKNP,NJPC,NLCEXP,NLCIIST2,NTPL,PARBATI3,SALAL,SASAN,TelanganaSTPP,UNCHAHAR3,URI2,DADRI_CRF,DADRI_GF,CHAMERA1,CHAMERA3,JHAJJAR,KHSTPP-II,MAPS,SIMHST1,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR4,URI,ANTA_LF,ANTA_RF,KHSTPP-I,KOLDAM,RAPPC,SEWA2,DADRI_LF,DADRI_RF
6,01:15-01:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,5.76,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0.55,0,44.83,33.69,0,52.29,0,23.57,69.05

7,01:30-01:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,5.76,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0.55,0,44.83,33.69,0,52.29,0,23.57,69.05

8,01:45-02:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0.55,0,44.83,33.69,0,52.29,0,23.57,69.05

9,02:00-02:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,44.83,33.69,0,52.29,0,23.57,69.05

10,02:15-02:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,44.83,33.69,0,52.29,0,23.57,69.05

11,02:30-02:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,44.83,33.69,0,52.29,0,23.57,69.05

12,02:45-03:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.05,33.69,0,52.29,0,23.57,69.05

13,03:00-03:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.05,33.69,0,52.29,0,23.57,69.05

14,03:15-03:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.05,33.69,0,52.29,0,23.57,69.05

15,03:30-03:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.05,33.69,0,52.29,0,23.57,69.05

16,03:45-04:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.05,33.69,0,52.29,0,23.57,69.05

17,04:00-04:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.05,33.69,0,52.29,0,23.57,69.05

18,04:15-04:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.05,33.69,0,52.29,0,23.57,69.05

19,04:30-04:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.25,33.69,0,52.29,0,23.57,69.05

20,04:45-05:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.25,33.69,0,52.29,0,23.57,69.05

21,05:00-05:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.25,33.69,0,52.29,0,23.57,69.05

22,05:15-05:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.25,33.69,0,52.29,0,23.57,69.05

23,05:30-05:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,23.39,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.25,33.69,0,52.29,0,23.57,69.05

24,05:45-06:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,14.93,44.32,0,0,0,71.24,0,20.8,0,0,23.39,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.25,33.69,0,52.29,0,23.57,69.05

25,06:00-06:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,14.93,44.32,0,0,0,71.24,0,20.8,0,0,46.79,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.25,33.69,0,52.29,0,23.57,69.05

26,06:15-06:30,3.33,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,7.92,16.48,0,29.86,44.32,0,0,0,71.24,0,20.8,0,0,70.17,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,0,0,45.47,33.69,0,52.29,0,23.57,69.05

27,06:30-06:45,8,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,10.57,32.95,0,44.79,44.32,0,0,0,71.24,2.2,20.8,0,0,93.56,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,12.01,9.67,654.3,148.3,0,0,125.96,0,0,0,0,45.47,33.69,0,52.29,0,23.57,69.05

28,06:45-07:00,26.34,0,0,0,0,0,10.27,0,20,0,9.86,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,16.59,32.95,0,62.24,44.32,0,0,0,71.24,13.04,20.8,0,0,93.56,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,12.25,19.38,634.3,148.3,0,0,125.96,0,0,0,0,45.47,33.69,0,52.29,0,23.57,69.05

29,07:00-07:15,26.34,0,0,0,0,0,10.27,0,20,0,9.86,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,19.81,32.95,0,62.24,44.32,0,0,0,71.24,13.04,20.8,0,0,93.56,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,28.1,19.38,634.3,148.3,0,0,125.96,0,0,1.11,0,45.47,33.69,0,52.29,7.9,23.57,69.05

30,07:15-07:30,26.34,0,0,0,0,0,10.27,0,20,0,9.86,124.32,0,0.25,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,27.41,32.95,0,62.24,44.32,0,0,0,71.24,13.04,20.8,0,0,93.56,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,28.1,19.38,574.3,148.3,0,0,125.96,0,0,1.11,0,45.47,33.69,0,52.29,7.9,23.57,69.05

31,07:30-07:45,26.34,0,0,0,0,0,10.27,0,20,0,9.86,124.32,0,0.25,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,27.41,32.95,0,62.24,44.32,0,0,0,71.24,13.04,20.8,0,0,93.56,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,28.1,19.38,574.3,148.3,0,0,125.96,0,0,4.41,0,45.47,33.69,0,52.29,8.19,23.57,69.05

32,07:45-08:00,26.34,0,0,0,0,0,10.27,0,20,0,9.86,124.32,0,0.25,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,27.41,32.95,0,62.24,44.32,0,0,0,71.24,13.04,20.8,0,0,103.04,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,28.1,19.38,574.3,148.3,0,0,125.96,0,0,4.41,0,45.47,33.69,0,52.29,8.19,23.57,69.05

33,08:00-08:15,26.34,0,0,0,0,0,10.27,0,20,0,9.86,124.32,0,0.25,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,27.41,32.95,0,62.24,44.32,0,0,0,71.24,13.04,20.8,0,0,103.04,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,28.1,19.38,554.3,148.3,0,0,125.96,0,0,4.41,0,45.47,33.69,0,52.29,8.19,23.57,69.05

34,08:15-08:30,26.34,0,0,0,0,0,10.27,0,20,0,9.86,124.32,0,0.25,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,27.41,32.95,0,62.24,44.32,0,0,0,71.24,13.04,20.8,0,0,103.04,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,28.1,19.38,554.3,148.3,0,0,125.96,0,0,4.41,0,45.47,33.69,0,52.29,8.19,23.57,69.05

35,08:30-08:45,13.17,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,5.76,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,16.25,16.48,0,62.24,44.32,0,0,0,71.24,2.2,20.8,0,0,103.04,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,12.01,9.67,554.3,148.3,0,0,125.96,0,0,26.49,0,45.25,33.69,0,52.29,0,23.57,69.05

36,08:45-09:00,13.17,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,5.76,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,9.12,16.48,0,44.79,44.32,0,0,0,71.24,0,20.8,0,0,103.04,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,9.67,554.3,148.3,0,0,125.96,0,0,26.49,0,45.05,33.69,0,52.29,0,23.57,69.05

37,09:00-09:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,5.76,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,8.59,16.48,0,44.79,44.32,0,0,0,71.24,0,20.8,0,0,70.17,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,524.3,148.3,0,0,125.96,0,0,26.49,0,44.83,33.69,0,52.29,0,23.57,69.05

38,09:15-09:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,5.76,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,31.12,44.32,0,0,0,71.24,0,20.8,0,0,70.17,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,524.3,148.3,0,0,125.96,0,0,26.49,0,44.83,33.69,0,52.29,0,23.57,69.05

39,09:30-09:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,5.76,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,31.12,44.32,0,0,0,71.24,0,20.8,0,0,70.17,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,524.3,148.3,0,0,125.96,0,0,2.21,0,44.63,33.69,0,52.29,0,23.57,69.05

40,09:45-10:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,14.93,44.32,0,0,0,71.24,0,20.8,0,0,46.79,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,524.3,148.3,0,0,125.96,0,0,2.21,0,44.41,33.69,0,52.29,0,23.57,69.05

41,10:00-10:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,23.39,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,494.3,148.3,0,0,125.96,0,0,2.21,0,44.31,33.69,0,52.29,0,23.57,69.05

42,10:15-10:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.25,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,494.3,148.3,0,0,125.96,0,0,2.21,0,44.31,33.69,0,52.29,0,23.57,69.05

43,10:30-10:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.51,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,494.3,148.3,0,0,125.96,0,0,26.49,0,44.1,33.69,0,52.29,0,23.57,69.05

44,10:45-11:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.51,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,494.3,148.3,0,0,125.96,0,0,26.49,0,43.89,33.69,0,52.29,0,23.57,69.05

45,11:00-11:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.51,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,43.68,33.69,0,52.29,0,23.57,69.05

46,11:15-11:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.51,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,43.68,33.69,0,52.29,0,23.57,69.05

47,11:30-11:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,43.47,33.69,0,52.29,0,23.57,69.05

48,11:45-12:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,43.47,33.69,0,52.29,0,23.57,69.05

49,12:00-12:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,8.07,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,43.36,33.69,0,52.29,0,23.57,69.05

50,12:15-12:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,8.07,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,43.16,33.69,0,52.29,0,23.57,69.05

51,12:30-12:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,9.29,418.77,0,26.39,8.07,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,43.16,33.69,0,52.29,0,23.57,69.05

52,12:45-13:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,41.83,418.77,0,26.39,8.07,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

53,13:00-13:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,41.83,418.77,0,26.39,8.07,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

54,13:15-13:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,41.83,418.77,0,26.39,8.07,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

55,13:30-13:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,41.83,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

56,13:45-14:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,9.29,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.74,33.69,0,52.29,0,23.57,69.05

57,14:00-14:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

58,14:15-14:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

59,14:30-14:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

60,14:45-15:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

61,15:00-15:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

62,15:15-15:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

63,15:30-15:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,15.06,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

64,15:45-16:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,15.56,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

