Column1,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/10/01/8106,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/6101,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/10/01/9582,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/9072,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07
90,22:15-22:30,31.29,101.07,35.37,13.33,15,134.46,13.33,14.16,0,0,0,0,14.17,0,6,0,42.5,0,0,0,0,3.45,8.82,26.45,26.45,67.91,6.21,0,3.43,263.38,0,8.82,3.47,0,26.45,0,0,0,0

91,22:30-22:45,30.28,101.07,35.37,13.33,14,134.46,13.33,13.5,0,0,0,0,13.5,0,6,0,40.5,0,0,0,0,3.45,8.82,26.45,26.45,67.91,6.21,0,3.43,263.38,0,8.82,3.47,0,26.45,0,0,0,0

92,22:45-23:00,29.77,101.07,35.37,13.33,13,134.46,13.33,12.66,0,0,0,0,12.67,0,6,0,38,0,0,0,0,3.45,8.82,26.45,26.45,67.91,6.21,0,3.43,263.38,0,8.82,3.47,0,26.45,0,0,0,0

93,23:00-23:15,29.77,101.07,35.37,13.33,12.34,134.46,13.33,12,0,0,0,0,12,0,6,0,36,0,0,0,0,3.45,8.82,26.45,26.45,67.91,6.21,0,3.36,263.38,0,8.82,3.32,0,26.45,0,0,0,0

94,23:15-23:30,29.27,101.07,35.37,13.33,11.66,134.46,13.33,11.34,0,0,0,0,11.33,0,6,0,34,0,0,0,0,3.45,8.82,26.45,26.45,67.91,6.21,0,3.36,263.38,0,8.82,3.32,0,26.45,0,0,0,0

95,23:30-23:45,29.27,101.07,35.37,13.33,11.34,134.46,13.33,10.66,0,0,0,0,10.67,0,6,0,32,0,0,0,0,3.45,8.82,26.45,26.45,67.91,6.21,0,3.36,263.38,0,8.82,3.32,0,26.45,0,0,0,0

96,23:45-24:00,29.27,101.07,35.37,13.33,10.66,134.46,13.33,10,0,0,0,0,10,0,6,0,30,0,0,0,0,3.45,8.82,26.45,26.45,67.91,6.21,0,3.36,263.38,0,8.82,3.32,0,26.45,0,0,0,0

