Block,Time,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01042024/31072024/LT_MEJA_DELHI,NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_07,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/05012040/L_NR_2020_02,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01072024/31072024/R2,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/19072037/LT-05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_35,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16
6,01:15-01:30,25.880000,0.000000,5.780000,0,76.380000,14.930000,7.220000,35,50,16.66,10.580000,52.980000,20.470000,0.000000,0.000000,17.4,81.880000,243.710000,27.750000,32.750000,0.000000,0,61.410000,0.000000,226.930000,12.410000,35,0,16.67,12.66,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,0.000000,0,0,0,0,0,0,0,0

7,01:30-01:45,25.880000,0.000000,5.780000,0,76.380000,14.930000,7.220000,35.33,49.5,16.5,10.580000,52.980000,20.470000,0.000000,0.000000,17.6,81.880000,243.710000,27.750000,32.750000,0.000000,0,61.410000,0.000000,226.930000,12.410000,35.33,0,16.5,12.66,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,0.000000,0,0,0,0,0,0,0,0

8,01:45-02:00,25.880000,0.000000,5.780000,0,57.510000,14.930000,7.220000,35,49,16.34,10.580000,52.980000,20.470000,0.000000,0.000000,17,81.880000,243.710000,27.750000,32.750000,0.000000,0,61.410000,0.000000,226.930000,12.410000,35,0,16.33,12.34,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,0.000000,0,0,0,0,0,0,0,0

9,02:00-02:15,25.880000,0.000000,3.850000,0,57.510000,14.930000,7.040000,33.67,48.5,16.16,10.580000,52.980000,20.470000,0.000000,0.000000,16.6,81.880000,243.710000,27.750000,32.750000,0.000000,0,61.410000,0.000000,166.600000,12.410000,33.67,0,16.17,12.34,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,0.000000,0,0,0,0,0,0,0,0

10,02:15-02:30,25.880000,0.000000,3.850000,0,57.510000,14.930000,7.040000,32,47.5,15.84,10.580000,52.980000,20.470000,0.000000,0.000000,16,81.880000,243.710000,27.750000,32.750000,0.000000,0,61.410000,0.000000,166.600000,12.410000,32,0,15.83,12.34,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,0.000000,0,0,0,0,0,0,0,0

11,02:30-02:45,25.880000,0.000000,3.850000,0,57.510000,14.930000,7.040000,30.33,47.5,15.84,10.580000,52.980000,20.470000,0.000000,0.000000,17.4,81.880000,243.710000,27.750000,32.750000,0.000000,0,61.410000,0.000000,110.780000,12.410000,30.33,0,15.83,12,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,0.000000,0,0,0,0,0,0,0,0

12,02:45-03:00,25.880000,0.000000,3.850000,0,57.510000,14.930000,7.040000,28.67,46,15.34,10.580000,52.980000,20.470000,0.000000,0.000000,17.4,81.880000,221.560000,27.750000,32.750000,0.000000,0,61.410000,0.000000,110.780000,12.410000,28.67,0,15.33,11.66,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,0.000000,0,0,0,0,0,0,0,0

13,03:00-03:15,25.880000,0.000000,3.850000,0,57.510000,14.930000,6.860000,40.67,36,12,10.580000,52.980000,20.470000,0.000000,0.000000,17.6,81.880000,202.290000,28.260000,0.000000,0.000000,0,61.410000,0.000000,110.780000,12.410000,40.67,0,12,11.34,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,4.410000,0,0,0,0,0,0,0,0

14,03:15-03:30,25.880000,0.000000,3.850000,0,57.510000,14.930000,6.860000,40.33,35,11.66,10.580000,52.980000,20.470000,0.000000,0.000000,17.2,81.880000,210.960000,28.260000,0.000000,0.000000,0,61.410000,0.000000,110.780000,12.410000,40.33,0,11.67,11.34,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,4.410000,0,0,0,0,0,0,0,0

15,03:30-03:45,25.880000,0.000000,3.850000,0,57.510000,14.930000,6.860000,29.33,32.5,10.84,10.580000,52.980000,20.470000,0.000000,0.000000,17,81.880000,210.960000,28.260000,0.000000,0.000000,0,61.410000,0.000000,110.780000,12.410000,29.33,0,10.83,11.34,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,4.410000,0,0,0,0,0,0,0,0

16,03:45-04:00,25.880000,0.000000,3.850000,0,57.510000,14.930000,6.860000,29,30,10,10.580000,52.980000,20.470000,0.000000,0.000000,17.2,81.880000,210.960000,28.260000,0.000000,0.000000,0,61.410000,0.000000,110.780000,12.410000,29,0,10,11,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,4.410000,0,0,0,0,0,0,0,0

17,04:00-04:15,25.880000,0.000000,3.850000,0,57.510000,14.930000,6.670000,28.67,28.5,9.5,10.350000,52.980000,20.470000,0.000000,0.000000,17.4,81.880000,210.960000,28.260000,0.000000,0.000000,0,61.410000,0.000000,110.780000,12.410000,28.67,0,9.5,6.66,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,4.410000,0,0,0,0,0,0,0,0

18,04:15-04:30,25.880000,0.000000,3.850000,0,57.510000,14.930000,6.670000,28,27.5,9.16,10.350000,52.980000,20.470000,0.000000,0.000000,17.6,81.880000,210.960000,28.260000,0.000000,0.000000,0,61.410000,0.000000,110.780000,12.410000,28,0,9.17,6.66,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,4.410000,0,0,0,0,0,0,0,0

19,04:30-04:45,25.880000,0.000000,3.850000,0,57.510000,14.930000,6.670000,22,26.5,8.84,10.350000,52.980000,20.470000,0.000000,0.000000,23.01,81.880000,210.960000,28.260000,0.000000,0.000000,0,61.410000,0.000000,110.780000,12.410000,22,0,8.83,6.66,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,4.410000,0,0,0,0,0,0,0,0

20,04:45-05:00,25.880000,0.000000,3.850000,0,57.510000,14.930000,6.670000,22,25.5,8.5,10.350000,52.980000,20.470000,0.000000,0.000000,22.81,81.880000,210.960000,28.260000,0.000000,0.000000,0,61.410000,0.000000,110.780000,12.410000,22,0,8.5,6.66,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,4.410000,0,0,0,0,0,0,0,0

21,05:00-05:15,25.880000,0.000000,3.850000,0,57.510000,14.930000,6.480000,22,25,8.34,10.110000,52.980000,20.470000,0.000000,0.000000,22.41,81.880000,210.960000,27.750000,0.000000,0.000000,0,61.410000,0.000000,110.780000,12.410000,22,0,8.33,6.66,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,4.410000,0,0,0,0,0,0,0,0

22,05:15-05:30,25.880000,0.000000,3.850000,0,57.510000,14.930000,6.480000,21.67,24,8,10.110000,52.980000,20.470000,0.000000,0.000000,23.01,81.880000,210.960000,27.250000,0.000000,0.000000,0,61.410000,0.000000,110.780000,12.410000,21.67,0,8,6.66,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,4.410000,0,0,0,0,0,0,0,0

23,05:30-05:45,25.880000,0.000000,3.850000,0,57.510000,14.930000,6.480000,21.33,23.5,7.84,10.110000,52.980000,20.470000,0.000000,0.000000,30.22,81.880000,210.960000,27.250000,0.000000,0.000000,0,61.410000,0.000000,145.380000,12.410000,21.33,0,7.83,6.66,0,0,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,4.410000,0,0,0,0,0,0,0,0

24,05:45-06:00,25.880000,0.000000,3.850000,0,57.510000,14.930000,6.480000,21,22.5,7.5,10.110000,52.980000,20.470000,0.000000,0.000000,30.02,81.880000,210.960000,27.250000,0.000000,0.000000,0,61.410000,0.000000,145.380000,12.410000,21,0,7.5,6.66,0,0.360639,70.220000,0,0.000000,81.880000,10.380000,25.880000,163.760000,4.410000,0,0,0,0.26,1.29,0,0.2,0

25,06:00-06:15,25.880000,0.000000,3.850000,1,57.510000,14.930000,6.300000,20.08,23,7.66,10.110000,52.980000,20.470000,0.000000,0.000000,29.22,81.880000,210.960000,26.750000,0.000000,0.000000,9.36,61.410000,0.000000,145.380000,12.410000,20.08,6.25,7.67,6.66,0,4.308174,70.220000,1,0.000000,81.880000,10.380000,25.880000,163.760000,4.410000,0.94,1,0,0.46,2.32,0,1,0

26,06:15-06:30,25.880000,0.170000,3.850000,4,57.510000,14.930000,6.300000,20.1,23,7.66,10.110000,52.980000,20.470000,0.000000,0.170000,28.41,81.880000,210.960000,26.240000,0.000000,0.000000,14.65,61.410000,0.000000,145.380000,12.410000,20.1,9.09,7.67,6.66,2,8.051022,70.220000,1,0.170000,81.880000,10.380000,25.880000,163.760000,4.410000,3.31,2,0,0.98,4.88,1,2,0

27,06:30-06:45,25.880000,0.540000,3.850000,7,57.510000,14.930000,6.300000,15,22.5,7.5,10.110000,52.980000,20.470000,0.000000,0.530000,27.61,81.880000,210.960000,26.240000,0.000000,0.000000,21.07,61.410000,0.000000,145.380000,12.410000,15,13.1,7.5,6.66,5,12.427425,70.220000,3,0.530000,81.880000,10.380000,25.880000,163.760000,4.410000,5.32,5,0,1.97,9.87,3,5,0

28,06:45-07:00,25.880000,0.850000,3.850000,14,57.510000,14.930000,6.300000,15,22.5,7.5,10.110000,52.980000,20.470000,0.000000,0.830000,26.21,81.880000,210.960000,26.750000,0.000000,0.000000,28.46,61.410000,0.000000,145.380000,12.410000,15,22.03,7.5,6.66,9,17.817516,70.220000,6,0.830000,81.880000,10.380000,25.880000,163.760000,4.410000,7.98,8,0,3.36,16.81,4,6,0

29,07:00-07:15,25.880000,1.240000,3.850000,21,57.510000,14.930000,6.120000,12.53,22.5,7.5,9.960000,81.880000,20.470000,0.000000,1.210000,35.02,81.880000,210.960000,27.250000,0.000000,0.000000,33,61.410000,0.000000,145.380000,12.410000,12.53,33,7.5,6.66,16,23.938632,70.220000,9,1.210000,81.880000,10.230000,25.880000,163.760000,7.180000,11.95,11,0,4.96,24.78,5,5.6,0

30,07:15-07:30,25.880000,1.710000,3.850000,35,57.510000,14.930000,6.120000,13.24,22.5,7.5,9.960000,100.360000,20.470000,0.000000,1.660000,35.62,81.880000,210.960000,27.750000,0.000000,0.000000,33,61.410000,0.000000,145.380000,12.410000,13.24,33,7.5,6.66,26,30.488616,70.220000,15,1.660000,81.880000,10.230000,25.880000,163.760000,7.180000,17.22,16,0,6.87,34.34,8,7,0

31,07:30-07:45,25.880000,2.240000,3.850000,42,57.510000,14.930000,6.120000,13.92,22.5,7.5,9.960000,100.360000,20.470000,0.000000,2.190000,44.01,81.880000,210.960000,28.260000,0.000000,0.000000,33,61.410000,0.000000,145.380000,12.410000,13.92,33,7.5,6.66,33,38.091276,70.220000,18,2.190000,81.880000,10.230000,25.880000,163.760000,7.180000,16.67,20,0,9.13,45.68,10,7,0

32,07:45:08:00,25.880000,3.080000,3.850000,53,57.510000,14.930000,6.120000,14.73,22.5,7.5,9.960000,100.360000,20.470000,0.000000,3.010000,44.01,81.880000,210.960000,29.270000,0.000000,0.000000,33,61.410000,0.000000,145.380000,12.410000,14.73,33,7.5,6.66,33,45.32355,70.220000,22,3.010000,81.880000,10.230000,25.880000,163.760000,7.180000,18.34,27,0,11.51,57.55,13,8,0

33,08:00-08:15,25.880000,3.940000,3.850000,53,57.510000,14.930000,5.970000,15,22.5,7.5,9.960000,71.460000,0.000000,0.000000,3.850000,44.01,0.000000,210.960000,28.260000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,15,33,7.5,6.66,33,52.789752,70.220000,22,3.850000,0.000000,10.080000,25.880000,0.000000,7.180000,22,25,0,14.25,71.25,12,17,0

34,08:15-08:30,25.880000,4.820000,3.850000,67,57.510000,14.930000,5.970000,15.33,22.5,7.5,9.960000,52.020000,0.000000,0.000000,4.700000,44.01,0.000000,210.960000,28.760000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,15.33,33,7.5,6.66,33,60.411906,70.220000,28,4.700000,0.000000,10.080000,25.880000,0.000000,7.180000,28,30,0,17.12,85.59,15,19,0

35,08:30-08:45,25.880000,5.700000,3.850000,77,57.510000,14.930000,5.970000,14,22.5,7.5,9.960000,52.020000,0.000000,0.000000,5.570000,44.01,0.000000,210.960000,29.270000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7.5,6.66,33,67.361517,70.220000,33,5.570000,0.000000,10.080000,25.880000,0.000000,7.180000,36,38,0,14.87,74.36,18,24.5,0

36,08:45:09:00,25.880000,6.530000,3.850000,91,57.510000,14.930000,5.970000,14,22.5,7.5,9.960000,52.020000,0.000000,0.000000,6.370000,44.01,0.000000,210.960000,29.270000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7.5,6.66,33,74.155176,70.220000,39,6.370000,0.000000,10.080000,25.880000,0.000000,7.180000,42,44,0,16.93,84.64,21,27.5,0

37,09:00:09:15,25.880000,7.300000,3.850000,105,57.510000,14.930000,5.840000,14,24,8,9.810000,52.020000,0.000000,0.000000,7.110000,44.01,0.000000,210.960000,27.750000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,8,6.66,33,80.70516,70.220000,45,7.110000,0.000000,10.080000,25.880000,0.000000,7.180000,43,51,0,18.99,94.96,24,29.5,0

38,09:15-09:30,25.880000,8.010000,3.850000,116,57.510000,14.930000,5.840000,14,24,8,9.810000,52.020000,0.000000,0.000000,7.810000,44.01,0.000000,210.960000,27.750000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,8,6.66,33,87.167421,70.220000,49,7.810000,0.000000,10.080000,25.880000,0.000000,7.180000,46,56,0,21.06,105.28,27,31.5,0

39,09:30-09:45,25.880000,8.660000,3.850000,130,57.510000,14.930000,5.840000,14,23.5,7.84,9.810000,52.020000,0.000000,0.000000,8.450000,44.01,0.000000,210.960000,28.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7.83,6.66,33,93.590694,70.220000,55,8.450000,0.000000,10.380000,25.880000,0.000000,7.180000,59,61,0,23.08,115.39,29,36.5,0

40,09:45-10:00,25.880000,9.260000,3.850000,140,57.510000,14.930000,5.840000,14,22.5,7.5,9.810000,52.020000,0.000000,0.000000,9.040000,44.01,0.000000,210.960000,28.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7.5,6.66,33,99.799533,70.220000,60,9.040000,0.000000,10.380000,25.880000,0.000000,7.180000,64,68,0,22.46,112.28,32,36.5,0

41,10:00-10:15,25.880000,12.790000,3.850000,133,57.510000,14.930000,5.840000,14,22.5,7.5,9.810000,52.020000,0.000000,0.000000,12.480000,44.01,0.000000,210.960000,28.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7.5,6.66,33,104.185683,70.220000,57,12.480000,0.000000,10.380000,25.880000,0.000000,13.610000,69,64,0,12.76,63.82,31,37.5,0

42,10:15-10:30,25.880000,13.460000,3.850000,140,57.510000,14.930000,5.840000,14,22.5,7.5,9.810000,52.020000,0.000000,0.000000,13.120000,44.01,0.000000,210.960000,28.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7.5,6.66,33,106.300782,70.220000,60,13.120000,0.000000,10.380000,25.880000,0.000000,13.610000,73,68,0,17.83,89.15,32,39.5,0

43,10:30-10:45,25.880000,14.070000,3.850000,126,57.510000,14.930000,5.840000,14,22.5,7.5,9.810000,52.020000,0.000000,0.000000,13.720000,44.01,0.000000,210.960000,28.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7.5,6.66,33,108.58158,70.220000,54,13.720000,0.000000,10.380000,25.880000,0.000000,13.610000,77,61,0,30.25,151.28,29,40,0

44,10:45-11:00,25.880000,14.540000,3.850000,137,57.510000,14.930000,5.840000,14,22.5,7.5,9.810000,52.020000,0.000000,0.000000,14.180000,44.01,0.000000,210.960000,28.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7.5,6.66,33,110.228823,70.220000,58,14.180000,0.000000,10.380000,25.880000,0.000000,13.610000,80,66,0,31.38,156.93,31,41.5,0

45,11:00-11:15,25.880000,14.960000,3.850000,144,57.510000,14.930000,5.690000,14,22.5,7.5,9.960000,52.020000,0.000000,0.000000,14.590000,29.62,0.000000,210.960000,27.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7.5,6.66,33,111.096306,70.220000,61,14.590000,0.000000,10.380000,25.880000,0.000000,13.610000,82,68,0,44.14,220.67,32,42.5,0

46,11:15-11:30,25.880000,15.210000,3.850000,151,57.510000,14.930000,5.690000,14,22.5,7.5,9.960000,52.020000,0.000000,0.000000,14.840000,29.62,0.000000,210.960000,27.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7.5,6.66,33,111.651885,70.220000,64,14.840000,0.000000,10.380000,25.880000,0.000000,13.610000,83,71,0,44.14,220.67,34,42.5,0

47,11:30-11:45,25.880000,15.510000,3.850000,179,57.510000,14.930000,5.690000,14,22.5,7.5,9.960000,52.020000,0.000000,0.000000,15.130000,29.62,0.000000,210.960000,27.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7.5,6.66,33,103.61061,70.220000,76,15.130000,0.000000,10.380000,25.880000,0.000000,13.610000,85,87,0,40.83,204.17,41,42.5,0

48,11:45-12:00,25.880000,15.580000,3.850000,179,57.510000,14.930000,5.690000,14,22.5,7.5,9.960000,52.020000,0.000000,0.000000,15.190000,29.62,0.000000,210.960000,27.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7.5,6.66,33,94.311972,70.220000,76,15.190000,0.000000,10.380000,25.880000,0.000000,13.610000,85,88,0,40.83,204.17,42,43.5,0

49,12:00-12:15,25.880000,15.660000,3.850000,179,57.510000,14.930000,5.690000,14,23,7.66,10.350000,52.020000,0.000000,0.000000,15.280000,30.02,0.000000,210.960000,27.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7.67,6.66,33,83.112669,70.220000,76,15.280000,0.000000,10.380000,25.880000,0.000000,10.850000,85,90,0,34.9,174.48,43,43.5,0

50,12:15-12:30,25.880000,15.720000,3.850000,179,57.510000,14.930000,5.690000,14,26,8.66,10.350000,52.020000,0.000000,0.000000,15.340000,30.22,0.000000,210.960000,27.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,8.67,6.66,33,72.722367,70.220000,76,15.340000,0.000000,10.380000,25.880000,0.000000,10.850000,85,90,0,35,175.01,43,43.5,0

51,12:30-12:45,25.880000,14.590000,3.850000,179,57.510000,14.930000,5.690000,14,21,7,10.350000,52.020000,0.000000,0.000000,14.240000,37.61,0.000000,210.960000,27.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7,6.66,33,76.114323,70.220000,76,14.240000,0.000000,10.380000,25.880000,0.000000,10.850000,82,89,0,35.06,175.31,43,42.5,0

52,12:45-13:00,25.880000,14.690000,3.850000,179,57.510000,14.930000,5.690000,14,21,7,10.350000,52.020000,0.000000,0.000000,14.330000,37.81,0.000000,210.960000,27.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,14,33,7,6.66,33,78.619302,70.220000,76,14.330000,0.000000,10.380000,25.880000,0.000000,10.850000,82,90,0,35.03,175.13,43,41.5,0

53,13:00-13:15,25.880000,14.690000,3.850000,179,57.510000,14.930000,5.610000,16.67,21,7,10.580000,52.020000,0.000000,0.000000,14.330000,40.01,0.000000,210.960000,27.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,16.67,33,7,6.66,33,81.855306,70.220000,76,14.330000,0.000000,10.380000,25.880000,0.000000,10.850000,78,90,0,34.94,174.69,43,41.5,0

54,13:15-13:30,25.880000,14.580000,3.850000,179,57.510000,14.930000,5.610000,17,21,7,10.580000,52.020000,0.000000,0.000000,14.230000,40.01,0.000000,210.960000,27.250000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,17,33,7,6.66,33,85.412961,70.220000,76,14.230000,0.000000,10.380000,25.880000,0.000000,10.850000,77,88,0,34.71,173.55,42,41.5,0

55,13:30-13:45,25.880000,14.330000,3.850000,179,57.510000,14.930000,5.610000,17.33,21,7,10.580000,52.020000,0.000000,0.000000,13.970000,38.01,0.000000,210.960000,25.240000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,17.33,33,7,6.66,33,96.729228,70.220000,76,13.970000,0.000000,10.380000,25.880000,0.000000,10.850000,81,88,0,40.83,204.17,42,39.5,0

56,13:45-14:00,25.880000,14.050000,3.850000,179,57.510000,14.930000,5.610000,17.67,21,7,10.580000,52.020000,0.000000,0.000000,13.700000,38.01,0.000000,210.960000,25.240000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,17.67,33,7,6.66,33,93.541959,70.220000,76,13.700000,0.000000,10.380000,25.880000,0.000000,10.850000,80,88,0,40.83,204.17,42,39.5,0

57,14:00-14:15,25.880000,13.700000,3.850000,179,57.510000,14.930000,5.890000,18.33,21,7,10.580000,52.020000,0.000000,0.000000,13.370000,38.61,0.000000,210.960000,26.240000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,18.33,33,7,6.66,33,90.013545,70.220000,76,13.370000,0.000000,10.380000,25.880000,0.000000,10.850000,76,85,0,40.83,204.17,40,39.5,0

