Block,Time,CHAMERA2,DULHASTI,KGSU3AND4,KKNPPU2,NNTPP,RIHAND2,UNCHAHAR3,VALLURNTECL,AURY_RF,DADRI_RF,CHAMERA3,KOTESHWR,RAMPUR,RAPPB,RSTPSU7,SEWA2,TANAKPUR,UNCHAHAR1,URI2,ANTA_RF,BSIUL,CHAMERA1,DADRT2,KGSU1AND2,KHSTPP-II,KISHANGANGA,NLCEXP,NTPL,RAPPC,SASAN,SIMHST1,SIMHST2,SINGRAULI_HYDRO,TALA,TelanganaSTPP,URI,DADRI_LF,BRBCL,DHAULIGNGA,NAPP,NLCTS2EXP,UNCHAHAR2,KHSTPP-I,MAPS,NJPC,UNCHAHAR4,NLCIIST1,RIHAND3,SALAL,TANDA2,AURY_CRF,KKNP,KUDGI,PARBATI3,ANTA_CRF,ANTA_GF,DADRI_GF,FSTPP I & II,JHAJJAR,KOLDAM,NLCIIST2,RIHAND1,RSTPSU1TO6,SINGRAULI,TALST2,TEHRI,ANTA_LF,AURY_GF,AURY_LF,DADRI_CRF
21,05:00-05:15,0,0,0,0,0,118.75,26.39,0,71.46,69.38,0,8.88,0,0,0,0,0,20.56,4.31,45.25,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,0.78,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,41.83,0,0,0,0,0,0,0,0,18.2,654.3,0,0,92,0,125.96,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,118.75,26.39,0,71.46,69.38,0,8.88,0,0,0,0,0,20.56,4.31,45.25,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,0.78,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,41.83,0,0,0,0,0,0,0,0,18.2,654.3,0,0,92,0,125.96,0,0,0,0,0,0

23,05:30-05:45,0,16.48,0,0,0,118.75,26.39,0,71.46,69.38,0,8.88,0,0,0,0,5.76,20.56,4.31,45.25,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,0.78,23.57,20,0,44.21,0,42.39,32.78,0,20.83,0,0,124.32,41.83,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

24,05:45-06:00,0,16.48,0,0,0,118.75,26.39,0,71.46,69.38,0,8.88,0,0,0,0,5.76,20.56,4.31,45.25,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,0.78,23.57,20,0,44.21,0,42.39,32.78,0,40.06,0,0,124.32,41.83,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,15.56,0,0,0,0

25,06:00-06:15,0,16.48,0,0,0,118.75,26.39,0,71.46,69.38,0,8.88,0,0,0,0,5.76,20.56,4.31,45.25,1.1,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,0.78,23.57,20,9.14,44.21,0,42.39,32.78,0,70.17,0,0,124.32,41.83,0,0,0,0,3.82,0,0,0,16.68,654.3,0,0,92,0,125.96,0,31.12,0,0,0,0

26,06:15-06:30,2.67,32.95,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,0,5.76,20.56,4.31,45.47,6.52,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,0.78,23.57,20,18.27,44.21,0,42.39,32.78,0,77.65,0,0,124.32,41.83,0,0,0,0,16.55,0,0,0,16.68,654.3,0,0,92,0,125.96,0,31.12,0,0,0,0

27,06:30-06:45,8,32.95,0,0,0,118.75,26.39,0,70.59,69.38,9.67,8.88,0,0,0,0,5.76,20.56,4.31,45.47,6.52,12.64,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,0.78,23.57,20,27.41,44.21,0,42.39,32.78,0,93.56,0,0,124.32,9.29,0,0,0,0,16.55,0,0,0,16.68,654.3,0,0,92,0,125.96,0,46.68,0,0,0,0

28,06:45-07:00,26.34,32.95,0,0,0,118.75,26.39,0,70.59,69.38,19.38,9.86,0,0,0,5.27,0,20.56,4.31,45.47,13.04,25.65,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,0.78,23.57,20,27.41,44.21,0,42.39,32.78,0,116.96,0,0,124.32,1.4,0,0,0,0,16.55,0,0,0,16.68,654.3,0,0,92,0,125.96,0,62.24,0,0,0,0

29,07:00-07:15,26.34,32.95,0,0,0,118.75,26.39,0,70.59,69.38,19.38,9.86,0,0,0,5.27,0,20.56,4.31,45.47,13.04,28.1,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,26.49,23.57,20,27.41,44.21,0,42.39,32.78,0,116.96,0,0,124.32,1.4,0,0,0,0,16.55,0,0,0,16.68,654.3,0,0,92,0,125.96,0,62.24,0,0,0,0

30,07:15-07:30,26.34,32.95,0,0,0,118.75,26.39,0,70.59,69.38,19.38,9.86,0,0,0,10.53,0,20.56,4.31,45.47,13.04,28.1,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,26.49,23.57,20,27.41,44.21,0,42.39,32.78,0,116.96,0,0,124.32,1.4,0,0,0,0,16.55,0,0,0,16.68,654.3,0,0,92,0,125.96,0,62.24,0,0,0,0

31,07:30-07:45,26.34,32.95,0,0,0,118.75,26.39,0,70.59,69.38,19.38,9.86,0,0,0,10.53,0,20.56,4.31,45.47,13.04,28.1,682.79,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,2.21,23.57,20,27.41,44.21,0,42.39,32.78,0,116.96,0,0,124.32,1.4,0,0,0,0,16.55,0,0,0,16.68,654.3,0,0,92,0,125.96,0,62.24,0,0,0,0

32,07:45-08:00,26.34,32.95,0,0,0,118.75,26.39,0,70.59,69.38,19.38,9.86,0,0,0,5.27,0,20.56,4.31,45.47,13.04,28.1,682.79,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,1.11,23.57,20,27.41,44.21,0,42.39,32.78,0,116.96,0,0,124.32,1.4,0,0,0,0,3.56,0,0,0,16.68,654.3,0,0,92,0,125.96,0,62.24,0,0,0,0

33,08:00-08:15,26.34,32.95,0,0,0,118.75,26.39,0,70.59,69.38,19.38,9.86,0,0,0,5.27,5.76,20.56,4.31,45.47,13.04,28.1,682.79,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,1.11,23.57,20,27.41,44.21,0,42.39,32.78,0,116.96,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,62.24,0,0,0,0

34,08:15-08:30,26.34,32.95,0,0,0,118.75,26.39,0,70.59,69.38,19.38,9.86,0,0,0,5.08,5.76,20.56,4.31,45.47,13.04,28.1,682.79,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,1.11,23.57,20,15.98,44.21,0,42.39,32.78,0,116.96,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,62.24,0,0,0,0

35,08:30-08:45,26.34,32.95,0,0,0,118.75,26.39,0,70.59,69.38,9.67,8.88,0,0,0,5.06,0.51,20.56,10.76,45.25,1.1,12.01,682.79,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,26.49,23.57,20,9.14,44.21,0,42.39,32.78,0,93.56,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,46.68,0,0,0,0

36,08:45-09:00,13.17,32.95,0,0,0,118.75,26.39,0,70.59,69.38,9.67,8.88,0,0,0,0,0.51,20.56,10.76,45.05,0,0,682.79,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,26.49,23.57,20,9.14,44.21,0,42.39,32.78,0,70.17,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,46.68,0,0,0,0

37,09:00-09:15,0,16.48,0,0,0,118.75,26.39,0,70.59,69.38,9.67,8.88,0,0,0,0,0.51,20.56,10.76,44.83,0,0,682.79,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,26.49,23.57,20,0,44.21,0,42.39,32.78,0,46.79,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,622.3,0,0,92,0,125.96,0,46.68,0,0,0,0

38,09:15-09:30,0,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,0.51,20.56,10.76,44.83,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,3.31,23.57,20,0,44.21,0,42.39,32.78,0,20.83,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,622.3,0,0,92,0,125.96,0,31.12,0,0,0,0

39,09:30-09:45,0,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,1.15,20.56,10.76,44.63,0,0,682.78,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,572.3,0,0,92,0,125.96,0,31.12,0,0,0,0

40,09:45-10:00,0,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,1.15,20.56,10.76,44.41,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,572.3,0,0,92,0,125.96,0,14.62,0,0,0,0

41,10:00-10:15,0,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,1.15,20.56,4.31,44.31,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,572.3,0,0,92,0,125.96,0,0,0,0,0,0

42,10:15-10:30,0,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,1.15,20.56,4.31,44.31,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,572.3,0,0,92,0,125.96,0,0,0,0,0,0

43,10:30-10:45,0,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,1.15,20.56,4.31,44.1,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,2.21,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,552.3,0,0,92,0,125.96,0,0,0,0,0,0

44,10:45-11:00,0,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,1.15,20.56,4.31,43.89,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,2.21,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,552.3,0,0,92,0,125.96,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.2,20.56,4.31,43.68,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,2.21,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.2,20.56,8.07,43.68,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,2.21,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.2,20.56,8.07,43.47,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,4.41,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.2,20.56,8.07,43.47,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,4.41,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.2,20.56,8.07,43.36,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,4.41,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.2,20.56,8.07,43.16,0,0,683.14,0,148.3,0,0,0,53.93,343.12,0,0,0,0,0,4.41,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,8.07,43.16,0,0,683.14,0,148.3,0,0,0,53.93,371.25,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,379.12,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,385.88,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,393.75,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,402.75,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.74,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

62,15:15-15:30,0,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

63,15:30-15:45,0,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,15.56,0,0,0,0

64,15:45-16:00,0,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,15.56,0,0,0,0

