Block,Time Block,KKNPPU2,KKNP,KUDGI,KOTESHWR,KOLDAM,NAPP,NLCTS2EXP,NTPL,NNTPP,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,JHAJJAR,KGSU1AND2,KGSU3AND4,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,RAPPC,RIHAND1,RAPPB,RAPPD,RSTPSU1TO6,SIMHST1,SINGRAULI,SINGRAULI_HYDRO,RSTPSU7,SIMHST2,SALAL,SEWA2,RIHAND2,RIHAND3,SASAN,UNCHAHAR3,TEHRI,TelanganaSTPP,UNCHAHAR2,TANDA2,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TALST2,TANAKPUR,TEHRIPSP,URI2,TALA,BRBCL,DHAULIGNGA,BSIUL,CHAMERA2,FSTPP I & II,DULHASTI,DADRT2,CHAMERA1,CHAMERA3,RAMPUR,PARBATI3,PARBATI2,KHSTPP-II,KHSTPP-I,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,241.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,59.26,17.64,120.52,125.88,173.18,18.77,79.24,0,30.59,2.3,15.93,14.48,1.46,0,0,12.61,100.04,35.99,18.24,10.76,40.85,0,0,13.82,36.87,101.16,40.55,0,5.46,52.93,24.72,126.8,43.8,6.71,0,0,0,0,0

13,03:00-03:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,57.01,17.64,120.52,125.88,173.18,16.39,79.24,0,26.18,2.3,15.93,12.21,0.8,0,0,12.61,100.04,32.25,18.24,10.7,40.85,0,0,12.18,36.87,101.16,40.55,0,5.46,52.93,24.72,126.8,43.8,6.71,0,0,0,0,0

14,03:15-03:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,57.01,17.64,120.52,125.88,173.18,16.64,79.24,0,26.63,2.3,15.93,12.21,0.8,0,0,12.61,100.04,32.25,18.24,12.91,40.85,0,0,12.18,36.87,101.16,40.55,0,5.46,52.93,24.72,126.8,43.8,6.71,0,0,0,0,0

15,03:30-03:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,54.78,17.64,120.52,125.88,173.18,16.64,79.24,0,26.63,1.38,15.93,12.21,0.8,0,0,12.61,100.04,32.25,18.24,13.79,40.85,0,0,12.18,36.87,101.16,40.55,0,5.46,52.93,24.72,126.8,35.15,6.71,0,0,0,0,0

16,03:45-04:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,54.78,17.64,120.52,125.88,173.18,16.64,79.24,0,26.63,1.38,15.93,12.21,0.8,0,0,12.61,100.04,32.25,18.24,17.35,40.85,0,0,12.18,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

17,04:00-04:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,50.3,17.64,120.52,125.88,173.18,16.64,79.24,0,27.29,1.38,15.93,12.21,0.8,0,0,11.46,100.04,32.25,18.24,18.04,40.85,0,0,12.2,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

18,04:15-04:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,50.3,17.64,120.52,125.88,173.18,16.64,79.24,0,27.29,1.38,15.93,12.21,0.8,0,0,11.46,100.04,32.25,18.24,18.04,40.85,0,0,12.2,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

19,04:30-04:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,50.3,17.64,120.52,125.88,173.18,16.64,79.24,0,26.63,1.38,12.75,12.21,0.8,0,0,11.46,100.04,32.25,18.21,18.04,40.85,0,0,12.16,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

20,04:45-05:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,50.3,17.64,120.52,125.88,173.18,16.64,79.24,0,26.63,1.38,12.75,12.21,0.8,0,0,11.46,100.04,32.25,18.15,18.04,40.85,0,0,12.16,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

21,05:00-05:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,48.08,17.64,120.52,125.88,173.18,16.64,79.24,0,26.63,1.38,12.75,12.21,0.8,0,0,11.46,100.04,32.25,17.96,18.04,40.85,0,0,12.63,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

22,05:15-05:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,48.08,17.64,120.52,125.88,173.18,16.64,79.24,0,26.63,1.38,12.75,12.21,0.8,0,0,11.46,100.04,32.25,17.82,18.04,40.85,0,0,15.2,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

23,05:30-05:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,50.3,17.64,120.52,125.88,173.18,16.64,79.24,0,26.63,1.38,12.75,12.21,0.8,0,0,11.46,100.04,32.25,17.44,18.04,40.85,0,0,15.2,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

24,05:45-06:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,50.3,17.64,120.52,125.88,173.18,16.39,79.24,0,26.63,1.38,12.75,12.21,0.8,0,0,11.46,100.04,32.25,17.22,18.04,40.85,0,0,15.2,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

25,06:00-06:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,50.3,17.64,120.52,125.88,173.18,16.37,79.24,0,27.29,1.25,4.24,11.93,0.8,0,0,11.46,100.04,32.25,17.17,18.02,40.85,0,0,15.2,36.87,101.16,40.55,0,5.46,52.93,24.72,122.3,43.56,6.71,0,0,0,0,0

26,06:15-06:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,50.3,17.64,120.52,125.88,173.18,16.37,79.24,0,27.29,1.38,4.24,11.93,0.8,0,0,11.46,100.04,32.25,17.17,18.04,40.85,0,0,15.2,36.87,101.16,40.55,0,5.46,52.93,24.72,126.8,43.8,6.71,0,0,0,0,0

27,06:30-06:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,50.3,17.64,120.52,125.88,173.18,16.37,79.24,0,27.29,1.38,4.24,11.93,0.8,0,0,11.46,100.04,32.25,17.06,18.04,40.85,0,0,15.2,36.87,101.16,40.55,0,5.46,52.93,24.72,126.8,43.8,6.71,0,0,0,0,0

28,06:45-07:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,50.3,17.64,120.52,125.88,173.18,16.17,79.24,0,27.42,1.38,4.24,11.93,0.8,0,0,11.46,100.04,32.25,17.03,17.9,40.85,0,0,15.2,36.87,101.16,40.55,0,5.46,52.93,24.72,126.8,43.8,6.71,0,0,0,0,0

29,07:00-07:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,50.3,17.64,120.52,125.88,173.18,16.37,79.24,0,27.29,1.42,17,11.93,0.8,0,0,10.48,100.04,32.25,17.09,18.04,40.85,0,0,15.2,36.87,101.16,40.55,0,5.46,52.93,24.72,126.8,43.8,6.71,0,0,0,0,0

30,07:15-07:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,50.3,17.64,120.52,125.88,173.18,16.59,79.24,0,26.43,2.3,38.24,11.86,0.8,0,0,10.48,100.04,32.25,17.11,18.04,40.85,0,0,15.2,36.87,101.16,40.55,0,5.46,52.93,24.72,126.8,43.8,6.71,0,0,0,0,0

31,07:30-07:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,51.42,17.64,120.52,125.88,189.42,16.59,79.24,0,26.43,1.38,38.24,14.09,0.8,0,0,10.48,100.04,32.25,17.25,18.04,40.85,0,0,12.75,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,34.65,6.71,0,0,0,0,0

32,07:45-08:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,51.42,17.64,120.52,125.88,200.23,16.59,79.24,0,26.43,1.38,38.24,14.09,0.8,0,0,10.48,100.04,32.25,17.4,18.04,40.85,0,0,12.75,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,29.09,6.71,0,0,0,0,0

33,08:00-08:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,51.42,17.64,120.52,125.88,205.65,17.05,79.24,0,28.66,1.38,17,14.09,0.8,0,0,10.48,100.04,32.25,16.97,18.04,40.85,0,0,12.75,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

34,08:15-08:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,51.42,17.64,120.52,125.88,211.07,17.05,79.24,0,28.66,1.38,17,14.09,0.8,0,0,10.48,100.04,32.25,16.97,18.04,40.85,0,0,12.75,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

35,08:30-08:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,51.42,17.64,120.52,125.88,216.47,17.05,39.62,0,28.66,1.38,17,11.86,0.8,0,0,10.48,100.04,32.25,16.97,18.04,40.85,0,0,12.75,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

36,08:45-09:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,51.42,17.64,120.52,125.88,216.47,17.05,0,0,28.66,1.38,17,11.86,0.8,0,0,10.48,100.04,32.25,16.97,18.04,40.85,0,0,12.75,36.87,101.16,40.55,0,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

37,09:00-09:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,51.42,17.64,120.52,125.88,216.47,17.05,0,0,28.66,1.38,17,11.86,0.8,0,0,10.48,100.04,32.25,17.4,18.04,40.85,0,15.11,12.75,36.87,101.16,40.55,10.87,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

38,09:15-09:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,51.42,17.64,120.52,125.88,216.47,17.05,0,0,28.66,1.38,17,11.86,0.8,0,0,10.48,100.04,32.25,17.4,18.04,40.85,0,15.11,12.75,36.87,101.16,40.55,10.87,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

39,09:30-09:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,51.42,17.64,120.52,125.88,216.47,17.05,0,0,28.66,1.38,38.24,11.93,0.8,0,0,10.48,100.04,32.25,17.4,18.04,40.85,0,30.22,12.75,36.87,101.16,40.55,21.77,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

40,09:45-10:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,234.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,51.42,17.64,120.52,125.88,216.47,17.05,0,0,28.66,1.38,38.24,11.93,0.8,0,0,10.48,100.04,32.25,17.67,18.04,40.85,0,30.22,12.75,36.87,101.16,40.55,21.77,5.46,52.93,24.72,85.31,35.15,6.71,0,0,0,0,0

41,10:00-10:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,51.42,17.64,120.52,125.88,229.77,17.69,0,0,29.39,3.96,17,14.49,1.27,0,0,0,0,32.25,17.08,18.04,40.85,0,45.33,12.75,36.87,104.35,40.55,21.75,5.46,52.93,24.72,126.8,35.15,0.83,0,0,0,0,0

42,10:15-10:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,51.42,17.64,120.52,125.88,248.94,17.69,0,0,29.39,3.96,17,14.49,1.27,0,0,0,0,32.25,17.08,18.04,40.85,0,45.33,12.75,36.87,104.35,40.55,32.66,5.46,52.93,24.72,126.8,35.15,0,0,0,0,0,0

43,10:30-10:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,51.42,17.64,120.52,125.88,259.77,17.69,0,0,29.39,5.11,10.62,14.49,1.27,0,0,0,0,32.25,17.08,17.81,40.85,0,45.33,12.75,36.87,104.35,40.55,32.66,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

44,10:45-11:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,51.42,17.64,120.52,125.88,259.77,17.69,0,0,29.39,5.11,10.62,14.49,1.27,0,0,0,0,32.25,16.94,15.1,40.85,0,45.33,12.75,36.87,104.35,40.55,32.66,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

45,11:00-11:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,36.9,17.64,120.52,125.88,281.41,17.69,0,0,29.39,5.11,7.97,14.49,1.93,0,0,0,0,32.25,17.14,18.04,40.85,0,45.33,16.38,36.87,104.35,40.55,32.66,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

46,11:15-11:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,36.9,17.64,120.52,125.88,292.24,17.69,0,0,29.39,5.11,7.97,14.49,1.93,0,0,0,0,32.25,17.14,17.38,40.85,0,45.33,16.38,36.87,104.35,40.55,32.66,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

47,11:30-11:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,36.9,17.64,120.52,125.88,303.06,17.69,0,0,29.39,5.11,12.75,14.49,1.93,0,0,0,0,32.25,16.96,18.04,40.85,0,45.33,16.38,36.87,104.35,40.55,32.66,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

48,11:45-12:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,36.9,17.64,120.52,125.88,303.06,17.69,0,0,29.39,5.11,12.75,14.49,1.93,0,0,0,0,32.25,16.88,18.04,40.85,0,45.33,16.38,36.87,104.35,40.55,32.66,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

49,12:00-12:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,36.9,18.3,120.52,125.88,313.89,17.69,0,0,29.39,5.11,12.75,14.49,1.27,0,0,0,0,32.25,16.88,18.04,40.85,0,45.33,12.75,36.87,104.35,40.55,32.66,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

50,12:15-12:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,36.9,18.3,120.52,125.88,324.71,17.69,0,0,29.39,5.11,12.75,14.49,1.27,0,0,0,0,32.25,17.02,18.04,40.85,0,45.33,12.75,36.87,104.35,40.55,32.66,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

51,12:30-12:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,36.9,18.3,120.52,125.88,378.83,17.69,0,0,29.39,5.11,12.75,14.49,1.27,0,0,0,0,32.25,17.12,18.04,40.85,0,45.33,12.75,36.87,104.35,40.55,32.66,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

52,12:45-13:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,36.9,18.3,120.52,125.88,378.83,17.69,0,0,29.39,5.11,12.75,14.49,1.27,0,0,0,0,32.25,17.12,16.79,40.85,0,45.33,12.75,36.87,104.35,40.55,32.66,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

53,13:00-13:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,36.9,18.3,120.52,125.88,378.83,17.69,0,0,29.39,5.11,12.75,14.49,1.27,0,0,0,0,32.25,12.02,18.04,40.85,0,45.33,12.75,36.87,104.35,40.55,32.66,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

