Block,Time,L_NR_2023_04,LT-31,LT_MEJA_Delhi,LT-35,L_NR_2019_11,L_NR_2012_04,L_NR_2012_07,L_NR_2019_19,L_NR_2012_01,SH-06,LT-36,LT-59,SH-07,LT-05,L_NR_2020_02,L_NR_2012_02,L_NR_2018_61,L_NR_2019_06,L_NR_2020_06,L_NR_2022_08,L_NR_2021_17,L_NR_2022_10,L_NR_2020_05,L_NR_2021_14,L_NR_2020_07,L_NR_2019_07,L_NR_2021_16,L_NR_2021_12,L_NR_2019_05,L_NR_2021_15,L_NR_2022_09,L_NR_2021_13
92,22:45-23:00,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,9.580000,261.810000,7.09,0,19.6,11.13,0,54.97,58.81,0,19.61,0,0,0,0,0,54.97,0

93,23:00-23:15,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,9.350000,0.000000,116.170000,9.310000,261.810000,7.14,0,19.67,11.15,0,55.28,59.01,0,19.68,0,0,0,0,0,55.28,0

94,23:15-23:30,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,9.350000,0.000000,116.170000,9.310000,261.810000,7.14,0,19.77,10.91,0,55.48,59.33,0,19.78,0,0,0,0,0,55.48,0

95,23:30-23:45,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,9.350000,0.000000,116.170000,9.310000,261.810000,7.07,0,19.96,11.65,0,55.78,59.89,0,19.97,0,0,0,0,0,55.78,0

96,23:45-24:00,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,9.350000,0.000000,116.170000,9.310000,261.810000,7.2,0,20.03,11.86,0,56.13,60.1,0,20.05,0,0,0,0,0,56.13,0

