Block,Time,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/30042040/GNA_LT_35,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/22052037/LT-59,NR/01072024/31072024/R2,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/18072024/18072024/IEX_240717_01569,NR/30092023/26122029/SH-06,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12
57,14:00-14:15,271.550000,100.050000,10.810000,15.080000,14.950000,0.000000,0.000000,0.000000,0.000000,260.750000,65.870000,0.000000,11.520000,0.000000,3.320000,12.370000,0.000000,22.060000,96.040000,22.060000,0.000000,0.000000,14.950000,15.320000,15.540000,31.290000,8.020000,0.000000,6.66,42.02,33,41,175,0,43.33,33,7,85,86,0,75,33,43.5,7,13.33,13.33,75.271618,21,216.67

58,14:15-14:30,271.550000,100.050000,10.810000,15.080000,14.850000,0.000000,0.000000,0.000000,0.000000,260.750000,65.870000,0.000000,11.520000,0.000000,3.320000,12.370000,0.000000,22.060000,96.040000,22.060000,0.000000,0.000000,14.850000,15.220000,15.540000,31.290000,8.020000,0.000000,6.66,42.02,33,40,172,0,41.47,33,7,85,83,0,73,33,42.5,7,13.33,13.33,74.608346,21,207.38

59,14:30-14:45,271.550000,100.050000,10.810000,15.080000,14.310000,0.000000,0.000000,0.000000,0.000000,260.750000,65.870000,0.000000,6.950000,0.000000,3.320000,12.370000,0.000000,22.060000,96.040000,22.060000,0.000000,0.000000,14.310000,14.660000,15.540000,31.290000,8.020000,0.000000,6.66,42.02,33,37,161,0,40.19,33,7,81,78,0,69,33,42.5,7,13.33,13.33,68.42431,21,200.96

60,14:45-15:00,271.550000,100.050000,10.810000,15.080000,13.790000,0.000000,0.000000,0.000000,0.000000,260.750000,65.870000,0.000000,6.950000,0.000000,3.320000,12.370000,0.000000,16.010000,96.040000,16.010000,0.000000,0.000000,13.790000,14.130000,15.540000,31.290000,8.020000,0.000000,6.66,42.02,33,36,154,0,38.91,33,7,78,74,0,66,33,41.5,7,17.3,17.3,61.733066,21,194.54

61,15:00-15:15,271.550000,71.240000,10.810000,15.080000,13.020000,0.000000,0.000000,0.000000,0.000000,212.730000,65.870000,0.000000,6.950000,0.000000,3.550000,12.370000,0.000000,16.010000,96.040000,16.010000,0.000000,0.000000,13.020000,13.340000,15.540000,31.290000,8.480000,0.000000,6.66,42.02,33,34,147,0,36.72,33,7,72,71,0,63,33,39,7,13.33,13.33,54.944282,21,183.57

62,15:15-15:30,271.550000,52.820000,10.810000,15.080000,12.150000,0.000000,0.000000,0.000000,0.000000,165.140000,65.870000,0.000000,6.950000,0.000000,3.550000,12.370000,0.000000,16.010000,96.040000,16.010000,0.000000,0.000000,12.150000,12.450000,15.540000,31.290000,8.480000,0.000000,6.66,42.02,33,31,137,0,34.52,33,7,65,66,0,58,33,36,7,13.33,13.33,48.974834,21,172.61

63,15:30-15:45,271.550000,52.820000,10.810000,15.080000,11.170000,0.000000,0.000000,0.000000,0.000000,165.140000,65.870000,0.000000,7.340000,0.000000,3.550000,12.370000,0.000000,16.010000,96.040000,16.010000,0.000000,0.000000,11.170000,11.450000,15.540000,31.290000,8.480000,0.000000,7.34,42.02,33,26,123,0,32.33,33,7,57,54,0,52,33,33.5,7,13.33,13.33,48.750492,21,161.65

64,15:45-16:00,271.550000,52.820000,10.810000,15.080000,10.300000,0.000000,0.000000,0.000000,0.000000,165.140000,114.810000,0.000000,7.340000,0.000000,3.550000,12.370000,0.000000,16.010000,96.040000,16.010000,0.000000,0.000000,10.300000,10.560000,15.540000,31.290000,8.480000,0.000000,7.34,42.02,33,24,112,0,30.14,33,7,53,51,0,48,33,29.5,7,13.33,13.33,48.096974,21,150.69

65,16:00-16:15,271.550000,67.230000,10.810000,15.080000,9.590000,0.000000,0.000000,0.000000,0.000000,213.160000,65.870000,0.000000,7.720000,0.000000,3.930000,12.370000,0.000000,16.010000,96.040000,16.010000,0.000000,0.000000,9.590000,9.830000,7.630000,31.290000,8.630000,0.000000,16.66,42.02,33,22,98,0,29.97,33,15,47,45,0,42,33,27.5,15,43.33,43.33,46.780184,45,149.87

66,16:15-16:30,271.550000,72.030000,10.810000,15.080000,8.470000,0.000000,0.000000,0.000000,0.000000,260.750000,65.870000,0.000000,7.720000,0.000000,3.930000,12.370000,0.000000,16.010000,96.040000,16.010000,0.000000,0.000000,8.470000,8.680000,7.630000,31.290000,8.630000,0.000000,15,42.02,33,19,88,0,27.4,33,14.66,42,40,0,37,33,25.5,14.67,41.67,41.67,44.653812,44,136.99

67,16:30-16:45,271.550000,100.050000,14.030000,15.080000,3.440000,0.000000,0.000000,0.000000,0.000000,260.750000,89.390000,0.000000,7.720000,0.000000,3.930000,12.370000,0.000000,16.010000,96.040000,16.010000,0.000000,0.000000,3.440000,3.520000,7.630000,31.290000,8.630000,0.000000,28.34,42.02,22,11,63,0,24.82,33,14.16,36,24,0,27,33,23.5,14.17,29,29,34.948582,42.5,124.11

68,16:45-17:00,271.550000,100.050000,14.030000,15.080000,3.250000,0.000000,0.000000,0.000000,0.000000,260.750000,114.810000,0.000000,7.720000,0.000000,3.930000,12.370000,0.000000,16.010000,96.040000,16.010000,0.000000,0.000000,3.250000,3.330000,7.630000,31.290000,8.630000,0.000000,27.66,42.02,12,10,56,0,22.25,33,13.34,31,20,0,24,30.99,18.5,13.33,28.33,28.33,31.2128,40,111.24

69,17:00-17:15,271.550000,100.050000,14.030000,15.080000,3.060000,0.000000,0.000000,0.000000,0.000000,260.750000,114.810000,0.000000,8.120000,0.000000,4.240000,12.370000,0.000000,14.090000,96.040000,14.090000,0.000000,0.000000,3.060000,3.130000,7.630000,31.290000,9.160000,0.000000,15,42.02,7,9,46,0,19.35,33,12.5,22,19,0,19,24.4,11,12.5,27.67,27.67,27.886686,37.5,96.74

70,17:15-17:30,271.550000,100.050000,14.030000,15.080000,2.870000,0.000000,0.000000,0.000000,0.000000,260.750000,114.810000,0.000000,8.120000,0.000000,4.240000,12.370000,0.000000,14.090000,96.040000,14.090000,0.000000,0.000000,2.870000,2.940000,7.630000,31.290000,9.160000,0.000000,14.34,42.02,1,8,35,0,16.45,29.4,11.66,18,17,0,15,17.91,9.5,11.67,27,27,24.209428,35,82.23

71,17:30-17:45,271.550000,100.050000,14.030000,15.080000,2.850000,0.000000,0.000000,0.000000,0.000000,260.750000,94.100000,0.000000,8.500000,0.000000,4.240000,12.370000,0.000000,14.090000,96.040000,14.090000,0.000000,0.000000,2.850000,2.910000,7.630000,31.290000,9.160000,0.000000,13.66,42.02,0,7,32,0,13.55,23.42,15.84,17,16,0,13,11.81,9,15.83,43.33,43.33,18.171702,47.5,67.73

72,17:45-18:00,271.550000,100.050000,14.030000,15.080000,2.220000,0.000000,0.000000,0.000000,0.000000,260.750000,94.100000,0.000000,8.500000,0.000000,4.240000,12.370000,0.000000,14.090000,96.040000,14.090000,0.000000,0.000000,2.220000,2.270000,7.630000,31.290000,9.160000,0.000000,12.66,42.02,0,6,28,0,10.64,18.22,15.5,13,12,0,12,7.55,8.5,15.5,41.67,41.67,12.602168,46.5,53.23

73,18:00-18:15,271.550000,100.050000,14.480000,15.080000,1.640000,0.000000,96.040000,96.040000,0.000000,260.750000,70.010000,48.020000,9.650000,24.010000,4.620000,12.370000,0.000000,14.090000,96.040000,14.090000,0.000000,72.030000,1.640000,1.680000,7.630000,31.290000,9.780000,0.000000,11.66,42.02,0,3,18,0,8.7,0,15,11,7,0,7,0,7,15,39.33,39.33,7.091158,45,43.49

74,18:15-18:30,271.550000,100.050000,14.480000,15.080000,1.170000,0.000000,96.040000,96.040000,0.000000,260.750000,70.010000,48.020000,9.650000,24.010000,4.620000,12.370000,0.000000,14.090000,96.040000,14.090000,0.000000,72.030000,1.170000,1.190000,7.630000,31.290000,9.780000,0.000000,10.66,42.02,0,2,11,0,6.75,0,15,8,3,0,4,0,5,15,36.67,36.67,3.891846,45,33.74

75,18:30-18:45,271.550000,83.250000,14.480000,15.080000,0.770000,0.000000,96.040000,96.040000,0.000000,260.750000,65.870000,48.020000,9.650000,24.010000,4.620000,12.370000,0.000000,14.090000,96.040000,14.090000,0.000000,72.030000,0.770000,0.790000,7.630000,31.290000,9.780000,0.000000,9.66,42.02,0,1,7,0,4.8,0,12.5,6,1,0,3,0,3,12.5,36,36,2.058094,37.5,24

76,18:45-19:00,271.550000,83.250000,14.480000,15.080000,0.460000,0.000000,96.040000,96.040000,0.000000,260.750000,65.870000,48.020000,9.650000,24.010000,4.620000,12.370000,0.000000,14.090000,96.040000,14.090000,0.000000,72.030000,0.460000,0.470000,7.630000,31.290000,9.780000,0.000000,8.34,42.02,0,0,4,0,2.85,0,12.34,4,0,0,1,0,3,12.33,35,35,0.604748,37,14.26

77,19:00-19:15,271.550000,83.250000,14.480000,15.080000,0.080000,0.000000,96.040000,96.040000,0.000000,260.750000,82.790000,48.020000,9.890000,24.010000,4.800000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.080000,0.080000,15.540000,30.280000,10.550000,0.000000,7.34,42.02,0,0,1,0,2.14,0,12.16,2,0,0,0,0,1,12.17,33.33,33.33,0,36.5,10.7

78,19:15-19:30,271.550000,83.250000,14.480000,15.080000,0.010000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,9.890000,24.010000,4.800000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.010000,0.010000,15.540000,30.280000,10.550000,0.000000,7.34,42.02,0,0,1,0,1.43,0,12,1,0,0,0,0,0.5,12,31.67,31.67,0,36,7.15

79,19:30-19:45,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,9.890000,24.010000,4.800000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,15.540000,30.280000,10.550000,0.000000,7.34,42.02,0,0,0,0,0.72,0,8.34,0,0,0,0,0,0,8.33,20,20,0,25,3.6

80,19:45-20:00,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,9.890000,24.010000,4.800000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,15.540000,30.280000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,8.34,0,0,0,0,0,0,8.33,19.33,19.33,0,25,0

81,20:00-20:15,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,9.890000,24.010000,4.800000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,30.280000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,8.34,0,0,0,0,0,0,8.33,18.67,18.67,0,25,0

82,20:15-20:30,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,9.890000,24.010000,4.800000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,30.280000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,8.34,0,0,0,0,0,0,8.33,18.33,18.33,0,25,0

83,20:30-20:45,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,10.120000,24.010000,4.800000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,29.270000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,8.34,0,0,0,0,0,0,8.33,18,18,0,25,0

84,20:45-21:00,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,10.120000,24.010000,4.800000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,29.270000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,8.84,0,0,0,0,0,0,8.83,17.67,17.67,0,26.5,0

85,21:00-21:15,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,10.120000,24.010000,4.620000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,29.270000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,9,0,0,0,0,0,0,9,17.33,17.33,0,27,0

86,21:15-21:30,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,10.120000,24.010000,4.620000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,29.270000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,9.16,0,0,0,0,0,0,9.17,17,17,0,27.5,0

87,21:30-21:45,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,10.120000,24.010000,5.180000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,30.280000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,9.66,0,0,0,0,0,0,9.67,16.67,16.67,0,29,0

88,21:45-22:00,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,10.120000,24.010000,5.180000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,30.280000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,9.16,0,0,0,0,0,0,9.17,17.33,17.33,0,27.5,0

89,22:00-22:15,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,10.120000,24.010000,4.980000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,29.770000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,9.16,0,0,0,0,0,0,9.17,17.67,17.67,0,27.5,0

90,22:15-22:30,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,10.120000,24.010000,4.980000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,29.270000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,9.16,0,0,0,0,0,0,9.17,18,18,0,27.5,0

91,22:30-22:45,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,10.050000,24.010000,4.980000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,29.270000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,9.16,0,0,0,0,0,0,9.17,18.33,18.33,0,27.5,0

92,22:45-23:00,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,10.050000,24.010000,4.980000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,29.270000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,9.16,0,0,0,0,0,0,9.17,18.67,18.67,0,27.5,0

93,23:00-23:15,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,10.050000,24.010000,4.800000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,30.780000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,9.16,0,0,0,0,0,0,9.17,19.67,19.67,0,27.5,0

94,23:15-23:30,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,114.810000,48.020000,10.050000,24.010000,4.800000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,30.780000,10.550000,0.000000,7.34,41.82,0,0,0,0,0,0,9.16,0,0,0,0,0,0,9.17,20.67,20.67,0,27.5,0

95,23:30-23:45,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,111.420000,48.020000,10.050000,24.010000,4.800000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,30.780000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,9.16,0,0,0,0,0,0,9.17,21.67,21.67,0,27.5,0

96,23:45-24:00,271.550000,83.250000,14.480000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,111.420000,48.020000,10.050000,24.010000,4.800000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,72.030000,0.000000,0.000000,11.680000,30.780000,10.550000,0.000000,7.34,42.02,0,0,0,0,0,0,9.16,0,0,0,0,0,0,9.17,22,22,0,27.5,0

