Block,Time,BRBCL,DADRT2,FSTPP I & II,KGSU1AND2,KHSTPP-II,KOTESHWR,MAPS,NLCTS2EXP,RSTPSU1TO6,SALAL,SASAN,SEWA2,SINGRAULI_HYDRO,TALST2,UNCHAHAR2,URI2,AURY_LF,DADRI_GF,CHAMERA1,NLCEXP,NLCIIST2,NNTPP,PARBATI2,RAMPUR,TelanganaSTPP,URI,CHAMERA2,DHAULIGNGA,KKNP,NAPP,RAPPB,SIMHST1,TALA,TEHRI,DULHASTI,KHSTPP-I,NTPL,PARBATI3,SIMHST2,TANAKPUR,UNCHAHAR1,VALLURNTECL,ANTA_GF,KGSU3AND4,KUDGI,RIHAND1,ANTA_CRF,KISHANGANGA,KOLDAM,NJPC,NLCIIST1,RAPPC,RAPPD,RIHAND2,RSTPSU7,SINGRAULI,TANDA2,TEHRIPSP,UNCHAHAR3,ANTA_LF,ANTA_RF,DADRI_CRF,DADRI_RF,BSIUL,CHAMERA3,DADRI_LF,JHAJJAR,KKNPPU2,RIHAND3,UNCHAHAR4,AURY_CRF,AURY_GF,AURY_RF
9,02:00-02:15,24.99,590.85,20.8,0,148.3,10.44,0,0,0,85.41,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,29.52,47.61,57.86,45.53,0,0,0,3.2,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,67.38,27.99,0,53.24,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

10,02:15-02:30,24.99,590.85,20.8,0,148.3,10.44,0,0,0,85.41,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,29.52,47.61,57.86,45.53,0,0,0,3.2,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,67.38,27.99,0,53.24,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

11,02:30-02:45,24.99,590.85,20.8,0,148.3,10.44,0,0,0,85.41,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,29.81,47.61,57.86,45.53,0,0,0,3.2,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,67.38,27.99,0,53.24,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

12,02:45-03:00,24.99,590.85,20.8,0,148.3,10.44,0,0,0,85.41,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,29.81,47.61,57.86,45.53,0,0,0,8.96,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,67.38,27.99,0,53.24,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

13,03:00-03:15,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,29.81,47.61,57.86,45.53,0,0,0,12.81,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

14,03:15-03:30,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,29.81,47.61,57.86,45.53,0,0,0,12.81,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

15,03:30-03:45,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,29.81,47.61,57.86,45.53,0,0,0,12.81,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

16,03:45-04:00,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,29.75,47.61,57.86,45.53,0,0,0,12.81,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

17,04:00-04:15,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,44.16,48.9,43.85,0,25.03,0,0,29.73,47.61,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

18,04:15-04:30,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,44.16,48.9,43.85,0,25.03,0,0,29.66,35.71,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

19,04:30-04:45,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,44.16,48.9,43.85,0,25.03,0,0,29.52,35.71,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

20,04:45-05:00,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,38.64,48.9,43.85,0,25.03,0,0,29.61,35.71,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

21,05:00-05:15,24.99,690.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,38.64,48.9,43.85,0,25.03,0,0,29.42,35.71,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

22,05:15-05:30,24.99,690.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,38.64,48.9,43.85,0,25.03,0,0,29.26,35.71,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

23,05:30-05:45,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,38.64,48.9,43.85,0,25.03,0,0,29.19,35.71,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

24,05:45-06:00,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,38.64,48.9,43.85,0,25.03,0,0,28.95,35.71,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

25,06:00-06:15,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,38.64,48.9,43.85,0,25.03,0,0,23.43,35.71,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

26,06:15-06:30,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,38.64,48.9,43.85,0,25.03,0,0,23.4,23.81,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

27,06:30-06:45,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.76,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,38.64,48.9,43.85,0,25.03,0,0,23.38,23.81,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

28,06:45-07:00,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.76,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,38.64,48.9,43.85,0,25.03,0,0,23.34,12.07,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.9,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

29,07:00-07:15,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.76,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,38.64,48.9,43.85,0,25.03,0,0,23.97,12.07,57.86,45.53,0,0,0,3.2,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.24,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

30,07:15-07:30,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.76,348.98,0,1.16,0,45.62,29.77,0,0,42.15,0,0,0,0,7.04,0,38.64,48.9,43.85,0,25.03,0,0,23.99,0,57.86,45.53,0,0,0,3.2,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.24,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

31,07:30-07:45,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.76,348.98,0,1.16,0,45.62,32.18,0,0,42.15,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,25.02,0,57.86,45.53,0,0,0,3.2,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.24,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

32,07:45-08:00,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.76,348.98,0,1.16,0,45.62,32.18,0,0,42.15,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,25.9,0,57.86,45.53,0,0,0,3.2,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,53.24,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

33,08:00-08:15,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,32.18,0,0,42.15,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,25.9,0,57.86,45.53,0,0,0,8.96,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,52.58,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

34,08:15-08:30,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,32.18,0,0,42.15,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,25.93,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,52.58,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

35,08:30-08:45,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,32.18,0,0,42.15,0,0,0,0,7.04,0,38.64,48.9,43.85,0,25.03,0,0,25.34,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,52.58,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

36,08:45-09:00,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,32.18,0,0,42.15,0,0,0,0,7.04,0,38.64,48.9,43.85,0,25.03,0,0,25.43,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,52.58,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

37,09:00-09:15,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,40.23,0,0,42.15,0,0,0,0,7.04,0,52.36,48.9,43.85,0,25.03,0,0,25.54,0,57.86,45.53,0,0,0,12.81,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,51.27,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

38,09:15-09:30,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,40.23,0,0,42.15,0,0,0,0,7.04,0,52.36,48.9,43.85,0,25.03,0,0,25.75,0,57.86,45.53,0,0,0,12.81,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,51.27,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

39,09:30-09:45,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,40.23,0,0,42.15,0,0,0,0,7.04,0,52.36,48.9,43.85,0,25.03,0,0,26.08,0,57.86,45.53,0,0,0,12.81,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,51.27,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

40,09:45-10:00,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,40.23,0,0,42.15,0,0,0,0,7.04,0,52.36,48.9,43.85,0,25.03,0,0,26.11,0,57.86,45.53,0,0,0,12.81,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,51.27,0,76.68,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

41,10:00-10:15,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,40.23,0,0,28.1,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,26.01,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,51.27,0,76.68,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

42,10:15-10:30,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,40.23,0,0,14.05,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,26.01,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,51.27,0,76.68,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

43,10:30-10:45,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,32.18,0,0,0,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,31.16,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,51.27,0,76.68,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

44,10:45-11:00,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,32.18,0,0,0,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,31.19,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,51.27,0,76.68,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

45,11:00-11:15,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,32.18,0,0,0,0,0,0,0,7.04,0,28.71,48.9,43.85,0,25.03,0,0,31.14,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,50.62,0,76.68,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

46,11:15-11:30,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,32.18,0,0,0,0,0,0,0,7.04,0,28.71,48.9,43.85,0,25.03,0,0,31.14,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,50.62,0,76.68,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

47,11:30-11:45,24.99,690.85,20.8,0,148.3,10.44,0,0,0,58.1,348.98,0,1.16,0,45.62,32.18,0,0,0,0,0,0,0,7.04,0,28.71,48.9,43.85,0,25.03,0,0,25.54,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,50.62,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

48,11:45-12:00,24.99,690.85,20.8,0,148.3,10.44,0,0,0,69.72,348.98,0,1.16,0,45.62,32.18,0,0,0,0,0,0,0,7.04,0,28.71,48.9,43.85,0,25.03,0,0,25.54,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,50.62,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

49,12:00-12:15,24.99,690.85,20.8,0,148.3,10.44,0,0,0,80.18,348.98,0,1.16,0,45.62,32.18,0,0,0,0,0,0,0,7.04,0,28.71,48.9,43.85,0,25.03,0,0,31.14,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,49.95,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

50,12:15-12:30,24.99,690.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,32.18,0,0,0,0,0,0,0,7.04,0,28.71,48.9,43.85,0,25.03,0,0,31.14,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,49.95,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

51,12:30-12:45,24.99,690.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,32.18,0,0,0,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,31.22,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,49.95,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

52,12:45-13:00,24.99,690.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,32.18,0,0,0,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,31.22,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,49.95,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

53,13:00-13:15,24.99,690.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,28.96,0,0,0,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,30.93,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,49.95,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

54,13:15-13:30,24.99,690.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,28.96,0,0,0,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,30.93,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,49.3,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

