Block,Time,RSTPSU7,SIPAT II,NLCTS2EXP,TALA,KHSTPP-II,LARA-I,VSTPS II,KGSU3AND4,VSTPS I,NNTPP,KHSTPP-I,NTPL,RSTPSU1TO6,SIPAT I,MAPS,KAWAS-NAPM,KAWAS-zLIQ,KSTPS I&II,KUDGI,BRBCL,SASAN,KKNP,TAPS-II,VSTPS III,GANDHAR-ComGas,NLCEXP,GANDHAR-APM,SIMHST2,KAPS,MOUDA,TALST2,FSTPP I & II,GANDHAR-RLNG,VSTPS IV,VALLURNTECL,KAWAS-RLNG,SOLAPUR,GANDHAR-NAPM,KAWAS-APM,NLCIIST1,KGSU1AND2,KSTPS7,VSTPS V,KAWAS-ComGas,MOUDA_II,KHARGONE-I,GADARWARA-I,NLCIIST2,DADRI_LF,CHAMERA1,SALAL,CHAMERA3,UNCHAHAR3,UNCHAHAR1,DADRI_GF,AURY_RF,JHAJJAR,TEHRI,AURY_GF,AURY_LF,ANTA_GF,DADRI_RF,RIHAND3,DHAULIGNGA,UNCHAHAR2,CHAMERA2,KOLDAM,TANDA2,RAPPC,RIHAND1,DULHASTI,BSIUL,DADRT2,SINGRAULI,KISHANGANGA,SEWA2,ANTA_RF,AURY_CRF,RIHAND2,DADRI_CRF,KOTESHWR,ANTA_CRF,UNCHAHAR4,RAPPB,SINGRAULI_HYDRO,PARBATI3,TANAKPUR,ANTA_LF,URI,NAPP,NJPC,RAMPUR,URI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.286724,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.564031,5.99,12.602072,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007337,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,40.601245,51.490312,30.545986,25.970568,19.857769,0.000000,0.000000,447.585785,27.973241,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,42.033750,1.024917,2.350549,56.844293,90.858440,51.927025,12.715560,664.050759,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,17.400333,0.000000,1.375213,0.000000,1.035891,0.000000,5.799740,0.000000,48.920227,20.355391,0.000000,0.000000,33.781225,0,0,0,0,0

7,01:30-01:45,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.286724,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.564031,5.99,9.726114,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007337,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,40.601245,81.712886,30.545986,25.970568,19.857769,0.000000,0.000000,450.705076,27.973241,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,42.033750,0.207055,2.350549,56.844293,90.858440,51.927025,12.715560,664.050759,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,17.400333,0.000000,1.375213,0.000000,1.035891,0.000000,1.233987,0.000000,48.920227,20.355391,0.000000,0.000000,33.781225,0,0,0,0,0

8,01:45-02:00,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.286724,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.564031,5.99,11.819003,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007337,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,40.601245,81.712886,30.545986,25.970568,19.857769,0.000000,0.000000,450.705076,27.973241,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,42.033750,0.000000,2.350549,56.844293,90.858440,51.927025,12.715560,664.050759,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,17.400333,0.000000,1.375213,0.000000,1.035891,0.000000,0.616994,0.000000,48.920227,20.355391,0.000000,0.000000,33.781225,0,0,0,0,0

9,02:00-02:15,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.286724,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.564031,5.99,11.991790,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007337,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,40.601245,81.712886,30.545986,25.970568,19.857769,0.000000,0.000000,450.705076,27.973241,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,42.033750,0.000000,2.350549,56.844293,90.858440,51.927025,12.715560,664.050759,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,17.400333,0.000000,1.375213,0.000000,1.035891,0.000000,0.616994,0.000000,48.920227,20.355391,0.000000,0.000000,33.781225,0,0,0,0,0

10,02:15-02:30,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.286724,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.564031,5.99,11.676208,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007337,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,40.601245,81.712886,30.545986,25.970568,19.857769,0.000000,0.000000,450.705076,27.973241,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,42.033750,0.000000,2.350549,56.844293,90.858440,51.927025,12.715560,664.050759,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,17.400333,0.000000,1.375213,0.000000,1.035891,0.000000,0.616994,0.000000,48.920227,20.355391,0.000000,0.000000,33.781225,0,0,0,0,0

11,02:30-02:45,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.307512,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.564031,5.99,11.128778,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007337,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,35.615128,81.712886,20.343468,18.174196,13.863621,0.000000,0.000000,450.705076,27.973241,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,42.033750,0.000000,2.350549,56.844293,90.858440,51.927025,12.715560,612.813795,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.375213,0.000000,1.035891,0.000000,0.616994,0.000000,48.920227,20.355391,0.000000,0.000000,33.781225,0,0,0,0,0

12,02:45-03:00,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.307512,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.564031,5.99,13.238558,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007337,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,27.067497,81.712886,20.343468,18.174196,13.863621,0.000000,0.000000,450.705076,27.973241,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,42.033750,0.000000,2.350549,56.844293,90.858440,51.927025,12.715560,612.813795,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.375213,0.000000,1.035891,0.000000,0.616994,0.000000,48.920227,20.355391,0.000000,0.000000,33.781225,0,0,0,0,0

13,03:00-03:15,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.307512,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.605751,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,27.067497,81.712886,20.343468,18.174196,13.863621,0.000000,0.000000,450.705076,27.973241,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,42.033750,0.000000,2.350549,56.844293,90.858440,51.927025,12.715560,564.648795,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.375213,0.000000,1.035891,0.000000,0.616994,0.000000,48.920227,20.355391,0.000000,0.000000,33.781225,0,0,0,0,0

14,03:15-03:30,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.307512,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.607985,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,27.067497,81.712886,20.343468,18.174196,13.863621,0.000000,0.000000,450.705076,27.973241,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,28.022500,0.000000,2.350549,56.844293,90.858440,51.927025,12.715560,564.648795,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.375213,0.000000,1.035891,0.000000,0.616994,0.000000,48.920227,20.355391,0.000000,0.000000,33.781225,0,0,0,0,0

15,03:30-03:45,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.307512,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.607985,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,27.067497,81.712886,20.343468,18.174196,13.863621,0.000000,0.000000,450.705076,27.973241,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,28.022500,0.000000,2.350549,56.844293,90.858440,51.927025,12.715560,516.483795,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.375213,0.000000,1.035891,0.000000,1.850981,0.000000,48.920227,20.355391,0.000000,0.000000,33.781225,0,0,0,0,0

16,03:45-04:00,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.307512,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.607985,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,27.067497,81.712886,20.343468,18.174196,13.863621,0.000000,0.000000,450.705076,27.973241,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,28.022500,0.000000,2.350549,56.844293,90.858440,51.927025,12.626551,516.483795,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.375213,0.000000,1.035891,3.345001,1.850981,0.000000,48.920227,20.355391,0.000000,0.000000,33.781225,0,0,0,0,0

17,04:00-04:15,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.307512,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.607985,5.99,13.382581,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,27.067497,81.712886,20.343468,18.174196,13.863621,0.000000,0.000000,450.705076,27.973241,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,28.022500,0.000000,2.350549,56.844293,90.858440,51.927025,12.626551,468.318795,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.375213,0.000000,1.035891,3.345001,1.850981,0.000000,48.920227,20.355391,0.000000,0.000000,33.781225,0,0,0,0,0

18,04:15-04:30,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.307512,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.607985,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,27.067497,81.712886,20.343468,18.174196,13.863621,0.000000,0.000000,450.705076,27.973241,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,28.022500,0.000000,2.350549,56.844293,90.858440,51.927025,12.626551,468.318795,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.375213,0.000000,1.035891,3.345001,1.850981,0.000000,48.920227,20.355391,24.359231,0.469716,33.781225,0,0,0,0,0

19,04:30-04:45,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.307512,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.607985,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,27.067497,64.362890,20.343468,25.970568,19.853613,0.000000,0.000000,450.705076,27.973241,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,28.022500,0.000000,2.350549,56.844293,90.858440,51.927025,12.626551,438.851063,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.375213,0.000000,1.035891,3.345001,5.799740,0.000000,48.920227,20.355391,48.718464,0.939430,33.781225,0,0,0,0,0

20,04:45-05:00,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.307512,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.607985,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,16.867383,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,27.067497,64.362890,20.343468,25.970568,19.853613,0.000000,0.000000,450.705076,18.648827,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,28.022500,0.000000,2.350549,56.844293,90.858440,51.927025,12.626551,438.851063,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.375213,0.000000,1.035891,8.028004,5.799740,0.000000,48.920227,20.355391,48.718464,0.939430,33.781225,0,0,0,0,0

21,05:00-05:15,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.307512,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.607985,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,40.601245,64.362890,20.343468,19.313298,15.909285,0.000000,0.000000,446.813700,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,9.551251,33.023562,28.022500,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,438.851063,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.085446,0.000000,1.035891,34.788020,5.799740,0.000000,51.047194,20.355391,48.718464,0.939430,33.781225,0,0,0,0,0

22,05:15-05:30,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.307512,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.607985,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,40.601245,64.362890,20.343468,19.313298,15.909285,0.000000,0.000000,446.813700,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,19.102501,33.023562,28.022500,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,438.851063,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.085446,0.000000,1.035891,52.182030,5.799740,0.000000,51.047194,20.355391,71.006667,1.368301,33.781225,0,0,0,0,0

23,05:30-05:45,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.307512,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.607985,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.81,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.40,0.000000,40.601245,64.362890,20.343468,19.313298,15.909285,0.000000,0.000000,446.813700,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,28.653751,33.023562,28.022500,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,438.851063,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.085446,0.000000,1.035891,52.182030,1.850981,0.000000,48.920227,20.355391,71.006667,1.368301,33.781225,0,0,0,0,0

24,05:45-06:00,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.307512,0.19,31.575047,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.607985,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.85,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.41,0.000000,40.601245,64.362890,20.343468,19.313298,15.909285,0.000000,0.000000,446.813700,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,28.653751,33.023562,28.022500,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,438.851063,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.085446,0.000000,1.035891,52.182030,1.850981,0.000000,48.920227,20.355391,71.006667,1.368301,33.781225,0,0,0,0,0

25,06:00-06:15,1.87,0.900795,0.85,0.000000,94.142538,4.101852,1.871655,1.06,2.307512,0.19,22.524844,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.636295,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.86,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.42,0.000000,40.601245,64.362890,20.343468,19.313298,15.909285,0.000000,0.000000,446.813700,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,28.653751,33.023562,28.022500,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,438.851063,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,52.182030,1.850981,0.000000,48.920227,20.355391,71.006667,1.368301,33.781225,0,0,0,0,0

26,06:15-06:30,1.87,0.900795,0.85,0.000000,94.142538,4.101852,1.871655,1.06,2.307512,0.19,22.524844,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.86,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.42,0.000000,40.601245,64.362890,30.545986,19.313298,15.909285,0.000000,0.000000,446.813700,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,28.653751,33.023562,42.033750,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,438.851063,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,34.788020,1.850981,0.000000,48.920227,20.355391,71.006667,1.368301,33.781225,0,0,0,0,0

