Block,Time Block,KHSTPP-II,FSTPP I & II,KHSTPP-I,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KKNP,KISHANGANGA,KKNPPU2,DADRT2,CHAMERA1,BRBCL,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,SINGRAULI_HYDRO,SEWA2,SIMHST1,SIMHST2,SINGRAULI,TALA,TEHRI,UNCHAHAR1,UNCHAHAR4,TANDA2,VALLURNTECL,UNCHAHAR3,TALST2,URI2,TelanganaSTPP,TANAKPUR,UNCHAHAR2,URI,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,SALAL,SASAN,RAMPUR,RAPPC,RAPPB,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI3,NLCEXP,KOTESHWR,KUDGI,KOLDAM,RIHAND1,RSTPSU1TO6,RIHAND2,RSTPSU7,RIHAND3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
51,12:30-12:45,142.55,19.99,27.4,0,229.78,0,0,0,0,0,265.43,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,26.4,8.79,0,0,0,16.86,0,4.14,0,0,27.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

52,12:45-13:00,142.55,19.99,27.4,0,229.78,0,0,0,0,0,265.43,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,26.4,8.79,0,0,0,16.86,0,4.14,0,0,27.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

53,13:00-13:15,127.4,19.99,27.4,0,229.78,0,0,0,0,0,265.43,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,26.4,8.79,0,0,0,16.86,0,4.14,0,0,27.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

54,13:15-13:30,122.86,19.99,27.4,0,229.78,0,0,0,0,0,265.43,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,26.4,8.79,0,0,0,16.86,0,4.14,0,0,27.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

55,13:30-13:45,122.86,19.99,27.4,0,229.78,0,0,0,0,0,265.43,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,26.4,8.79,0,0,0,16.86,0,4.14,0,0,27.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

56,13:45-14:00,122.86,19.99,27.4,0,229.78,0,0,0,0,0,265.43,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,26.4,8.79,0,0,0,16.86,0,4.14,0,0,27.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

57,14:00-14:15,122.86,19.99,27.4,0,229.78,0,0,0,0,0,265.43,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,26.15,8.79,0,0,0,16.86,0,4.14,0,0,27.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

58,14:15-14:30,122.86,19.99,27.4,0,229.78,0,0,0,0,0,265.43,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,39.25,8.79,0,0,0,16.86,0,4.14,0,0,27.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

59,14:30-14:45,142.55,19.99,27.4,0,229.78,0,0,0,0,0,265.43,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,39.25,0,0,0,0,16.86,0,4.14,0,0,27.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

60,14:45-15:00,142.55,19.99,27.4,0,229.78,0,0,0,0,0,332.71,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,39.25,0,0,0,0,16.86,0,4.14,0,0,27.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

61,15:00-15:15,142.55,19.91,27.4,0,229.78,0,0,0,0,0,361.55,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,39.25,0,0,0,0,16.86,0,4.14,0,0,27.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

