Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/7459,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/3945,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/3733,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/20/4168,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/20/2470,GNA/NR/2025/01/20/4698,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/20/9046,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/20/5216,GNA/NR/2025/01/20/9333,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/01/6528,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/8738,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,NR/01102023/06022042/L_NR_2012_02
16,03:45-04:00,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,16.61,0,0,0,0,13.33,1.3,19.23,23.08,23.08,149.54,23.08,0.62,20.19,25.23,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,59.46,0,8.65,0,0,0,62.73,1.29,48.08,48.08,48.08,0,0,0,134.62

17,04:00-04:15,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,16.21,0,0,0,0,13.33,1.3,19.23,23.08,23.08,149.54,23.08,0,20.19,25.23,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,59.46,0,8.65,0,0,0,62.73,1.29,48.08,48.08,48.08,0,0,0,134.62

18,04:15-04:30,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,15.61,0,0,0,0,13.33,1.3,19.23,23.08,23.08,149.54,23.08,0,20.19,24.72,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,59.46,0,8.65,0,0,0,62.73,1.29,48.08,48.08,48.08,0,0,0,134.62

19,04:30-04:45,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,15.21,0,0,0,0,13.33,1.3,19.23,23.08,23.08,149.54,23.08,0.62,20.19,24.72,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,59.46,0,8.65,0,0,0,62.73,1.29,48.08,48.08,48.08,0,0,0,134.62

20,04:45-05:00,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,14.61,0,0,0,0,13.33,1.3,19.23,23.08,23.08,149.54,23.08,0.62,20.19,24.72,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,59.46,0,8.65,0,0,0,62.73,1.29,48.08,48.08,48.08,0,0,0,134.62

21,05:00-05:15,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,14.01,0,0,0,0,13.33,1.3,19.23,23.08,23.08,149.54,23.08,0.62,20.19,24.72,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,59.46,0,8.65,0,0,0,62.73,1.29,48.08,48.08,48.08,0,0,0,134.62

22,05:15-05:30,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,13.41,0,0,0,0,13.33,1.3,19.23,23.08,23.08,192.32,23.08,0.62,20.19,24.72,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,59.46,0,8.65,0,0,0,62.73,1.29,48.08,48.08,48.08,0,0,0,134.62

23,05:30-05:45,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,16.01,0,0,0,0,13.33,1.3,19.23,23.08,23.08,230.78,23.08,0.62,20.19,25.23,0,0.95,0,0,26.92,0,28.85,0,0,65.98,0,59.46,0,8.65,0,0,0,62.73,1.29,48.08,48.08,48.08,0,0,0,134.62

24,05:45-06:00,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,15.61,0,0,0,0,13.33,1.3,19.23,23.08,23.08,271.89,23.08,0.62,20.19,25.23,0,0.95,0,0,26.92,0,28.85,0,0,65.98,0,64.06,0,8.65,0,0,0,62.73,1.29,48.08,48.08,48.08,0,0,0,182.7

25,06:00-06:15,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0.51,0,15.21,0,0,0,0,13.33,1.3,19.23,25.96,25.96,271.89,25.96,0.62,20.19,25.23,0,0.95,0,0,26.92,0,28.85,0,0,65.98,0,86.74,0,8.65,0,0,0,81.74,1.29,48.08,48.08,48.08,0,0,0,230.78

26,06:15-06:30,0,0,0.11,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0.81,0,15.41,0,0,0,0,13.33,1.3,19.23,25.96,25.96,271.89,25.96,0.62,20.19,24.72,0,0.95,0,0,26.92,0,28.85,0,0,65.98,0,86.74,0,8.65,0,0,0,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

27,06:30-06:45,0,0,1.09,13.34,0,0,6.67,0,6.67,0,6.67,19.99,1.37,0,15.41,0,0,0,0,13.33,1.3,19.23,28.85,28.85,271.89,28.85,0,20.19,24.72,0,0.95,0,0,26.92,0,28.85,0,0,65.98,0,86.74,0,8.65,0,0,0,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

28,06:45-07:00,0,0,3.84,13.34,0,0,6.67,0,6.67,1,6.67,19.99,3.37,0,15.61,0,0,0,0,13.33,1.3,19.23,28.85,28.85,271.89,28.85,0,20.19,24.72,0,0.95,0,0,26.92,0,28.85,0,0,65.98,0,86.74,0,8.65,0,0,0,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

29,07:00-07:15,2,0,9.38,13.34,0,0,6.67,1,6.67,3,6.67,19.99,7.44,0,14.41,1,0.94,0,0,13.33,1.3,19.23,34.62,34.62,271.89,43.27,0.62,20.19,24.22,5.77,0.95,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,0.06,86.74,50,8.65,0,0.06,0.06,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

30,07:15-07:30,3,1,18.32,13.34,0.01,1,6.67,4,6.67,7,6.67,19.99,14.06,0.03,13.41,2,6.47,0.26,1,13.33,1.3,19.23,34.62,34.62,271.89,43.27,0.62,20.19,23.21,5.77,0.95,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,0.25,86.74,50,8.65,0,0.25,0.25,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

31,07:30-07:45,5,3,30.81,13.34,0.56,2,6.83,7,6.67,10,6.83,20.51,24.33,2.77,13.01,3,14.45,0.52,2,13.33,1.3,19.23,34.62,34.62,271.89,43.27,0.62,20.19,23.21,5.77,0.95,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,0.63,86.74,50,8.65,0,0.61,0.61,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

32,07:45-08:00,8,7,29.75,13.34,2.32,3,7,18,6.67,17,7,21,29.75,11.59,13.01,6,22.3,2.34,3,13.33,1.3,19.23,34.62,34.62,271.89,43.27,0.62,20.19,23.21,5.77,0.95,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,1.17,86.74,50,8.65,0,1.15,1.15,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

33,08:00-08:15,13,13,31.35,13.34,5.72,5,7.17,32,6.67,24,7.17,21.49,31.35,28.61,13.21,10,31.95,6.52,5,13.33,1.34,19.23,36.54,36.54,271.89,43.27,0.62,20.19,23.21,5.77,0.95,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,2.5,86.74,50,8.65,0,2.44,2.44,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

34,08:15-08:30,18,21,29.23,13.34,10.65,9,7.33,49,6.67,29.23,7.33,22.01,29.24,53.25,13.61,17,43.89,14.22,8,13.33,1.34,19.23,36.54,36.54,271.89,43.27,0.62,20.19,22.71,5.77,0.95,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,3.88,86.74,50,8.65,0,3.78,3.78,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

35,08:30-08:45,29,28,29.73,13.34,15.59,16,7.5,67,6.67,29.73,7.5,22.5,29.74,77.92,13.81,29,57.14,22.59,14,13.33,1.34,19.23,36.54,36.54,271.89,43.27,0.62,20.19,22.71,5.77,0.95,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,5.21,86.74,50,14.42,0,5.09,5.09,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

36,08:45-09:00,43,36,30.13,13.34,20.5,21,7.67,84,6.67,30.13,7.67,22.99,30.14,102.5,14.01,37,70.41,31.94,18,13.33,1.34,19.23,36.54,36.54,271.89,43.27,0.62,20.19,22.71,5.77,0.95,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,6.58,86.74,50,14.42,0,6.42,6.42,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

37,09:00-09:15,50,45,30.13,13.34,25.12,27,6.83,105,6.67,30.13,6.83,20.51,30.14,125.57,15.41,55,82.74,43.51,28,13.33,1.34,19.23,36.54,36.54,271.89,43.27,0,20.19,22.71,5.77,0.95,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,8.07,86.74,0,14.42,0,7.87,7.87,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

38,09:15-09:30,57,52,30.13,13.34,29.51,31,6.67,123,6.67,30.13,6.67,19.99,30.14,147.55,15.21,63,93.84,53.57,32,13.33,1.34,19.23,36.54,36.54,271.89,43.27,0,20.19,22.2,5.77,0.95,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,9.47,86.74,0,14.42,0,9.24,9.24,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

39,09:30-09:45,65,61,30.13,13.34,33.64,33,8.33,144,6.67,30.13,8.33,25.01,30.14,168.17,15.01,70,104.16,62.45,35,13.33,1.34,19.23,36.54,36.54,271.89,43.27,0.62,20.19,21.7,5.77,0.95,96.16,7.69,26.92,90.39,28.85,9.62,30.77,65.98,10.78,86.74,0,14.42,0,10.51,10.51,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

40,09:45-10:00,72,66,30.13,13,37.46,36,8.17,154,6.67,30.13,8.17,24.49,30.14,187.29,14.81,76,113.62,70.25,38,13,1.34,19.23,36.54,36.54,271.89,43.27,0.62,20.19,21.19,5.77,0.95,96.16,7.69,26.92,90.39,28.85,9.62,30.77,65.98,12.09,86.74,0,14.42,0,11.79,11.79,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

41,10:00-10:15,81,70,30.13,14.34,41.02,39,8,165,6.67,30.13,8,24,30.14,205.1,12.01,80,122.16,77.92,40,14.33,1.38,19.23,33.66,33.66,271.89,43.27,0.62,20.19,21.19,0,0.95,0,0,26.92,0,28.85,0,0,65.98,13.21,86.74,0,8.65,0,12.88,12.88,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

42,10:15-10:30,85,75,30.13,14,44.23,41,7.83,175,6.67,30.13,7.83,23.51,30.14,221.14,12.01,86,129.41,84.35,43,14,1.38,19.23,33.66,33.66,271.89,43.27,0.62,20.19,21.19,0,0.95,0,0,26.92,0,28.85,0,0,65.98,14.8,86.74,0,8.65,0,14.45,14.45,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

43,10:30-10:45,89,79,30.13,14,47.12,43,7.67,186,6.67,30.13,7.67,22.99,30.14,235.58,11,92,135.4,90.21,46,14,1.38,19.23,31.73,31.73,271.89,43.27,0.62,20.19,21.19,0,0.95,0,0,26.92,0,28.85,0,0,65.98,15.81,86.74,0,8.65,0,15.42,15.42,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

44,10:45-11:00,91,82,30.13,14,47.5,45,7.5,193,6.67,30.13,7.5,22.5,30.14,237.5,11,95,140.53,95.39,47,14,1.38,19.23,31.73,31.73,271.89,43.27,0.62,20.19,20.69,0,0.95,0,0,26.92,0,28.85,0,0,65.98,16.81,86.74,0,8.65,0,16.4,16.4,100.18,1.29,48.08,48.08,48.08,0,0,0,261.07

45,11:00-11:15,92,85,30.13,14,47.5,46,7.33,200,6.67,30.13,7.33,22.01,30.14,237.5,11,99,144.9,100,49,14,1.38,19.23,29.81,29.81,271.89,28.85,0.62,20.19,20.69,0,0.99,0,0,26.92,0,28.85,0,0,65.98,17.23,64.06,0,8.65,0,16.81,16.81,100.18,1.29,48.08,48.08,48.08,0,0,0,230.35

46,11:15-11:30,93,85,30.13,13.66,47.5,47,7.17,200,6.67,30.13,7.17,21.49,30.14,237.5,11,100,148.91,100,50,13.67,1.38,19.23,29.81,29.81,271.89,28.85,0.62,20.19,20.69,0,0.99,0,0,26.92,0,28.85,0,0,65.98,17.23,64.06,0,8.65,0,16.81,16.81,100.18,1.29,48.08,48.08,48.08,0,0,0,202.55

47,11:30-11:45,95,85,30.13,13.66,47.5,47,7,200,6.67,30.13,7,21,30.14,237.5,11,100,152.36,100,50,13.67,1.38,19.23,29.81,29.81,271.89,28.85,0,20.19,20.18,0,0.99,0,0,26.92,0,28.85,0,0,70.13,17.23,59.46,0,8.65,0,16.81,16.81,100.18,1.29,48.08,48.08,48.08,0,0,0,208.32

48,11:45-12:00,95,85,30.13,13.66,47.5,48,6.83,200,6.67,30.13,6.83,20.51,30.14,237.5,11,100,155.3,100,50,13.67,1.38,19.23,29.81,29.81,271.89,28.85,0,20.19,19.68,0,0.99,0,0,26.92,0,28.85,0,0,70.13,17.23,59.46,0,8.65,0,16.81,16.81,71.33,1.29,48.08,48.08,48.08,0,0,0,194.86

49,12:00-12:15,95,85,30.13,13.66,47.5,48,6.67,200,6.67,30.13,6.67,19.99,30.14,237.5,11,100,157.16,100,50,13.67,1.43,19.23,28.85,28.85,271.89,28.85,0.62,20.19,19.68,0,0.99,0,0,26.92,0,28.85,0,0,70.13,17.23,59.46,0,8.65,0,16.81,16.81,62.73,1.29,48.08,48.08,48.08,0,0,0,165.35

50,12:15-12:30,95,85,30.13,13.34,47.5,48,6.67,200,6.67,30.13,6.67,19.99,30.14,237.5,11,100,158.25,100,50,13.33,1.43,19.23,28.85,28.85,271.89,28.85,0.62,20.19,19.68,0,0.99,0,0,26.92,0,28.85,0,0,70.13,17.23,59.46,0,8.65,0,16.81,16.81,62.73,1.29,48.08,48.08,48.08,0,0,0,165.35

51,12:30-12:45,95,85,30.13,13.34,47.5,48,6.67,200,6.67,30.13,6.67,19.99,30.14,237.5,11,100,158.21,100,50,13.33,1.43,19.23,25.96,25.96,271.89,25.96,0.62,20.19,19.68,0,0.99,0,0,26.92,0,28.85,0,0,70.13,17.23,59.46,0,8.65,0,16.81,16.81,62.73,1.29,48.08,48.08,48.08,0,0,0,165.35

52,12:45-13:00,95,85,30.13,13.34,47.5,48,6.67,200,6.67,30.13,6.67,19.99,30.14,237.5,11,100,157.32,100,50,13.33,1.43,19.23,25.96,25.96,271.89,25.96,0.62,20.19,19.17,0,0.99,0,0,26.92,0,28.85,0,0,70.13,17.23,59.46,0,8.65,0,16.81,16.81,62.73,1.29,48.08,48.08,48.08,0,0,0,133.66

53,13:00-13:15,95,85,30.13,13.34,47.5,48,6.67,200,6.67,30.13,6.67,19.99,30.14,237.5,11.61,100,155.5,100,50,13.33,1.43,19.23,25.96,25.96,230.78,25.96,0.62,20.19,19.17,0,0.99,0,0,26.92,0,28.85,0,0,70.13,17.23,59.46,0,8.65,0,16.81,16.81,62.73,1.29,48.08,48.08,48.08,0,0,0,133.66

54,13:15-13:30,94,85,30.13,13.34,47.5,48,6.67,200,6.67,30.13,6.67,19.99,30.14,237.5,11.61,100,152.89,100,50,13.33,1.43,19.23,25.96,25.96,230.78,25.96,0.62,20.19,19.17,0,0.99,0,0,26.92,0,28.85,0,0,70.13,17.23,59.46,0,8.65,0,16.81,16.81,62.73,1.29,48.08,48.08,48.08,0,0,0,133.66

55,13:30-13:45,93,85,30.13,13.34,47.5,48,6.67,200,6.67,30.13,6.67,19.99,30.14,237.5,11.81,100,138.71,100,50,13.33,1.43,19.23,23.08,23.08,271.89,23.08,0.62,20.19,19.17,0,0.99,0,0,26.92,0,28.85,0,0,70.13,17.23,59.46,0,8.65,0,16.81,16.81,62.73,1.29,48.08,48.08,48.08,0,0,0,133.66

56,13:45-14:00,92,84,30.13,13.34,47.5,47,6.67,196,6.67,30.13,6.67,19.99,30.14,237.5,12.01,100,136.49,100,50,13.33,1.43,19.23,23.08,23.08,271.89,23.08,0.62,20.19,19.17,0,0.99,0,0,26.92,0,28.85,0,0,70.13,17.23,59.46,0,8.65,0,16.81,16.81,62.73,1.29,48.08,48.08,48.08,0,0,0,133.66

57,14:00-14:15,91,82,30.13,13.34,47.5,47,6.67,193,6.67,30.13,6.67,19.99,30.14,237.5,12.21,100,132.5,100,50,13.33,1.48,19.23,23.08,23.08,271.89,23.08,0,20.19,19.17,0,0.99,0,0,26.92,0,28.85,0,0,70.13,17.23,59.46,0,8.65,0,16.81,16.81,62.73,1.29,48.08,48.08,48.08,0,0,0,133.66

58,14:15-14:30,91,81,30.13,13.34,47.5,45,6.67,189,6.67,30.13,6.67,19.99,30.14,237.5,12.41,97,127.51,100,48,13.33,1.48,19.23,23.08,23.08,271.89,23.08,0,20.19,19.17,0,0.99,0,0,26.92,0,28.85,0,0,70.13,17.23,59.46,0,8.65,0,16.81,16.81,62.73,1.29,48.08,48.08,48.08,0,0,0,133.66

59,14:30-14:45,90,84,30.13,13.34,47.5,44,6.67,196,6.67,30.13,6.67,19.99,30.14,237.5,13.81,95,121.58,100,47,13.33,1.48,19.23,23.08,23.08,271.89,23.08,0.62,20.19,19.17,0,0.99,0,0,26.92,0,28.85,0,0,70.13,17.23,59.46,0,8.65,0,16.81,16.81,62.73,1.29,48.08,48.08,48.08,0,0,0,133.66

60,14:45-15:00,88,79,30.13,13.34,47.5,42,6.67,186,6.67,30.13,6.67,19.99,30.14,237.5,17.21,91,114.65,100,46,13.33,1.48,19.23,23.08,23.08,271.89,23.08,0.62,20.19,19.68,0,0.99,0,0,26.92,0,28.85,0,0,70.13,16.76,59.46,0,8.65,0,16.36,16.36,62.73,1.29,48.08,48.08,48.08,0,0,0,133.66

61,15:00-15:15,86,78,30.63,13.34,47.06,39,6.67,182,6.67,30.63,6.67,19.99,30.64,235.29,14.01,86,113.06,97.12,43,13.33,1.48,19.23,23.08,23.08,271.89,23.08,0.62,20.19,20.18,0,1.07,0,0,26.92,0,28.85,0,0,70.13,15.61,59.46,0,8.65,0,15.23,15.23,62.73,1.29,48.08,48.08,30.77,0,0,0,133.66

62,15:15-15:30,82,73,30.63,13.34,44.65,38,6.67,172,6.67,30.63,6.67,19.99,30.64,223.23,14.41,81,104.03,92.16,40,13.33,1.48,19.23,23.08,23.08,271.89,23.08,0.62,20.19,20.69,0,1.07,0,0,26.92,0,28.85,0,0,70.13,14.19,59.46,0,8.65,0,13.85,13.85,62.73,1.29,48.08,48.08,30.77,0,0,0,165.35

63,15:30-15:45,76,67,32.82,13.34,41.43,35,6.67,158,6.67,26,6.67,19.99,32.82,207.16,14.81,74,94.12,86.65,37,13.33,1.48,19.23,23.08,23.08,271.89,23.08,0.62,20.19,20.69,0,1.07,0,0,26.92,0,28.85,0,0,70.13,12.84,59.46,0,8.65,0,12.53,12.53,100.18,1.29,48.08,48.08,30.77,0,0,0,165.35

