Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2025/06/01/7782,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/20/3628,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/2868,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/2569,GNA/NR/2025/04/01/8964,GNA/NR/2025/06/01/4444,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/7663,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/01/9257,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/5280,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07
8,01:45-02:00,0,25.99,0,6.67,8.67,0,0,8.67,38.02,0,0,0,0,0,11.91,26.5,15.33,20.54,20.85,86.29,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,0,16.74,41.07,0,20.54,0,8.46,11.92,26.5,30.28,10.49,100.68,6.56,10.63,130.75,115.92,0,0,0,0,0,0,0

9,02:00-02:15,0,57,0,9.67,19,0,0,19,37.82,0,0,0,0,0,11.91,26.5,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,16.55,41.07,0,20.54,0,8.46,11.92,26.5,29.77,10.49,100.68,6.28,10.63,130.75,115.92,0,0,0,0,0,0,0

10,02:15-02:30,0,55.01,0,9,18.33,0,0,18.33,38.02,0,0,0,0,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,16.55,41.07,0,20.54,0,8.46,11.92,26.93,29.77,10.49,100.68,6.28,10.63,130.75,115.92,0,0,0,0,0,0,0

11,02:30-02:45,0,37.5,0,8.33,12.5,0,0,12.5,37.42,0,0,0,0,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,16.55,41.07,0,20.54,0,8.46,11.92,26.93,29.77,10.49,100.68,6.28,10.63,130.75,115.92,0,0,0,0,0,0,0

12,02:45-03:00,0,36.49,0,7.33,12.17,0,0,12.17,36.22,0,0,0,0,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,16.55,41.07,0,20.54,0,8.46,11.92,26.93,29.77,10.49,100.68,6.28,10.63,130.75,115.92,0,0,0,0,0,0,0

13,03:00-03:15,0,34.99,0,3.33,11.67,0,0,11.67,30.61,0,0,0,0,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,16.37,41.07,0,20.54,0,8.46,11.92,26.93,29.77,10.28,100.68,6.28,10.63,130.75,115.92,0,0,0,0,0,0,0

14,03:15-03:30,0,34.01,0,3.33,11.33,0,0,11.33,30.01,0,0,0,0,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,16.37,41.07,0,20.54,0,8.46,11.92,26.93,29.26,10.28,100.68,6.28,10.63,130.75,115.92,0,0,0,0,0,0,0

15,03:30-03:45,0,21,0,3.33,7,0,0,7,35.01,0,0,0,0,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.01,164.29,16.37,41.07,0,20.54,0,8.46,11.92,26.93,29.26,10.28,100.68,6.28,10.63,130.75,115.92,0,0,0,0,0,0,0

16,03:45-04:00,0,21,0,3.33,7,0,0,7,34.81,0,0,0,0,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.02,164.29,16.37,41.07,0,20.54,0,8.46,11.92,26.93,29.26,10.28,100.68,6.28,10.63,130.75,115.92,0,0,0,0,0,0,0

17,04:00-04:15,0,30,0,3.33,10,0,0,10,34.41,0,0,0,0,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.02,164.29,16.19,41.07,0,20.54,0,8.46,11.92,26.93,29.26,10.28,100.68,6.09,10.63,130.75,115.92,0,0,0,0,0,0,0

18,04:15-04:30,0,28.99,0,3.33,9.67,0,0,9.67,34.21,0,0,0,0,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.02,164.29,16.19,41.07,0,20.54,0,8.46,11.92,26.93,29.77,10.28,100.68,6.09,10.63,130.75,115.92,0,0,0,0,0,0,0

19,04:30-04:45,0,28.01,0,3.33,9.33,0,0,9.33,27.81,0,0,0,0,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.03,164.29,16.19,41.07,0,20.54,0,8.46,11.92,26.93,29.77,10.28,100.68,6.09,10.63,130.75,85.24,0,0,0,0,0,0,0

20,04:45-05:00,0,26.51,0,3.33,8.83,0,0,8.83,27.01,0,0,0,0,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,16.19,41.07,0,20.54,0,8.46,11.92,26.93,29.77,10.28,100.68,6.09,10.63,130.75,85.24,0,0,0,0,0,0,0

21,05:00-05:15,0,25.01,0,3.33,8.33,0,0,8.33,26.01,0,0,0,0,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,16,41.07,0,20.54,0,8.46,11.92,26.93,29.77,10.28,100.68,6.09,10.63,130.75,70.46,0,0,0,0,0,0,0

22,05:15-05:30,0,23.51,0,3.33,7.83,0,0,7.83,25.21,0,0,0,0,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,16,41.07,0,20.54,0,8.46,11.92,26.93,29.77,10.28,100.68,6.09,10.63,130.75,70.46,0,0,0,0,0,0,0

23,05:30-05:45,0,22.5,0,7.33,7.5,0,0,7.5,25.81,0,0,0,0.14,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,16,41.07,0,20.54,0,8.46,11.92,26.93,30.28,10.45,100.68,6.09,10.63,130.75,85.24,0,0,0,0,0,0,0

24,05:45-06:00,0,21,0,7.33,7,0,0,7,26.21,0,0.4,0,1.15,0,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,16,41.07,0,20.54,0,8.46,11.92,26.93,29.27,10.45,100.68,6.09,10.63,130.75,85.24,0,0,1,0,0,0,0

25,06:00-06:15,6.75,21,0,7.33,7,0,0,7,25.81,0,1.05,11.99,3.03,1,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,15.82,41.07,0,20.54,0,8.46,11.92,26.93,28.77,10.45,100.68,6.09,10.63,130.75,85.24,0,1,1,1,0.19,0.95,0

26,06:15-06:30,12.13,21,0,7.33,7,0,0,7,25.61,1,1.7,19.49,5.63,2,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,15.82,41.07,0,20.54,0,8.46,11.92,26.93,28.77,10.45,100.68,6.09,10.63,130.75,85.24,0,2,3,2,0.51,2.52,0

27,06:30-06:45,18.01,22.5,0,7.33,7.5,0,3,7.5,26.01,2,5.7,28.73,9.07,3,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,15.82,41.07,1.11,20.54,0.85,8.46,11.92,26.93,29.27,10.45,100.68,6.09,10.63,130.75,85.24,1.11,3,4,3,0.92,4.58,0

28,06:45-07:00,26.06,22.5,0,7.33,7.5,0,6,7.5,27.81,3,8.84,33,13.28,7,11.91,26.93,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.68,164.29,15.82,41.07,1.97,20.54,1.52,8.46,11.92,26.93,30.28,10.45,100.68,6.09,10.63,130.75,85.24,1.97,6,6,4,4.42,22.09,0

29,07:00-07:15,33,22.5,0,7.33,7.5,0,10,7.5,28.61,7,12.18,33,18.03,13,11.91,26.93,15.33,20.54,20.85,58.63,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.03,164.29,15.63,41.07,2.81,20.54,2.17,8.46,11.92,26.93,30.28,10.28,100.68,5.81,10.63,130.75,85.24,2.81,11,7,5,6.33,31.66,0

30,07:15-07:30,33,22.5,0,7.33,7.5,0,16,7.5,27.81,8,15.6,33,23.22,17,11.91,26.93,15.33,20.54,20.85,58.63,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.03,164.29,15.63,41.07,3.55,20.54,2.75,8.46,11.92,26.93,30.78,10.28,100.68,5.81,10.63,130.75,85.24,3.55,14,9,6,8,39.98,0

31,07:30-07:45,33,22.5,0,10,7.5,0,22,7.5,27.81,12,19.11,33,19.51,23,11.91,26.93,15.33,20.54,20.85,58.63,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,4.03,164.29,17.11,41.07,4.33,20.54,3.34,8.46,11.92,26.93,31.28,10.28,100.68,5.81,10.63,98.76,85.24,4.33,17,16,8,9.79,48.96,0

32,07:45-08:00,33,22.5,0,9.67,7.5,0,30,7.5,28.41,15,23.32,33,21.46,30,11.91,26.93,15.33,20.54,20.85,38.66,20.54,41.07,41.07,19.33,-0,29.06,234.59,15.32,53.39,4.03,164.29,17.11,41.07,5.09,20.54,3.93,8.46,11.92,26.93,31.28,10.28,100.68,5.81,10.63,52.19,70.46,5.09,22,21,11,11.77,58.82,0

33,08:00-08:15,33,22.5,0,9.33,7.5,0,33,7.5,20.41,15,28.24,33,24.38,30,11.91,26.93,11.07,20.54,20.85,38.66,20.54,41.07,41.07,19.33,-82.2,29.06,173.95,15.32,53.39,4.03,164.29,16.92,41.07,5.96,20.54,4.6,8.45,11.92,26.93,31.29,10.28,100.68,5.81,10.63,52.19,70.46,5.96,25,22,15,13.91,69.54,0

34,08:15-08:30,33,22.5,0,9,7.5,0,33,7.5,21.21,18,34,33,24.38,37,11.91,26.93,11.07,20.54,20.85,38.66,20.54,41.07,41.07,19.33,-82.2,29.06,173.95,15.32,53.39,4.03,164.29,16.92,41.07,6.82,20.54,5.27,8.45,11.92,26.93,31.29,10.28,83.11,5.81,10.63,52.19,70.46,6.82,30,27,18,16.25,81.22,0

35,08:30-08:45,33,32.51,0,15.33,10.83,0,33,10.83,18.01,22,40.21,33,24.38,43,11.91,26.93,11.07,20.54,20.85,38.66,20.54,41.07,41.07,19.33,-82.2,29.06,173.95,15.32,53.39,4.03,164.29,16.92,41.07,7.71,20.54,5.95,8.45,11.92,26.93,30.28,10.28,83.11,5.81,10.63,52.19,70.46,7.71,33,34,21,18.81,94.04,0

36,08:45-09:00,33,30,0,13.42,10,0,33,10,18.01,25,46.28,33,56.93,50,11.91,26.93,11.07,20.54,20.85,38.66,20.54,41.07,41.07,19.33,-82.2,29.06,173.95,15.32,53.39,4.03,164.29,16.92,41.07,8.63,20.54,6.68,8.45,11.92,26.93,30.28,10.28,83.11,5.81,10.63,52.19,70.46,8.63,40,40,25,21.43,107.14,0

37,09:00-09:15,33,27.49,0,14,9.17,0,33,9.17,20.01,28,51.44,33,54.68,57,11.91,26.95,11.07,20.54,20.85,38.66,20.54,41.07,41.07,19.33,-82.2,29.06,173.95,15.32,53.39,4.03,164.29,16.74,41.07,9.44,20.54,7.3,8.45,11.92,26.95,30.28,9.9,53.15,5.62,10.63,52.19,70.46,9.44,42,51,27,23.99,119.93,0

38,09:15-09:30,33,25.01,0,13,8.33,0,33,8.33,23.01,31,55.65,33,61.1,62,11.91,26.95,11.07,20.54,20.85,38.66,20.54,41.07,41.07,19.33,-82.2,29.06,212.61,15.32,53.39,4.03,164.29,16.74,41.07,10.09,20.54,7.8,8.45,11.92,26.95,30.28,9.9,53.15,5.62,10.63,52.19,70.46,10.09,47,55,30,26.32,131.58,0

39,09:30-09:45,33,22.5,0,12.33,7.5,0,33,7.5,26.01,33,58.94,33,76.55,67,11.91,26.95,11.07,20.54,20.85,38.66,20.54,41.07,41.07,19.33,-82.2,29.06,251.26,15.32,53.39,4.03,164.29,16.74,41.07,10.77,20.54,8.32,8.45,11.92,26.95,30.28,9.9,53.15,5.62,10.63,52.19,70.46,10.77,53,60,30,30.64,153.21,0

40,09:45-10:00,33,22.5,0,11.33,7.5,0,33,7.5,29.01,36,61.77,33,79.93,71,11.91,26.95,11.07,20.54,20.85,58.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,4.03,164.29,16.74,41.07,11.66,20.54,9.01,8.45,11.92,26.95,30.28,9.9,53.15,5.62,10.63,80.06,70.46,11.66,60,64,32,32.56,162.78,0

41,10:00-10:15,33,22.5,0,10.67,7.5,0,33,7.5,19.81,37,67.61,33,81.74,75,11.91,26.95,11.07,20.54,20.85,58.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,4.03,164.29,16.55,41.07,12.38,20.54,9.57,8.45,11.92,26.95,30.28,9.66,53.15,5.62,10.63,80.06,70.46,12.38,60,69,34,34.25,171.24,0

42,10:15-10:30,33,22.5,0,9.67,7.5,0,33,7.5,20.41,38,70.48,33,113.64,77,11.91,26.95,11.07,20.54,20.85,58.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,4.03,164.29,16.55,41.07,12.79,20.54,9.87,8.45,11.92,26.95,30.28,9.66,53.15,5.62,10.63,80.06,70.46,12.79,67,72,36,35.86,179.3,0

43,10:30-10:45,33,24.75,0,8.67,8.25,0,33,8.25,12.01,40,73.3,33,118.13,80,11.91,26.95,15.33,20.54,20.85,58.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,4.03,164.29,16.55,41.07,13.58,20.54,10.5,8.45,11.92,26.95,30.28,9.66,53.15,5.15,10.63,80.06,70.46,13.58,83,75,38,40.2,200.97,0

44,10:45-11:00,33,24.75,0,8,8.25,0,33,8.25,12.01,42,76.1,33,121.42,83,11.91,26.95,15.33,20.54,20.85,58.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,4.03,164.29,16.55,41.07,13.9,20.54,10.74,8.45,11.92,26.95,30.28,9.66,53.15,5.15,10.63,80.06,70.46,13.9,86,76,39,41.95,209.72,0

45,11:00-11:15,33,27.21,0,8,9.08,0,33,9.08,12.01,45,83.32,33,126.8,90,11.91,26.95,15.33,20.54,20.85,76.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.2,164.29,16.37,41.07,14.71,20.54,11.36,8.46,11.92,26.95,30.28,9.51,82.14,3.75,10.63,112.06,70.46,14.71,88,81,39,43.56,217.79,0

46,11:15-11:30,33,27.21,0,7.33,9.08,0,33,9.08,12.01,45,85.76,33,126.8,90,11.91,26.95,15.33,20.54,20.85,76.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.98,164.29,16.37,41.07,14.71,20.54,11.36,8.46,11.92,26.95,30.28,9.51,100.68,3.75,10.63,112.06,70.46,14.71,91,81,39,44.91,224.53,0

47,11:30-11:45,33,27.21,0,6.67,9.08,0,33,9.08,9.6,45,87.58,33,126.8,90,11.91,26.95,15.33,20.54,20.85,76.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.98,164.29,16.37,41.07,14.71,20.54,11.36,8.46,11.92,26.95,30.28,9.51,100.68,3.75,10.63,112.06,70.46,14.71,91,81,41,45.82,229.07,0

48,11:45-12:00,33,27.21,0,6.67,9.08,0,33,9.08,9.6,45,89.04,33,86.31,90,11.91,26.95,15.33,20.54,20.85,76.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.98,164.29,16.37,41.07,14.71,20.54,11.36,8.46,11.92,26.95,30.28,9.51,100.68,3.75,10.63,112.06,70.46,14.71,91,81,42,45.89,229.42,0

49,12:00-12:15,33,27.21,0,1.67,9.08,0,33,9.08,9.6,43,87.77,33,86.67,87,11.91,26.97,15.33,20.54,20.85,76.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.98,164.29,16.27,41.07,14.71,20.54,11.36,8.46,11.92,26.97,30.28,10.13,100.68,5.15,10.63,112.06,70.46,14.71,95,78,43,45.89,229.42,0

50,12:15-12:30,33,27.21,0,1.67,9.08,0,33,9.08,9.6,43,88.25,33,78.28,87,11.91,26.97,15.33,20.54,20.85,76.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.98,164.29,16.27,41.07,14.71,20.54,11.36,8.46,11.92,26.97,30.28,10.13,100.68,5.15,10.63,112.06,70.46,14.71,95,78,43,45.89,229.42,0

51,12:30-12:45,33,27.21,0,0.33,9.08,0,33,9.08,7,43,82.34,33,80.34,87,11.91,26.97,15.33,20.54,20.85,76.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.98,164.29,16.27,41.07,14.71,20.54,11.36,8.46,11.92,26.97,30.28,10.28,100.68,5.15,10.63,112.06,70.46,14.71,91,81,43,45.89,229.42,0

52,12:45-13:00,33,27.21,0,0.33,9.08,0,33,9.08,7,43,82.12,33,82.02,87,11.91,26.97,15.33,20.54,20.85,76.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.98,164.29,16.27,41.07,14.71,20.54,11.36,8.46,11.92,26.97,30.28,10.28,82.14,5.15,10.63,112.06,70.46,14.71,91,81,42,45.76,228.77,0

53,13:00-13:15,33,27.21,0,0.33,9.08,0,33,9.08,10.6,46,82.55,33,83.56,91,11.91,26.97,15.33,20.54,20.85,76.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.98,164.29,16.09,41.07,14.56,20.54,11.25,8.46,11.92,26.97,30.28,10.28,53.15,5.34,10.63,112.06,70.46,14.56,91,81,41,45.47,227.32,0

54,13:15-13:30,33,27.21,0,0.33,9.08,0,33,9.08,11.21,46,81.89,33,84.69,91,11.91,26.97,15.33,20.54,20.85,76.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.98,164.29,16.09,41.07,14.05,20.54,10.85,8.46,11.92,26.97,31.29,10.28,53.15,5.34,10.63,112.06,70.46,14.05,91,72,39,45.18,225.9,0

55,13:30-13:45,33,22.5,0,0.33,7.5,0,33,7.5,11.81,41,73.18,33,50.94,82,11.91,26.97,15.33,20.54,20.85,76.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.76,164.29,16.09,41.07,14.66,20.54,11.33,8.46,11.92,26.97,31.29,10.28,53.15,5.34,10.63,112.06,70.46,14.66,88,72,38,34.85,174.25,0

56,13:45-14:00,33,22.5,0,0.33,7.5,0,33,7.5,12.21,40,72.07,33,50.45,79,11.91,26.97,15.33,20.54,20.85,76.63,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.76,164.29,16.09,41.07,15.11,20.54,11.67,8.46,11.92,26.97,31.29,10.28,53.15,5.34,10.63,112.06,70.46,15.11,88,72,37,35.22,176.12,0

57,14:00-14:15,33,22.5,0,0.33,7.5,0,33,7.5,18.01,39,72.18,33,49.78,78,11.91,26.97,15.33,20.54,20.85,76.24,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.76,164.29,16.09,41.07,14.68,20.54,11.35,8.46,11.92,26.97,31.29,10.52,100.68,5.53,10.63,130.75,64.45,14.68,85,66,36,38.09,190.45,0

58,14:15-14:30,33,22.5,0,0.33,7.5,0,33,7.5,18.01,38,71,33,48.93,77,11.91,26.97,15.33,20.54,20.85,76.24,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.76,164.29,16.09,41.07,14.28,20.54,11.04,8.46,11.92,26.97,31.29,10.52,100.68,5.53,10.63,130.75,64.45,14.28,84,63,35,37.96,189.79,0

59,14:30-14:45,33,22.5,0,0.33,7.5,0,33,7.5,22.01,30,68.03,33,25.36,60,11.91,26.97,15.33,20.54,20.85,76.24,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.76,164.29,16.09,41.07,13.91,20.54,10.75,8.46,11.92,26.97,31.29,10.52,100.68,5.53,10.63,130.75,64.45,13.91,73,57,34,38.71,193.55,0

60,14:45-15:00,33,22.5,0,0.33,7.5,0,33,7.5,22.01,29,64.59,33,25.36,58,11.91,26.97,15.33,20.54,20.85,76.24,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.76,164.29,16.09,41.07,13.58,20.54,10.5,8.46,11.92,26.97,31.29,10.52,100.68,5.53,10.63,130.75,64.45,13.58,70,52,32,35.85,179.23,0

61,15:00-15:15,33,22.5,0,0.33,7.5,0,33,7.5,29.01,28,61.99,33,25.36,57,11.91,26.97,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.76,164.29,16.27,41.07,13.46,20.54,10.4,8.46,11.92,26.97,31.29,10.6,100.68,5.9,10.63,130.75,64.45,13.46,62,49,30,26.67,133.33,0

