Block,Time,DHAULIGNGA,AURY_GF,AURY_RF,KKNPPU2,KOTESHWR,NJPC,RAMPUR,SINGRAULI,TANAKPUR,FSTPP I & II,JHAJJAR,KISHANGANGA,NLCEXP,NLCIIST2,RSTPSU7,SEWA2,TALA,UNCHAHAR3,UNCHAHAR4,ANTA_LF,DADRI_RF,DADRT2,DULHASTI,KUDGI,MAPS,NAPP,NLCIIST1,NNTPP,RAPPC,TANDA2,TEHRI,ANTA_CRF,KGSU1AND2,KOLDAM,NTPL,SALAL,SIMHST1,ANTA_GF,ANTA_RF,CHAMERA1,CHAMERA2,KHSTPP-I,RIHAND3,SASAN,SIMHST2,TALST2,UNCHAHAR1,VALLURNTECL,DADRI_CRF,DADRI_LF,BRBCL,CHAMERA3,KHSTPP-II,NLCTS2EXP,PARBATI3,RAPPB,RIHAND1,RIHAND2,TelanganaSTPP,UNCHAHAR2,AURY_CRF,AURY_LF,BSIUL,KGSU3AND4,KKNP,RSTPSU1TO6,SINGRAULI_HYDRO,URI,URI2,DADRI_GF
17,04:00-04:15,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,9.33,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,26.73,0,0,28.56,0,0,45.53,124.33,335.25,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,35.33,31.9,0

18,04:15-04:30,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,9.33,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,26.73,0,0,28.56,0,0,45.53,124.33,335.25,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,35.33,31.9,0

19,04:30-04:45,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,14.66,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,26.73,0,0,28.56,0,0,45.53,124.33,335.25,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,35.33,31.9,0

20,04:45-05:00,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,11.21,0,0,0,0,26.73,0,0,28.56,0,0,45.53,124.33,335.25,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,35.33,31.9,0

21,05:00-05:15,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,678.96,16.48,0,0,20.29,0,0,25.64,0,22.43,0,0,0,0,26.73,0,0,28.56,0,0,45.53,124.33,335.25,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,35.33,31.9,0

22,05:15-05:30,0,0,68.96,0,8.87,19.88,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,678.96,16.48,0,0,20.29,0,0,25.64,0,34.77,0,0,0,0,26.73,0,0,28.56,0,0,45.53,124.33,335.25,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,35.33,31.9,0

23,05:30-05:45,9.14,0,68.96,0,8.87,43.56,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,679,16.48,0,0,20.29,0,0,25.64,0,34.77,0,0,0,0,26.73,0,0,28.56,0,0,45.53,124.33,335.25,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,35.33,31.9,0

24,05:45-06:00,9.14,0,68.96,0,8.87,70.17,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,679,16.48,0,0,20.29,0,0,25.64,0,34.77,0,0,0,0,26.73,0,0,28.56,13.03,2.66,45.53,124.33,335.25,0,0,9.71,0,0,0,20,0,148.3,0,2.54,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,35.33,31.9,0

25,06:00-06:15,9.14,0,68.96,0,8.87,70.17,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,679,16.48,0,0,20.29,0,0,25.64,0,34.77,0,0,0,0,26.73,0,0,28.98,13.43,13.17,45.53,124.33,365.62,0,0,9.71,0,0,0,20,0,148.3,0,6.37,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,39.75,31.9,0

26,06:15-06:30,18.27,0,68.96,0,17.75,93.56,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,679,32.96,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,26.73,0,0,28.98,28.05,26.34,45.53,124.33,376.88,0,0,9.71,0,0,0,20,19.35,148.3,0,33.1,0,92,118.76,0,42.39,0,0,13.04,0,0,0,0.77,39.75,31.9,0

27,06:30-06:45,27.41,0,68.96,0,39.05,116.95,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,679,49.43,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,26.73,0,0,28.98,42.15,39.51,45.53,124.33,388.12,0,0,9.71,0,0,0,20,29.06,148.3,0,33.1,0,92,118.76,0,42.39,0,0,19.56,0,0,0,0.77,39.75,33.23,0

28,06:45-07:00,27.41,0,68.96,0,39.05,140.35,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,679,49.43,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,26.73,0,0,29.08,42.15,39.51,45.53,124.33,400.5,0,0,9.71,0,0,0,20,29.06,148.3,0,33.1,0,92,118.76,0,42.39,0,0,19.56,0,0,0,0.77,39.75,33.23,0

29,07:00-07:15,27.41,0,68.96,0,39.05,140.35,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,49.43,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,26.73,0,0,29.08,42.15,39.51,45.53,124.33,400.5,0,0,9.71,0,0,0,20,29.06,148.3,0,33.1,0,92,118.76,0,42.39,0,0,19.56,0,0,0,0.77,35.33,33.23,0

30,07:15-07:30,27.41,0,68.96,0,39.05,140.35,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,49.43,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,26.73,0,0,29.08,42.15,39.51,45.53,124.33,400.5,0,0,9.71,0,0,0,20,29.06,148.3,0,33.1,0,92,118.76,0,42.39,0,0,19.56,0,0,0,0.77,35.33,33.23,0

31,07:30-07:45,27.41,0,68.96,0,39.05,140.35,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,49.43,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,15.11,0,0,29.08,42.15,39.51,45.53,124.33,400.5,0,0,9.71,0,0,0,20,29.06,148.3,0,33.1,0,92,118.76,0,42.39,0,0,19.56,0,0,0,0.77,35.33,33.23,0

32,07:45-08:00,27.41,0,68.96,0,39.05,140.35,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,49.43,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,15.11,0,0,28.98,42.15,39.51,45.53,124.33,400.5,0,0,9.71,0,0,0,20,29.06,148.3,0,6.37,0,92,118.76,0,42.39,0,0,19.56,0,0,0,0.77,35.33,33.23,0

33,08:00-08:15,18.27,0,68.96,0,17.75,116.95,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,32.96,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,15.11,0,0,28.88,42.15,39.51,45.53,124.33,400.5,0,0,9.71,0,0,0,20,9.68,148.3,0,3.57,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,35.33,31.9,0

34,08:15-08:30,18.27,0,68.96,0,8.87,93.56,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,32.96,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,15.11,0,0,28.66,42.15,26.34,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,39.75,31.9,0

35,08:30-08:45,9.14,0,68.96,0,8.87,70.17,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,15.11,0,0,28.56,42.15,13.17,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,39.75,31.9,0

36,08:45-09:00,9.14,0,68.96,0,8.87,43.56,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,45.36,0,0,0,0,15.11,0,0,28.56,42.15,13.17,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,39.75,31.9,0

37,09:00-09:15,0,0,68.96,0,8.87,19.8,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,34.02,0,0,0,0,15.11,0,0,28.35,24.49,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,39.75,31.9,0

38,09:15-09:30,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,10.53,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,22.68,0,0,0,0,70.88,0,0,28.14,24.49,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,36.43,31.9,0

39,09:30-09:45,0,0,68.96,0,8.87,0,0,133.5,5.76,11.7,434.65,0,0,0,0,10.53,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,22.55,0,0,0,0,70.88,0,0,27.93,12.27,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,36.43,31.9,0

40,09:45-10:00,0,0,68.96,0,8.87,0,0,133.5,5.76,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,11.21,0,0,0,0,70.88,0,0,27.93,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,36.43,31.9,0

41,10:00-10:15,0,0,68.96,0,8.87,0,0,133.5,5.76,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,15.11,0,0,27.72,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,36.54,31.9,0

42,10:15-10:30,0,0,68.96,0,8.87,0,0,133.5,5.76,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,27.62,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,36.43,31.9,0

43,10:30-10:45,0,0,68.96,0,8.87,0,0,133.5,5.76,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,27.41,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,36.43,31.9,0

44,10:45-11:00,0,0,68.96,0,8.87,0,0,133.5,5.76,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,27.41,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,36.43,31.9,0

45,11:00-11:15,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,27.3,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,36.43,31.9,0

46,11:15-11:30,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,27.3,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,36.43,31.9,0

47,11:30-11:45,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,27.19,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,35.88,31.9,0

48,11:45-12:00,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,27.19,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,35.88,31.9,0

49,12:00-12:15,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,27.19,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,35.88,31.9,0

50,12:15-12:30,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,27.09,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,35.88,31.9,0

51,12:30-12:45,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,27.09,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,35.88,31.9,0

52,12:45-13:00,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,27.09,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,35.88,31.9,0

53,13:00-13:15,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,26.88,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,35.88,31.9,0

54,13:15-13:30,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,26.88,0,0,45.53,124.33,400.5,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,35.88,31.9,0

55,13:30-13:45,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,26.88,0,0,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,35.88,31.9,0

56,13:45-14:00,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,26.77,0,0,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,35.88,31.9,0

57,14:00-14:15,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,26.77,0,0,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,35.88,31.9,0

58,14:15-14:30,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,0,0,0,0,0,13.36,0,0,26.77,0,0,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0,35.88,31.9,0

59,14:30-14:45,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,11.21,0,0,0,0,13.36,0,0,26.77,0,0,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,91.8,118.76,0,42.39,0,0,0,0,0,0,0,35.88,31.9,0

60,14:45-15:00,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,0,0,0,20.29,0,0,25.64,0,22.68,0,0,0,0,26.73,0,0,26.77,0,0,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,91.8,118.76,0,42.39,0,0,0,0,0,0,0,35.88,31.9,0

61,15:00-15:15,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,22.68,0,0,0,0,26.73,0,0,26.77,0,0,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,0,0,0,0,0,35.33,31.9,0

62,15:15-15:30,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,22.68,0,0,0,0,26.73,0,0,26.77,0,0,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,0,0,0,0,0,35.33,31.9,0

63,15:30-15:45,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,22.68,0,0,0,0,26.73,0,0,26.77,0,0,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,0,0,0,0,0,35.33,31.9,0

