Block,Time,DADRT2,DHAULIGNGA,DULHASTI,FSTPP I & II,KHSTPP-II,KOLDAM,NLCEXP,NLCIIST1,RIHAND1,SALAL,SINGRAULI,TANDA2,UNCHAHAR3,DADRI_LF,CHAMERA3,KGSU1AND2,NTPL,RIHAND3,SEWA2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI2,ANTA_LF,DADRI_CRF,KHSTPP-I,MAPS,NJPC,PARBATI3,TALST2,VALLURNTECL,JHAJJAR,KKNP,ANTA_GF,AURY_LF,AURY_RF,BRBCL,BSIUL,NLCTS2EXP,RAPPC,RIHAND2,SIMHST1,SIMHST2,ANTA_CRF,CHAMERA2,KKNPPU2,NAPP,NLCIIST2,SASAN,TEHRI,UNCHAHAR4,AURY_CRF,DADRI_RF,RAMPUR,RSTPSU7,TALA,URI,AURY_GF,DADRI_GF,CHAMERA1,KGSU3AND4,KISHANGANGA,KOTESHWR,KUDGI,NNTPP,RAPPB,RSTPSU1TO6,UNCHAHAR1,ANTA_RF
65,16:00-16:15,683.14,0,0,20.8,148.3,0,0,0,92,9.29,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.32,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

66,16:15-16:30,683.14,0,0,20.8,148.3,0,0,0,92,41.83,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.32,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

67,16:30-16:45,683.14,0,0,20.8,148.3,0,0,0,92,41.83,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,18.94,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.32,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

68,16:45-17:00,683.14,0,0,20.8,148.3,0,0,0,92,41.83,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,41.67,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.32,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

69,17:00-17:15,683.14,9.14,16.48,20.8,148.3,0,0,0,92,41.83,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,62.51,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.63,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,1.11,0,0,0,0,0,26.62,0,0,0,0,9.14,0

70,17:15-17:30,683.14,18.27,32.96,20.8,148.3,0,0,0,92,41.83,139.69,0,26.4,0,9.68,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,83.33,0,0,0,434.65,0,0,0,0,20,2.2,0,53.17,118.76,0,0,42.95,2.66,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,1.11,0,0,13.2,0,0,26.62,0,0,0,0,9.14,0

71,17:30-17:45,683.14,18.27,32.96,20.8,148.3,0,0,0,92,41.83,139.69,0,26.4,0,19.38,0,0,62.16,7.9,0.65,0,0,42.39,4.31,0,91.52,45.83,0,116.95,0,0,0,434.65,0,0,0,0,20,13.04,0,53.17,118.76,0,0,43.47,39.51,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,1.11,0,0,24.09,0,0,39.05,0,0,0,0,9.14,0

72,17:45-18:00,683.14,18.27,32.96,20.8,148.3,0,0,0,92,9.29,139.69,0,26.4,0,19.38,0,0,62.16,7.9,0.65,0,0,42.39,4.31,0,91.52,45.83,0,116.95,0,0,0,434.65,0,0,0,0,20,13.04,0,53.17,118.76,0,0,43.47,39.51,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,1.11,0,0,28.05,0,0,39.05,0,0,0,0,9.14,0

73,18:00-18:15,683.14,18.27,32.96,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,19.38,0,0,62.16,7.9,0.65,0,0,42.39,4.31,0,91.52,45.83,0,116.95,0,0,0,434.65,0,0,0,0,20,13.04,0,53.17,118.76,0,0,43.47,39.51,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,1.11,0,0,28.05,0,0,39.05,0,0,0,0,9.14,0

74,18:15-18:30,683.14,18.27,32.96,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,19.38,0,0,62.16,7.9,0.65,0,0,42.39,4.31,0,91.52,45.83,0,113.64,0,0,0,434.65,0,0,0,0,20,6.52,0,53.17,118.76,0,0,43.47,39.51,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,1.11,0,0,24.09,0,0,39.05,0,0,0,0,9.14,0

75,18:30-18:45,683.14,18.27,32.96,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,19.38,0,0,62.16,7.9,0.65,0,0,42.39,4.31,0,91.52,45.83,0,113.64,0,0,0,434.65,0,0,0,0,20,6.52,0,53.17,118.76,0,0,43.68,39.51,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,2.21,0,0,24.09,0,0,39.05,0,0,0,0,9.14,0

76,18:45-19:00,683.14,18.27,32.96,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,19.38,0,0,62.16,7.9,0.65,0,0,42.39,4.31,0,91.52,45.83,0,83.43,0,0,0,434.65,0,0,0,0,20,6.52,0,53.17,118.76,0,0,43.68,39.51,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,2.21,0,0,13.22,0,0,39.05,0,0,0,0,9.14,0

77,19:00-19:15,683.14,18.27,16.48,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,9.68,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,62.51,3.82,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.68,2,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,2.21,0,0,0,0,0,29.58,0,0,0,0,9.14,0

78,19:15-19:30,683.14,9.14,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,9.68,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,41.67,16.54,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.68,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,8.83,0,0,0,0,0,17.95,0,0,0,0,9.14,0

79,19:30-19:45,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,41.67,16.54,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.79,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,8.83,0,0,0,0,0,17.75,0,0,0,0,9.14,0

80,19:45-20:00,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,18.94,16.54,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.79,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,30.36,0,0,0,0,0,17.75,0,0,0,0,9.14,0

81,20:00-20:15,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,18.94,16.54,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.79,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,30.36,0,0,0,0,0,17.75,0,0,0,0,9.14,0

82,20:15-20:30,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,16.54,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.79,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,30.36,0,0,0,0,0,17.75,0,0,0,0,9.14,0

83,20:30-20:45,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,3.57,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.79,0,0,44.11,0,410.62,42.15,0,70.81,0,0,0,0,30.36,0,0,0,0,0,17.75,0,0,0,0,9.14,0

84,20:45-21:00,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.79,0,0,44.11,0,410.62,42.15,0,70.81,0,0,0,0,2.21,0,0,0,0,0,17.75,0,0,0,0,9.14,0

85,21:00-21:15,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.89,0,0,44.11,0,410.62,42.15,0,70.81,0,0,0,0,2.21,0,0,0,0,0,17.75,0,0,0,0,9.14,0

86,21:15-21:30,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.89,0,0,44.11,0,410.62,42.15,0,70.81,0,0,0,0,2.21,0,0,0,0,0,17.75,0,0,0,0,9.14,0

87,21:30-21:45,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,10.76,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.89,0,0,44.11,0,410.62,42.15,0,70.81,0,0,0,0,2.21,0,0,0,0,0,17.75,0,0,0,0,9.14,0

88,21:45-22:00,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,10.76,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.89,0,0,44.11,0,410.62,42.15,0,70.81,0,0,0,0,30.36,0,0,0,0,0,17.75,0,0,0,0,9.14,0

89,22:00-22:15,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,10.76,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.99,0,0,44.11,0,410.62,42.15,0,70.81,0,0,0,0,30.36,0,0,0,0,0,17.75,0,0,0,0,9.14,0

90,22:15-22:30,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,10.76,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.21,0,0,44.11,0,410.62,27.4,0,70.81,0,0,0,0,30.36,0,0,0,0,0,17.75,0,0,0,0,9.14,0

91,22:30-22:45,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,10.76,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.21,0,0,44.11,0,410.62,27.4,0,70.81,0,0,0,0,2.21,0,0,0,0,0,17.75,0,0,0,0,9.14,0

92,22:45-23:00,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,10.76,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.21,0,0,44.11,0,410.62,27.4,0,70.81,0,0,0,0,1.11,0,0,0,0,0,17.75,0,0,0,0,9.14,0

93,23:00-23:15,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.21,0,0,44.11,0,410.62,27.09,0,70.81,0,0,0,0,0.88,0,0,0,0,0,17.75,0,0,0,0,9.14,0

94,23:15-23:30,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.42,0,0,44.11,0,410.62,27.09,0,70.81,0,0,0,0,0.88,0,0,0,0,0,17.75,0,0,0,0,9.14,0

95,23:30-23:45,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.42,0,0,44.11,0,410.62,27.09,0,70.81,0,0,0,0,0.88,0,0,0,0,0,17.75,0,0,0,0,9.14,0

96,23:45-24:00,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.42,0,0,44.11,0,410.62,27.09,0,70.81,0,0,0,0,0.88,0,0,0,0,0,17.75,0,0,0,0,9.14,0

