Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/26072023/31072042/L_NR_2023_07,NR/01102023/30042040/GNA_LT_36,WR/01102023/01102023/L_NR_2020_06,NR/20122023/29022024/IEX_LDC_231218_00502,NR/30012024/30012024/HPX-TAMCTG-290124-05966,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,NR/30092023/31122025/SH-07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/06012024/31012024/NVVN/OA/16855,NR/26072023/25122043/L_NR_2023_10,NR/05012024/31012024/SJVN050124NR1342,NR/30012024/30012024/IEX_240129_06224,WR/01102023/31032046/L_NR_2020_05,NR/05012024/31012024/SJVN050124NR1341,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30012024/30012024/IEX_240129_06228,NR/01012024/31012024/HP-26,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/30092023/26122029/SH-06,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/31052040/LT-31,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01012024/31012024/HP-27,WR/01102023/16072048/L_NR_2022_08,NR/01102023/19072037/LT-05,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/15082037/GNA_NR_2012_01,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2022_09,NR/01012024/31012024/52,NR/01012024/31032024/ ChanjuII,NR/01102023/22052037/LT-59,NR/01102023/08032047/L_NR_2021_14,NR/01102023/06022042/L_NR_2012_07,NR/01012024/31012024/HP-28,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25072045/L_NR_2021_15,NR/01102023/05012040/L_NR_2020_02,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07)
11,02:30-02:45,0.950000,0,0.000000,8.95,11.540000,0.000000,0,0,25.760000,0,0,0,48.100000,0,0,0.000000,26.83,0,0.000000,0.000000,152.460000,14,0,118.330000,0.000000,6.730000,25.760000,8.180000,0.000000,0,0,57.290000,8.34,70.130000,8.94,11.32,53.870000,48.100000,23.090000,14,0.000000,1.290000,0.650000,0,39.440000,24.520000,18.280000,5.770000,148.800000,0,1.340000,0,0

12,02:45-03:00,0.950000,0,0.000000,9.42,11.540000,0.000000,0,0,25.760000,0,0,0,48.100000,0,0,0.000000,28.27,0,0.000000,0.000000,152.460000,14,0,118.330000,0.000000,6.730000,25.760000,8.180000,0.000000,0,0,57.290000,8,70.130000,9.43,11.4,53.870000,48.100000,23.090000,14,0.000000,1.290000,0.650000,0,39.440000,24.520000,18.280000,5.770000,148.800000,0,1.340000,0,0

13,03:00-03:15,0.950000,0,0.000000,9.72,11.540000,0.000000,0,0,25.760000,0,0,0,48.100000,0,0,0.000000,29.13,0,0.000000,0.000000,152.460000,14,0,118.330000,0.000000,6.730000,25.760000,8.180000,0.000000,0,0,57.290000,7.66,70.130000,9.71,10.12,53.870000,48.100000,23.090000,14,0.000000,1.290000,0.650000,0,39.440000,24.520000,18.280000,5.770000,148.800000,0,1.340000,0,0

14,03:15-03:30,0.950000,0,0.000000,9.76,11.540000,0.000000,0,0,25.760000,0,0,0,48.100000,0,0,0.000000,29.27,0,0.000000,0.000000,152.460000,14,0,118.330000,0.000000,6.730000,25.760000,8.180000,0.000000,0,0,57.290000,7.4,70.130000,9.76,10.2,53.870000,48.100000,23.090000,14,0.000000,1.290000,0.650000,0,39.440000,24.520000,18.280000,5.770000,148.800000,0,1.340000,0,0

15,03:30-03:45,0.950000,0,0.000000,7.5,11.540000,0.000000,0,0,25.760000,0,0,0,48.100000,0,0,0.000000,22.5,0,0.000000,0.000000,152.460000,14,0,118.330000,0.000000,6.730000,25.760000,8.180000,0.000000,0,0,57.290000,7.19,70.130000,7.5,9.99,53.870000,48.100000,23.090000,14,0.000000,1.290000,0.650000,0,39.440000,24.520000,18.280000,5.770000,148.800000,0,1.340000,0,0

16,03:45-04:00,0.950000,0,0.000000,7.5,11.540000,0.000000,0,0,25.760000,0,0,0,48.100000,0,0,0.000000,22.5,0,0.000000,0.000000,152.460000,14,0,118.330000,0.000000,6.730000,25.760000,8.180000,0.000000,0,0,57.290000,6.56,70.130000,7.5,9.85,53.870000,48.100000,23.090000,14,0.000000,1.290000,0.650000,0,39.440000,24.520000,18.280000,5.770000,148.800000,0,1.340000,0,0

17,04:00-04:15,0.950000,0,0.000000,7.5,11.540000,0.000000,0,0,25.760000,0,0,0,48.100000,0,0,0.000000,22.5,0,0.000000,0.000000,152.460000,14,0,118.330000,0.000000,6.730000,25.760000,8.180000,0.000000,0,0,57.290000,6.56,70.130000,7.5,9.77,53.870000,48.100000,22.130000,14,0.000000,1.380000,0.620000,0,39.440000,24.520000,18.280000,5.770000,148.800000,0,1.340000,0,0

18,04:15-04:30,0.950000,0,0.000000,7.5,11.540000,0.000000,0,0,25.760000,0,0,0,48.100000,0,0,0.000000,22.5,0,0.000000,0.000000,152.460000,14,0,118.330000,0.000000,6.730000,25.760000,8.180000,0.000000,0,0,57.290000,6.56,58.440000,7.5,9.66,53.870000,48.100000,22.130000,14,0.000000,1.380000,0.620000,0,39.440000,24.520000,18.280000,5.770000,148.800000,0,1.340000,0,0

19,04:30-04:45,0.950000,0,0.000000,7.5,11.540000,0.000000,0,0,25.760000,0,0,0,48.100000,0,0,0.000000,22.5,0,0.000000,0.000000,152.460000,14,0,118.330000,0.000000,6.730000,25.760000,8.180000,0.000000,0,0,57.290000,6.56,58.440000,7.5,12.14,53.870000,48.100000,22.130000,14,0.000000,1.380000,0.620000,0,39.440000,24.520000,18.280000,5.770000,148.800000,0,1.340000,0,0

20,04:45-05:00,0.950000,0,0.000000,7.5,11.540000,0.000000,0,0,25.760000,0,0,0,48.100000,0,0,0.000000,22.5,0,0.000000,0.000000,152.460000,14,0,118.330000,0.000000,6.730000,25.760000,8.180000,0.000000,0,0,57.290000,6.56,58.440000,7.5,12.13,53.870000,48.100000,22.130000,14,0.000000,1.380000,0.620000,0,39.440000,24.520000,18.280000,5.770000,192.400000,0,1.340000,0,0

21,05:00-05:15,0.950000,0,0.000000,7.5,11.540000,0.000000,0,0,25.750000,0,0,0,48.100000,0,0,0.000000,22.5,0,0.000000,0.000000,152.460000,14,0,166.430000,0.000000,6.730000,25.750000,8.180000,0.000000,0,0,57.290000,6.56,58.440000,7.5,12.19,53.870000,48.100000,22.130000,14,0.000000,1.290000,0.620000,0,57.350000,24.520000,18.280000,5.770000,230.880000,0,1.300000,0,0

22,05:15-05:30,0.950000,0,0.000000,7.5,11.540000,0.000000,0,0,25.750000,0,0,0,48.100000,0,0,0.000000,22.5,0,0.000000,0.000000,152.460000,14,0,214.530000,0.000000,6.730000,25.750000,8.180000,0.000000,0,0,57.290000,6.56,58.440000,7.5,12.32,53.870000,48.100000,23.090000,14,0.000000,1.290000,0.620000,0,76.280000,24.520000,18.280000,5.770000,270.560000,0,1.300000,0,0

23,05:30-05:45,0.950000,0,0.000000,7.5,11.540000,0.000000,0,0,25.750000,0,0,0,48.100000,0,0,0.000000,22.5,0,0.000000,0.000000,152.460000,14,0,260.320000,0.000000,6.730000,25.750000,8.180000,0.000000,0,0,57.290000,6.56,58.440000,7.5,12.44,53.870000,48.100000,23.090000,14,0.000000,1.290000,0.620000,0,76.280000,24.520000,18.280000,5.770000,270.560000,0,1.300000,0,0

24,05:45-06:00,0.950000,0,0.000000,7.26,11.540000,0.000000,0,0,25.750000,0,0,0,48.100000,0,0,0.000000,21.77,0,0.000000,0.000000,152.460000,14,0,260.320000,0.000000,6.730000,25.750000,8.180000,0.000000,0,0,57.290000,6.56,94.270000,7.26,12.52,82.730000,48.100000,23.090000,14,0.000000,1.290000,0.620000,0,86.770000,24.520000,18.280000,5.770000,270.560000,0,1.300000,0,0

25,06:00-06:15,0.950000,0,0.000000,6.89,11.540000,0.000000,0,0,30.780000,0,0,0,48.100000,0,0,0.000000,20.65,0,0.000000,0.000000,77.590000,14,0,260.320000,0.000000,6.730000,30.780000,8.180000,0.000000,0,0,0.000000,6.56,115.380000,6.88,12.57,99.680000,48.100000,23.090000,14,96.200000,1.290000,0.620000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.300000,0,0

26,06:15-06:30,0.950000,0,0.000000,6.4,11.540000,0.000000,0,0,30.780000,0,0,0,48.100000,0,0,0.000000,19.18,0,0.000000,0.000000,77.590000,14,0,260.320000,0.000000,6.730000,30.780000,8.180000,0.000000,0,0,0.000000,6.56,115.380000,6.39,12.67,99.680000,48.100000,23.090000,14,96.200000,1.290000,0.620000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.300000,0,0

27,06:30-06:45,0.950000,0,0.000000,6.14,11.540000,0.000000,0,0,30.780000,0,0,0,48.100000,0,0,0.000000,18.42,0,0.000000,0.000000,77.590000,14,0,260.320000,0.000000,6.730000,30.780000,8.180000,0.000000,0,0,0.000000,6.56,115.380000,6.14,12.77,99.680000,48.100000,23.090000,14,96.200000,1.290000,0.620000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.300000,0,1.12

28,06:45-07:00,0.950000,0,0.000000,6.14,11.540000,0.000000,0.78,0,30.780000,0,0,0,48.100000,0,0,0.000000,18.42,0,0.000000,0.000000,77.590000,13.85,0,260.320000,0.000000,6.730000,30.780000,8.180000,0.000000,0,0,0.000000,6.56,115.380000,6.14,12.92,99.680000,48.100000,22.130000,13.85,96.200000,1.290000,0.620000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.300000,0,5.56

29,07:00-07:15,0.950000,0,0.000000,6.08,11.540000,96.200000,3.04,0,30.780000,2.55,0,0,48.100000,0,0,101.010000,18.25,0,0.000000,0.000000,77.590000,13.33,0.02,260.320000,0.000000,6.730000,30.780000,8.180000,0.000000,0,0,0.000000,6.56,115.380000,6.08,10.07,99.680000,48.100000,22.130000,13.33,96.200000,1.290000,0.620000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.300000,0.592859,10.1

30,07:15-07:30,0.950000,0,0.000000,6.04,11.540000,96.200000,9.17,0,30.780000,7.45,0.2,0,48.100000,0,0,101.010000,18.17,0,0.000000,0.000000,77.590000,13.33,1.01,260.320000,0.000000,6.730000,30.780000,8.180000,0.000000,0,1,0.000000,6.56,115.380000,6.06,10.2,99.680000,48.100000,21.160000,13.33,96.200000,1.290000,0.620000,0.33,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.300000,4.315236,15.5

31,07:30-07:45,0.950000,2,0.090000,5.96,11.540000,96.200000,17.87,1,30.780000,15.48,1.37,0,48.100000,1,0,101.010000,17.91,0,0.000000,99.090000,77.590000,13.33,6.88,260.320000,0.090000,6.730000,30.780000,8.180000,0.090000,0,3,0.000000,6.56,115.380000,5.97,10.19,99.680000,48.100000,0.000000,13.33,96.200000,1.290000,0.620000,1.78,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.300000,9.855066,23.7

32,07:45:08:00,0.950000,7,0.330000,5.86,11.540000,96.200000,32.5,3,30.780000,25.49,5.37,0,48.100000,3,0,101.010000,17.56,0,0.000000,99.090000,77.590000,13.33,26.88,260.320000,0.320000,6.730000,30.780000,8.180000,0.320000,0,5,0.000000,6.56,115.380000,5.85,10.16,99.680000,48.100000,0.000000,13.33,96.200000,1.290000,0.620000,3.33,86.770000,0.000000,18.280000,5.770000,270.560000,1,1.300000,15.424053,32.51

33,08:00-08:15,0.950000,11,0.750000,5.6,11.540000,96.200000,30.34,4,30.780000,30.33,6.71,0,48.100000,4,0,101.010000,16.75,0,0.000000,99.090000,77.590000,13.33,33.54,260.320000,0.740000,6.730000,30.780000,8.180000,0.740000,0,8,0.000000,6.56,115.380000,5.58,10.09,99.680000,48.100000,0.000000,13.33,48.100000,1.380000,0.620000,5,86.770000,0.000000,18.280000,5.770000,270.560000,2,1.300000,21.683089,30.33

34,08:15-08:30,0.950000,18,1.340000,5.5,11.540000,96.200000,30.34,5,30.780000,30.33,7.56,0,48.100000,7,0,101.010000,16.5,0,0.000000,99.090000,77.590000,13.33,37.79,260.320000,1.300000,6.730000,30.780000,8.180000,1.300000,0,10,0.000000,6.56,115.380000,5.5,10.2,99.680000,48.100000,0.000000,13.33,48.100000,1.380000,0.620000,6.67,86.770000,0.000000,18.280000,5.770000,270.560000,4,1.300000,29.390256,30.33

35,08:30-08:45,0.950000,21,2.080000,5.5,11.540000,96.200000,32,5,30.780000,32,8.54,0,48.100000,9,0,101.010000,16.5,0,0.000000,99.090000,77.590000,13.33,42.72,260.320000,2.030000,6.730000,30.780000,8.180000,2.030000,0,10,0.000000,6.56,115.380000,5.5,17.13,99.680000,48.100000,0.000000,13.33,48.100000,1.380000,0.620000,10,86.770000,0.000000,18.280000,5.770000,270.560000,4,1.300000,38.603868,32

36,08:45:09:00,0.950000,25,4.030000,5.5,11.540000,96.200000,32,6,30.780000,32,10.92,0,48.100000,10,0,101.010000,16.5,0,0.000000,99.090000,77.590000,13.33,54.59,260.320000,3.930000,6.730000,30.780000,8.180000,3.930000,0,12,0.000000,6.56,115.380000,5.5,16.52,99.680000,48.100000,0.000000,13.33,48.100000,1.380000,0.620000,13.33,86.770000,0.000000,18.280000,5.770000,270.560000,7,1.300000,48.808818,32

37,09:00:09:15,0.950000,32,5.320000,5.5,11.540000,96.200000,32,8,30.780000,32,14.27,0,48.100000,13,0,101.010000,16.5,0,0.000000,99.090000,77.590000,13.33,71.36,260.320000,5.200000,6.730000,30.780000,8.180000,5.200000,0,17,0.000000,6.56,115.380000,5.5,16.06,99.680000,48.100000,0.000000,13.33,48.100000,1.290000,0.620000,16.67,86.770000,0.000000,18.280000,5.770000,270.560000,9,1.300000,59.38309,32

38,09:15-09:30,0.950000,41,6.920000,5.5,11.540000,96.200000,32,10,30.780000,32,17.46,0,48.100000,17,0,101.010000,16.5,0,0.000000,99.090000,77.590000,13.33,87.28,260.320000,6.760000,6.730000,30.780000,8.180000,6.760000,0,19,0.000000,6.56,115.380000,5.5,16.19,99.680000,48.100000,0.000000,13.33,48.100000,1.290000,0.620000,23.33,86.770000,0.000000,18.280000,5.770000,270.560000,11,1.300000,70.287808,32

39,09:30-09:45,0.000000,42,4.750000,5,11.540000,96.200000,32,10,30.780000,32,18.1,0,48.100000,18,0,101.010000,15,0,0.000000,99.090000,77.590000,10,90.51,260.320000,4.630000,6.730000,30.780000,8.180000,4.630000,0,20,0.000000,5,115.380000,5,16.62,99.680000,48.100000,0.000000,10,48.100000,1.290000,0.620000,30,86.770000,0.000000,18.280000,5.770000,270.560000,17,1.300000,80.978708,32

40,09:45-10:00,0.000000,49,5.600000,5,11.540000,96.200000,32.5,12,30.780000,32.5,22.16,0,48.100000,21,0,101.010000,15,0,0.000000,99.090000,77.590000,10,110.78,260.320000,5.460000,6.730000,30.780000,8.180000,5.460000,0,23,0.000000,5,115.380000,5,16.75,99.680000,48.100000,0.000000,10,48.100000,1.290000,0.620000,40,86.770000,0.000000,18.280000,5.770000,270.560000,19,1.300000,91.06703,32.5

41,10:00-10:15,0.950000,53,6.280000,5,11.540000,96.200000,32.5,13,30.780000,32.5,26.03,0,48.100000,22,0,101.010000,15,0,0.000000,99.090000,77.590000,10,130.14,230.880000,6.130000,6.730000,30.780000,8.180000,6.130000,0,25,0.000000,5,115.380000,5,16.83,99.680000,48.100000,0.000000,10,48.100000,1.290000,0.620000,50,86.770000,0.000000,18.280000,5.770000,270.560000,21,1.300000,100.416708,32.5

42,10:15-10:30,0.950000,63,7.270000,5,11.540000,96.200000,32.5,14,30.780000,32.5,28.97,0,48.100000,27,0,101.010000,15,0,0.000000,99.090000,77.590000,10,144.84,230.880000,7.100000,6.730000,30.780000,8.180000,7.100000,0,29,0.000000,5,115.380000,5,16.99,99.680000,48.100000,0.000000,10,48.100000,1.290000,0.620000,60,86.770000,0.000000,18.280000,5.770000,270.560000,23,1.300000,108.551511,32.5

43,10:30-10:45,0.950000,63,8.410000,5,11.540000,96.200000,32.5,16,30.780000,32.5,30.27,0,48.100000,27,0,101.010000,15,0,0.000000,99.090000,77.590000,10,151.35,230.880000,8.200000,6.730000,30.780000,8.180000,8.200000,0,31,0.000000,5,115.380000,5,17.53,99.680000,48.100000,0.000000,10,48.100000,1.290000,0.620000,70,86.770000,0.000000,18.280000,5.770000,270.560000,28,1.300000,114.723076,32.5

44,10:45-11:00,0.950000,74,9.440000,5,11.540000,96.200000,32.5,18,30.780000,32.5,33.61,0,48.100000,31,0,101.010000,15,0,0.000000,99.090000,77.590000,10,168.04,230.880000,9.210000,6.730000,30.780000,8.180000,9.210000,0,37,0.000000,5,115.380000,5,17.39,99.680000,48.100000,0.000000,10,48.100000,1.290000,0.620000,75,86.770000,0.000000,18.280000,5.770000,270.560000,30,1.300000,120.019931,32.5

45,11:00-11:15,0.950000,91,9.900000,5,11.540000,0.000000,32.5,21,30.780000,32.5,37.39,0,48.100000,39,0,0.000000,15,0,0.000000,99.090000,77.590000,10,186.94,230.880000,9.660000,6.730000,30.780000,8.180000,9.660000,0,41,0.000000,5,115.380000,5,21.17,99.680000,48.100000,0.000000,10,96.200000,1.290000,0.620000,79.65,86.770000,0.000000,18.280000,5.770000,270.560000,32,1.300000,123.926969,32.5

46,11:15-11:30,0.950000,119,11.240000,5,11.540000,0.000000,32.5,27,30.780000,32.5,40.3,0,48.100000,51,0,0.000000,15,0,0.000000,99.090000,77.590000,10,201.51,230.880000,10.960000,6.730000,30.780000,8.180000,10.960000,0,53,0.000000,5,115.380000,5,20.74,99.680000,48.100000,0.000000,10,96.200000,1.290000,0.620000,82.02,86.770000,0.000000,18.280000,5.770000,270.560000,34,1.300000,126.939859,32.5

47,11:30-11:45,0.950000,147,12.310000,5,11.540000,0.000000,32.5,35,0.000000,32.5,42.28,0,48.100000,63,0,0.000000,15,0,0.000000,99.090000,77.590000,10,211.39,230.880000,12.010000,6.730000,30.780000,8.180000,12.010000,0,69,0.000000,5,115.380000,5,20.12,99.680000,48.100000,0.000000,10,96.200000,1.290000,0.620000,66.67,86.770000,0.000000,18.280000,5.770000,270.560000,32,1.300000,129.525113,32.5

48,11:45-12:00,0.950000,161,9.880000,5,11.540000,0.000000,32.5,38,0.000000,32.5,42.47,0,48.100000,69,0,0.000000,15,0,0.000000,99.090000,77.590000,10,212.37,230.880000,9.650000,6.730000,30.780000,8.180000,9.650000,0,77,0.000000,5,115.380000,5,19.71,99.680000,48.100000,0.000000,10,96.200000,1.290000,0.620000,70,86.770000,0.000000,18.280000,5.770000,270.560000,32,1.300000,131.614698,32.5

49,12:00-12:15,0.950000,179,10.770000,5,11.540000,0.000000,32.5,42,0.000000,32.5,40.83,0,48.100000,76,0,0.000000,15,0,0.000000,99.090000,77.590000,10,204.17,230.880000,10.510000,6.730000,30.780000,8.180000,10.510000,0,85,0.000000,5,115.380000,5,15,99.680000,48.100000,0.000000,10,96.200000,1.380000,0.620000,73.33,86.770000,0.000000,18.280000,5.770000,270.560000,33,1.340000,137.543288,32.5

50,12:15-12:30,0.950000,179,11.780000,5,11.540000,0.000000,32.5,43,0.000000,32.5,40.83,0,48.100000,76,0,0.000000,15,0,0.000000,99.090000,77.590000,10,204.17,230.880000,11.500000,6.730000,30.780000,8.180000,11.500000,0,85,0.000000,5,115.380000,5,14.4,99.680000,48.100000,0.000000,10,96.200000,1.380000,0.620000,77.26,86.770000,0.000000,18.280000,5.770000,270.560000,33,1.340000,137.348908,32.5

51,12:30-12:45,0.950000,172,12.820000,5,11.540000,0.000000,32.5,41,0.000000,32.5,38.46,0,48.100000,73,0,0.000000,15,0,0.000000,0.000000,77.590000,10,192.31,230.880000,12.500000,6.730000,30.780000,8.180000,12.500000,0,82,0.000000,5,115.380000,5,13.8,99.680000,48.100000,0.000000,10,96.200000,1.380000,0.620000,71.08,86.770000,0.000000,18.280000,5.770000,270.560000,33,1.340000,136.299256,32.5

52,12:45-13:00,0.950000,172,13.040000,5,11.540000,0.000000,32.5,41,0.000000,32.5,38.46,0,48.100000,73,0,0.000000,15,0,0.000000,0.000000,77.590000,10,192.29,230.880000,12.710000,6.730000,30.780000,8.180000,12.710000,0,83,0.000000,5,115.380000,5,13.2,99.680000,48.100000,0.000000,10,96.200000,1.380000,0.620000,71.51,86.770000,0.000000,18.280000,5.770000,270.560000,33,1.340000,135.434265,32.5

