Column1,Time,GNA/NR/2024/11/01/1868,GNA/WR/2024/10/15/7089,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/9061,GNA/WR/2024/11/01/4200,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/4503,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/3646,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/5474,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14
82,20:15-20:30,8.65,200,131.81,34.59,34.59,50,1.91,0,0,0,0,7.2,80.7,1.78,87.54,0,0,17.29,8.65,97.91,1.81,2.38,0,0,0,260.83,25.74,0,34.59,0,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

83,20:30-20:45,8.65,200,131.81,34.59,34.59,50,1.91,0,0,0,0,7.2,80.7,1.78,87.54,0,0,17.29,8.65,70.04,1.81,2.38,0,0,0,260.83,25.74,0,34.59,0,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

84,20:45-21:00,8.65,200,131.81,34.59,34.59,50,1.91,0,0,0,0,7.2,80.7,1.78,87.54,0,0,17.29,8.65,70.04,1.81,2.38,0,0,0,260.83,25.74,0,34.59,0,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

85,21:00-21:15,8.65,200,112.4,34.59,34.59,50,1.91,0,0,0,0,7.2,66.29,1.62,87.54,0,0,17.29,8.65,70.04,1.81,2.48,0,0,0,212.8,25.23,0,34.59,0,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

86,21:15-21:30,8.65,200,131.81,34.59,34.59,50,1.91,0,0,0,0,7.2,66.29,1.62,87.54,0,0,17.29,8.65,70.04,1.81,2.48,0,0,0,198.52,25.23,0,34.59,0,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

87,21:30-21:45,8.65,200,131.81,34.59,34.59,50,1.91,0,0,0,0,7.2,66.29,1.39,87.54,0,0,17.29,8.65,70.04,1.81,2.48,0,0,0,193.72,26.24,0,34.59,0,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

88,21:45-22:00,8.65,200,131.81,34.59,34.59,50,1.91,0,0,0,0,7.2,66.29,1.39,87.54,0,0,17.29,8.65,70.04,1.81,2.48,0,0,0,169.33,26.24,0,34.59,0,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

89,22:00-22:15,8.65,200,131.81,25.94,25.94,50,1.76,0,0,0,0,7.2,66.29,1.39,87.54,0,0,17.29,8.65,70.04,1.81,2.48,0,63.42,0,205.16,26.24,0,25.94,190.26,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

90,22:15-22:30,8.65,200,131.81,25.94,25.94,50,1.76,0,0,0,0,7.2,66.29,1.39,87.54,0,0,17.29,8.65,70.04,1.81,2.48,0,63.42,0,198.52,26.24,0,25.94,190.26,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

91,22:30-22:45,8.65,200,132.94,25.94,25.94,50,1.76,0,0,0,0,7.2,66.29,1.39,87.54,0,0,17.29,8.65,70.04,1.81,2.48,0,63.42,0,183.15,26.24,0,25.94,190.26,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

92,22:45-23:00,8.65,200,132.94,25.94,25.94,50,1.76,0,0,0,0,7.2,66.29,1.39,87.54,0,0,17.29,8.65,70.04,1.81,2.48,0,63.42,0,169.33,26.24,0,25.94,190.26,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

93,23:00-23:15,8.65,200,131.81,25.94,25.94,50,1.76,0,0,0,0,7.2,66.29,1.39,87.54,0,0,17.29,8.65,70.04,1.81,2.38,0,63.42,0,169.33,26.24,0,25.94,190.26,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

94,23:15-23:30,8.65,200,131.81,25.94,25.94,50,1.76,0,0,0,0,7.2,66.29,1.39,87.54,0,0,17.29,8.65,70.04,1.81,2.38,0,63.42,0,169.33,26.24,0,25.94,190.26,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

95,23:30-23:45,8.65,200,131.81,25.94,25.94,50,1.76,0,0,0,0,7.4,66.29,1.39,87.54,0,0,17.29,8.65,70.04,1.81,2.38,0,63.42,0,169.33,26.24,0,25.94,190.26,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

96,23:45-24:00,8.65,200,131.81,25.94,25.94,50,1.76,0,0,0,0,7.4,66.29,1.39,87.54,0,0,17.29,8.65,70.04,1.81,2.38,0,63.42,0,169.33,26.24,0,25.94,190.26,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

