Block,Time,DHAULIGNGA,NLCEXP,PARBATI3,SINGRAULI,UNCHAHAR2,DADRI_GF,CHAMERA2,DADRT2,KHSTPP-II,KOTESHWR,NTPL,RAPPB,RIHAND2,RSTPSU1TO6,RSTPSU7,SIMHST2,UNCHAHAR1,URI,ANTA_CRF,AURY_GF,DADRI_LF,CHAMERA3,NLCIIST2,SALAL,TALA,TALST2,TANDA2,UNCHAHAR3,AURY_RF,DADRI_RF,FSTPP I & II,KHSTPP-I,NLCIIST1,RAPPC,RIHAND1,TEHRIPSP,UNCHAHAR4,VALLURNTECL,ANTA_LF,ANTA_RF,AURY_CRF,DADRI_CRF,DULHASTI,NJPC,NNTPP,TEHRI,TelanganaSTPP,KGSU3AND4,KKNP,KUDGI,PARBATI2,RAPPD,RIHAND3,SASAN,SINGRAULI_HYDRO,ANTA_GF,AURY_LF,BRBCL,BSIUL,CHAMERA1,KGSU1AND2,MAPS,NLCTS2EXP,RAMPUR,SEWA2,SIMHST1,JHAJJAR,KISHANGANGA,KKNPPU2,KOLDAM,NAPP,TANAKPUR,URI2
6,01:15-01:30,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,0,25.04,0,5.73,27.38,81.57,106.06,19.46,45.83,0,65.43,48.09,0,3.23,0,0,52.34,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,9.29,0,667.27,6.97,0,8.63,24.23,13.11,37.41

7,01:30-01:45,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,0,25.04,0,5.73,27.38,81.57,106.06,19.46,45.83,0,65.43,48.09,0,3.23,0,0,52.34,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,9.29,0,667.27,6.97,0,8.63,24.23,13.11,28.06

8,01:45-02:00,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,0,25.69,0,5.73,27.38,81.57,106.06,19.46,45.83,0,65.43,48.09,0,3.23,0,0,52.34,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,9.29,0,667.27,6.97,0,8.63,24.23,13.11,28.06

9,02:00-02:15,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,0,25.69,0,5.73,27.38,81.57,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,13.11,28.06

10,02:15-02:30,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,0,25.69,0,5.73,27.38,81.57,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,13.11,28.06

11,02:30-02:45,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,24.29,0,0,0,33.95,0,0,25.69,0,5.73,27.38,81.57,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,13.11,28.06

12,02:45-03:00,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,24.29,0,0,0,33.95,0,0,25.69,0,5.73,27.38,81.57,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,13.11,28.06

13,03:00-03:15,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,24.29,0,0,0,33.95,0,12.78,24.96,0,5.73,27.38,81.57,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,28.06

14,03:15-03:30,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,24.29,0,0,0,33.95,0,25.57,24.96,0,5.73,27.38,81.57,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,28.06

15,03:30-03:45,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,24.29,0,0,0,33.95,0,76.69,24.51,0,5.73,27.38,81.57,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,24.95

16,03:45-04:00,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,24.29,0,0,0,33.95,0,76.69,24.51,0,5.73,27.38,81.57,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,24.95

17,04:00-04:15,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,24.29,0,0,0,33.95,0,76.69,24.51,0,5.73,27.38,81.57,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.85,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,25.72

18,04:15-04:30,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,24.29,0,0,0,33.95,0,76.69,24.51,0,5.73,27.38,81.57,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.85,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,25.72

19,04:30-04:45,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,24.29,0,0,0,33.95,0,82.5,24.72,0,5.73,27.38,81.57,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.85,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,25.72

20,04:45-05:00,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,24.29,0,0,0,33.95,0,82.5,24.66,0,5.73,27.38,81.57,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.85,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,25.72

21,05:00-05:15,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,24.29,0,0,0,33.95,0,84.83,24.14,0,5.73,27.38,81.57,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.85,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,25.72

22,05:15-05:30,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,24.29,0,0,0,33.95,0,84.83,24.08,0,3.13,27.38,81.44,106.06,20.15,45.83,0,65.43,48.09,0,1.52,0,0,52.85,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,25.72

23,05:30-05:45,42.46,0,0,113.75,43.15,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,52.36,0,0,0,33.95,0,84.83,23.9,0,3.13,26.7,81.44,106.06,20.15,45.83,0,65.43,48.09,0,1.52,0,0,52.85,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,25.72

24,05:45-06:00,42.46,0,0,113.75,43.15,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,52.36,0,0,0,33.95,0,84.83,23.81,0,3.13,26.7,81.44,106.06,20.15,45.83,0,65.43,48.09,0,1.52,0,0,52.85,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,25.72

25,06:00-06:15,42.46,0,0,113.75,43.15,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,52.36,0,0,0,33.95,0,84.83,23.61,0,3.13,26.7,81.44,106.06,20.15,45.83,0,65.43,48.09,0,1.52,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,25.72

26,06:15-06:30,42.46,0,0,113.75,43.15,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,84.83,23.55,0,3.13,26.7,81.44,106.06,20.15,45.83,0,65.43,48.09,0,1.52,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,25.72

27,06:30-06:45,42.46,0,0,113.75,43.15,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,26.49,0,0,0,33.95,0,84.83,23.55,0,3.13,26.7,81.44,106.06,20.15,45.83,0,65.43,48.09,0,1.52,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,25.72

28,06:45-07:00,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,26.49,0,0,0,33.95,0,84.83,23.69,0,3.13,27.38,81.44,106.06,20.15,45.83,0,65.43,48.09,0,1.52,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,25.72

29,07:00-07:15,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,26.49,0,0,0,33.95,0,84.83,23.84,0,5.73,27.38,81.44,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,25.72

30,07:15-07:30,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,26.49,0,0,0,33.95,0,84.83,24.14,0,5.73,27.38,81.44,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,25.72

31,07:30-07:45,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,52.36,0,0,0,33.95,0,84.83,24.28,0,5.73,27.38,81.44,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,37.41

32,07:45-08:00,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,52.36,0,0,0,33.95,0,84.83,24.43,0,5.73,27.38,81.44,106.06,20.15,45.83,0,65.43,48.09,0,3.23,0,0,52.6,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,37.41

33,08:00-08:15,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,52.36,0,0,0,33.95,0,77.85,27.38,0,5.73,27.38,81.44,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,52.09,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,24.95

34,08:15-08:30,42.46,0,0,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,77.85,27.49,0,5.73,27.38,81.44,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,52.09,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,24.95

35,08:30-08:45,42.46,0,3.72,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,77.85,26.99,0,5.73,27.38,81.44,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,52.09,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,24.95

36,08:45-09:00,42.46,0,19.03,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,77.85,26.87,0,5.73,27.38,81.44,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,52.09,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,0,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,24.95

37,09:00-09:15,42.46,0,19.03,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,77.85,26.52,0,5.73,27.38,81.18,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,51.59,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,6.52,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,24.95

38,09:15-09:30,42.46,0,19.03,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,77.85,26.52,0,5.73,27.38,81.18,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,51.59,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,13.04,42.15,0,0,0,0,12.22,0,667.27,6.97,0,8.63,24.23,11.91,24.95

39,09:30-09:45,42.46,0,19.03,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,52.36,0,0,0,33.95,0,77.85,26.79,0,5.73,27.38,81.18,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,51.59,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,11.91,37.41

40,09:45-10:00,42.46,0,19.03,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,52.36,0,0,0,33.95,0,77.85,27.07,0,5.73,27.38,81.18,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,51.59,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,11.91,37.41

41,10:00-10:15,42.46,0,56.5,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,13.25,0,0,0,33.95,0,77.85,4.88,0,5.73,27.38,81.18,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,50.83,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,11.91,37.41

42,10:15-10:30,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,13.25,0,0,0,33.95,0,77.85,4.91,0,5.73,27.38,81.18,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,50.83,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,11.91,37.41

43,10:30-10:45,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,22.08,0,0,0,33.95,0,76.69,4.94,0,5.73,27.38,81.18,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,50.58,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,11.91,24.95

44,10:45-11:00,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,22.08,0,0,0,33.95,0,76.69,5.03,0,5.73,27.38,81.18,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,50.58,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,11.91,24.95

45,11:00-11:15,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,19.87,0,0,0,33.95,0,76.69,5.06,0,5.73,27.38,81.18,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,50.08,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,11.91,23.39

46,11:15-11:30,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,19.87,0,0,0,33.95,0,76.69,5.08,0,5.73,27.38,80.79,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,50.08,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,11.91,23.39

47,11:30-11:45,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,19.87,0,0,0,33.95,0,75.52,5.12,0,5.73,27.38,80.79,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,50.08,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,11.91,24.95

48,11:45-12:00,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,19.87,0,0,0,33.95,0,75.52,5.15,0,5.73,27.38,80.79,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,50.08,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,11.91,24.95

49,12:00-12:15,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,19.87,0,0,0,33.95,0,75.52,4.82,0,5.73,27.38,80.79,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,49.81,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,11.91,24.95

50,12:15-12:30,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,19.87,0,0,0,33.95,0,75.52,4.82,0,5.73,27.38,80.79,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,49.81,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,11.91,24.95

51,12:30-12:45,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,17.67,0,0,0,33.95,0,75.52,4.82,0,5.73,27.38,80.79,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,49.81,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,11.91,24.95

52,12:45-13:00,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,17.67,0,0,0,33.95,0,75.52,4.82,0,5.73,27.38,80.79,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,49.81,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,11.91,24.95

53,13:00-13:15,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,26.49,0,0,0,33.95,0,75.52,4.53,0,5.73,27.38,80.79,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,49.56,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,4.65,0,8.63,24.23,11.91,24.95

54,13:15-13:30,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,26.49,0,0,0,33.95,0,75.52,4.53,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,49.56,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,4.65,0,8.63,24.23,11.91,24.95

55,13:30-13:45,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,26.49,0,0,0,33.95,0,75.52,26.52,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,49.06,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,11.91,23.39

