Block,Time,CHAMERA3,KKNPPU2,NNTPP,RSTPSU1TO6,TANAKPUR,TANDA2,TelanganaSTPP,UNCHAHAR1,DADRI_GF,DADRI_RF,BRBCL,SASAN,ANTA_GF,AURY_GF,AURY_LF,DADRI_CRF,BSIUL,DHAULIGNGA,KISHANGANGA,PARBATI3,RAPPB,TALST2,VALLURNTECL,AURY_CRF,CHAMERA1,KGSU1AND2,KHSTPP-I,KOLDAM,MAPS,SINGRAULI_HYDRO,TALA,UNCHAHAR3,ANTA_LF,ANTA_RF,KKNP,NLCIIST1,NLCTS2EXP,NTPL,RIHAND1,SIMHST2,URI2,DADRI_LF,JHAJJAR,KGSU3AND4,KHSTPP-II,RAMPUR,SEWA2,UNCHAHAR2,URI,ANTA_CRF,CHAMERA2,DULHASTI,KOTESHWR,KUDGI,NLCEXP,NLCIIST2,RAPPC,RIHAND3,RSTPSU7,SALAL,SINGRAULI,UNCHAHAR4,DADRT2,FSTPP I & II,NAPP,NJPC,RIHAND2,SIMHST1,TEHRI,AURY_RF
16,03:45-04:00,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,42.74,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,16.48,8.87,0,0,0,52.03,124.32,0,2.33,104.16,0,341.57,18.21,42.18,0,118.76,0,14.93,70.16

17,04:00-04:15,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,42.74,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,16.48,8.87,0,0,0,52.03,124.32,0,2.33,104.16,0,341.57,18.21,42.18,0,118.76,0,14.93,70.16

18,04:15-04:30,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,42.74,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,16.48,8.87,0,0,0,52.03,124.32,0,2.33,104.16,0,341.57,18.21,42.18,0,118.76,0,14.93,70.16

19,04:30-04:45,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,42.74,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,16.48,8.87,0,0,0,52.03,124.32,0,2.33,104.16,0,341.57,18.21,42.18,0,118.76,0,14.93,70.16

20,04:45-05:00,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,42.74,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,16.48,8.87,0,0,0,52.03,124.32,0,2.33,104.16,0,341.57,18.21,42.18,20.83,118.76,0,14.93,70.16

21,05:00-05:15,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,42.74,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,32.96,8.87,0,0,0,52.03,124.32,0,2.33,104.16,0,341.57,18.21,42.18,42.43,118.76,0,14.93,70.16

22,05:15-05:30,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,42.74,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,32.96,8.87,0,0,0,52.03,124.32,0,2.33,104.16,0,341.57,18.21,42.18,69.6,118.76,0,14.93,70.16

23,05:30-05:45,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,1.1,9.11,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,42.74,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,49.43,8.87,0,0,0,52.03,124.32,0,2.33,104.16,0,341.57,18.21,42.18,92.61,118.76,0,15.56,70.16

24,05:45-06:00,9.68,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,2.2,18.23,0,2.55,0,0,0,0,11.85,0,44.92,0,0,0,0,26.39,0,42.74,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,4,49.43,8.87,0,0,0,52.03,124.32,0,2.33,104.16,0,341.57,18.21,42.18,116.95,118.76,0,15.25,70.16

25,06:00-06:15,19.36,0,0,0,5.76,0,0,20.56,0,66.85,14.99,418.77,0,0,0,0,6.52,27.48,0,6.36,0,0,0,0,14.05,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,12,49.43,8.87,0,0,0,52.03,124.32,0,2.33,104.16,0,341.57,18.21,42.18,140.34,118.76,0,31.13,70.16

26,06:15-06:30,29.06,0,0,0,5.76,0,0,20.56,0,66.85,14.99,418.77,0,0,0,0,19.56,37.65,0,33.1,0,0,0,0,14.05,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,5.27,42.4,1.66,0,26.34,49.43,19.72,0,0,0,52.03,124.32,0,2.33,104.16,0,341.57,18.21,42.18,140.34,118.76,0,31.13,70.16

27,06:30-06:45,29.06,0,0,0,11.91,0,0,20.56,0,66.85,14.99,418.77,0,0,0,0,19.56,37.65,0,33.1,0,0,0,0,14.05,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,10.54,42.4,1.66,0,26.34,49.43,19.72,0,0,0,52.03,124.32,0,2.33,104.16,0,341.57,18.21,42.18,140.34,118.76,0,31.13,70.16

28,06:45-07:00,29.06,0,0,0,11.91,0,0,20.56,0,66.85,14.99,418.77,0,0,0,0,19.56,37.65,0,33.1,0,0,0,0,14.05,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,10.54,42.4,2.76,0,26.34,49.43,19.72,0,0,0,52.03,124.32,0,2.33,104.16,0,341.57,18.21,42.18,140.34,118.76,0,31.13,70.16

29,07:00-07:15,29.06,0,0,0,5.76,0,0,20.56,0,66.85,14.99,418.77,0,0,0,0,19.56,37.65,0,33.1,0,0,0,0,11.85,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,18.83,21.92,654.31,0,148.3,0,10.54,42.4,39.19,0,26.34,49.43,19.72,0,0,0,52.03,124.32,0,2.33,104.16,0,341.57,18.21,42.18,140.34,118.76,0,31.13,70.16

30,07:15-07:30,29.06,0,0,0,5.76,0,0,20.56,0,66.85,14.99,418.77,0,0,0,0,19.56,37.65,0,33.1,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,18.83,21.92,654.31,0,148.3,0,5.27,42.4,39.19,0,26.34,49.43,19.72,0,0,0,52.03,124.32,0,13.95,104.16,0,341.57,18.21,42.18,140.34,118.76,0,31.13,70.16

31,07:30-07:45,19.36,0,0,0,5.76,0,0,20.56,0,66.85,14.99,418.77,0,0,0,0,6.52,27.48,0,33.1,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,18.83,21.92,654.31,0,148.3,0,0,42.4,2.76,0,26.34,32.96,8.87,0,0,0,52.03,124.32,0,79.38,104.16,0,341.57,18.21,42.18,113.64,118.76,0,14.93,70.16

32,07:45-08:00,9.68,0,0,0,5.76,0,0,20.56,0,66.85,14.99,418.77,0,0,0,0,1.1,18.23,0,5.09,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,18.83,21.92,654.31,0,148.3,0,0,42.4,1.66,0,26.34,32.96,8.87,0,0,0,52.03,124.32,0,79.38,104.16,0,341.57,18.21,42.18,85.42,118.76,0,0,70.16

33,08:00-08:15,9.68,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,9.11,0,2.55,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,18.83,21.92,654.31,0,148.3,0,0,42.4,1.66,0,26.34,32.96,8.87,0,0,0,52.03,124.32,0,79.38,104.16,0,341.57,18.21,42.18,73.96,118.76,0,0,70.16

34,08:15-08:30,9.68,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,18.83,21.92,654.31,0,148.3,0,0,42.4,1.66,0,12,32.96,8.87,0,0,0,52.03,124.32,0,79.38,104.16,0,341.57,18.21,42.18,41.67,118.76,0,0,70.16

35,08:30-08:45,9.68,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,12,32.96,8.87,0,0,0,52.03,124.32,0,13.95,104.16,0,341.57,18.21,42.18,23.39,118.76,0,0,70.16

36,08:45-09:00,9.68,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,12,32.96,8.87,0,0,0,52.03,124.32,0,12.78,104.16,0,341.57,18.21,42.18,23.39,118.76,0,0,70.16

37,09:00-09:15,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,12,16.48,8.87,0,0,0,52.03,124.32,0,12.78,104.16,0,341.57,18.21,42.18,21.78,118.76,0,0,70.16

38,09:15-09:30,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,2.76,0,12,16.48,8.87,0,0,0,52.03,124.32,0,12.78,104.16,0,341.57,18.21,42.18,21.78,118.76,0,0,70.16

39,09:30-09:45,0,0,0,0,11.91,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,39.19,0,13.17,16.48,8.87,0,0,0,52.03,124.32,0,12.78,104.16,0,341.57,18.21,42.18,21.78,118.76,0,0,70.16

40,09:45-10:00,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,39.19,0,13.17,16.48,8.87,0,0,0,52.03,124.32,0,12.78,104.16,0,341.57,18.21,42.18,21.78,118.76,0,0,70.16

41,10:00-10:15,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.48,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,2.76,0,13.17,16.48,8.87,0,0,0,52.03,124.32,0,12.78,104.16,0,341.57,18.21,42.18,21.78,118.76,0,0,70.16

42,10:15-10:30,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.48,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,13.17,16.48,8.87,0,0,0,52.03,124.32,0,12.78,104.16,0,341.57,18.21,42.18,21.78,118.76,0,0,70.16

43,10:30-10:45,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.48,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,104.16,0,341.57,18.21,42.18,21.78,118.76,0,0,70.16

44,10:45-11:00,0,0,0,0,5.76,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.48,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,104.16,0,341.57,18.21,42.18,21.78,118.76,0,0,70.16

45,11:00-11:15,0,0,0,0,7.05,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.48,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,104.16,0,341.57,18.21,42.18,21.78,118.76,0,0,70.16

46,11:15-11:30,0,0,0,0,7.05,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.48,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,104.16,0,341.57,18.21,42.18,21.78,118.76,0,0,70.16

47,11:30-11:45,0,0,0,0,7.05,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.48,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,18.21,42.18,0,118.76,0,0,70.16

48,11:45-12:00,0,0,0,0,7.05,0,0,20.56,0,66.85,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.48,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,18.21,42.18,0,118.76,0,0,70.16

49,12:00-12:15,0,0,0,0,7.05,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,16.48,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,18.21,42.18,0,118.76,0,0,70.16

50,12:15-12:30,0,0,0,0,7.05,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,16.48,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,18.21,42.18,0,118.76,0,0,70.16

51,12:30-12:45,0,0,0,0,7.05,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,16.48,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,18.89,42.18,0,118.76,0,0,70.16

52,12:45-13:00,0,0,0,0,5.76,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,16.48,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,19.59,42.18,0,118.76,0,0,70.16

53,13:00-13:15,0,0,0,0,11.91,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,39.19,0,0,16.48,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.29,42.18,0,118.76,0,0,70.16

54,13:15-13:30,0,0,0,0,11.91,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,39.19,0,0,16.48,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,21.78,118.76,0,0,70.16

55,13:30-13:45,0,0,0,0,6.4,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,16.48,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,21.78,118.76,0,0,70.16

56,13:45-14:00,0,0,0,0,6.4,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,16.48,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,21.78,118.76,0,0,70.16

57,14:00-14:15,0,0,0,0,6.4,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,21.78,118.76,0,0,70.16

58,14:15-14:30,0,0,0,0,6.4,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,21.78,118.76,0,0,70.16

59,14:30-14:45,0,0,0,0,6.4,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,21.78,118.76,0,0,70.16

60,14:45-15:00,0,0,0,0,6.4,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,23.39,118.76,0,0,70.16

61,15:00-15:15,0,0,0,0,11.91,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,23.39,118.76,0,0,70.16

62,15:15-15:30,0,0,0,0,11.91,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,23.39,118.76,0,0,70.16

63,15:30-15:45,0,0,0,0,6.4,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,23.39,118.76,0,0,70.16

