Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/02/1250,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,GNA/WR/2025/01/01/8625,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/8738,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/3945,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/6775,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/01/3514,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02
73,18:00-18:15,0,0,0.02,0,0,0,12.41,0,0,47.51,15.83,0,0,39.33,0,39.34,0.25,0,15.83,18.33,50,30,47.8,47.8,78.38,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.64,1.61,43.02,0.14,36.32,0,14.34,19.12,26.24,0,30.5,1.21,0.13,0.14,94.54,108.97

74,18:15-18:30,0,0,0,0,0,0,12.81,0,0,48.49,16.17,0,0,41.67,0,41.66,0.12,0,16.17,18.67,50,30,47.8,47.8,78.38,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.64,1.61,43.02,0,36.32,0,14.34,19.12,25.73,0,30.5,1.21,0,0,94.54,108.97

75,18:30-18:45,0,0,0,0,0,0,12.61,0,0,55.01,18.33,0,0,43.67,0,43.66,0,0,18.33,16.67,50,30,47.8,47.8,78.38,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.64,1.61,43.02,0,36.32,0,14.34,19.12,25.73,0,30.5,1.21,0,0,99.59,108.97

76,18:45-19:00,0,0,0,0,0,0,12.21,0,0,56.51,18.83,0,0,45,0,45,0,0,18.83,17.33,50,30,47.8,47.8,78.38,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.64,1.61,43.02,0,36.32,0,14.34,19.12,25.73,0,30.5,1.21,0,0,99.59,108.97

77,19:00-19:15,0,0,0,0,0,0,11.81,0,0,58.01,19.33,0,0,47,0,47,0,0,19.33,18,50,30,47.8,47.8,78.38,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.64,1.56,43.02,0,36.32,0,8.6,19.12,25.73,0,30.5,1.21,0,0,99.59,108.97

78,19:15-19:30,0,0,0,0,0,0,11.21,0,0,60.49,20.17,0,0,50.67,0,50.66,0,0,20.17,20,50,30,47.8,47.8,78.38,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.64,1.56,43.02,0,36.32,0,8.6,19.12,25.73,0,30.5,1.21,0,0,99.59,108.97

79,19:30-19:45,0,0,0,0,0,0,10.8,0,0,69,23,0,0,60,0,60,0,0,23,21.33,50,30,47.8,47.8,78.38,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.64,1.56,43.02,0,36.32,0,8.6,19.12,25.73,0,30.5,1.21,0,0,99.59,108.97

80,19:45-20:00,0,0,0,0,0,0,10.4,0,0,78.49,26.17,0,0,61,0,61,0,0,26.17,23.33,50,30,47.8,47.8,78.38,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.64,1.56,43.02,0,36.32,0,8.6,19.12,25.73,0,30.5,1.21,0,0,99.59,108.97

81,20:00-20:15,0,0,0,0,0,0,10,0,0,70.01,23.33,0,0,65,0,65,0,0,23.33,25,50,30,47.8,47.8,78.38,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.55,1.56,43.02,0,36.32,0,8.6,19.12,25.24,0,30.5,1.21,0,0,99.59,108.97

82,20:15-20:30,0,0,0,0,0,0,9.6,0,0,72.49,24.17,0,0,65.67,0,65.66,0,0,24.17,27,50,30,47.8,47.8,78.38,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.55,1.56,43.02,0,36.32,0,8.6,19.12,25.24,0,32,1.21,0,0,99.59,108.97

83,20:30-20:45,0,0,0,0,0,0,9.4,0,0,75,25,0,0,66.33,0,66.34,0,0,25,28.33,50,30,47.8,47.8,78.38,65.59,50,0,28.68,20.07,36.32,26.77,47.8,1.55,1.56,43.02,0,36.32,0,8.6,19.12,25.24,0,32,1.21,0,0,99.59,108.97

84,20:45-21:00,0,0,0,0,0,0,9.2,0,0,79.99,26.67,0,0,68,0,68,0,0,26.67,29.67,50,30,47.8,47.8,78.38,65.59,50,0,28.68,20.07,36.32,26.77,47.8,1.55,1.56,43.02,0,36.32,0,8.6,19.12,25.24,0,32,1.21,0,0,99.59,108.97

85,21:00-21:15,0,0,0,0,0,0,8.8,0,0,100.01,33.33,0,0,69.33,0,69.34,0,0,33.33,32.33,50,30,47.8,47.8,76.86,65.59,50,0,28.68,20.07,36.32,26.77,47.8,1.64,1.56,36.32,0,36.32,0,8.6,19.12,25.24,0,32,1.14,0,0,99.59,106.8

86,21:15-21:30,0,0,0,0,0,0,8.8,0,0,100.01,33.33,0,0,71.33,0,71.34,0,0,33.33,32.33,50,30,47.8,47.8,76.86,65.59,50,0,28.68,20.07,36.32,26.77,47.8,1.64,1.56,36.32,0,36.32,0,8.6,19.12,25.24,0,32,1.14,0,0,99.59,106.8

87,21:30-21:45,0,0,0,0,0,0,8.4,0,0,100.01,33.33,0,0,72.33,0,72.34,0,0,33.33,32.33,50,30,47.8,47.8,76.86,65.59,50,0,28.68,20.07,36.32,26.77,47.8,1.64,1.56,36.32,0,36.32,0,8.6,19.12,25.24,0,0,1.14,0,0,99.59,106.8

88,21:45-22:00,0,0,0,0,0,0,8,0,0,102.49,34.17,0,0,72.67,0,72.66,0,0,34.17,32.33,50,30,47.8,47.8,76.86,69.71,50,0,28.68,20.07,36.32,26.77,47.8,1.64,1.56,36.32,0,36.32,0,8.6,19.12,25.24,0,0,1.14,0,0,99.59,106.8

89,22:00-22:15,0,0,0,0,0,0,8,0,0,102.49,34.17,0,0,76.67,0,76.66,0,0,34.17,33.33,50,30,47.8,47.8,76.86,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.64,1.56,25.81,0,25.81,0,8.6,19.12,25.24,0,0,1.14,0,0,99.59,106.8

90,22:15-22:30,0,0,0,0,0,0,8,0,0,102.49,34.17,0,0,76.67,0,76.66,0,0,34.17,33.33,50,30,47.8,47.8,76.86,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.64,1.56,25.81,0,25.81,0,8.6,19.12,25.24,0,0,1.14,0,0,99.59,106.8

91,22:30-22:45,0,0,0,0,0,0,8,0,0,102.49,34.17,0,0,81.67,0,81.66,0,0,34.17,33,50,30,47.8,47.8,76.86,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.64,1.56,25.81,0,25.81,0,8.6,19.12,25.24,0,0,1.14,0,0,99.59,106.8

92,22:45-23:00,0,0,0,0,0,0,8,0,0,102.49,34.17,0,0,81.67,0,81.66,0,0,34.17,32.67,50,30,47.8,47.8,76.86,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.64,1.56,25.81,0,25.81,0,8.6,19.12,25.24,0,0,1.14,0,0,99.59,106.8

93,23:00-23:15,0,0,0,0,0,0,8,0,0,102.49,34.17,0,0,76.67,0,76.66,0,0,34.17,32.33,50,30,47.8,47.8,81.25,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.64,1.56,25.81,0,25.81,0,8.6,19.12,25.24,0,0,1.14,0,0,99.59,106.8

94,23:15-23:30,0,0,0,0,0,0,8,0,0,102.49,34.17,0,0,76.67,0,76.66,0,0,34.17,32,50,30,47.8,47.8,81.25,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.64,1.56,25.81,0,25.81,0,8.6,19.12,25.24,0,0,1.14,0,0,99.59,106.8

95,23:30-23:45,0,0,0,0,0,0,8,0,0,102.49,34.17,0,0,76.67,0,76.66,0,0,34.17,31.67,50,30,47.8,47.8,59.1,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.64,1.56,25.81,0,25.81,0,8.6,19.12,25.24,0,0,1.14,0,0,99.59,76.26

96,23:45-24:00,0,0,0,0,0,0,7.2,0,0,102.49,34.17,0,0,76.67,0,76.66,0,0,34.17,31.33,50,30,47.8,47.8,59.1,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.64,1.56,25.81,0,25.81,0,8.6,19.12,25.24,0,0,1.14,0,0,99.59,76.26

