Column1,Time,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/1868,NR/01102023/25072045/L_NR_2021_15,GNA/NR/2024/11/01/5474,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/9061,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/4503,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,GNA/WR/2024/10/15/7089,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/WR/2024/11/01/4200,NR/01102023/27052033/DIAPL(L_NR_2023_04)
13,03:00-03:15,10,0,0,74.7,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.76,1.6,0,0,57.35,110.48,100.09,0,0,1.39,0,24.73

14,03:15-03:30,10.4,0,0,74.7,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.76,1.6,0,0,57.35,110.48,100.09,0,0,1.39,0,24.73

15,03:30-03:45,10.6,0,0,74.7,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.76,1.6,0,0,57.35,110.48,100.09,0,0,1.39,0,24.73

16,03:45-04:00,11,0,0,74.7,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.76,1.6,0,0,57.35,110.48,100.09,0,0,1.39,0,24.73

17,04:00-04:15,9,0,0,74.7,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.76,1.53,0,0,57.35,148.75,100.09,0,0,1.16,0,24.22

18,04:15-04:30,9,0,0,74.7,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.76,1.53,0,0,57.35,158.36,100.09,0,0,1.16,0,24.22

19,04:30-04:45,9,0,0,74.7,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.76,1.53,0,0,57.35,170.66,100.09,0,0,1.16,0,24.22

20,04:45-05:00,9,0,0,74.7,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.76,1.53,0,0,57.35,178.34,100.09,0,0,1.16,0,24.22

21,05:00-05:15,9,0,0,86.46,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.76,1.53,0,0,57.35,181.23,100.09,0,0,1.16,0,24.22

22,05:15-05:30,9.2,0,0,105.68,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.76,1.53,0,0,57.35,187.95,100.09,0,0,1.16,0,24.22

23,05:30-05:45,9.4,0,0,124.89,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.76,1.53,0,0,57.35,205.16,100.09,0,0,1.16,0,24.22

24,05:45-06:00,9.6,0,0,132.94,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.76,1.53,0,0,57.35,214.76,100.09,0,0,1.16,0,24.22

25,06:00-06:15,10,0,0,132.94,8.65,0,0,0,6.67,0.9,0.01,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,65.9,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.53,0,0,57.35,200.65,100.09,0,0,1.16,0,24.22

26,06:15-06:30,10.4,0,0,132.94,8.65,0,0,0,6.67,1.46,3.92,2,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,65.9,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.53,0,0,57.35,200.65,100.09,0,0,1.16,0,24.73

27,06:30-06:45,10.6,0,0.01,132.94,8.65,0,0,0,6.67,2.97,10.25,7,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,65.9,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.53,0.11,0,57.35,200.65,100.09,0.11,0.11,1.16,0,24.73

28,06:45-07:00,11,0.04,0.19,132.94,8.65,0,0,0,6.67,9.48,17.08,11,0.19,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,65.9,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.53,0.23,0,57.35,200.65,100.09,0.23,0.23,1.16,0,24.22

29,07:00-07:15,11.21,0.21,1.03,132.94,8.65,1,0,0,6.67,19.09,26.61,16,6.88,0,0,6.67,13.34,19.99,13.33,2,6.67,1,1,65.9,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.53,0.54,0,86.66,260.83,100.09,0.54,0.55,1.16,0,23.72

30,07:15-07:30,11,1.02,5.12,132.94,8.65,2,0,0,6.67,27.25,27.25,22,14.81,1,1,6.67,13.34,19.99,13.33,5,6.67,2,4,65.9,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.53,0.93,0,86.66,260.83,100.09,0.93,0.96,1.16,0,23.72

31,07:30-07:45,16.01,2.66,13.32,132.94,8.65,5,0,0,6.67,26.67,26.67,26.66,23.48,3,4,6.67,13.34,19.99,13.33,7,6.67,5,11,65.9,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.53,1.32,0,86.66,260.83,100.09,1.32,1.36,1.16,0,23.72

32,07:45-08:00,15.61,5.06,25.31,132.94,8.65,7,0,0,6.67,27.17,27.17,27.16,32.23,4,10,6.67,13.34,19.99,13.33,11,6.67,8,25,65.9,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.53,1.77,0,86.66,260.83,100.09,1.77,1.81,1.16,0,23.21

33,08:00-08:15,15.01,8.06,40.33,132.94,8.65,8,0,0,6.67,29,29,29,41.13,8,17,6.67,13.34,19.99,13.33,17,6.67,17,40,65.9,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.45,2.41,0,67.76,260.83,100.09,2.41,2.46,1.09,0,23.21

34,08:15-08:30,14.61,11.73,58.65,132.94,8.65,13,0,0,6.67,29.9,29.9,29.9,50.3,12,24,6.67,13.34,19.99,13.33,27,6.67,23,56,65.9,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.45,3.08,0,75.72,260.83,100.09,3.08,3.16,1.09,0,22.2

35,08:30-08:45,14.01,15.53,77.63,132.94,8.65,17,0,0,6.67,30.07,30.07,30.06,58.71,17,30,6.67,13.34,19.99,13.33,33,6.67,33,70,65.9,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.45,3.85,0,75.72,260.83,100.09,3.85,3.94,1.09,0,22.2

36,08:45-09:00,14.01,19.05,95.27,132.94,8.65,22,0,0,6.67,31.07,31.07,31.06,66.83,21,36,6.67,13.34,19.99,13.33,41,6.67,43,84,65.9,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.45,4.68,0,75.72,260.83,100.09,4.68,4.79,1.09,0,22.2

37,09:00-09:15,13.61,23.51,117.54,132.94,8.65,25,0,0,6.67,31.07,31.07,31.06,90.79,25,42,6.67,13.34,19.99,13.33,48,6.67,50,98,70.04,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.45,5.82,0,86.66,260.83,100.09,5.82,5.96,1.09,0,22.2

38,09:15-09:30,13.41,27.52,137.61,132.94,8.65,28,0,0,6.67,31.07,31.07,31.06,97.35,28,48,6.67,13.34,19.99,13.33,55,6.67,57,112,70.04,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.45,7.24,0,67.76,260.83,100.09,7.24,7.42,1.09,0,22.2

39,09:30-09:45,13.21,31.2,156,132.94,8.65,30,0,0,6.67,31.07,31.07,31.06,102.88,31,51,6.67,13.34,19.99,13.33,62,6.67,61,119,70.04,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.45,8.64,0,67.76,260.83,100.09,8.64,8.86,1.09,0,22.2

40,09:45-10:00,13.01,34.85,174.26,132.94,8.65,33,0,0,6.67,31.07,31.07,31.06,107.64,33,57,6.67,13.34,19.99,13.33,67,6.67,67,133,70.04,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.76,1.45,9.94,0,67.76,214.76,100.09,9.94,10.19,1.09,0,22.71

41,10:00-10:15,12.61,38.33,191.66,132.94,8.65,35,0,0,6.67,31.07,31.07,31.06,110.57,36,63,6.67,13.34,19.99,13.33,72,6.67,71,147,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.81,1.45,10.94,0,57.35,192.75,100.09,10.94,11.22,1.09,0,22.71

42,10:15-10:30,12.01,41.13,205.67,132.94,8.65,37,0,0,6.67,31.07,31.07,31.06,112.49,37,67,6.67,13.34,19.99,13.33,77,6.67,74,158,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.81,1.45,11.67,0,57.35,203.32,100.09,11.67,11.97,1.09,0,22.71

43,10:30-10:45,11.61,44,220.02,132.94,8.65,38,0,0,6.67,31.07,31.07,31.06,103.64,39,70,6.67,13.34,19.99,13.33,81,6.67,79,165,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.81,1.45,12.32,0,57.35,205.16,100.09,12.32,12.63,1.09,0,22.2

44,10:45-11:00,10.6,45.65,228.24,132.94,8.65,39,0,0,6.67,31.07,31.07,31.06,107.04,41,73,6.67,13.34,19.99,13.33,84,6.67,82,172,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.81,1.45,12.88,0,57.35,192.75,100.09,12.88,13.21,1.09,0,21.19

45,11:00-11:15,9.4,46,230,132.94,8.65,41,0,0,6.67,31.57,31.57,31.56,110,44,76,6.67,13.34,19.99,13.33,87,6.67,88,179,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.81,1.45,13.26,0,57.35,182.19,100.09,13.26,13.59,1.09,0,21.7

46,11:15-11:30,9,46,230,132.94,8.65,41,0,0,6.67,31.57,31.57,31.56,112.66,45,79,6.67,13.34,19.99,13.33,88,6.67,90,186,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.81,1.45,13.67,0,57.35,170.66,100.09,13.67,14.01,1.09,0,21.7

47,11:30-11:45,8.6,46,230,132.94,8.65,42,0,0,6.67,31.57,31.57,31.56,114.69,45,81,6.67,13.34,19.99,13.33,89,6.67,90,189,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.81,1.45,13.99,0,57.35,170.66,100.09,13.99,14.34,1.09,0,21.7

48,11:45-12:00,8.2,46,230,132.94,8.65,42,0,0,6.67,31.57,31.57,31.56,116.56,45,81,6.67,13.34,19.99,13.33,89,6.67,90,189,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.81,1.45,14.24,0,57.35,170.66,100.09,14.24,14.59,1.09,0,21.7

49,12:00-12:15,13.01,46,230,132.94,8.65,42,0,0,6.67,31.57,31.57,31.56,116.63,45,81,6.67,13.34,19.99,13.33,89,6.67,90,189,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.53,14.34,0,57.35,170.66,100.09,14.34,14.71,1.16,0,21.7

50,12:15-12:30,12.21,46,230,132.94,8.65,42,0,0,6.67,31.57,31.57,31.56,116.81,45,81,6.67,13.34,19.99,13.33,89,6.67,90,189,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.53,14.32,0,57.35,170.66,100.09,14.32,14.67,1.16,0,21.7

51,12:30-12:45,11,46,230,115.28,8.65,42,0,0,6.67,31.57,31.57,31.56,116.32,45,81,6.67,13.34,19.99,13.33,89,6.67,90,189,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.53,14.36,0,57.35,170.66,100.09,14.36,14.72,1.16,0,21.7

52,12:45-13:00,9.8,46,230,115.28,8.65,42,0,0,6.67,31.57,31.57,31.56,115.45,45,81,6.67,13.34,19.99,13.33,89,6.67,90,189,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.53,14.27,0,57.35,170.66,100.09,14.27,14.63,1.16,0,21.7

53,13:00-13:15,17.21,46,230,96.07,8.65,41,0,0,6.67,31.57,31.57,31.56,113.31,45,81,6.67,13.34,19.99,13.33,89,6.67,90,189,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.68,13.99,0,57.35,132.41,100.09,13.99,14.33,1.24,0,21.7

54,13:15-13:30,16.61,46,230,74.7,8.65,40,0,0,6.67,31.57,31.57,31.56,110.03,45,79,6.67,13.34,19.99,13.33,88,6.67,89,186,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.68,13.69,0,57.35,108.24,100.09,13.69,14.03,1.24,0,21.7

55,13:30-13:45,16.01,46,230,74.7,8.65,39,0,0,6.67,31.57,31.57,31.56,108.22,43,78,6.67,13.34,19.99,13.33,87,6.67,87,182,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.68,13.44,0,57.35,139.37,100.09,13.44,13.77,1.24,0,21.7

56,13:45-14:00,15.61,44.37,221.84,74.7,8.65,38,0,0,6.67,31.57,31.57,31.56,103.03,41,76,6.67,13.34,19.99,13.33,85,6.67,83,179,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.68,13.29,0,57.35,131.13,100.09,13.29,13.63,1.24,0,21.7

57,14:00-14:15,11.81,41.94,209.72,74.7,8.65,37,0,0,6.67,31.57,31.57,31.56,97.64,41,75,6.67,13.34,19.99,13.33,80,6.67,81,175,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.07,12.84,0,57.35,144.57,100.09,12.84,13.17,1.32,0,21.19

58,14:15-14:30,11,40.41,202.03,74.7,8.65,35,0,0,6.67,31.57,31.57,31.56,91.83,38,70,6.67,13.34,19.99,13.33,77,6.67,77,165,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.07,12.14,0,57.35,149.84,100.09,12.14,12.43,1.32,0,21.19

59,14:30-14:45,10,38.86,194.33,74.7,8.65,33,0,0,6.67,31.57,31.57,31.56,85.54,36,66,6.67,13.34,19.99,13.33,73,6.67,72,154,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.07,11.46,0,57.35,165.39,100.09,11.46,11.75,1.32,0,22.2

60,14:45-15:00,9.2,36.77,183.87,74.7,8.65,31,0,0,6.67,31.57,31.57,31.56,78.99,33,61,6.67,13.34,19.99,13.33,66,6.67,65,144,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.07,10.67,0,57.35,205.16,100.09,10.67,10.93,1.32,0,22.2

61,15:00-15:15,7.8,34.38,171.91,96.07,8.65,28,0,0,6.67,31.57,31.57,31.56,71.17,29,55,6.67,13.34,19.99,13.33,62,6.67,59,130,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.07,9.88,0,57.35,183.15,100.09,9.88,10.13,1.39,0,23.21

62,15:15-15:30,7,31.08,155.38,115.28,8.65,26,0,0,6.67,31.57,31.57,31.56,64.09,26,50,6.67,13.34,19.99,13.33,55,6.67,52,118,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.07,8.81,0,57.35,170.66,100.09,8.81,9.03,1.39,0,24.22

63,15:30-15:45,7.2,27.42,137.13,132.94,8.65,24,0,0,6.67,31.57,31.57,31.56,56.43,22,42,6.67,13.34,19.99,13.33,48,6.67,45,98,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.07,7.81,0,57.35,170.66,81.66,7.81,8.01,1.39,0,24.73

64,15:45-16:00,7.4,23.45,117.25,132.94,8.65,22,0,0,6.67,31.9,31.9,31.9,48.31,19,36,6.67,13.34,19.99,13.33,43,6.67,38,84,70.04,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.07,6.81,0,57.35,180.27,52.84,6.81,6.98,1.39,0,24.73

65,16:00-16:15,9.2,20.08,100.42,132.94,8.65,17,0,0,6.67,33,33,25,39.11,15,30,6.67,13.34,19.99,13.33,35,6.67,31,70,65.9,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.07,5.78,0,67.76,228.3,81.66,5.78,5.92,1.55,0,25.23

66,16:15-16:30,8.8,16.26,81.33,132.94,8.65,11,0,0,6.67,21.58,30.09,17,29.42,12,24,6.67,13.34,19.99,13.33,28,6.67,24,56,65.9,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.07,4.7,0,86.66,260.83,100.09,4.7,4.82,1.55,0,25.23

67,16:30-16:45,8.8,12.77,63.83,132.94,8.65,8,0,0,6.67,12.56,20.17,10,18.79,8,18,6.67,13.34,19.99,13.33,20,6.67,16,42,65.9,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.07,3.61,0,86.66,260.83,100.09,3.61,3.7,1.55,0,25.23

68,16:45-17:00,8.8,9.01,45.03,132.94,8.65,5,0,0,6.67,5.63,11.39,5,12.31,5,12,6.67,13.34,19.99,13.33,13,6.67,10,28,74.38,25.94,25.94,25.94,17.29,0,8.65,2.38,0,1.84,1.07,2.53,0,86.66,260.83,100.09,2.53,2.6,1.55,0,26.24

69,17:00-17:15,8.8,5.31,26.58,132.94,8.65,2,0,0,6.67,1.41,4.4,1,5.21,3,6,6.67,13.34,19.99,13.33,10,6.67,6,14,82.85,28.82,28.82,28.82,24.98,0,8.65,2.38,0,1.84,1.07,1.8,0,86.66,260.83,89.68,1.8,1.84,1.55,0,26.25

70,17:15-17:30,8.4,2.59,12.98,132.94,8.65,1,0,0,6.67,1.57,0.75,0,0,1,3,6.67,13.34,19.99,13.33,7,6.67,2,7,114.86,28.82,28.82,28.82,24.98,0,8.65,2.38,0,1.84,1.07,1.22,0,86.66,260.83,89.68,1.22,1.26,1.55,0,26.75

71,17:30-17:45,11.41,0.89,4.43,132.94,8.65,0,0,0,6.67,0.94,0.28,0,0,0,1,6.67,13.34,19.99,13.33,3,6.67,1,4,114.86,28.82,28.82,28.82,24.98,0,8.65,2.38,0,1.84,1.07,0.76,0,86.66,260.83,89.68,0.76,0.78,1.55,0,27.26

72,17:45-18:00,11,0.1,0.51,132.94,8.65,0,0,0,6.67,0.59,0.03,0,0,0,0,6.67,13.34,19.99,13.33,2,6.67,0,1,114.86,28.82,28.82,28.82,24.98,0,8.65,2.38,0,1.84,1.07,0.42,0,86.66,260.83,89.68,0.42,0.43,1.55,0,27.26

73,18:00-18:15,10.4,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,114.86,28.82,28.82,28.82,24.98,0,8.65,2.38,0,1.81,1.07,0.24,150,86.66,260.83,89.68,0.24,0.25,1.55,50,27.26

74,18:15-18:30,9.4,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,114.86,28.82,28.82,28.82,24.98,0,8.65,2.38,0,1.81,1.07,0,150,86.66,260.83,89.68,0,0,1.55,50,26.75

75,18:30-18:45,9,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,114.86,28.82,28.82,28.82,24.98,0,8.65,2.38,0,1.81,0.99,0,150,86.66,260.83,89.68,0,0,1.55,50,26.75

76,18:45-19:00,8.6,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,114.86,28.82,28.82,28.82,24.98,0,8.65,2.38,0,1.81,0.99,0,150,86.66,260.83,89.68,0,0,1.55,50,26.25

77,19:00-19:15,8.2,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,84.73,28.82,28.82,28.82,24.98,0,8.65,2.38,0,1.81,0.99,0,150,86.66,260.83,89.68,0,0,1.55,50,26.25

78,19:15-19:30,7.8,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,65.9,28.82,28.82,28.82,24.98,0,8.65,2.38,0,1.81,0.99,0,150,86.66,260.83,89.68,0,0,1.55,50,26.25

