Block,Time,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/04042024/30042024/SJVN040424NR1694,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/01042024/30042024/PTC/OA/32001,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05
75,18:30-18:45,0,25,0,1,0,0,0.594079,1.43,82,55.33,1,0,27.33,0,28.09,7.14,55.33,27.34,1.28,0,24.430000,0.000000,40.980000,0.260000,2.530000,2.780000,31.790000,2.950000,100.460000,6.720000,272.660000,261.810000,16.080000,0.260000,30.860000,0.000000,0.270000,84.090000,115.280000

76,18:45-19:00,0,24.34,0,0.5,0,0,0,0.37,76,55,0,0,25.33,0,28.07,1.84,55,25.34,0.63,0,10.980000,0.000000,40.980000,0.000000,2.530000,2.780000,31.790000,2.950000,100.460000,6.720000,272.660000,261.810000,16.080000,0.000000,30.860000,0.000000,0.000000,84.090000,115.280000

77,19:00-19:15,0,23,0,0,0,0,0,0.16,71,49.67,0,0,23.67,0,28.07,0.79,49.67,23.66,0,0,25.500000,0.000000,40.980000,0.000000,2.530000,2.780000,31.790000,3.110000,100.460000,6.810000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,84.090000,115.280000

78,19:15-19:30,0,21.66,0,0,0,0,0,0,66,48.67,0,0,22,0,27.96,0,48.67,22,0,0,25.500000,0.000000,40.980000,0.000000,2.530000,2.780000,31.290000,3.110000,100.460000,6.810000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,84.090000,115.280000

79,19:30-19:45,0,14,0,0,0,0,0,0,52.5,47.33,0,0,17.5,0,21.08,0,47.33,17.5,0,0,25.500000,0.000000,40.980000,0.000000,2.760000,2.780000,30.780000,2.320000,100.460000,6.810000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,74.300000,115.280000

80,19:45-20:00,0,13.34,0,0,0,0,0,0,51.5,46,0,0,17.17,0,20.91,0,46,17.16,0,0,25.500000,0.000000,40.980000,0.000000,2.760000,2.780000,30.280000,2.320000,100.460000,6.810000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,74.300000,115.280000

81,20:00-20:15,0,12.66,0,0,0,0,0,0,50.5,35,0,0,16.83,0,16.07,0,35,16.84,0,0,25.500000,0.000000,40.980000,0.000000,2.760000,2.640000,30.280000,2.560000,62.680000,7.000000,272.660000,251.280000,16.080000,0.000000,25.500000,0.000000,0.000000,74.300000,115.280000

82,20:15-20:30,0,12,0,0,0,0,0,0,50,34.33,0,0,16.67,0,16.27,0,34.33,16.66,0,0,25.500000,0.000000,40.980000,0.000000,2.760000,2.640000,30.280000,2.560000,53.040000,7.000000,272.660000,241.630000,16.080000,0.000000,25.500000,0.000000,0.000000,74.300000,115.280000

83,20:30-20:45,0,11.34,0,0,0,0,0,0,49,33.67,0,0,16.33,0,13.06,0,33.67,16.34,0,0,25.500000,0.000000,40.980000,0.000000,2.760000,2.640000,30.280000,2.560000,100.460000,7.000000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,74.300000,115.280000

84,20:45-21:00,0,11.34,0,0,0,0,0,0,47,33.33,0,0,15.67,0,13.26,0,33.33,15.66,0,0,25.500000,0.000000,40.980000,0.000000,2.760000,2.640000,30.280000,2.560000,100.460000,7.000000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,74.300000,115.280000

85,21:00-21:15,0,11.34,0,0,0,0,0,0,48.5,32.67,0,0,16.17,0,13.43,0,32.67,16.16,0,0,25.500000,0.000000,40.980000,0.000000,2.680000,2.640000,30.280000,2.560000,100.460000,7.180000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,74.300000,115.280000

86,21:15-21:30,0,11.34,0,0,0,0,0,0,48.5,32.67,0,0,16.17,0,13.55,0,32.67,16.16,0,0,25.500000,0.000000,40.980000,0.000000,2.680000,2.640000,30.280000,2.560000,100.460000,7.180000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,74.300000,115.280000

87,21:30-21:45,0,11.34,0,0,0,0,0,0,39.5,27.33,0,0,13.17,0,14.18,0,27.33,13.16,0,0,25.500000,0.000000,40.980000,0.000000,2.680000,2.640000,30.280000,2.560000,100.460000,7.180000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,74.300000,115.280000

88,21:45-22:00,0,11.34,0,0,0,0,0,0,39,28.33,0,0,13,0,14.75,0,28.33,13,0,0,25.500000,0.000000,40.980000,0.000000,2.680000,2.640000,30.280000,2.560000,100.460000,7.180000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,74.300000,115.280000

89,22:00-22:15,0,11.34,0,0,0,0,0,0,40,29.33,0,0,13.33,0,14.07,0,29.33,13.34,0,0,25.500000,0.000000,40.980000,0.000000,2.680000,2.550000,30.280000,3.110000,100.460000,7.270000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,84.170000,115.280000

90,22:15-22:30,0,12,0,0,0,0,0,0,41.5,30,0,0,13.83,0,13.72,0,30,13.84,0,0,25.500000,0.000000,40.980000,0.000000,2.680000,2.550000,30.280000,3.110000,100.460000,7.270000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,84.170000,115.280000

91,22:30-22:45,0,12.66,0,0,0,0,0,0,43.5,31.33,0,0,14.5,0,17.06,0,31.33,14.5,0,0,25.500000,0.000000,40.980000,0.000000,2.680000,2.550000,30.280000,3.110000,100.460000,7.270000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,76.460000,115.280000

92,22:45-23:00,0,13.34,0,0,0,0,0,0,44.5,32.33,0,0,14.83,0,16.16,0,32.33,14.84,0,0,25.500000,0.000000,40.980000,0.000000,2.680000,2.550000,30.280000,3.110000,90.640000,7.270000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,76.460000,115.280000

93,23:00-23:15,0,16.66,0,0,0,0,0,0,45,33.33,0,0,15,0,15.06,0,33.33,15,0,0,25.500000,0.000000,40.980000,0.000000,2.600000,2.550000,30.280000,3.110000,81.000000,7.450000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,76.460000,115.280000

94,23:15-23:30,0,16.66,0,0,0,0,0,0,45,34.33,0,0,15,0,13.82,0,34.33,15,0,0,25.500000,0.000000,40.980000,0.000000,2.600000,2.550000,29.780000,3.110000,81.000000,7.450000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,76.460000,115.280000

95,23:30-23:45,0,16.66,0,0,0,0,0,0,45.5,34.33,0,0,15.17,0,12.61,0,34.33,15.16,0,0,25.500000,0.000000,40.980000,0.000000,2.600000,2.550000,30.780000,3.110000,81.000000,7.450000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,76.460000,115.280000

96,23:45-24:00,0,16.66,0,0,0,0,0,0,44,34.33,0,0,14.67,0,11.34,0,34.33,14.66,0,0,25.500000,0.000000,40.980000,0.000000,2.600000,2.550000,30.780000,2.560000,81.000000,7.450000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,76.460000,115.280000

