Block,Time Block,DADRT2,FSTPP I & II,DULHASTI,DHAULIGNGA,CHAMERA3,CHAMERA2,ANTA_CRF,AURY_CRF,ANTA_RF,ANTA_LF,DADRI_GF,AURY_RF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_LF,DADRI_LF,AURY_GF,SINGRAULI_HYDRO,TALA,TALST2,TelanganaSTPP,TANDA2,UNCHAHAR1,UNCHAHAR2,TANAKPUR,TEHRIPSP,TEHRI,SIMHST2,SEWA2,SIMHST1,SINGRAULI,UNCHAHAR3,VALLURNTECL,URI2,UNCHAHAR4,URI,KOLDAM,KOTESHWR,KKNPPU2,MAPS,KUDGI,KHSTPP-II,KHSTPP-I,KISHANGANGA,KKNP,BSIUL,BRBCL,CHAMERA1,KGSU3AND4,KGSU1AND2,JHAJJAR,NNTPP,NTPL,RAMPUR,RAPPB,RSTPSU7,SASAN,PARBATI3,SALAL,RIHAND1,RIHAND3,RSTPSU1TO6,RAPPD,RIHAND2,RAPPC,NLCTS2EXP,PARBATI2,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,270.43,19.23,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16,0,0,2.31,14.53,31.35,11.5,185.89,79.5,0,17.7,0,107.92,21.86,0,32.36,1.47,17.06,8.33,43.52,0,0,0,95.44,43.95,6.73,0,12.59,11.45,40.69,0,0,240.96,0,0,5.48,0,0,293.21,46.65,78.52,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

7,01:30-01:45,202.86,16.87,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16,0,0,2.31,14.53,30.69,11.5,185.89,79.5,0,17.7,0,107.92,18.83,0,36.11,1.47,17.06,8.33,43.52,0,0,0,95.44,43.95,6.73,0,12.59,13.11,40.69,0,0,240.96,0,0,5.48,0,0,293.21,46.65,78.52,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

8,01:45-02:00,140.11,19.23,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16,0,0,2.31,14.53,30.69,11.5,185.89,79.5,0,17.7,0,107.92,18.83,0,36.11,1.47,17.06,8.33,43.52,0,0,0,95.44,43.95,6.73,0,12.59,13.53,40.69,0,0,240.96,0,0,5.48,0,0,293.21,46.65,78.52,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

9,02:00-02:15,184.15,16.87,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16,0,0,2.31,14.53,30.69,11.5,185.89,79.5,0,17.7,0,107.92,18.83,0,36.11,1.47,25.57,8.33,43.52,0,0,0,95.44,43.95,6.73,0,18.88,14.81,40.69,0,0,240.96,0,0,5.48,0,0,217.19,46.65,78.52,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

10,02:15-02:30,261.37,16.87,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16,0,0,2.31,14.53,30.69,11.5,185.89,79.5,0,17.7,0,107.92,18.83,0,36.11,1.47,25.57,8.33,43.52,0,0,0,95.44,43.95,6.73,0,18.88,13.97,40.69,0,0,240.96,0,0,5.48,0,0,217.19,46.65,78.52,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

11,02:30-02:45,284.91,15.75,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,23.44,0,0,2.31,14.53,30.69,11.5,185.89,79.5,0,17.7,0,107.92,19.69,0,32.36,1.47,17.06,8.33,43.52,0,0,0,95.44,43.95,6.73,0,18.88,13.82,40.69,0,0,240.96,0,0,5.48,0,0,217.19,46.65,78.52,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

12,02:45-03:00,284.91,15.75,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,23.44,0,0,2.31,14.53,30.69,11.5,185.89,79.5,0,17.7,0,107.92,18.83,0,32.36,1.47,17.06,8.33,43.52,0,0,0,95.44,43.95,6.73,0,18.88,14.55,40.69,0,0,240.96,0,0,5.48,0,0,217.19,46.65,78.52,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

13,03:00-03:15,236.64,15,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,23.59,0,0,2.31,14.53,30.69,3.72,185.89,79.5,0,17.7,0,107.92,18.83,0,36.11,1.47,21.31,8.33,43.52,0,0,0,94.16,43.95,6.73,0,18.88,17.09,40.69,0,0,240.96,0,0,5.48,0,0,217.19,46.65,76.84,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

14,03:15-03:30,236.64,15,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,23.59,0,0,2.31,14.53,30.69,3.72,185.89,79.5,0,17.7,0,107.92,18.83,0,36.11,1.47,21.31,8.33,43.52,0,0,0,94.16,43.95,6.73,0,18.88,17.98,40.69,0,0,240.96,0,0,5.48,0,0,217.19,46.65,76.84,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

15,03:30-03:45,188.38,15,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,23.59,0,0,2.31,14.53,30.69,3.72,185.89,79.5,0,17.7,0,107.92,18.83,0,36.11,1.47,23.45,8.33,43.52,0,0,0,94.16,43.95,6.73,0,18.88,16.35,40.69,0,0,240.96,0,0,5.48,0,0,217.19,46.65,75.72,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

16,03:45-04:00,188.38,15,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,23.59,0,0,2.31,14.53,30.69,11.5,185.89,79.5,0,17.7,0,107.92,18.83,0,36.11,1.47,23.45,8.33,43.52,0,0,0,94.16,43.95,6.73,0,18.88,17.07,40.69,0,0,240.96,0,0,5.48,0,0,217.19,46.65,75.72,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

17,04:00-04:15,188.38,16.21,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27,0,0,2.31,14.53,35.57,11.5,185.89,79.5,0,17.7,0,107.92,21.81,0,32.36,1.47,21.31,8.33,43.52,0,0,0,94.16,43.95,6.73,0,18.88,18.1,40.69,0,0,240.96,0,0,5.48,0,0,148.23,46.65,75.72,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

18,04:15-04:30,140.11,16.21,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27,0,0,2.31,14.53,30.69,11.5,185.89,79.5,0,17.7,0,107.92,18.83,0,32.36,1.47,21.31,8.33,43.52,0,0,0,94.16,43.95,6.73,0,18.88,18.1,40.69,0,0,240.96,0,0,5.48,0,0,148.23,46.65,75.72,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

19,04:30-04:45,140.11,16,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,18.11,0,0,2.31,14.53,30.69,12.66,185.89,79.5,0,17.7,0,107.92,18.83,0,32.36,1.47,17.06,8.33,43.52,0,0,0,94.16,43.95,6.73,0,18.88,18.1,40.69,0,0,240.96,0,0,5.48,0,0,148.23,46.65,75.72,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

20,04:45-05:00,140.11,15,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,18.05,0,0,2.31,14.53,30.69,12.66,185.89,79.5,0,17.7,0,107.92,18.83,0,32.36,1.47,17.06,8.33,43.52,0,0,0,94.16,43.95,6.73,0,18.88,18.1,40.69,0,0,240.96,0,0,5.48,0,0,148.23,46.65,75.72,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

21,05:00-05:15,210.1,16.87,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.85,0,0,2.31,14.46,30.52,12.66,185.89,79.5,0,17.7,0,107.92,18.74,0,32.36,1.47,21.31,8.33,43.52,0,0,0,94.16,43.95,6.73,0,18.88,18.1,40.69,0,0,240.96,0,0,5.48,0,0,111.2,46.65,75.72,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

22,05:15-05:30,327.38,16.87,36.99,40.99,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.71,0,0,2.31,14.46,30.52,12.66,185.89,79.5,0,17.7,0,107.92,18.74,0,32.36,1.47,21.31,8.33,43.52,0,0,0,94.16,43.95,6.73,0,18.88,18.1,40.69,0,0,240.96,0,0,5.48,0,0,111.2,46.65,75.72,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

23,05:30-05:45,327.38,16.87,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35,0,0,2.31,17.71,36.14,11.5,185.89,79.5,0,17.7,0,107.92,22.34,0,24.08,1.47,17.06,8.33,43.52,0,0,0,94.16,43.95,6.73,0,0,18.1,40.69,0,0,240.96,0,0,5.48,0,0,111.2,46.65,68.42,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

24,05:45-06:00,308.08,16.87,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.11,0,0,2.31,17.71,36.14,11.5,185.89,79.5,0,17.7,0,107.92,22.34,0,24.08,1.47,17.06,8.33,43.52,0,0,0,94.16,43.95,6.73,0,0,18.1,40.69,0,0,240.96,0,0,5.48,0,0,111.2,46.65,68.42,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

25,06:00-06:15,308.08,16.87,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.05,0,0,1.3,17.71,36.14,11.5,185.89,79.5,0,17.7,0,107.92,22.34,0,24.08,1.48,4.26,8.33,43.52,0,0,0,94.16,43.95,4.49,0,0,18.1,40.69,0,0,240.96,0,0,5.48,0,0,111.2,46.65,65.05,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

26,06:15-06:30,288.77,16.87,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.05,0,0,1.3,17.71,36.14,11.5,185.89,79.5,0,17.7,0,107.92,22.34,0,24.08,1.48,4.26,8.33,43.52,0,0,0,94.16,43.95,4.49,0,0,18.1,40.69,0,0,240.96,0,0,5.48,0,0,111.2,46.65,65.05,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

27,06:30-06:45,221.2,16.87,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94,0,0,2.31,17.71,36.14,11.5,185.89,79.5,0,17.7,0,107.92,22.34,0,24.08,1.47,4.26,8.33,43.52,0,0,0,94.16,43.95,4.49,0,0,18.1,40.69,0,0,240.96,0,0,5.48,0,0,111.2,46.65,61.7,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

28,06:45-07:00,182.59,16.87,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,16.91,0,0,2.31,17.71,36.14,11.5,185.89,79.5,0,17.7,0,107.92,22.34,0,24.08,1.47,17.06,8.33,43.52,0,0,0,94.16,43.95,4.49,0,0,18.1,40.69,0,0,240.96,0,0,5.48,0,0,111.2,46.65,61.7,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

29,07:00-07:15,134.32,16.87,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,16.97,0,0,2.31,14.12,30.1,11.5,185.89,79.5,0,17.7,0,107.92,18.53,0,30.1,1.47,50.54,8.33,43.52,0,0,0,94.16,38.25,4.49,0,0,18.06,40.69,0,0,240.96,0,0,5.48,0,0,37.14,46.65,59.45,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

30,07:15-07:30,101.5,16.87,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01,0,0,2.31,11.9,25.12,11.5,185.89,79.5,0,17.7,0,107.92,16.31,0,30.1,1.47,50.54,8.33,43.52,0,0,0,94.16,43.27,4.49,0,0,18.1,40.69,0,0,235.46,0,0,5.48,0,0,37.14,46.65,59.45,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

31,07:30-07:45,101.5,16.87,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35,0,0,2.31,14.13,25.12,11.5,185.89,79.5,0,17.7,0,107.92,16.31,0,30.1,1.47,21.31,8.33,43.52,0,0,0,81.96,38.28,4.49,0,0,18.1,40.69,0,0,235.46,0,0,5.48,0,0,37.14,46.65,53.83,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

32,07:45-08:00,101.5,12.99,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.48,0,0,1.38,14.13,25.12,11.5,185.89,79.5,0,17.7,0,107.92,16.31,0,30.1,0.8,21.31,8.33,43.52,0,0,0,78.56,29.96,4.49,0,0,18.1,40.69,0,0,235.46,0,0,5.48,0,0,37.14,46.65,53.83,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

33,08:00-08:15,101.5,12.79,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.85,0,0,1.38,14.13,28.76,11.5,185.89,79.5,0,17.7,0,107.92,16.65,0,30.1,0.8,21.31,8.33,43.52,0,0,0,78.56,29.96,4.49,0,0,18.1,40.69,0,0,235.46,0,0,5.48,0,0,37.14,50.23,50.47,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

34,08:15-08:30,101.5,12.79,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.85,0,0,1.38,14.13,28.76,11.5,185.89,79.5,0,17.7,0,107.92,16.65,0,30.1,0.8,21.31,8.33,43.52,0,0,0,78.56,29.96,4.49,0,0,18.1,40.69,0,0,235.46,0,0,5.48,0,0,37.14,50.23,50.47,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

35,08:30-08:45,101.5,12.79,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,0,1.38,14.13,28.76,11.5,100.37,39.75,0,17.7,0,107.92,16.65,0,30.1,0.8,25.57,8.33,43.52,0,0,0,78.56,29.96,4.49,0,0,18.1,40.69,0,0,235.46,0,0,5.48,0,0,37.14,50.23,50.47,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

36,08:45-09:00,101.5,12.79,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,0,1.38,14.13,28.76,11.5,0,0,0,17.7,0,94.41,16.65,0,30.1,0.8,25.57,8.33,43.52,0,0,0,78.56,29.96,4.49,0,0,18.1,40.69,0,0,235.46,0,0,5.48,0,0,37.14,50.23,50.47,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

37,09:00-09:15,101.5,12.79,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,0,2.31,14.13,28.76,3.72,0,0,0,17.7,0,94.41,16.27,0,30.1,0.8,50.54,8.33,43.52,0,0,0,81.61,37.88,4.49,0,0,18.1,40.69,0,0,235.46,0,0,5.48,0,0,37.14,50.23,50.47,42.7,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

38,09:15-09:30,101.5,12.79,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,0,2.31,14.13,28.76,3.72,0,0,0,17.7,0,106.89,16.27,0,30.1,0.8,50.54,8.33,43.52,0,0,0,81.61,37.88,4.49,0,0,18.1,40.69,0,0,235.46,0,0,5.48,0,0,37.14,50.23,50.47,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

39,09:30-09:45,101.5,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,0,2.31,15.93,32.5,3.72,0,0,0,17.7,0,107.92,19.93,0,30.1,1.47,25.57,8.33,43.52,0,0,0,94.16,43.95,4.49,0,0,18.1,40.69,0,0,240.96,0,0,5.48,0,0,37.14,50.23,50.47,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

40,09:45-10:00,141.08,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.89,0,0,2.31,15.93,32.5,3.72,0,0,0,17.7,0,107.92,19.93,0,30.1,1.47,25.57,8.33,43.52,0,0,0,94.16,43.95,2.25,0,0,18.1,40.69,0,0,240.96,0,0,5.48,0,0,37.14,50.23,50.47,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

41,10:00-10:15,141.08,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,0,2.31,15.93,32.5,11.5,0,0,0,17.7,0,108.5,19.93,0,30.1,1.47,25.57,8.33,43.52,0,0,0,105.7,43.95,0.62,0,0,18.1,40.69,0,0,240.96,0,0,5.48,0,0,37.14,50.23,50.47,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

42,10:15-10:30,141.08,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,0,2.31,15.93,32.5,11.5,0,0,0,17.7,0,108.5,19.93,0,30.1,1.47,25.57,8.33,43.52,0,0,0,107.31,43.95,0,0,0,18.1,40.69,0,0,240.96,0,0,5.48,0,0,37.14,50.23,50.47,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

43,10:30-10:45,141.08,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,0,2.31,15.93,32.5,11.5,0,0,0,17.7,0,108.5,19.93,0,32.36,1.47,21.31,8.33,43.52,0,0,0,107.31,43.95,0,0,0,18.1,40.69,0,0,240.96,0,0,5.48,0,0,46.96,50.23,50.47,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

44,10:45-11:00,141.08,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,0,0,2.31,15.93,32.5,11.5,0,0,0,17.7,0,108.5,19.93,0,32.36,1.47,21.31,8.33,43.52,0,0,0,108.92,43.95,0,0,0,16.01,40.69,0,0,240.96,0,0,5.48,0,0,50.74,50.23,50.47,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

45,11:00-11:15,208.65,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.57,0,0,2.31,15.93,32.5,11.5,0,0,0,17.7,0,108.48,19.93,0,32.36,1.47,24.51,8.33,43.52,0,0,0,108.92,43.95,0,0,0,17.88,40.69,0,0,240.96,0,0,5.48,0,0,54.3,50.23,50.47,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

46,11:15-11:30,276.22,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.57,0,0,2.31,15.93,32.5,11.5,0,0,0,17.7,0,108.48,19.93,0,32.36,1.47,24.51,8.33,43.52,0,0,0,110.6,43.95,0,0,0,18.03,40.69,0,0,240.96,0,0,5.48,0,0,54.3,50.23,50.47,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

47,11:30-11:45,273.81,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.57,0,0,2.31,15.93,32.5,12.66,0,0,0,17.7,0,108.48,19.93,0,32.36,1.47,50.54,8.33,43.52,0,0,0,110.6,38.39,0,0,0,18.1,40.69,0,0,240.96,0,0,5.48,0,0,70.58,47.37,33.65,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

48,11:45-12:00,261.74,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.57,0,0,2.31,15.93,32.5,12.66,0,0,0,17.7,0,108.48,19.93,0,32.36,1.47,50.54,8.33,43.52,0,0,0,112.23,38.39,0,0,0,18.1,40.69,0,0,240.96,0,0,5.48,0,0,76.02,47.37,33.65,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

49,12:00-12:15,282.01,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.26,0,0,2.31,15.93,32.5,12.66,0,0,0,17.7,0,108.47,19.93,0,32.36,1.47,21.31,8.33,43.52,0,0,0,112.23,38.39,0,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,81.45,47.37,33.65,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

50,12:15-12:30,233.75,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.26,0,0,2.31,15.93,32.5,12.66,0,0,0,17.7,0,108.47,19.93,0,32.36,1.47,17.06,8.33,43.52,0,0,0,113.92,38.39,0,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,86.88,47.37,33.65,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

51,12:30-12:45,166.18,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.26,0,0,2.31,15.93,32.5,12.66,0,0,0,17.7,0,108.47,19.93,0,32.36,1.47,17.06,8.33,43.52,0,0,0,113.92,38.39,0,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,92.3,47.37,33.65,44.07,122.97,0,37.69,117.59,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

52,12:45-13:00,166.18,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.26,0,0,2.31,15.93,32.5,12.66,0,0,0,17.7,0,108.47,19.93,0,32.36,1.47,17.06,8.33,43.52,0,0,0,115.53,38.39,0,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,97.74,47.37,33.65,44.07,122.97,0,37.69,117.59,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

