Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01032024/22032024/HP-56,NR/01102023/31052040/LT-31,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/01012024/31032024/ ChanjuII,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01032024/22032024/HP-59,NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/16032024/22032024/HP-63,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01032024/31032024/NVVN/OA/16997,NR/01102023/19072037/LT-05,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/30042040/GNA_LT_35,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,SR/01032024/31032024/SJVN010324NR1590,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01032024/31032024/SJVN010324NR1588,NR/01102023/08032047/L_NR_2021_14
8,01:45-02:00,117.750000,76.750000,0.000000,193.100000,0,0,76.550000,1.540000,0,0,10.47,18.84,41.33,25.710000,54.070000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.530000,26.070000,48.280000,57.910000,18.83,0,41.33,56.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,1.860000,0,0,0,0,0

9,02:00-02:15,117.750000,76.750000,0.000000,193.100000,0,0,76.550000,1.540000,0,0,10.8,18.5,36.67,25.710000,54.070000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.380000,26.070000,48.280000,57.910000,18.5,0,36.67,55.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,1.860000,0,0,0,0,0

10,02:15-02:30,117.750000,76.750000,0.000000,193.100000,0,0,76.550000,1.540000,0,0,10.8,18.16,36,25.710000,54.070000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.380000,26.070000,48.280000,57.910000,18.17,0,36,54.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,1.860000,0,0,0,0,0

11,02:30-02:45,117.750000,76.750000,0.000000,193.100000,0,0,76.550000,1.540000,0,0,10.47,16.66,35,25.710000,54.070000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.380000,26.070000,48.280000,47.310000,16.67,0,35,50,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,1.860000,0,0,0,0,0

12,02:45-03:00,117.750000,76.750000,0.000000,193.100000,0,0,76.550000,1.540000,0,0,10.47,16.34,34.67,25.710000,54.070000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.380000,26.070000,48.280000,47.310000,16.33,0,34.67,49,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,1.860000,0,0,0,0,0

13,03:00-03:15,117.750000,76.750000,0.000000,193.100000,0,0,52.780000,1.490000,0,0,9.16,16,45,25.710000,54.070000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.380000,26.070000,48.280000,47.310000,16,0,45,48,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,1.790000,0,0,0,0,0

14,03:15-03:30,117.750000,76.750000,0.000000,193.100000,0,0,52.780000,1.490000,0,0,8.84,16,43.33,25.710000,54.070000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.380000,26.070000,48.280000,47.310000,16,0,43.33,48,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,1.790000,0,0,0,0,0

15,03:30-03:45,117.750000,76.750000,0.000000,193.100000,0,0,52.780000,1.490000,0,0,14.66,19.16,42.67,25.710000,54.070000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.380000,26.070000,48.280000,47.310000,19.17,0,42.67,57.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,1.790000,0,0,0,0,0

16,03:45-04:00,117.750000,76.750000,0.000000,193.100000,0,0,52.780000,1.490000,0,0,14,18.66,42.33,25.710000,54.070000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.380000,26.070000,48.280000,47.310000,18.67,0,42.33,56,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,1.790000,0,0,0,0,0

17,04:00-04:15,117.750000,76.750000,0.000000,193.100000,0,0,52.780000,1.490000,0,0,13.66,18.34,41.33,25.710000,54.070000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.380000,26.070000,48.280000,47.310000,18.33,0,41.33,55,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,2.720000,0,0,0,0,0

18,04:15-04:30,117.750000,76.750000,0.000000,193.100000,0,0,76.550000,1.490000,0,0,13.34,17.16,39,25.710000,54.070000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.380000,26.070000,48.280000,47.310000,17.17,0,39,51.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,2.720000,0,0,0,0,0

19,04:30-04:45,117.750000,76.750000,0.000000,193.100000,0,0,76.550000,1.490000,0,0,12.66,16.84,36,25.710000,54.070000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.380000,27.030000,48.280000,47.310000,16.83,0,36,50.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,2.720000,0,0,0,0,0

20,04:45-05:00,117.750000,76.750000,0.000000,193.100000,0,0,76.550000,1.490000,0,0,11.66,16.5,34.67,25.710000,54.070000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.380000,27.030000,48.280000,47.310000,16.5,0,34.67,49.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,2.720000,0,0,0,0,0

21,05:00-05:15,130.630000,76.750000,0.000000,193.100000,0,0,76.550000,1.490000,0,0,11,16.34,45,25.710000,89.320000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.310000,27.030000,48.280000,57.910000,16.33,0,45,49,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,2.720000,0,0,0,0,0

22,05:15-05:30,130.630000,76.750000,0.000000,193.100000,0,0,76.550000,1.490000,0,0,9,16.16,44.67,25.710000,89.320000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.310000,27.030000,48.280000,57.910000,16.17,0,44.67,48.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,2.720000,0,0,0,0,0

23,05:30-05:45,130.630000,76.750000,0.000000,193.100000,0,0,76.550000,1.490000,0,0,8.66,15.84,44,25.710000,89.320000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.310000,27.030000,48.280000,57.910000,15.83,0,44,47.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,2.720000,0,0,0,0,0

24,05:45-06:00,130.630000,76.750000,0.000000,193.100000,0,0,76.550000,1.490000,0,0,8.34,15.5,43,25.710000,89.320000,0.000000,48.28,32.860000,134.010000,7.01,0,78.790000,2.310000,27.030000,48.280000,57.910000,15.5,0,43,46.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.710000,2.720000,0,0,0,0,0

25,06:00-06:15,130.630000,0.000000,0.000000,96.550000,0,0,76.550000,1.440000,0,0,8,15.16,42.33,25.060000,62.760000,0.000000,48.28,0.000000,134.010000,8.01,0,0.000000,2.310000,27.030000,48.280000,47.310000,15.17,0,42.33,45.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,30.900000,2.480000,0,0,0,0,0

26,06:15-06:30,130.630000,0.000000,0.000000,96.550000,0,0,76.550000,1.440000,0.5,1,7.34,14.66,41.33,25.060000,67.580000,0.000000,48.28,0.000000,134.010000,8.41,0,0.000000,2.310000,27.030000,48.280000,57.910000,14.67,0.53548,41.33,44,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,30.900000,2.480000,0,0,0.01,0,0

27,06:30-06:45,130.630000,0.000000,0.000000,96.550000,0,0,76.550000,1.440000,5,8.14,7,14.84,46.33,25.060000,54.070000,0.000000,48.28,0.000000,134.010000,8.81,0,0.000000,2.610000,26.070000,48.280000,57.910000,14.83,4.04044,46.33,44.5,0.000000,48.28,0,0,0,0,0,1,0.000000,0.000000,30.900000,2.480000,0,0,0.01,0,0

28,06:45-07:00,130.630000,0.000000,0.030000,96.550000,0,0,76.550000,1.440000,15,14.94,6.66,14.34,45.33,25.060000,54.070000,0.000000,48.28,0.000000,134.010000,9.21,1,0.000000,2.610000,25.100000,48.280000,57.910000,14.33,10.154648,45.33,43,0.030000,48.28,0,1,0,0.5,0,3,0.000000,0.030000,30.900000,2.480000,0,0,0.01,0,0.27

29,07:00-07:15,130.630000,0.000000,0.200000,96.550000,2,0.5,76.550000,1.440000,25,24.12,10.34,18.84,51.67,25.060000,54.070000,0.000000,48.28,0.000000,134.010000,9.61,4,0.000000,2.610000,25.100000,48.280000,57.910000,18.83,16.999056,51.67,56.5,0.200000,48.28,0,1,0,1,1,10,0.000000,0.210000,30.900000,2.480000,0,0,2.49,0,2.28

30,07:15-07:30,130.630000,0.000000,0.650000,96.550000,6,2.19,76.550000,1.440000,29.22,29.22,9.66,18.16,50.67,25.060000,54.070000,0.000000,48.28,0.000000,134.010000,10.01,11,0.000000,2.610000,24.140000,48.280000,57.910000,18.17,24.904688,50.67,54.5,0.650000,48.28,0,4,0,3,3,29.21,0.000000,0.660000,30.900000,2.480000,0,0,10.98,0,5.8

31,07:30-07:45,130.630000,0.000000,1.390000,96.550000,13,4.83,76.550000,1.440000,30.72,30.72,9.34,17.34,50.33,25.060000,54.070000,0.000000,48.28,0.000000,134.010000,7.01,14,0.000000,2.610000,23.170000,48.280000,57.910000,17.33,35.361152,50.33,52,1.390000,48.28,0,6,0,7,6,30.71,0.000000,1.430000,30.900000,2.480000,0,0,24.15,0,10.95

32,07:45:08:00,130.630000,0.000000,2.450000,96.550000,22,8.6,76.550000,1.440000,30.72,30.72,9,17,48.33,25.060000,54.070000,0.000000,48.28,0.000000,134.010000,7.01,32,0.000000,2.610000,23.170000,48.280000,57.910000,17,47.2196,48.33,51,2.450000,48.28,0,13,0,11,11,30.71,0.000000,2.520000,30.900000,2.480000,0,0,43.03,0,17.63

33,08:00-08:15,130.630000,0.000000,3.550000,96.550000,31,13.14,76.550000,1.440000,30.72,30.72,8.34,16.34,46.33,25.060000,54.070000,0.000000,48.28,0.000000,134.010000,7.01,56,0.000000,2.610000,23.170000,48.280000,57.910000,16.33,59.379864,46.33,49,3.550000,48.28,0,24,0,16,16,30.71,0.000000,3.640000,30.900000,3.030000,0,0,65.69,0,25.09

34,08:15-08:30,130.630000,0.000000,5.010000,96.550000,40,17.93,76.550000,1.440000,30.72,30.72,8,15.84,41.67,25.060000,54.070000,0.000000,48.28,0.000000,134.010000,7.01,74,0.000000,2.610000,23.170000,48.280000,57.910000,15.83,70.819664,41.67,47.5,5.010000,48.28,0,31,0,21,20,30.71,0.000000,5.140000,30.900000,3.030000,0,0,89.65,0,32.19

35,08:30-08:45,130.630000,0.000000,6.440000,96.550000,49,22.67,76.550000,1.440000,31.72,31.72,0,17,46.67,25.060000,54.070000,0.000000,48.28,0.000000,134.010000,7.01,95,0.000000,2.610000,23.170000,48.280000,57.910000,17,81.480584,46.67,51,6.440000,48.28,0,40,0,25,24,31.71,0.000000,6.590000,30.900000,3.030000,0,0,113.36,0,39.81

36,08:45:09:00,130.630000,0.000000,7.800000,96.550000,57,27.36,76.550000,1.440000,31.72,31.72,0,16.34,45,25.060000,54.070000,0.000000,48.28,0.000000,134.010000,6.61,112,0.000000,2.610000,23.170000,48.280000,57.910000,16.33,91.752064,45,49,7.800000,48.28,0,48,0,28.9,29,31.71,0.000000,7.990000,30.900000,3.030000,0,0,136.78,0,47.37

37,09:00:09:15,113.890000,0.000000,9.190000,96.550000,64,31.81,76.550000,1.490000,31.72,31.72,0,15.84,43.33,25.060000,57.930000,0.000000,48.28,0.000000,134.010000,6.01,130,0.000000,2.530000,23.170000,48.280000,37.850000,15.83,99.01512,43.33,47.5,9.190000,48.28,14.48,55,0,32.3,32,31.71,0.000000,9.420000,30.900000,3.030000,0,0,159.05,0,54.56

38,09:15-09:30,113.890000,0.000000,10.430000,96.550000,71,35.79,76.550000,1.490000,31.72,31.72,0,15.5,41.67,25.060000,62.760000,0.000000,48.28,0.000000,134.010000,6.01,147,0.000000,2.530000,23.170000,48.280000,37.850000,15.5,107.806728,41.67,46.5,10.430000,48.28,14.48,63,0,35.4,35,31.71,0.000000,10.700000,30.900000,3.030000,0,0,178.97,0,61.16

39,09:30-09:45,127.410000,0.000000,11.600000,96.550000,77,39.63,76.550000,1.570000,31.72,31.72,0,14.16,38.33,25.060000,77.240000,0.000000,48.28,0.000000,134.010000,6.01,165,0.000000,2.530000,23.170000,48.280000,42.110000,14.17,115.90708,38.33,42.5,11.600000,48.28,14.48,70,0,37.5,39,31.71,0.000000,11.900000,30.900000,2.950000,0,0,198.18,0,67.52

40,09:45-10:00,130.630000,0.000000,12.620000,96.550000,83,43.27,76.550000,1.570000,32.05,32.05,0,12.66,34.33,25.060000,77.240000,0.000000,48.28,0.000000,134.010000,6.01,179,0.000000,2.530000,23.170000,48.280000,46.360000,12.67,123.072776,34.33,38,12.620000,48.28,14.48,76,0,40.5,41,32.05,0.000000,12.930000,30.900000,2.950000,0,0,216.35,0,73.53

41,10:00-10:15,130.630000,0.000000,13.630000,96.550000,88,46.64,76.550000,1.570000,32.05,32.05,0,11.34,31.67,22.880000,72.410000,0.000000,48.28,0.000000,134.010000,9.16,193,0.000000,2.530000,23.170000,48.280000,50.620000,11.33,129.079888,31.67,34,13.630000,48.28,14.48,82,0,43.1,44,32.05,0.000000,13.960000,22.880000,2.950000,0,0,233.21,0,79

42,10:15-10:30,127.410000,0.000000,14.470000,96.550000,93,48.67,76.550000,1.570000,32.05,32.05,0,10.34,31.67,22.880000,67.580000,0.000000,48.28,0.000000,134.010000,9.04,196,0.000000,2.530000,23.170000,48.280000,57.910000,10.33,134.288648,31.67,31,14.470000,48.28,14.48,84,0,45.2,47,32.05,0.000000,14.830000,22.880000,2.950000,0,0,243.33,0,83.78

43,10:30-10:45,125.480000,0.000000,15.220000,96.550000,95,48.67,76.550000,1.570000,32.05,32.05,0,9.16,28.48,22.880000,67.580000,0.000000,48.28,0.000000,134.010000,9.11,203,0.000000,2.530000,23.170000,48.280000,57.910000,9.17,135.836672,28.48,27.5,15.220000,48.28,14.48,87,0,46.8,47,32.05,0.000000,15.600000,22.880000,2.950000,0,0,243.33,0,87.98

44,10:45-11:00,125.480000,0.000000,15.990000,96.550000,95,48.67,76.550000,1.570000,32.05,32.05,0,7.5,28.18,22.880000,67.580000,0.000000,48.28,0.000000,134.010000,9.14,210,0.000000,2.530000,23.170000,48.280000,57.910000,7.5,139.623976,28.18,22.5,15.990000,48.28,14.48,90,0,48,47,32.05,0.000000,16.390000,22.880000,2.950000,0,0,243.33,0,91.39

45,11:00-11:15,113.890000,0.000000,16.600000,96.550000,95,48.67,76.550000,1.570000,32.05,32.05,0,7.34,29.09,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,9.16,210,0.000000,2.460000,23.170000,48.280000,57.910000,7.33,142.710288,29.09,22,16.600000,48.28,14.48,90,0,48.2,47,32.05,0.000000,17.020000,25.710000,2.720000,0,0,243.33,0,92.31

46,11:15-11:30,113.890000,0.000000,16.800000,96.550000,95,48.67,76.550000,1.570000,32.05,32.05,0,7.34,29.88,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,9.11,210,0.000000,2.460000,23.170000,48.280000,57.910000,7.33,145.494784,29.88,22,16.800000,48.28,14.48,90,0,48.2,47,32.05,0.000000,17.220000,25.710000,2.720000,0,0,243.33,0,92.92

47,11:30-11:45,113.890000,0.000000,16.880000,96.550000,95,48.67,76.550000,1.570000,32.05,32.05,0,7.34,29.05,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,9.04,207,0.000000,2.460000,24.140000,48.280000,57.910000,7.33,147.59776,29.05,22,16.880000,48.28,14.48,88,0,48.2,47,32.05,0.000000,17.300000,25.710000,2.720000,0,0,243.33,0,92.92

48,11:45-12:00,113.890000,0.000000,17.190000,96.550000,95,48.67,76.550000,1.570000,32.05,32.05,0,7.34,28.78,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.96,207,0.000000,2.460000,24.140000,48.280000,57.910000,7.33,148.318224,28.78,22,17.190000,48.28,14.48,88,0,48.2,47,32.05,0.000000,17.620000,25.710000,2.720000,0,0,243.33,0,92.92

49,12:00-12:15,113.890000,0.000000,17.190000,96.550000,95,48.67,76.550000,1.620000,32.05,32.05,0,7.34,28.21,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.86,207,0.000000,2.460000,24.140000,48.280000,57.910000,7.33,146.7702,28.21,22,17.190000,48.28,14.48,88,0,48.2,47,32.05,0.000000,17.620000,25.710000,1.550000,0,0,243.33,0,92.92

50,12:15-12:30,113.890000,0.000000,17.190000,96.550000,95,48.67,76.550000,1.620000,32.05,32.05,0,7.34,27.75,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.72,207,0.000000,2.460000,24.140000,48.280000,57.910000,7.33,146.62416,27.75,22,17.190000,48.28,14.48,88,0,48.2,47,32.05,0.000000,17.620000,25.710000,1.550000,0,0,243.33,0,92.92

51,12:30-12:45,113.890000,0.000000,17.190000,96.550000,95,48.67,76.550000,1.820000,32.05,32.05,0,7.34,27.06,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.5,207,0.000000,2.460000,24.140000,48.280000,57.910000,7.33,145.728448,27.06,22,17.190000,48.28,14.48,88,0,48.2,47,32.05,0.000000,17.620000,25.710000,2.480000,0,0,243.33,0,92.92

52,12:45-13:00,113.890000,0.000000,17.190000,96.550000,95,48.67,76.550000,1.820000,32.05,32.05,0,7.34,27.87,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.26,207,0.000000,2.460000,24.140000,48.280000,57.910000,7.33,144.764584,27.87,22,17.190000,48.28,14.48,88,0,48.2,47,32.05,0.000000,17.620000,25.710000,2.480000,0,0,243.33,0,92.86

53,13:00-13:15,89.750000,0.000000,17.190000,96.550000,95,48.67,57.610000,1.820000,32.05,32.05,0,7.34,28.98,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.07,207,0.000000,2.530000,24.140000,48.280000,35.200000,7.33,144.365408,28.98,22,17.190000,48.28,14.48,88,0,47.2,47,32.05,0.000000,17.620000,25.710000,2.480000,0,0,243.33,0,93.08

54,13:15-13:30,83.840000,0.000000,17.190000,96.550000,95,48.67,57.610000,1.820000,32.05,32.05,0,7.34,29.57,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.01,207,0.000000,2.530000,24.140000,48.280000,57.910000,7.33,143.489168,29.57,22,17.190000,48.28,14.48,88,0,47.2,47,32.05,0.000000,17.620000,25.710000,2.480000,0,0,243.33,0,92.71

55,13:30-13:45,83.840000,0.000000,17.190000,96.550000,95,48.67,57.610000,1.820000,32.05,32.05,0,11.71,31.64,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.01,207,0.000000,2.530000,24.140000,48.280000,57.910000,11.7,142.564248,31.64,35.1,17.190000,48.28,14.48,88,0,47,47,32.05,0.000000,17.620000,25.710000,2.480000,0,0,243.33,0,92.72

56,13:45-14:00,83.840000,0.000000,16.850000,96.550000,95,48.67,57.610000,1.820000,32.05,32.05,0,11.99,33.14,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.01,203,0.000000,2.530000,24.140000,48.280000,57.910000,11.98,140.14972,33.14,35.95,16.850000,48.28,14.48,87,0,47,47,32.05,0.000000,17.270000,25.710000,2.480000,0,0,243.33,0,92.52

57,14:00-14:15,83.840000,0.000000,16.700000,96.550000,95,48.67,57.610000,1.820000,32.05,32.05,0,12.37,35,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.01,200,0.000000,2.530000,24.140000,48.280000,57.910000,12.38,136.128752,35,37.12,16.700000,48.28,14.48,85,0,47,47,32.05,0.000000,17.120000,25.710000,2.560000,0,0,243.33,0,92.22

58,14:15-14:30,83.840000,0.000000,16.240000,96.550000,94,48.67,57.610000,1.820000,32.05,32.05,0,12.64,35.67,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.01,196,0.000000,2.530000,24.140000,48.280000,57.910000,12.66,130.939464,35.67,37.97,16.240000,48.28,14.48,84,0,47,47,32.05,0.000000,16.660000,25.710000,2.560000,0,0,243.33,0,91.75

59,14:30-14:45,83.840000,0.000000,15.610000,96.550000,94,48.67,57.610000,1.820000,32.05,32.05,0,16.88,41.77,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.01,196,0.000000,2.530000,24.140000,48.280000,57.910000,16.88,124.640272,41.77,50.63,15.610000,48.28,14.48,84,0,46.3,47,32.05,0.000000,16.010000,25.710000,2.560000,0,0,243.33,0,91.36

60,14:45-15:00,83.840000,0.000000,14.810000,96.550000,93,48.67,57.610000,1.820000,32.05,32.05,0,17.05,41.9,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.01,189,0.000000,2.530000,24.140000,48.280000,57.910000,17.04,117.747184,41.9,51.13,14.810000,48.28,14.48,81,0,44.7,47,32.05,0.000000,15.170000,25.710000,2.560000,0,0,243.33,0,88.49

61,15:00-15:15,83.840000,0.000000,14.060000,96.550000,87,48.67,57.610000,1.850000,32.05,32.05,0,16.72,42.17,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.01,182,0.000000,2.610000,24.140000,48.280000,57.910000,16.72,110.338088,42.17,50.16,14.060000,48.28,14.48,78,0,42.1,43,32.05,0.000000,14.410000,25.710000,2.560000,0,0,243.33,0,84.69

62,15:15-15:30,83.840000,0.000000,13.300000,96.550000,80,48.67,57.610000,1.850000,32.05,32.05,0,16.88,42.53,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.01,172,0.000000,2.610000,24.140000,48.280000,57.910000,16.88,103.83444,42.53,50.63,13.300000,48.28,14.48,73,0,40,40,32.05,0.000000,13.640000,25.710000,2.560000,0,0,243.33,0,80.24

