Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/23032024/30032024/HP-60,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/23032024/30032024/HP-57,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/31052040/LT-31,NR/01012024/31032024/ ChanjuII,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/23032024/30032024/HP-64,NR/01102023/30042040/GNA_LT_36,L_NR_2019_19,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,SR/01032024/31032024/SJVN010324NR1590,NR/01032024/31032024/SJVN010324NR1589,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02012046/L_NR_2021_17,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01032024/31032024/SJVN010324NR1588
63,15:30-15:45,261.670000,27.080000,12.370000,2.230000,58.000000,25.570000,76.670000,0.000000,25.570000,0.000000,2.960000,83.160000,0.000000,48.350000,12.370000,8.220000,2.690000,132.670000,0.000000,12.670000,77.437524,48.35,34.8,32.34,33,50.67,0,29.01,142,53.5,202.71,40.54,17.83,17.84,48.35,71.38,61,50.67,32.33,0,6.61,12.34,0,96.700000,67,32.33,24.18

64,15:45-16:00,261.670000,27.080000,11.140000,2.230000,58.000000,25.570000,76.670000,0.000000,25.570000,0.000000,2.960000,100.200000,0.000000,48.350000,11.140000,8.220000,2.690000,132.670000,0.000000,11.420000,67.355172,48.35,31.7,32.34,30,50.67,0,29.01,128,54,190.52,38.1,18,18,48.35,66.21,55,50.67,32.33,0,7.01,12.66,0,96.700000,60,32.33,24.18

65,16:00-16:15,240.780000,28.040000,9.940000,2.320000,58.000000,25.570000,76.670000,0.000000,25.570000,0.000000,2.960000,91.860000,0.000000,48.350000,9.940000,8.220000,2.690000,132.670000,0.000000,10.190000,59.51118,48.35,27.9,32.34,25,48.33,0,29.01,112,47.5,177.33,35.47,15.83,15.84,48.35,60.47,48,48.33,32.33,0,8.01,13,0,96.700000,50,32.33,24.18

66,16:15-16:30,240.780000,28.040000,8.780000,2.320000,58.000000,25.570000,87.220000,0.000000,25.570000,0.000000,2.960000,100.200000,0.000000,48.350000,8.780000,8.220000,2.690000,132.670000,0.000000,9.000000,52.99074,48.35,24.5,32.34,22,48,0,29.01,97,48,159.38,31.88,16,16,48.35,54.59,42,48,32.33,0,8.41,13.34,0,96.700000,43,32.33,24.18

67,16:30-16:45,240.780000,28.040000,7.710000,2.320000,58.000000,20.980000,87.220000,0.000000,20.980000,0.000000,2.960000,100.200000,0.000000,48.350000,7.710000,8.220000,2.690000,132.670000,0.000000,7.900000,45.516564,48.35,20.8,32.34,18,47.33,0,29.01,82,48.5,151.18,30.24,16.17,16.16,48.35,48.25,35,47.33,32.33,0,8.81,13.34,0,96.700000,35,32.33,24.18

68,16:45-17:00,240.780000,29.010000,6.630000,2.320000,58.000000,20.980000,87.220000,0.000000,20.980000,0.000000,2.960000,100.200000,0.000000,48.350000,6.630000,8.220000,2.690000,132.670000,0.000000,6.790000,38.091048,48.35,18,32.34,14,46.67,0,26.3,69,49,133.35,26.67,16.33,16.34,48.35,41.5,29,46.67,32.33,0,9.01,13.34,0,96.700000,28,32.33,24.18

69,17:00-17:15,240.780000,29.010000,5.590000,2.780000,58.000000,0.000000,75.430000,0.000000,0.000000,0.000000,3.110000,78.710000,0.000000,48.350000,5.590000,8.220000,2.840000,132.670000,0.000000,5.720000,29.63394,48.35,15,25.01,10,48.33,0,0,63,51,113.08,22.62,17,17,48.35,34.65,27,48.33,22.38,0,15.2,13.34,0,96.700000,20,33,0

70,17:15-17:30,240.780000,29.980000,4.480000,2.780000,58.000000,0.000000,75.430000,0.000000,0.000000,0.000000,3.110000,78.710000,0.000000,48.350000,4.480000,8.220000,2.840000,132.670000,0.000000,4.590000,21.828876,48.35,12,16.83,7,47.33,0,0,48,53,92.82,18.56,17.67,17.66,48.35,27.73,20,47.33,15.49,0,14.8,13.34,0,96.700000,15,27.5,0

71,17:30-17:45,240.780000,29.980000,3.370000,2.780000,58.000000,0.000000,75.430000,0.000000,0.000000,0.000000,3.110000,78.710000,0.000000,48.350000,3.370000,8.220000,2.840000,132.670000,0.000000,3.460000,13.829172,48.35,9,9.41,6,45.67,0,0,33,53.5,72.56,14.51,17.83,17.84,48.35,20.62,14,45.67,8.54,0,14.6,13,0,96.700000,11,15.3,0

72,17:45-18:00,240.780000,29.980000,2.380000,2.780000,58.000000,0.000000,75.430000,0.000000,0.000000,0.000000,3.110000,78.710000,0.000000,48.350000,2.380000,8.220000,2.840000,132.670000,0.000000,2.440000,8.22354,48.35,6,3.84,3,43.67,0,0,18,54,52.29,10.46,18,18,48.35,14.06,7,43.67,3.42,0,14.4,13,0,96.700000,7,6.1,0

73,18:00-18:15,240.780000,29.980000,1.510000,2.600000,58.000000,0.000000,75.430000,0.000000,30.460000,0.000000,2.880000,78.710000,0.000000,48.350000,1.510000,8.310000,3.000000,132.670000,0.000000,1.550000,4.642164,96.70,4,0,1,35.33,0,0,7,47.5,40.04,8.01,15.83,15.84,48.35,8.51,3,35.33,0,0,14,12.34,0,96.700000,3,0,0

74,18:15-18:30,240.780000,29.980000,0.000000,2.600000,58.000000,0.000000,75.430000,0.000000,30.460000,0.000000,2.880000,78.710000,0.000000,48.350000,0.000000,8.310000,3.000000,132.670000,0.000000,0.000000,1.761492,96.70,3,0,0,33,0,0,1,47,27.78,5.56,15.67,15.66,48.35,4.26,1,33,0,0,14,12,0,96.700000,0,0,0

75,18:30-18:45,240.780000,29.980000,0.000000,2.600000,58.000000,0.000000,75.430000,0.000000,30.460000,0.000000,2.880000,78.710000,0.000000,48.350000,0.000000,8.310000,2.840000,132.670000,0.000000,0.000000,0.058392,96.70,2,0,0,32.33,0,0,1,46.5,15.53,3.11,15.5,15.5,48.35,1.29,0,32.33,0,0,9.21,12,0,96.700000,0,0,0

76,18:45-19:00,240.780000,29.980000,0.000000,2.600000,58.000000,0.000000,75.430000,0.000000,30.460000,0.000000,2.880000,78.710000,0.000000,48.350000,0.000000,8.310000,2.840000,132.670000,0.000000,0.000000,0,96.70,1,0,0,32.33,0,0,0,46,3.28,0.66,15.33,15.34,48.35,0.64,0,32.33,0,0,8.81,11.66,0,96.700000,0,0,0

77,19:00-19:15,240.780000,29.980000,0.000000,2.600000,58.000000,30.460000,75.430000,0.000000,30.460000,0.000000,2.880000,78.710000,0.000000,48.350000,0.000000,8.310000,2.770000,132.670000,0.000000,0.000000,0,96.70,0,0,0,32.33,0,0,0,45.5,1.85,0.37,15.17,15.16,48.35,0,0,32.33,0,0,8.41,11.66,0,96.700000,0,0,0

78,19:15-19:30,240.780000,29.980000,0.000000,2.600000,58.000000,30.460000,75.430000,0.000000,30.460000,0.000000,2.880000,78.710000,0.000000,48.350000,0.000000,8.310000,2.770000,132.670000,0.000000,0.000000,0,96.70,0,0,0,32,0,0,0,45,0.83,0.16,15,15,48.35,0,0,32,0,0,8.21,11.66,0,96.700000,0,0,0

79,19:30-19:45,240.780000,29.980000,0.000000,2.600000,58.000000,30.460000,75.430000,0.000000,30.460000,0.000000,2.880000,78.710000,0.000000,48.350000,0.000000,8.310000,2.770000,132.670000,0.000000,0.000000,0,96.70,0,0,0,31.33,0,0,0,44.5,0.2,0.04,14.83,14.84,48.35,0,0,31.33,0,0,7.41,11.34,0,96.700000,0,0,0

80,19:45-20:00,240.780000,29.980000,0.000000,2.600000,58.000000,30.460000,75.430000,0.000000,30.460000,0.000000,2.880000,78.710000,0.000000,48.350000,0.000000,8.310000,2.770000,132.670000,0.000000,0.000000,0,96.70,0,0,0,30.33,0,0,0,43.5,0,0,14.5,14.5,48.35,0,0,30.33,0,0,7.41,11.34,0,96.700000,0,0,0

81,20:00-20:15,240.780000,29.010000,0.000000,2.510000,58.000000,30.940000,75.430000,0.000000,30.940000,0.000000,2.960000,78.710000,0.000000,48.350000,0.000000,8.400000,2.770000,132.670000,0.000000,0.000000,0,96.70,0,0,0,29.67,0,0,0,42.5,0,0,14.17,14.16,48.35,0,0,29.67,0,0,7.41,11,0,193.400000,0,0,0

82,20:15-20:30,240.780000,29.010000,0.000000,2.510000,58.000000,30.940000,75.430000,0.000000,30.940000,0.000000,2.960000,78.710000,0.000000,48.350000,0.000000,8.400000,2.770000,132.670000,0.000000,0.000000,0,96.70,0,0,0,28.67,0,0,0,40,0,0,13.33,13.34,48.35,0,0,28.67,0,0,7.41,11,0,193.400000,0,0,0

83,20:30-20:45,240.780000,29.010000,0.000000,2.510000,58.000000,30.460000,75.430000,0.000000,30.460000,0.000000,2.960000,78.710000,0.000000,48.350000,0.000000,8.400000,2.770000,132.670000,0.000000,0.000000,0,96.70,0,0,0,28.33,0,0,0,38.5,0,0,12.83,12.84,48.35,0,0,28.33,0,0,7.41,10.66,0,193.400000,0,0,0

84,20:45-21:00,240.780000,29.980000,0.000000,2.510000,58.000000,30.460000,75.430000,0.000000,30.460000,0.000000,2.960000,78.710000,0.000000,48.350000,0.000000,8.400000,2.770000,132.670000,0.000000,0.000000,0,96.70,0,0,0,28,0,0,0,37,0,0,12.33,12.34,48.35,0,0,28,0,0,7.41,10.34,0,193.400000,0,0,0

85,21:00-21:15,240.780000,29.980000,0.000000,2.420000,58.000000,30.940000,75.430000,0.000000,30.940000,0.000000,2.960000,78.710000,0.000000,48.350000,0.000000,10.700000,2.690000,149.880000,0.000000,0.000000,0,96.70,0,0,0,28,0,0,0,37.5,0,0,12.5,12.5,48.35,0,0,28,0,0,7.41,9.66,0,193.400000,0,0,0

86,21:15-21:30,240.780000,29.980000,0.000000,2.420000,58.000000,30.940000,75.430000,0.000000,30.940000,0.000000,2.960000,78.710000,0.000000,48.350000,0.000000,10.700000,2.690000,157.620000,0.000000,0.000000,0,96.70,0,0,0,28.33,0,0,0,38,0,0,12.67,12.66,48.35,0,0,28.33,0,0,7.41,9.66,0,193.400000,0,0,0

87,21:30-21:45,240.780000,29.980000,0.000000,2.420000,58.000000,30.940000,75.430000,0.000000,30.940000,0.000000,2.960000,78.710000,0.000000,48.350000,0.000000,10.700000,2.880000,157.620000,0.000000,0.000000,0,96.70,0,0,0,28,0,0,0,38.5,0,0,12.83,12.84,48.35,0,0,28,0,0,7.41,9.34,0,193.400000,0,0,0

88,21:45-22:00,240.780000,29.980000,0.000000,2.420000,58.000000,30.940000,75.430000,0.000000,30.940000,0.000000,2.960000,78.710000,0.000000,48.350000,0.000000,10.700000,2.880000,167.290000,0.000000,0.000000,0,96.70,0,0,0,27,0,0,0,38,0,0,12.67,12.66,48.35,0,0,27,0,0,7.41,9,0,193.400000,0,0,0

89,22:00-22:15,240.780000,29.010000,0.000000,2.420000,58.000000,11.010000,75.430000,0.000000,30.940000,74.210000,3.040000,78.710000,173.290000,48.350000,0.000000,10.520000,2.880000,178.900000,29.590000,0.000000,0,96.70,0,0,0,26.33,0,0,0,37.5,0,0,12.5,12.5,48.35,0,0,26.33,0,0,7.41,9,0,193.400000,0,0,0

90,22:15-22:30,240.780000,29.010000,0.000000,2.420000,58.000000,11.010000,75.430000,0.000000,30.940000,74.210000,3.040000,78.710000,173.290000,48.350000,0.000000,10.520000,2.880000,189.530000,29.590000,0.000000,0,96.70,0,0,0,25.67,0,0,0,37,0,0,12.33,12.34,48.35,0,0,25.67,0,0,7.41,9,0,193.400000,0,0,0

91,22:30-22:45,240.780000,29.010000,0.000000,2.420000,58.000000,0.000000,75.430000,0.000000,30.940000,74.210000,3.040000,78.710000,173.290000,48.350000,0.000000,10.520000,2.880000,200.170000,29.590000,0.000000,0,96.70,0,0,0,25.67,0,0,0,36,0,0,12,12,48.35,0,0,25.67,0,0,7.41,8.66,0,193.400000,0,0,0

92,22:45-23:00,240.780000,29.010000,0.000000,2.420000,58.000000,0.000000,75.430000,0.000000,30.940000,74.210000,3.040000,78.710000,173.290000,48.350000,0.000000,10.520000,2.880000,213.710000,29.590000,0.000000,0,96.70,0,0,0,25.67,0,0,0,36.5,0,0,12.17,12.16,48.35,0,0,25.67,0,0,7.41,8.34,0,193.400000,0,0,0

93,23:00-23:15,240.780000,29.010000,0.000000,2.420000,58.000000,0.000000,75.430000,0.000000,30.940000,74.210000,3.040000,78.710000,173.290000,48.350000,0.000000,10.520000,2.840000,213.710000,29.590000,0.000000,0,96.70,0,0,0,26.33,0,0,0,37,0,0,12.33,12.34,48.35,0,0,26.33,0,0,7.41,8,0,193.400000,0,0,0

94,23:15-23:30,240.780000,29.010000,0.000000,2.420000,58.000000,0.000000,75.430000,0.000000,30.940000,74.210000,3.040000,78.710000,173.290000,48.350000,0.000000,10.520000,2.840000,213.710000,29.590000,0.000000,0,96.70,0,0,0,27.33,0,0,0,37.5,0,0,12.5,12.5,48.35,0,0,27.33,0,0,7.41,7.66,0,193.400000,0,0,0

95,23:30-23:45,240.780000,29.010000,0.000000,2.420000,58.000000,0.000000,75.430000,0.000000,30.940000,74.210000,3.040000,78.710000,173.290000,48.350000,0.000000,10.520000,2.840000,213.710000,29.590000,0.000000,0,96.70,0,0,0,28,0,0,0,38,0,0,12.67,12.66,48.35,0,0,28,0,0,7.41,7.66,0,193.400000,0,0,0

96,23:45-24:00,240.780000,29.010000,0.000000,2.420000,58.000000,0.000000,75.430000,0.000000,30.940000,74.210000,3.040000,78.710000,173.290000,48.350000,0.000000,10.520000,2.840000,213.710000,29.590000,0.000000,0,96.70,0,0,0,28.67,0,0,0,38.5,0,0,12.83,12.84,48.35,0,0,28.67,0,0,7.41,7.66,0,193.400000,0,0,0

