Block,Time Block,KHSTPP-I,KHSTPP-II,JHAJJAR,KGSU1AND2,KGSU3AND4,NLCIIST2,BRBCL,RAPPC,RIHAND2,RSTPSU7,RIHAND3,SINGRAULI_HYDRO,RSTPSU1TO6,SEWA2,SIMHST1,SINGRAULI,SASAN,SIMHST2,SALAL,RIHAND1,RAMPUR,RAPPB,NLCIIST1,MAPS,NJPC,NLCEXP,NAPP,KUDGI,KISHANGANGA,KOTESHWR,KOLDAM,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,KKNP,KKNPPU2,AURY_GF,AURY_LF,AURY_RF,ANTA_LF,ANTA_GF,ANTA_RF,AURY_CRF,ANTA_CRF,URI,URI2,VALLURNTECL,DHAULIGNGA,DULHASTI,DADRT2,FSTPP I & II,CHAMERA1,BSIUL,CHAMERA2,CHAMERA3,TALA,TEHRI,TANDA2,TelanganaSTPP,TANAKPUR,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,TALST2,UNCHAHAR4,NTPL,PARBATI3,NNTPP,NLCTS2EXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
52,12:45-13:00,43.58,143.87,159.45,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,20.28,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,5.22,0,8.84,31.97,182.24,13.87,0,0,1.81,0,9.15,0,0,0,11.19,17.79,36.5,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,43.58,143.87,159.45,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,20.28,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,5.22,0,8.84,31.97,182.24,13.87,0,0,1.81,0,9.58,0,0,0,11.19,17.79,36.5,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,43.58,143.87,159.45,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,20.28,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,5.22,0,8.84,31.97,182.24,13.87,0,0,1.81,0,9.58,0,0,0,11.19,17.79,36.5,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,43.58,143.87,159.45,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,20.28,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,5.22,0,8.84,31.97,182.24,13.87,0,0,1.81,0,9.87,0,0,0,11.19,17.7,36.33,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,43.58,143.87,198.25,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,20.28,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,5.22,0,8.84,31.97,182.24,13.87,0,0,1.81,0,9.87,0,0,0,11.19,17.7,36.33,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,43.58,143.87,267.74,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,20.28,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,5.22,0,8.84,31.97,184.15,13.87,0,0,1.81,0,9.58,0,0,0,11.19,17.79,36.5,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,43.58,143.87,369.95,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,20.28,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,5.22,0,8.84,31.97,184.15,13.87,0,0,1.81,0,9.53,0,0,0,11.19,17.79,36.5,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,43.58,143.87,411.87,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,25.36,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.56,6.52,0,8.84,31.97,184.15,13.87,0,0,1.81,0,9.45,0,0,0,11.19,17.79,36.5,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,43.58,143.87,411.87,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,25.36,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.56,6.52,0,8.84,31.97,184.15,13.87,0,0,1.81,0,9.45,0,0,0,11.19,17.79,36.5,0,0,0,0,0,0,0,0,0,0,0,0

