Block,Time,KGSU1AND2,KKNPPU2,KOLDAM,PARBATI3,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,DADRI_RF,CHAMERA1,CHAMERA2,DULHASTI,FSTPP I & II,KOTESHWR,NAPP,NLCEXP,NLCIIST2,ANTA_GF,DHAULIGNGA,JHAJJAR,KGSU3AND4,KKNP,KUDGI,NNTPP,RIHAND2,SASAN,SIMHST1,ANTA_LF,DADRT2,RSTPSU1TO6,SINGRAULI,TALA,TANAKPUR,TANDA2,UNCHAHAR3,UNCHAHAR4,VALLURNTECL,BSIUL,KHSTPP-II,NLCTS2EXP,RAPPB,RSTPSU7,SIMHST2,TelanganaSTPP,AURY_GF,MAPS,NTPL,RAPPC,RIHAND3,SALAL,SINGRAULI_HYDRO,UNCHAHAR1,URI,URI2,DADRI_CRF,BRBCL,CHAMERA3,KHSTPP-I,KISHANGANGA,RAMPUR,SEWA2,TALST2,TEHRI,UNCHAHAR2,DADRI_LF,NJPC,NLCIIST1,RIHAND1,AURY_CRF,AURY_RF
6,01:15-01:30,0,0,0,0,0,42.74,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.05,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,0,0,92,0,70.16

7,01:30-01:45,0,0,0,0,0,42.74,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,11.91,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,0,0,92,0,70.16

8,01:45-02:00,0,0,0,0,0,42.74,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,11.91,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,0,0,92,0,70.16

9,02:00-02:15,0,0,0,0,0,42.74,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.05,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,0,0,92,0,70.16

10,02:15-02:30,0,0,0,0,0,42.74,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.05,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,0,0,92,0,70.16

11,02:30-02:45,0,0,0,0,0,42.74,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.05,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,0,0,92,0,70.16

12,02:45-03:00,0,0,0,0,0,42.74,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,11.91,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,0,0,92,0,70.16

13,03:00-03:15,0,0,0,0,0,42.74,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,133.5,0,11.91,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,0,0,92,0,70.16

14,03:15-03:30,0,0,0,0,0,42.74,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,133.5,0,7.05,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,0,0,92,0,70.16

15,03:30-03:45,0,0,0,0,0,42.74,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,133.5,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,0,0,92,0,70.16

16,03:45-04:00,0,0,0,0,0,42.74,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,133.5,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,0,0,92,0,70.16

17,04:00-04:15,0,0,0,0,0,42.74,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,133.5,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,0,0,92,0,70.16

18,04:15-04:30,0,0,0,0,0,42.74,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,133.5,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,0,0,92,0,70.16

19,04:30-04:45,0,0,0,0,0,42.74,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,133.5,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,79.38,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,0,0,92,0,70.16

20,04:45-05:00,0,0,0,0,0,42.74,0,0,66.85,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,133.5,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,79.38,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,20.83,0,92,0,70.16

21,05:00-05:15,0,0,0,0,0,42.74,0,0,66.85,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,79.38,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,42.43,0,92,0,70.16

22,05:15-05:30,0,0,0,0,0,42.74,0,0,66.85,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,79.38,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,69.6,0,92,0,70.16

23,05:30-05:45,0,0,0,0,0,42.74,0,0,66.85,0,2.4,49.43,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,1.1,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,14.93,42.4,21.92,92.61,0,92,0,70.16

24,05:45-06:00,0,0,0,2.55,0,42.74,0,0,66.85,11.85,4,49.43,18.21,8.87,41.44,0,0,0,18.23,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,2.2,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,9.68,44.92,0,0,0,0,14.93,42.4,21.92,116.95,0,92,0,70.16

25,06:00-06:15,0,0,0,6.36,0,41.68,0,0,66.85,14.05,8,49.43,18.21,8.87,41.44,0,0,0,27.48,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,6.52,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,19.36,44.92,0,0,0,0,31.13,42.4,21.92,140.34,0,92,0,70.16

26,06:15-06:30,0,0,0,33.1,0,41.68,0,0,66.85,14.05,39.51,49.43,18.21,19.72,41.44,0,0,0,37.65,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,19.56,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,2.76,4.57,0,20.01,29.06,44.92,0,0,5.27,0,31.13,42.4,21.92,140.34,0,92,0,70.16

27,06:30-06:45,0,0,0,33.1,0,41.68,0,0,66.85,14.05,39.51,49.43,18.21,19.72,41.44,0,0,0,37.65,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,19.56,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,2.76,4.57,0,20.01,29.06,44.92,0,0,10.54,0,31.13,42.4,21.92,140.34,0,92,0,70.16

28,06:45-07:00,0,0,0,33.1,0,41.68,0,0,66.85,14.05,39.51,49.43,18.21,19.72,41.44,0,0,0,37.65,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,19.56,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,39.19,4.57,0,20.01,29.06,44.92,0,0,10.54,0,30.68,42.4,21.92,140.34,0,92,0,70.16

29,07:00-07:15,0,0,0,33.1,0,41.68,0,0,66.85,11.85,39.51,49.43,18.21,19.72,41.44,0,0,0,37.65,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,19.56,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,39.19,18.83,0,20.01,29.06,44.92,0,0,10.54,0,14.93,42.4,21.92,140.34,0,92,0,70.16

30,07:15-07:30,0,0,0,33.1,0,41.68,0,0,66.85,0,39.51,49.43,18.21,19.72,41.44,0,0,0,37.65,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,19.56,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,2.76,18.83,0,20.01,29.06,44.92,0,0,5.27,0,0,42.4,21.92,140.34,0,92,0,70.16

31,07:30-07:45,0,0,0,33.1,0,41.68,0,0,66.85,0,12,32.96,18.21,8.87,41.44,0,0,0,27.48,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,6.52,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,18.83,0,20.01,19.36,44.92,0,0,0,0,0,42.4,21.92,113.64,0,92,0,70.16

32,07:45-08:00,0,0,0,5.09,0,41.68,0,0,66.85,0,12,32.96,18.21,8.87,41.44,0,0,0,18.23,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,1.1,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,18.83,0,20.01,9.68,44.92,0,0,0,0,0,42.4,21.92,85.42,0,92,0,70.16

33,08:00-08:15,0,0,0,2.55,0,41.68,0,0,66.85,0,12,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,5.76,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,18.83,0,20.01,9.68,44.92,0,0,0,0,0,42.4,21.92,73.96,0,92,0,70.16

34,08:15-08:30,0,0,0,0,0,41.68,0,0,66.85,0,12,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,5.76,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,18.83,0,20.01,9.68,44.92,0,0,0,0,0,42.4,21.92,41.67,0,92,0,70.16

35,08:30-08:45,0,0,0,0,0,41.68,0,0,66.85,0,12,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,5.76,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,2.76,4.57,0,20.01,9.68,44.92,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

36,08:45-09:00,0,0,0,0,0,41.68,0,0,66.85,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,5.76,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,39.19,4.57,0,20.01,9.68,44.92,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

37,09:00-09:15,0,0,0,0,0,41.68,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,5.76,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,26.73,0,20.56,39.19,4.57,0,20.01,9.68,44.92,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

38,09:15-09:30,0,0,0,0,0,41.68,0,0,66.85,0,2.4,16.48,18.21,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,5.76,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,26.73,0,20.56,2.76,4.57,0,20.01,9.68,44.92,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

39,09:30-09:45,0,0,0,0,0,41.68,0,0,66.85,0,2.4,16.48,15.6,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,5.76,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,26.73,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

40,09:45-10:00,0,0,0,0,0,41.68,0,0,66.85,0,2.4,16.48,15.6,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,26.73,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

41,10:00-10:15,0,0,0,0,0,41.48,0,0,66.85,0,2.4,16.48,15.6,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,5.13,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,26.73,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

42,10:15-10:30,0,0,0,0,0,41.48,0,0,66.85,0,2.4,16.48,15.6,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,5.13,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,26.73,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

43,10:30-10:45,0,0,0,0,0,41.48,0,0,66.85,0,2.4,16.48,15.6,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,11.92,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,26.73,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

44,10:45-11:00,0,0,0,0,0,41.48,0,0,66.85,0,2.4,16.48,15.6,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,26.73,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

45,11:00-11:15,0,0,0,0,0,41.48,0,0,66.85,0,2.4,16.48,15.6,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,44.92,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

46,11:15-11:30,0,0,0,0,0,41.48,0,0,66.85,0,2.4,16.48,15.6,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,2.21,4.57,0,20.01,0,44.92,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

47,11:30-11:45,0,0,0,0,0,41.48,0,0,66.85,0,2.4,16.48,15.6,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,11.92,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,39.19,4.57,0,20.01,0,44.92,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

48,11:45-12:00,0,0,0,0,0,41.48,0,0,66.85,0,2.4,16.48,15.6,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,11.92,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,39.19,4.57,0,20.01,0,44.92,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

49,12:00-12:15,0,0,0,0,0,41.16,0,0,65.76,0,2.4,16.48,15.6,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

50,12:15-12:30,0,0,0,0,0,41.16,0,0,65.76,0,2.4,16.48,15.6,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

51,12:30-12:45,0,0,0,0,0,41.16,0,0,65.76,0,2.4,16.48,15.6,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

52,12:45-13:00,0,0,0,0,0,41.16,0,0,65.76,0,2.4,16.48,15.6,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

53,13:00-13:15,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,16.57,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

54,13:15-13:30,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,16.57,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

55,13:30-13:45,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,16.99,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

56,13:45-14:00,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

57,14:00-14:15,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,11.92,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

58,14:15-14:30,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

59,14:30-14:45,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,25.57,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

60,14:45-15:00,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,25.57,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

61,15:00-15:15,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,25.57,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

62,15:15-15:30,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,0,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,25.57,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

