Block,Time,CHAMERA2,KHSTPP-I,KHSTPP-II,NTPL,RAMPUR,SINGRAULI_HYDRO,TALA,TelanganaSTPP,URI,ANTA_GF,KUDGI,NLCIIST2,TANDA2,BSIUL,JHAJJAR,KKNP,KOTESHWR,RAPPB,RIHAND3,SEWA2,SINGRAULI,TEHRI,AURY_GF,CHAMERA3,FSTPP I & II,NJPC,NLCIIST1,RIHAND2,TANAKPUR,UNCHAHAR4,URI2,ANTA_CRF,ANTA_LF,AURY_CRF,DADRT2,TALST2,UNCHAHAR3,ANTA_RF,AURY_RF,DADRI_RF,BRBCL,KGSU1AND2,KKNPPU2,MAPS,NLCEXP,SIMHST1,DHAULIGNGA,DULHASTI,KGSU3AND4,NAPP,NLCTS2EXP,NNTPP,PARBATI3,RAPPC,RSTPSU1TO6,SASAN,SIMHST2,UNCHAHAR2,VALLURNTECL,DADRI_GF,CHAMERA1,KISHANGANGA,KOLDAM,RIHAND1,RSTPSU7,SALAL,UNCHAHAR1,AURY_LF,DADRI_CRF,DADRI_LF
6,01:15-01:30,26.85,44.92,47.21,0,2.44,0,10.05,0,22.08,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,17.72,0,21.37,20.8,113.81,0,121.71,13,1.62,35.46,0,0,0,343.03,0,0,32.17,77.94,97.79,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.94,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,49.97,15.72,0,0,0

7,01:30-01:45,26.85,44.92,47.21,0,2.44,0,10.05,0,22.08,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,0,0,21.37,20.8,113.81,0,121.71,13,1.62,16.26,0,0,0,343.03,0,0,32.17,77.94,97.79,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.51,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,49.97,16.88,0,0,0

8,01:45-02:00,26.85,44.92,47.21,0,2.44,0,10.05,0,22.08,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,0,0,21.37,20.8,113.81,0,121.71,13,1.62,14.77,0,0,0,343.03,0,0,32.17,77.94,97.79,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.51,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,49.97,18.05,0,0,0

9,02:00-02:15,26.85,44.92,47.21,0,2.44,0,10.05,0,19.87,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,0,0,21.37,20.8,113.81,0,121.71,13,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.51,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,49.97,19.21,0,0,0

10,02:15-02:30,26.85,44.92,47.21,0,2.44,0,10.05,0,19.87,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,0,0,21.37,20.8,113.81,0,121.71,13,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.51,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,49.97,19.79,0,0,0

11,02:30-02:45,26.85,44.92,47.21,0,2.44,0,9.76,0,19.87,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,0,0,21.37,20.8,113.81,0,121.71,13,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.51,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,79.38,20.96,0,0,0

12,02:45-03:00,26.85,44.92,47.21,0,2.44,0,9.76,0,19.87,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,0,0,21.37,20.8,113.81,0,121.71,13,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,0,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,79.38,20.96,0,0,0

13,03:00-03:15,26.85,44.92,47.21,0,2.44,0,9.76,0,19.87,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,0,0,21.37,20.8,113.81,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,0,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,79.38,20.96,0,0,0

14,03:15-03:30,26.85,44.92,47.21,0,2.44,0,9.76,0,19.87,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,0,0,21.37,20.8,113.81,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,0,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,79.38,20.96,0,0,0

15,03:30-03:45,26.85,44.92,47.21,0,2.44,0,9.76,0,17.67,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,0,0,21.37,20.8,113.81,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,0,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,79.38,20.96,0,0,0

16,03:45-04:00,26.85,44.92,47.21,0,2.44,0,9.76,0,17.67,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,0,0,21.37,20.8,113.81,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,0,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,79.38,20.96,0,0,0

17,04:00-04:15,26.85,44.92,47.21,0,2.44,0,9.76,0,13.25,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,0,0,21.37,20.8,113.81,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,0,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,79.38,20.96,0,0,0

18,04:15-04:30,26.85,44.92,47.21,0,2.44,0,9.76,0,13.25,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,17.72,0,21.37,20.8,113.81,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,0,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,79.38,20.96,0,0,0

19,04:30-04:45,26.85,44.92,47.21,0,2.44,0,9.76,0,13.25,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,17.72,0,21.37,20.8,113.81,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,0,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,49.97,20.96,0,0,0

20,04:45-05:00,26.85,44.92,47.21,0,2.44,0,9.76,0,13.25,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,35.44,0,21.37,20.8,113.81,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,0,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,49.97,20.96,0,0,0

21,05:00-05:15,26.85,44.92,47.21,0,3.29,0,9.47,0,17.67,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,35.44,0,21.37,20.8,153.34,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,0,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,51.13,20.96,0,0,0

22,05:15-05:30,26.85,44.92,47.21,0,3.29,0,9.17,0,17.67,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,53.16,0,21.37,20.8,153.34,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,3.51,60.23,0,418.77,0,19.62,0,0,28.1,0,4.01,47.33,0,51.13,20.96,0,0,0

23,05:30-05:45,26.85,44.92,47.21,0,3.29,0,8.88,0,17.67,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,53.16,0,21.37,20.8,153.34,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,8.43,60.23,0,397.12,0,19.62,0,0,42.15,0,4.01,47.33,0,51.13,20.96,0,0,0

24,05:45-06:00,26.85,44.92,47.21,0,3.29,0,8.58,0,17.67,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,70.87,0,21.37,20.8,153.34,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,48.26,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,54.11,60.23,0,376.88,0,19.62,0,0,42.15,0,4.01,47.33,0,51.13,20.96,0,0,0

25,06:00-06:15,26.85,44.92,47.21,0,3.29,0,8.58,0,17.67,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,70.87,0,21.37,20.8,153.34,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,54.11,60.23,0,348.98,0,19.62,0,0,42.15,0,4.01,47.33,0,51.13,20.96,0,0,0

26,06:15-06:30,26.85,44.92,47.21,0,3.29,0,8.44,0,17.67,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,70.87,0,21.37,20.8,153.34,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,54.11,60.23,0,348.98,0,19.62,0,0,42.15,0,4.01,47.33,0,51.13,20.96,0,0,0

27,06:30-06:45,26.85,44.92,47.21,0,3.29,0,8.29,0,17.67,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,53.16,0,21.37,20.8,153.34,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,54.11,60.23,0,348.98,0,19.62,0,0,42.15,0,4.01,47.33,0,51.13,20.96,0,0,0

28,06:45-07:00,26.85,44.92,47.21,0,3.29,0,8.29,0,17.67,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,126.19,35.44,0,21.37,20.8,153.34,0,121.71,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,54.11,60.23,0,348.98,0,19.62,0,0,42.15,0,4.01,47.33,0,51.13,20.96,0,0,0

29,07:00-07:15,26.85,44.92,47.21,0,3.29,0,8.35,0,22.08,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,126.19,17.72,0,21.37,20.8,153.34,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,36.54,60.23,0,348.98,0,19.62,0,0,28.1,0,4.01,47.33,0,51.13,20.96,0,0,0

30,07:15-07:30,26.85,44.92,47.21,0,3,0,8.49,0,22.08,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,126.19,17.72,0,21.37,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,8.43,60.23,0,348.98,0,19.62,0,0,28.1,0,4.01,47.33,0,51.13,20.96,0,0,0

31,07:30-07:45,26.85,44.92,47.21,0,3,0,8.73,0,27.6,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,126.19,17.72,0,10.69,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,3.51,60.23,0,348.98,0,19.62,0,0,14.05,0,4.01,47.33,0,51.13,20.96,0,0,0

32,07:45-08:00,13.43,44.92,47.21,0,3,0,8.88,0,27.6,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,126.19,17.72,0,10.69,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,3.51,60.23,0,348.98,0,19.62,0,0,14.05,0,4.01,47.33,0,51.13,20.96,0,0,0

33,08:00-08:15,13.43,44.92,47.21,0,3,0,8.88,0,33.12,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,126.19,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,97.79,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,3.51,60.23,0,348.98,0,19.62,0,0,14.05,0,4.01,47.33,0,51.13,20.96,0,0,0

34,08:15-08:30,13.43,44.92,47.21,0,3,0,9.03,0,33.12,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,126.19,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,95.63,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,3.51,60.23,0,348.98,0,19.62,0,0,14.05,0,4.01,47.33,0,51.13,20.96,0,0,0

35,08:30-08:45,13.43,44.92,47.21,0,3,0,9.76,0,33.12,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,126.19,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,95.63,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,3.51,60.23,0,348.98,0,19.62,0,0,14.05,0,3.64,47.33,0,51.13,20.96,0,0,0

36,08:45-09:00,13.43,44.92,47.21,0,3,0,9.76,0,33.12,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,126.19,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,95.63,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,3.51,60.23,0,348.98,0,19.62,0,0,14.05,0,3.64,47.33,0,51.13,20.96,0,0,0

37,09:00-09:15,13.43,44.92,47.21,0,3,0,9.76,0,33.12,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,95.63,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,3.51,60.23,0,348.98,0,19.62,0,0,11.85,0,2.43,47.33,0,51.13,20.96,0,0,0

38,09:15-09:30,13.43,44.92,47.21,0,3,0,9.9,0,27.6,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,95.63,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,3.51,60.23,0,348.98,0,19.62,0,0,4.97,0,2.43,47.33,0,51.13,20.96,0,0,0

39,09:30-09:45,13.43,44.92,47.21,0,3,0,9.9,0,27.6,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,95.63,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,3.51,60.23,0,348.98,0,19.62,0,0,0,0,2.43,47.33,0,51.13,20.96,0,0,0

40,09:45-10:00,13.43,44.92,47.21,0,3,0,10.05,0,27.6,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,47.07,77.94,95.63,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,3.51,60.23,0,348.98,0,19.62,0,0,0,0,1.21,47.33,0,51.13,20.96,0,0,0

41,10:00-10:15,13.43,44.92,47.21,0,3,0,12.11,0,27.6,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,46.83,77.94,95.63,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,0,1.21,47.33,0,51.13,20.96,0,0,0

42,10:15-10:30,13.43,44.92,47.21,0,3,0,12.11,0,27.6,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,46.83,77.94,95.63,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,0,1.21,47.33,0,51.13,20.96,0,0,0

43,10:30-10:45,13.43,44.92,47.21,0,3,0,12.11,0,33.12,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,46.83,77.94,95.63,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

44,10:45-11:00,13.43,44.92,47.21,0,3,0,12.11,0,33.12,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,46.83,77.94,95.63,15,0,0,0,0,0,30.23,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

45,11:00-11:15,13.43,44.92,47.21,0,3,0,11.97,0,13.25,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,35.46,0,0,0,343.03,0,0,46.83,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

46,11:15-11:30,13.43,44.92,47.21,0,3,0,11.97,0,13.25,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,35.46,0,0,0,343.03,0,0,46.83,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

47,11:30-11:45,13.43,44.92,47.21,0,3,0,11.64,0,13.25,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,35.46,0,0,0,343.03,0,0,46.83,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

48,11:45-12:00,13.43,44.92,47.21,0,3,0,11.64,0,13.25,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,139.68,0,58.1,11.78,1.62,35.46,0,0,0,343.03,0,0,46.83,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

49,12:00-12:15,13.43,44.92,47.21,0,2.44,0,11.64,0,13.25,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,113.81,0,58.1,11.78,1.62,35.46,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

50,12:15-12:30,13.43,44.92,47.21,0,2.44,0,11.64,0,13.25,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,113.81,0,58.1,11.78,1.62,35.46,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

51,12:30-12:45,13.43,44.92,47.21,0,2.44,0,12.09,0,13.25,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,113.81,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

52,12:45-13:00,13.43,44.92,47.21,0,2.44,0,12.09,0,50.34,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,113.81,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

53,13:00-13:15,13.43,44.92,47.21,0,2.44,0,12.09,0,50.34,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,113.81,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

54,13:15-13:30,13.43,44.92,47.21,0,2.44,0,12.09,0,14.35,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,113.81,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

55,13:30-13:45,13.43,44.92,47.21,0,2.44,0,12.09,0,8.83,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,113.81,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

56,13:45-14:00,13.43,44.92,47.21,0,2.44,0,12.09,0,8.83,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,113.81,0,58.1,11.78,1.62,14.77,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,0,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

57,14:00-14:15,13.43,44.92,47.21,0,2.44,0,10.09,0,8.83,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,113.81,0,58.1,11.78,1.62,10.35,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,2.1,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

58,14:15-14:30,13.43,44.92,47.21,0,2.44,0,10.09,0,8.83,0,0,0,2.89,6.52,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,113.81,0,58.1,11.78,1.62,10.35,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,2.1,60.23,0,348.98,0,19.62,0,0,0,1.44,1.21,47.33,0,51.13,20.96,0,0,0

