Block,Time Block,NLCEXP,MAPS,NJPC,NLCIIST1,NLCIIST2,NAPP,NLCTS2EXP,NNTPP,NTPL,KUDGI,ANTA_GF,AURY_CRF,DADRI_CRF,DADRI_RF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_LF,ANTA_LF,AURY_GF,DADRI_GF,DHAULIGNGA,JHAJJAR,FSTPP I & II,DULHASTI,KGSU1AND2,KOLDAM,KISHANGANGA,KGSU3AND4,KHSTPP-II,KHSTPP-I,KOTESHWR,KKNP,KKNPPU2,BRBCL,DADRT2,CHAMERA2,CHAMERA3,CHAMERA1,BSIUL,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,VALLURNTECL,RSTPSU1TO6,TALST2,TANAKPUR,SASAN,SINGRAULI_HYDRO,SIMHST1,SIMHST2,TANDA2,TALA,SALAL,SEWA2,SINGRAULI,RSTPSU7,RIHAND2,RAPPB,RIHAND1,RAMPUR,RAPPC,PARBATI3,RIHAND3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,15.82,0,0,0,0,113.46,28.07,8.52,0,0,10.46,265.13,0,0,0,0,0,22.45,0.53,0,5.76,0,4.14,14.07,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

9,02:00-02:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,15.82,0,0,0,0,113.46,28.07,8.52,0,0,10.21,265.13,0,0,0,0,0,22.45,0.53,0,5.76,0,4.14,14.07,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

10,02:15-02:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,15.82,0,0,0,0,113.46,28.07,8.52,0,0,9.99,265.13,0,0,0,0,0,22.45,0.53,0,5.76,0,4.14,14.07,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,15.82,0,0,0,0,113.46,28.07,8.52,0,0,11.08,265.13,0,0,0,0,0,22.45,0.53,0,5.76,0,4.14,14.07,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,15.82,0,0,0,0,113.46,28.07,8.52,0,0,12.04,265.13,0,0,0,0,0,22.45,0.53,0,5.76,0,4.14,14.07,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,15.82,0,0,0,0,113.46,28.07,8.52,0,0,13.04,265.13,0,0,0,0,0,22.45,0.53,0,5.76,0,4.14,14.07,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,15.82,0,0,0,0,113.46,28.07,8.52,0,0,15.61,265.13,0,0,0,0,0,22.45,0.53,0,5.76,0,4.14,14.07,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,15.82,0,0,0,0,91.85,28.07,8.52,0,0,18.24,265.13,0,0,0,0,0,22.45,0.53,0,5.76,0,4.14,14.07,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,15.82,0,0,0,0,91.85,28.07,8.52,0,0,19.2,265.13,0,0,0,0,0,22.45,0.53,0,5.76,0,4.14,14.07,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,12.8,15.82,0,0,0,0,91.85,28.07,8.52,0,0,19.2,265.13,0,0,0,0,0,22.45,0.53,13.6,5.76,0,4.14,14.07,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,12.8,15.82,0,0,0,0,91.85,28.07,8.52,0,0,19.2,265.13,0,0,0,0,0,22.45,0.53,13.6,5.76,0,4.14,14.07,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,12.8,15.82,0,0,0,0,91.85,28.07,8.52,0,0,19.2,265.13,0,0,0,0,0,22.45,0.53,13.6,5.76,0,4.14,14.07,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,12.8,15.82,0,0,0,0,91.85,28.07,8.52,0,0,19.2,332.34,0,0,0,0,0,22.45,0.53,13.6,5.76,0,4.14,14.07,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.52,12.8,15.82,0,0,0,0,113.46,32.62,8.52,0,0,19.2,361.13,0,0,0,0,0,27.03,0.53,13.6,6.55,0,4.14,16.67,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.52,12.8,15.82,0,0,0,0,113.46,34.11,8.52,0,0,19.2,361.13,0,0,0,0,0,27.03,0.53,27.22,6.55,0,4.14,16.67,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

23,05:30-05:45,0,0,20.01,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.52,14.91,15.82,0,0,0,0,142.38,43.71,8.52,0,0,19.2,361.13,0,0,0,0,0,27.03,0.53,27.22,6.55,0,4.14,16.67,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

24,05:45-06:00,0,0,40.01,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.81,19.97,15.82,0,0,0,0,142.38,43.71,8.52,0,0,19.2,428.34,0,0,0,0,0,40.7,0.53,27.22,9.87,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

25,06:00-06:15,0,0,40.01,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.53,19.97,15.82,0,0,0,0,142.38,43.71,8.52,0,0,19.2,539.94,0,0,0,0,0,40.7,0.53,40.82,9.87,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,8.92,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

26,06:15-06:30,0,0,55.73,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,409.54,19.97,15.82,0,0,0,0,142.38,43.71,17.04,0,0,19.2,643.24,0,0,0,0,0,40.7,0.53,40.82,9.87,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,40.16,0,134.12,0,114.02,0,88.33,0,50.68,3.43,59.68,0,0,0,0,0

27,06:30-06:45,0,0,82.74,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,43.71,25.56,0,0,19.2,655.55,7.67,9.29,13.49,2.11,0,40.7,0.53,40.82,9.87,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,40.16,0,134.12,0,114.02,0,88.33,0,50.68,3.43,59.68,0,0,0,0,0

28,06:45-07:00,0,0,109.11,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,43.71,37.49,0,0,19.2,655.55,37.93,18.61,26.93,12.52,0,40.7,0.53,54.44,9.87,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,40.16,7.58,134.12,0,114.02,0,88.33,0,50.68,3.43,59.68,0,0,0,0,0

29,07:00-07:15,0,0,109.11,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,43.71,37.49,0,0,19.2,655.55,37.93,18.61,26.93,12.52,0,40.7,0.53,54.44,7.95,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,40.16,7.58,134.12,0,114.02,0,88.33,0,50.68,15.88,59.68,0,0,0,0,0

30,07:15-07:30,0,0,109.11,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,43.71,37.49,0,0,19.2,655.55,37.93,18.61,26.93,12.52,0,40.7,3.18,54.44,7.95,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,40.16,7.86,134.12,0,114.02,0,88.33,0,50.68,15.88,59.68,0,0,0,0,0

31,07:30-07:45,0,0,109.11,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,43.71,37.49,0,0,19.2,655.55,37.93,18.61,26.93,12.52,0,40.7,3.18,54.44,7.95,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,40.16,7.86,134.12,0,114.02,0,88.33,0,50.68,15.88,59.68,0,0,0,0,0

32,07:45-08:00,0,0,109.11,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,43.71,37.49,0,0,19.2,655.55,37.93,18.61,26.93,12.52,0,40.7,28.62,54.44,7.95,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,8.92,7.86,134.12,0,114.02,0,88.33,0,50.68,3.43,59.68,0,0,0,0,0

33,08:00-08:15,0,0,109.11,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,43.71,37.49,0,0,19.2,655.55,37.93,18.61,26.93,12.52,0,40.7,28.62,54.44,7.95,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,1.34,7.86,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

34,08:15-08:30,0,0,109.11,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,15.82,0,0,0,0,142.38,43.71,25.56,0,0,19.2,655.55,2.55,9.29,26.93,2.11,0,40.7,28.62,54.44,7.95,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

35,08:30-08:45,0,0,82.83,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,0,0,0,0,0,142.38,43.71,25.56,0,0,19.2,655.55,0,9.29,13.49,0,0,40.7,2.12,54.44,7.95,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

36,08:45-09:00,0,0,60.02,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,0,0,0,0,0,142.38,43.71,17.04,0,0,19.2,655.55,0,9.29,13.49,0,0,40.7,1.07,54.44,7.95,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

37,09:00-09:15,0,0,40.01,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78,417.31,19.97,0,0,0,0,0,142.38,43.71,17.04,0,0,19.2,655.55,0,0,0,0,0,40.7,1.07,54.44,7.95,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

38,09:15-09:30,0,0,18.18,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78,417.31,19.97,0,0,0,0,0,142.38,43.71,17.04,0,0,19.2,655.55,0,0,0,0,0,40.7,1.07,54.44,7.95,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.31,19.97,0,0,0,0,0,142.38,44,8.52,0,0,19.2,569.75,0,0,0,0,0,40.7,1.07,54.44,7.95,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.31,19.97,0,0,0,0,0,142.38,44,8.52,0,0,19.2,502.55,0,0,0,0,0,40.7,1.07,54.44,7.95,0,4.14,25.35,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.73,19.97,0,0,0,0,0,142.38,43.91,8.52,0,0,19.2,390.9,0,0,0,0,0,40.7,2.65,54.44,7.95,0,4.14,24.66,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.73,19.97,0,0,0,0,0,142.38,43.91,8.52,0,0,19.2,361.13,0,0,0,0,0,40.7,28.62,40.82,7.95,0,4.14,24.66,0,0,0,5.53,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.93,19.97,0,0,0,0,0,142.38,43.91,8.52,0,0,19.2,361.13,0,0,0,0,0,40.7,28.62,27.22,7.95,0,4.14,24.66,0,0,0,5.53,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.93,19.97,0,0,0,0,0,142.38,43.91,8.52,0,0,17.88,361.13,0,0,0,0,0,40.7,28.62,27.22,7.95,0,4.14,24.66,0,0,0,5.53,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.53,19.97,0,0,0,0,0,142.38,43.91,8.52,0,0,16.96,361.13,0,0,0,0,0,40.7,3.18,27.22,7.95,0,4.14,24.66,0,0,0,5.53,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.72,19.97,0,0,0,0,0,142.38,43.91,8.52,0,0,17.49,361.13,0,0,0,0,0,40.7,1.07,27.22,7.95,0,4.14,24.66,0,0,0,5.53,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.24,19.97,0,0,0,0,0,142.38,43.91,8.52,0,0,18.48,361.13,0,0,0,0,0,35.11,1.07,27.22,7.17,0,4.14,21.73,0,0,0,5.53,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.52,19.97,0,0,0,0,0,142.38,43.91,8.52,0,0,19.2,361.13,0,0,0,0,0,27.03,1.07,13.6,6.48,0,4.14,15.99,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.52,12.8,0,0,0,0,0,142.38,44,8.52,0,0,19.2,361.13,0,0,0,0,0,27.03,1.07,13.56,6.55,0,4.14,15.99,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,12.8,0,0,0,0,0,142.38,44,8.52,0,0,19.2,284.33,0,0,0,0,0,27.03,1.07,0,6.55,0,10.33,15.99,0,0,0,0,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,12.8,0,0,0,0,0,142.38,37.88,8.52,0,0,19.2,265.13,0,0,0,0,0,27.03,1.07,0,6.55,0,10.33,16.67,0,0,0,0.24,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,12.8,0,0,0,0,0,142.38,37.88,8.52,0,0,19.2,265.13,0,0,0,0,0,22.45,1.07,0,5.76,0,10.33,14.07,0,0,0,0.24,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,0,0,0,0,0,120.78,32.87,17.04,0,0,19.2,265.13,0,0,0,0,0,22.45,8.48,13.56,5.76,0,10.33,14.07,0,0,0,0.24,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,0,0,0,0,0,120.78,32.46,17.04,0,0,19.2,265.13,0,0,0,0,0,22.45,8.48,13.56,5.76,0,10.33,14.07,0,0,0,0.24,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,0,0,0,0,0,107.21,24.5,25.56,0,0,19.2,265.13,0,0,0,0,0,22.45,8.48,27.09,5.76,0,10.33,14.07,0,0,0,0.24,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,0,0,0,0,0,91.85,24.5,25.56,0,0,18.54,265.13,0,0,0,0,0,22.45,8.48,27.09,5.76,0,4.14,14.07,0,0,0,0.24,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,0,0,0,0,0,91.85,24.5,25.56,0,0,17.82,265.13,0,0,0,0,0,22.45,1.07,27.09,5.76,0,4.14,14.07,0,0,0,0.24,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,0,0,0,0,0,91.85,24.5,25.56,0,0,19.2,265.13,0,0,0,0,0,22.45,1.07,40.65,5.76,0,4.14,14.07,0,0,0,0.24,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,0,0,0,0,0,91.85,24.5,25.56,0,0,19.2,265.13,0,0,0,0,0,22.45,0.63,40.65,5.76,0,4.14,14.07,0,0,0,0.24,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.14,0,50.68,0,59.68,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,10.98,0,0,0,0,0,91.85,24.5,25.56,0,0,19.2,332.34,0,0,0,0,0,22.45,0.63,40.65,5.76,0,4.14,14.07,0,0,0,0.24,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.14,0,50.68,0,59.68,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,12.8,0,0,0,0,0,91.85,28.15,25.56,0,0,19.2,361.13,0,0,0,0,0,27.03,0.63,40.65,6.55,0,4.14,16.67,0,0,0,0.24,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

