Block,Time,CHAMERA1,DADRT2,DULHASTI,KKNP,KKNPPU2,KOLDAM,NAPP,RIHAND2,RSTPSU7,SIMHST2,SINGRAULI_HYDRO,TEHRI,AURY_RF,BSIUL,DHAULIGNGA,KOTESHWR,NLCEXP,NNTPP,RAPPB,SASAN,ANTA_LF,KISHANGANGA,RIHAND3,TelanganaSTPP,UNCHAHAR4,URI2,VALLURNTECL,ANTA_GF,DADRI_CRF,BRBCL,CHAMERA2,KHSTPP-I,KHSTPP-II,NJPC,RAMPUR,RIHAND1,SEWA2,TANAKPUR,ANTA_CRF,AURY_GF,JHAJJAR,KUDGI,NLCTS2EXP,RAPPC,SIMHST1,TALST2,TANDA2,UNCHAHAR1,DADRI_LF,DADRI_RF,CHAMERA3,SINGRAULI,URI,DADRI_GF,FSTPP I & II,NLCIIST1,NTPL,PARBATI3,RSTPSU1TO6,TALA,UNCHAHAR3,AURY_CRF,AURY_LF,KGSU1AND2,KGSU3AND4,MAPS,NLCIIST2,SALAL,UNCHAHAR2,ANTA_RF
16,03:45-04:00,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,14.93,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,42.62,0,92,0,9.61,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,42.74

17,04:00-04:15,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,14.93,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,42.62,0,92,0,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,42.74

18,04:15-04:30,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,14.93,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,42.62,0,92,0,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,42.74

19,04:30-04:45,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,14.93,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,42.62,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,42.74

20,04:45-05:00,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,14.93,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,42.62,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,9.68,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,42.74

21,05:00-05:15,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,14.93,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,42.62,0,92,0,7.68,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,9.68,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,42.74

22,05:15-05:30,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,14.93,69.5,1.1,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,42.62,0,92,0,7.68,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,9.68,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,42.74

23,05:30-05:45,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,14.93,69.5,6.52,18.23,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,13.17,43.71,148.3,70.17,0,92,0,7.05,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,9.68,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,42.74

24,05:45-06:00,11.85,341.57,32.96,0,0,0,41.76,118.76,0,0,0,14.93,69.5,6.52,27.48,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,16.67,43.71,148.3,88.93,0,92,0,7.05,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,19.36,139.68,2.21,0,20.8,0,0,2.55,0,0,26.39,0,0,0,0,0,0,12.78,42.4,42.74

25,06:00-06:15,14.05,341.57,49.93,0,0,0,41.76,118.76,0,0,0,31.13,69.5,19.56,37.65,19.72,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,40.79,43.71,148.3,116.95,0,92,0,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,30.56,139.68,3.31,0,20.8,0,0,5.09,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.68

26,06:15-06:30,14.05,341.57,49.93,0,0,0,41.76,118.76,0,0,0,31.13,69.5,19.56,37.65,19.72,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,40.79,43.71,148.3,116.95,0,92,0,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,30.56,139.68,6.63,0,20.8,0,0,33.1,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.68

27,06:30-06:45,14.05,341.57,49.93,0,0,0,41.76,118.76,0,0,0,31.13,69.5,19.56,37.65,19.72,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,40.79,43.71,148.3,116.95,0,92,0,10.25,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,30.56,139.68,40.85,0,20.8,0,0,33.1,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.68

28,06:45-07:00,14.05,341.57,49.93,0,0,0,41.76,118.76,0,0,0,30.68,69.5,19.56,37.65,19.72,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,40.79,43.71,148.3,116.95,0,92,0,10.25,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,30.56,139.68,40.85,0,20.8,0,0,33.1,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.68

29,07:00-07:15,11.85,341.57,32.96,0,0,0,41.76,118.76,0,0,0,14.93,69.5,6.52,27.48,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,39.51,43.71,148.3,116.95,0,92,0,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,19.36,139.68,5.52,0,20.8,0,0,33.1,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.68

30,07:15-07:30,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,6.52,18.23,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,26.34,43.71,148.3,94.04,0,92,0,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,9.68,139.68,2.43,0,20.8,0,0,33.1,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.68

31,07:30-07:45,0,341.57,16.48,0,0,0,41.76,118.76,0,0,0,0,69.5,6.52,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,26.34,43.71,148.3,70.17,0,92,0,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,9.68,139.68,2.43,0,20.8,0,0,33.1,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.68

32,07:45-08:00,0,341.57,16.48,0,0,0,41.76,118.76,0,0,0,0,69.5,6.52,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,12,43.71,148.3,40.72,0,92,0,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,9.68,139.68,2.43,0,20.8,0,0,5.09,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.68

33,08:00-08:15,0,341.57,16.48,0,0,0,41.76,118.76,0,0,0,0,69.5,6.52,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,12,43.71,148.3,40.72,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,9.68,139.68,2.43,0,20.8,0,0,2.55,0,0,26.39,0,0,0,0,0,0,26.73,42.4,41.68

34,08:15-08:30,0,341.57,16.48,0,0,0,41.76,118.76,0,0,0,0,69.5,6.49,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,12,43.71,148.3,40.72,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,9.68,139.68,2.43,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,79.38,42.4,41.68

35,08:30-08:45,0,341.57,16.48,0,0,0,41.76,118.76,0,0,0,0,69.5,6.49,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,12,43.71,148.3,40.72,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,9.68,139.68,40.85,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,79.38,42.4,41.68

36,08:45-09:00,0,341.57,16.48,0,0,0,41.76,118.76,0,0,0,0,69.5,6.49,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,40.72,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,9.68,139.68,40.85,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,79.38,42.4,41.68

37,09:00-09:15,0,341.57,16.48,0,0,0,41.76,118.76,0,0,0,0,69.5,6.49,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,40.72,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,9.68,139.68,6.63,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,79.38,42.4,41.68

38,09:15-09:30,0,341.57,16.48,0,0,0,41.76,118.76,0,0,0,0,69.5,6.49,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,40.72,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,9.68,139.68,2.43,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.73,42.4,41.68

39,09:30-09:45,0,341.57,16.48,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,40.72,0,92,0,7.05,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,0,139.68,2.43,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.68

40,09:45-10:00,0,341.57,16.48,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,40.72,0,92,0,7.05,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,0,139.68,2.43,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.68

41,10:00-10:15,0,341.57,16.48,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,40.72,0,92,0,7.05,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,0,139.68,2.43,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.48

42,10:15-10:30,0,341.57,16.48,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,40.72,0,92,0,7.05,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,0,139.68,2.43,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.48

43,10:30-10:45,0,341.57,16.48,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,40.72,0,92,0,13.06,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,0,139.68,2.43,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.48

44,10:45-11:00,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,40.72,0,92,0,13.06,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,0,139.68,5.52,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.48

45,11:00-11:15,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,7.68,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.48

46,11:15-11:30,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,7.68,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,0,139.68,5.52,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.48

47,11:30-11:45,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,7.68,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.48

48,11:45-12:00,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,7.68,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,66.85,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.48

49,12:00-12:15,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,13.06,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.16

50,12:15-12:30,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,13.06,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.16

51,12:30-12:45,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,7.68,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.16

52,12:45-13:00,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,7.68,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.16

53,13:00-13:15,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.16

54,13:15-13:30,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.16

55,13:30-13:45,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,13.06,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.16

56,13:45-14:00,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,13.06,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,5.52,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.16

57,14:00-14:15,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,26.9,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,37.53,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.16

58,14:15-14:30,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,26.9,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,37.53,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,26.14,42.4,41.16

59,14:30-14:45,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,26.9,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,5.52,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

60,14:45-15:00,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,26.9,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.43,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

61,15:00-15:15,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,26.9,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

62,15:15-15:30,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,26.9,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

