Block,Time,DHAULIGNGA,JHAJJAR,KGSU3AND4,KISHANGANGA,KOTESHWR,NLCIIST2,NLCTS2EXP,RIHAND2,RSTPSU1TO6,SIMHST1,SINGRAULI,TelanganaSTPP,ANTA_GF,TALST2,TANDA2,UNCHAHAR2,ANTA_CRF,DADRI_CRF,DADRI_LF,KGSU1AND2,KKNPPU2,RIHAND1,TANAKPUR,UNCHAHAR1,AURY_LF,AURY_RF,CHAMERA2,SASAN,SINGRAULI_HYDRO,UNCHAHAR3,ANTA_RF,BRBCL,CHAMERA1,KHSTPP-I,KHSTPP-II,NLCIIST1,VALLURNTECL,CHAMERA3,DADRT2,FSTPP I & II,KOLDAM,NAPP,RAPPC,RSTPSU7,TEHRI,URI,AURY_CRF,AURY_GF,BSIUL,MAPS,NJPC,PARBATI3,RAPPB,RIHAND3,SALAL,SEWA2,TALA,DULHASTI,KKNP,KUDGI,NLCEXP,NNTPP,NTPL,RAMPUR,SIMHST2,UNCHAHAR4,URI2,ANTA_LF,DADRI_GF,DADRI_RF
10,02:15-02:30,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,43.71,0,0,0,0,0,46.03,13,20.96,0,78.06,28.34,230.62,0,0,48.26,20.01,28.1,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,44.71,0,0,6.52,0,167.1,21.08,0,124.4,52.28,5.79,10,53.79,0,0,0,0,0,3.54,0,1.62,36.35,0,0,101.31

11,02:30-02:45,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,43.71,0,0,0,0,0,46.03,13,20.96,0,78.06,28.34,230.62,0,0,48.26,20.01,28.1,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,44.71,0,0,6.52,0,167.1,7.03,0,124.4,52.28,0,10,53.79,0,0,0,0,0,3.54,0,1.62,36.35,0,0,101.31

12,02:45-03:00,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,43.71,0,0,0,0,0,46.03,13,20.96,0,78.06,28.34,230.62,0,0,48.26,20.01,28.1,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,44.71,0,0,6.52,0,167.1,7.03,0,124.4,52.28,0,10,53.79,0,0,0,0,0,3.54,0,1.62,36.35,0,0,101.31

13,03:00-03:15,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,43.71,0,0,0,0,0,46.03,11.91,20.96,0,78.06,28.34,230.62,0,0,48.26,20.01,28.1,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,44.71,0,0,6.52,0,167.1,7.03,0,124.4,52.28,0,10.29,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,101.31

14,03:15-03:30,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,43.71,0,0,0,0,0,46.03,11.91,20.96,0,78.06,28.34,230.62,0,0,48.26,20.01,28.1,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,50.23,0,0,6.52,0,167.1,7.03,0,124.4,52.28,0,10.29,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,101.31

15,03:30-03:45,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,43.71,0,0,0,0,0,46.03,11.91,20.96,0,78.06,28.34,230.62,0,0,48.26,20.01,28.1,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,50.23,0,0,6.52,0,167.1,7.03,0,124.4,52.28,0,10.29,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,101.31

16,03:45-04:00,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,43.71,0,0,0,0,0,46.03,11.91,20.96,0,78.06,28.34,230.62,0,0,48.26,20.01,14.05,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,50.23,0,0,6.52,0,167.1,7.03,0,124.4,52.28,0,10.29,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,101.31

17,04:00-04:15,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,11.91,20.96,0,78.06,28.34,230.62,0,0,48.26,20.01,14.05,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,44.71,0,0,6.52,0,167.1,7.03,0,124.4,52.28,0,10,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,101.31

18,04:15-04:30,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,11.91,20.96,0,78.06,28.34,230.62,0,0,48.26,20.01,14.05,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,44.71,0,0,6.52,0,167.1,7.03,0,124.4,52.28,0,10,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,101.31

19,04:30-04:45,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,11.91,20.96,0,78.06,28.34,230.62,0,0,48.26,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,44.71,0,0,6.52,0,167.1,7.03,0,124.4,52.28,0,10,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,101.31

20,04:45-05:00,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,11.91,20.96,0,78.06,28.34,230.62,0,0,48.26,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,50.23,0,0,6.52,0,167.1,7.03,0,124.4,52.28,0,10,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,101.31

21,05:00-05:15,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,11.91,20.96,0,78.06,28.34,230.62,0,0,48.26,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,50.23,0,0,6.52,0,167.1,7.03,0,124.4,63.92,0,9.9,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,101.31

22,05:15-05:30,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,11.91,20.96,0,78.06,28.34,230.62,0,0,48.26,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,44.16,0,0,6.52,0,167.1,7.03,0,124.4,83.67,0,9.9,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,101.31

23,05:30-05:45,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,78.06,28.34,230.62,0,0,48.26,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,44.71,0,0,6.52,0,167.1,11.24,0,124.4,83.67,0,9.9,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,101.31

24,05:45-06:00,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,78.06,28.34,230.62,0,0,48.26,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,44.71,0,0,6.52,0,167.1,54.11,0,124.4,83.67,0,9.62,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,101.31

25,06:00-06:15,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,44.71,0,0,6.52,0,167.1,54.11,0,124.4,83.67,0,9.41,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,99.17

26,06:15-06:30,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,44.71,0,0,6.52,0,167.1,54.11,0,124.4,83.67,0,9.41,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,99.17

27,06:30-06:45,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.38,0,76.9,44.71,0,0,13.04,0,167.1,54.11,0,124.4,83.67,0,9.41,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,99.17

28,06:45-07:00,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,13.04,0,167.1,54.11,0,124.4,52.28,0,9.41,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,99.17

29,07:00-07:15,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,13.04,0,167.1,54.11,0,124.4,52.28,0,9.31,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,99.17

30,07:15-07:30,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,13.04,0,167.1,35.14,0,124.4,52.28,0,9.31,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,99.17

31,07:30-07:45,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,13.04,0,167.1,35.14,0,124.4,52.28,0,8.73,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,99.17

32,07:45-08:00,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,13.04,0,167.1,35.14,0,124.4,52.28,0,8.73,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,99.17

33,08:00-08:15,40.2,608.81,0,1.44,38.64,0,0,118.79,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,46.07,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,13.04,0,167.1,32.33,0,124.37,52.28,0,8.73,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,99.17

34,08:15-08:30,40.2,608.81,0,1.44,38.64,0,0,118.82,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,46.08,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,13.04,0,167.1,32.33,0,124.35,52.28,0,8.73,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,99.17

35,08:30-08:45,40.2,608.81,0,1.44,38.64,0,0,118.81,0,0,136.56,0,0,0,1.42,21.86,0,0,0,0,0,46.02,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,13.04,0,167.1,32.33,0,124.32,52.28,0,8.73,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,99.17

36,08:45-09:00,40.2,608.81,0,1.44,38.64,0,0,118.84,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,46.07,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,13.04,0,167.1,32.33,0,124.41,52.28,0,8.73,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,99.17

37,09:00-09:15,40.2,608.81,0,1.44,38.64,0,0,118.79,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,32.33,0,124.36,52.28,0,10.35,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,99.17

38,09:15-09:30,40.2,608.81,0,1.44,38.64,0,0,118.79,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,32.33,0,124.36,52.28,0,10.35,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,99.17

39,09:30-09:45,40.2,608.81,0,1.44,38.64,0,0,118.77,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,46.04,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,29.52,0,124.4,52.28,0,10.35,53.79,0,0,0,0,0,3.54,0,1.62,29.56,0,0,99.17

40,09:45-10:00,40.2,608.81,0,1.44,38.64,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,78.06,28.34,230.62,0,0,47.07,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,29.52,0,127.6,52.28,0,10.35,53.79,0,0,0,0,0,3.54,0,1.62,29.56,0,0,99.17

41,10:00-10:15,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.83,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,30.92,0,127.6,52.28,0,10.35,53.79,0,0,0,0,0,3.54,0,1.62,26.6,0,0,99.17

42,10:15-10:30,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.83,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,50.23,0,0,6.52,0,167.1,30.92,0,127.6,52.28,0,10.35,53.79,0,0,0,0,0,3.54,0,1.62,26.6,0,0,97.79

43,10:30-10:45,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.83,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,50.23,0,0,6.52,0,167.1,30.92,0,127.6,52.28,0,10.35,53.79,0,0,0,0,0,3.54,0,1.62,26.6,0,0,97.79

44,10:45-11:00,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.83,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,50.23,0,0,6.52,0,167.1,30.92,0,127.6,52.28,0,10.35,53.79,0,0,0,0,0,3.54,0,1.62,26.6,0,0,97.79

45,11:00-11:15,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.83,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,21.08,0,127.6,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,26.6,0,0,97.79

46,11:15-11:30,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.83,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,21.08,0,127.6,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,26.6,0,0,97.79

47,11:30-11:45,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.83,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,21.08,0,127.6,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,26.6,0,0,97.79

48,11:45-12:00,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.83,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,21.08,0,127.6,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,26.6,0,0,97.79

49,12:00-12:15,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,21.08,0,127.6,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,26.6,0,0,97.79

50,12:15-12:30,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,68.87,44.71,0,0,6.52,0,167.1,21.08,0,127.6,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,26.6,0,0,97.79

51,12:30-12:45,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,68.87,44.71,0,0,6.52,0,167.1,21.08,0,127.6,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,26.6,0,0,97.79

52,12:45-13:00,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,68.87,44.71,0,0,6.52,0,167.1,21.08,0,127.6,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,26.6,0,0,97.79

53,13:00-13:15,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,68.87,44.71,0,0,6.52,0,167.1,21.08,0,127.6,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,29.56,0,0,97.79

54,13:15-13:30,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,68.87,44.71,0,0,6.52,0,167.1,21.08,0,127.6,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,29.56,0,0,97.79

55,13:30-13:45,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,68.87,44.71,0,0,6.52,0,167.1,21.08,0,127.6,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,29.56,0,0,97.79

56,13:45-14:00,40.2,608.81,0,1.44,28.98,0,0,121.71,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,47.33,0,20.96,0,77.81,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,68.87,44.71,0,0,6.52,0,167.1,21.08,0,127.6,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,29.56,0,0,97.79

57,14:00-14:15,40.2,608.81,0,1.44,28.98,0,0,118.81,0,0,141.78,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,68.87,44.71,0,0,6.52,0,167.1,21.08,0,124.4,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,29.56,0,0,97.79

58,14:15-14:30,40.2,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,68.87,44.71,0,0,6.52,0,167.1,21.08,0,124.4,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,29.56,0,0,97.79

