Column1,Time,GNA/NR/2025/05/01/9252,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/8954,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/2474,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/9395,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/3877,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/6957,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/9320,GNA/NR/2025/04/01/8456,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/9154,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/7902,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/4138,GNA/NR/2025/04/01/8964,NR/30092023/31122025/SH-07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08
19,04:30-04:45,13.51,0,0,51.07,0,272.94,17.55,30.27,0,0,0,14.48,10.62,0,28.96,6.34,0,96.53,164.1,100.56,164.1,8.45,33.12,123.08,4.46,0,3.51,26.93,4.12,164.76,11.27,0,4.05,26.93,0,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,0,6.67,15,15,7,3.33

20,04:45-05:00,13.51,0,0,51.07,0,272.94,17.55,30.27,0,0,0,14.48,10.62,0,28.96,6.34,0,96.53,164.1,100.56,164.1,8.45,33.12,123.08,4.46,0,3.51,26.93,4.12,164.76,11.27,0,4.05,26.93,0,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,0,6.67,15,15,7,3.33

21,05:00-05:15,13.51,0,0,51.07,0,272.94,17.55,31.29,0,0,0,14.48,10.62,0,28.96,6.34,0,96.53,164.1,100.56,164.1,8.45,33.12,123.08,4.46,0,3.51,26.93,4.12,164.76,11.18,0,4.05,26.93,0,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,0,6.67,15,15,7,3.33

22,05:15-05:30,13.51,0,0,51.07,0,272.94,17.55,31.29,0,0,0,14.48,10.62,0,28.96,6.34,0,96.53,164.1,100.56,164.1,8.45,33.12,123.08,4.46,0,3.51,26.93,4.12,164.76,11.18,0,4.05,26.93,0,0,0.02,0,0,0,0,0,0,6.67,19.99,0,0,0,0,6.67,15,15,7,3.33

23,05:30-05:45,13.51,0,0,51.07,0,272.94,17.55,31.29,0,0,0,14.48,10.62,0,28.96,6.34,0,96.53,164.1,100.56,164.1,8.45,33.12,123.08,4.46,0,3.51,26.93,4.12,164.76,11.18,0,4.05,26.93,0,0,0.12,0,0,0,0,0,0,6.67,19.99,0,0,0,0,6.67,15,15,7,3.33

24,05:45-06:00,13.51,0,0,51.07,0,272.94,17.55,30.78,0,0,0,14.48,10.62,0,28.96,6.34,0,96.53,164.1,100.56,164.1,8.45,33.12,123.08,4.46,0,3.51,26.93,4.12,164.76,11.18,0,4.05,26.93,0,0,0.13,0,0,0,0,0,0,6.67,19.99,0.98,0,0,0,6.67,15,15,7,3.33

25,06:00-06:15,13.51,0,0,51.07,0,272.94,17.55,31.29,0,0,0,14.48,10.62,0,28.96,6.34,0,96.53,164.1,100.56,164.1,8.45,33.12,123.08,4.24,0,3.37,26.93,4.44,164.76,10.99,0,4.05,26.93,0,1,0.67,0,1,0,0.45,1,2.23,6.67,19.99,2.96,0,2.6,0,6.67,15,15,7,3.33

26,06:15-06:30,13.51,0,0,51.07,0,272.94,17.55,30.78,0,0,0,14.48,10.62,0,28.96,6.34,0,96.53,164.1,100.56,164.1,8.45,33.12,123.08,4.24,0,3.37,26.93,4.44,164.76,10.99,0,4.05,26.93,1,2,1.42,0,2,0,0.74,5,3.67,6.67,19.99,6.76,4.2,14.3,2,6.67,15,15,7,3.33

27,06:30-06:45,13.51,0.59,0,51.07,0.59,272.94,17.55,30.28,0,0,0.46,14.48,10.62,0,28.96,6.34,0,96.53,164.1,100.56,164.1,8.45,33.12,123.08,4.24,0,3.37,26.93,4.44,164.76,10.99,0,4.05,26.93,2,3,4.88,0,3,0,1.67,7,8.37,6.67,19.99,11.57,15.6,31.59,5,6.67,15,15,7,3.33

28,06:45-07:00,13.51,1.22,0,51.07,1.22,272.94,17.55,29.78,0,0,0.95,14.48,10.62,0,28.96,6.34,0,96.53,164.1,100.56,164.1,8.45,33.12,123.08,4.24,0,3.37,26.93,4.44,164.76,10.99,0,4.05,26.93,5,4,7.75,1,5,0,3.57,9,17.84,6.67,19.99,17.58,25.1,33,8,6.67,15,15,7,3.33

29,07:00-07:15,13.51,2.02,0,40.54,2.02,250.98,17.55,29.78,0,0,1.57,14.48,10.62,0,28.96,6.34,0,96.53,164.1,100.56,164.1,8.45,33.12,123.08,4.61,0,3.37,26.93,4.29,164.76,10.9,0,4.05,26.93,8,7,11.54,6,7,0,5.57,13,27.84,6.67,19.99,24.62,33,33,13,6.67,15,15,7,3.33

30,07:15-07:30,13.51,2.93,0,40.54,2.93,231.67,17.55,29.27,0,0,2.26,14.48,10.62,0,28.96,6.34,0,96.53,164.1,53.09,164.1,8.45,33.12,123.08,4.61,0,3.37,26.93,4.29,129.35,10.9,0,4.05,26.93,13,9,15.81,12,9,0,6.75,19,33.74,6.67,19.99,32.24,33,33,16,6.67,15,15,7,3.33

31,07:30-07:45,13.51,4.03,0,40.54,4.03,211.4,17.55,29.27,0,0,3.11,14.48,10.62,0,28.96,6.34,0,96.53,164.1,53.09,164.1,8.45,35.19,123.08,4.61,0,3.37,26.93,4.29,129.35,10.9,0,4.05,26.93,20,13,20.27,18,12,0,10.53,25,52.63,6.67,19.99,40.29,33,33,22,6.67,15,15,7,3.33

32,07:45-08:00,13.51,5.16,0,40.54,5.16,211.4,17.55,29.27,0,0,3.99,14.48,10.62,0,28.96,6.34,0,96.53,164.1,53.09,164.1,8.45,35.19,123.08,4.61,0,3.37,26.93,4.29,129.35,10.9,0,4.05,26.93,26,16,26.01,24,16,0,13.86,32,69.29,6.67,19.99,48.49,33,33,30,6.67,15,15,7,3.33

33,08:00-08:15,13.51,5.97,0,40.54,5.97,211.4,17.55,29.27,0,0,4.6,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.38,0,3.37,26.93,4.29,129.35,10.81,0,4.05,26.93,35,19,32.54,30,21,0,17.22,39,86.12,6.67,19.99,56.78,32.67,32.66,32.67,6.67,15,15,7,3.33

34,08:15-08:30,13.51,7.02,0,40.54,7.02,211.4,17.55,28.77,0,0,5.42,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.38,0,3.37,26.93,4.29,129.35,10.81,0,4.05,26.93,40,23,38.86,37,25,0,20.67,45,103.33,6.67,19.99,65,33,33,33,6.67,15,15,7,3.33

35,08:30-08:45,13.51,8.09,0,40.54,8.09,211.4,17.55,28.77,0,0,6.26,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.38,0,3.37,26.93,4.29,129.35,10.81,0,4.05,26.93,47,26,45.23,45,27,0,24.36,52,121.81,6.67,19.99,73.14,33,33,33,6.67,15,15,7,3.33

36,08:45-09:00,13.51,9.1,0,40.54,9.1,211.4,17.55,28.77,0,0,7.03,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.38,0,3.37,26.93,4.29,129.35,10.81,0,4.05,26.93,53,29,52.16,52,30,0,27.47,59,137.36,6.67,19.99,90.73,33,33,33,6.67,15,15,7,3.33

37,09:00-09:15,13.51,10.11,0,40.54,10.11,211.4,17.55,28.25,0,0,7.81,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.38,0,3.27,26.94,4.52,129.35,10.71,0,4.05,26.94,61,33,58.68,58,32,0,30.77,67,153.85,6.67,19.99,95.36,33,33,33,6.67,14.34,14.33,6,3.33

38,09:15-09:30,13.51,11.01,0,40.54,11.01,211.4,17.55,28.25,0,0,8.5,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.38,0,3.27,26.94,4.52,129.35,10.71,0,4.05,26.94,67,36,63.82,64,34,0,33.76,72,168.81,6.67,19.99,103.09,33,33,33,6.67,14.34,14.33,6,3.33

39,09:30-09:45,13.51,11.56,0,40.54,11.56,211.4,17.55,28.25,0,0,8.93,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.61,0,3.27,26.94,4.52,129.35,10.71,0,4.05,26.94,73,39,68.7,70,36,0,37.26,77,186.28,6.67,19.99,110.34,33,33,33,6.67,14.34,14.33,6,0.33

40,09:45-10:00,13.51,12.52,0,40.54,12.52,211.4,17.55,28.25,0,0,9.67,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.61,0,3.27,26.94,4.52,129.35,10.71,0,4.05,26.94,80,41,73.4,76,38,0,39.79,81,198.92,6.67,19.99,117.25,33,33,33,6.67,14.34,14.33,6,0.33

41,10:00-10:15,13.51,13.13,0,40.54,13.13,211.4,17.55,28.25,0,0,10.15,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.61,0,3.27,26.94,4.52,129.35,10.63,0,4.05,26.94,85,43,76.79,81,40,0,41.93,87,209.65,6.67,19.99,122.24,33,33,33,6.67,13.34,13.33,6,0.33

42,10:15-10:30,13.51,13.97,0,40.54,13.97,211.4,17.55,28.25,0,0,10.8,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.61,0,3.27,26.94,4.52,129.35,10.63,0,4.05,26.94,88,45,80.08,84,41,0,44.02,90,220.07,6.67,19.99,122.31,33,33,33,6.67,13.34,13.33,6,0.33

43,10:30-10:45,13.51,15.23,0,40.54,15.23,211.4,17.55,27.25,0,0,11.78,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.61,0,3.27,26.94,4.52,129.35,10.63,0,4.05,26.94,92,46,89.26,87,42,0,45.57,92,227.83,6.67,19.99,124.93,33,33,33,6.67,13.34,13.33,6,0.33

44,10:45-11:00,13.51,15.86,0,40.54,15.86,211.4,17.55,27.25,0,0,12.26,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.61,0,3.27,26.94,4.52,129.35,10.63,0,4.05,26.94,95,47,92.68,88,43,0,46.82,93,234.07,6.67,19.99,127.69,33,33,33,6.67,13.34,13.33,6,0.33

45,11:00-11:15,13.51,16.81,0,40.54,16.81,211.4,17.55,27.25,0,0,12.99,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.46,0,3.27,26.94,4.52,129.35,10.53,0,4.05,26.94,98,45,95.73,90,43,0,47.45,90,237.26,6.67,19.99,130.85,33,33,33,6.67,13.34,13.33,6,0.33

46,11:15-11:30,13.51,16.81,0,40.54,16.81,211.4,17.55,27.25,0,0,12.99,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.46,0,3.27,26.94,4.52,129.35,10.53,0,4.05,26.94,98,45,98.29,90,43,0,47.89,90,239.42,6.67,19.99,133.44,33,33,33,6.67,13.34,13.33,6,0.33

47,11:30-11:45,13.51,16.81,0,40.54,16.81,211.4,17.55,27.25,0,0,12.99,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.46,0,3.27,26.94,4.52,129.35,10.53,0,4.05,26.94,99,46,100,90,43,0,48.18,92,240.92,6.67,19.99,133.44,33,33,33,6.67,13.34,13.33,6,0.33

48,11:45-12:00,13.51,16.81,0,40.54,16.81,211.4,17.55,27.25,0,0,12.99,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.46,0,3.27,26.94,4.52,129.35,10.53,0,4.05,26.94,99,46,100,90,44,0,48.34,92,241.72,6.67,19.99,133.44,33,33,33,6.67,13.34,13.33,6,0.33

49,12:00-12:15,13.51,16.81,0,40.54,16.81,211.4,17.55,27.25,0,0,12.99,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.77,0,3.19,26.95,4.52,129.35,10.43,0,4.05,26.95,99,47,100,90,45,0,48.42,93,242.09,6.67,19.99,135.47,33,33,33,6.67,13.34,13.33,6,0.33

50,12:15-12:30,13.51,16.81,0,40.54,16.81,211.4,17.55,28.25,0,0,12.99,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.77,0,3.19,26.95,4.52,129.35,10.43,0,4.05,26.95,99,47,100,90,45,0,48.49,93,242.43,6.67,19.99,136,33,33,33,6.67,13.34,13.33,6,0.33

51,12:30-12:45,13.51,16.81,0,40.54,16.81,211.4,17.55,28.25,0,0,12.99,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.77,0,3.19,26.95,4.52,129.35,11.64,0,4.05,26.95,99,47,100,87,45,0,48.53,93,242.62,6.67,19.99,135.1,33,33,33,6.67,13.34,13.33,6,0.33

52,12:45-13:00,13.51,16.81,0,40.54,16.81,211.4,17.55,28.25,0,0,12.99,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.77,0,3.19,26.95,4.52,129.35,11.64,0,4.05,26.95,99,47,100,87,45,0,48.52,93,242.59,6.67,19.99,134.55,33,33,33,6.67,14,14,6,0.33

53,13:00-13:15,13.51,16.81,0,40.54,16.81,211.4,17.55,27.25,0,0,12.99,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.85,0,3.19,26.95,4.52,129.35,11.82,0,4.05,26.95,99,47,100,87,45,0,48.47,93,242.33,7.5,22.5,134.41,33,33,33,7.5,13.34,13.33,6.4,0.33

54,13:15-13:30,13.51,16.81,0,40.54,16.81,211.4,17.55,29.78,0,0,12.99,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.85,0,3.19,26.95,4.52,129.35,11.82,0,4.05,26.95,99,47,100,87,45,0,48.39,93,241.92,7.5,22.5,131.49,33,33,33,7.5,13.34,13.33,6.8,0.33

55,13:30-13:45,13.51,16.81,0,40.54,16.81,211.4,17.55,29.78,0,0,12.99,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.85,0,3.19,26.95,4.52,129.35,11.82,0,6.95,26.95,98,45,100,87,44,0,48.34,90,241.67,7.5,22.5,119.8,33,33,33,7.5,28.34,28.33,7.2,0.33

56,13:45-14:00,13.51,16.81,0,40.54,16.81,211.4,17.55,29.78,0,0,12.99,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.85,0,3.19,26.95,4.52,129.35,11.82,0,7.24,26.95,98,45,99.05,87,44,0,48.25,90,241.24,7.5,22.5,112.98,33,33,33,7.5,29,29,7.6,0.33

57,14:00-14:15,13.51,16.55,0,40.54,16.55,211.4,17.55,29.78,0,0,12.79,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.85,0,3.27,26.95,4.52,129.35,11.64,0,7.24,26.95,91,43,96.92,87,43,0,48.04,87,240.17,11.67,34.99,105.98,33,33,33,11.67,38.34,38.33,8.4,0.33

58,14:15-14:30,13.51,15.98,0,40.54,15.98,211.4,17.55,28.77,0,0,12.34,14.48,10.62,0,28.96,6.34,0,0,164.1,53.09,164.1,8.45,35.19,123.08,4.85,0,3.27,26.95,4.52,129.35,11.64,0,7.24,26.95,91,42,94.23,87,43,0,47.3,83,236.5,11.67,34.99,100.56,33,33,33,11.67,38.34,38.33,9,0.33

59,14:30-14:45,13.51,15.58,0,40.54,15.58,211.4,17.55,29.27,0,0,12.03,14.48,10.62,0,28.96,6.34,0,0,164.1,82.05,164.1,8.45,35.19,123.08,4.85,0,3.27,26.95,4.52,129.35,11.64,0,7.24,26.95,88,39,93.98,69,41,0,46.39,77,231.97,11.67,34.99,94.74,33,33,33,11.67,38.34,38.33,9.6,0.33

60,14:45-15:00,13.51,15.11,0,40.54,15.11,231.67,17.55,29.27,0,0,11.68,14.48,10.62,0,28.96,6.34,0,0,164.1,89.77,164.1,8.45,35.19,123.08,4.85,0,3.27,26.95,4.52,129.35,11.64,0,7.24,26.95,87,36,90.31,64,40,0,44.7,72,223.5,11.67,34.99,86.72,33,33,33,11.67,38.34,38.33,10,0.33

61,15:00-15:15,13.51,14.49,0,40.54,14.49,231.67,17.55,28.77,0,0,11.19,14.48,10.62,0,28.96,6.34,0,0,164.1,89.77,164.1,8.45,35.19,123.08,4.92,0,3.37,26.95,3.12,129.35,11.82,0,7.24,26.95,84,33,86.34,60,39,0,42.68,67,213.42,11.67,34.99,85.74,33,33,33,11.67,27.66,27.67,8.2,0.33

62,15:15-15:30,13.51,13.68,0,40.54,13.68,231.67,17.55,26.25,0,0,10.57,14.48,10.62,0,28.96,6.34,0,0,164.1,89.77,164.1,8.45,35.19,123.08,4.92,0,3.37,26.95,4.36,129.35,11.82,0,7.24,26.95,80,30,81.95,55,36,0,40.05,60,200.22,11.67,34.99,80.69,33,33,33,11.67,28.66,28.67,8.2,6.67

63,15:30-15:45,13.51,12.74,0,40.54,12.74,231.67,17.55,26.25,0,0,9.85,14.48,10.62,0,28.96,6.34,0,0,164.1,89.77,164.1,8.45,35.19,123.08,4.92,0,3.37,26.95,4.36,129.35,11.82,0,7.24,26.95,73,30,77.3,51,33,0,37.45,60,187.25,11.67,34.99,75.28,33,33,33,11.67,29.66,29.67,8.4,11.67

64,15:45-16:00,13.51,11.79,0,40.54,11.79,231.67,17.55,26.75,0,0,9.12,14.48,10.62,0,28.96,6.34,0,0,164.1,89.77,164.1,8.45,35.19,123.08,4.92,0,3.37,26.95,4.36,129.35,11.82,0,7.24,26.95,67,27,72.02,45,32,0,34.24,53,171.21,11.67,34.99,68.95,33,33,33,11.67,30.66,30.67,8.8,12

