Block,Time Block,KGSU1AND2,KHSTPP-I,KGSU3AND4,VALLURNTECL,ANTA_CRF,ANTA_RF,UNCHAHAR3,URI2,ANTA_LF,UNCHAHAR2,URI,ANTA_GF,AURY_CRF,UNCHAHAR1,AURY_GF,UNCHAHAR4,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,RIHAND2,NLCIIST1,NJPC,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,NAPP,NTPL,PARBATI3,RIHAND3,RAPPB,NLCEXP,SASAN,TALST2,SINGRAULI_HYDRO,TANAKPUR,SIMHST1,RSTPSU1TO6,TelanganaSTPP,SIMHST2,TALA,RSTPSU7,SINGRAULI,TEHRI,SALAL,SEWA2,TANDA2,KUDGI,MAPS,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-II,CHAMERA3,DADRT2,DHAULIGNGA,DULHASTI,FSTPP I & II,JHAJJAR,BSIUL,CHAMERA2,BRBCL,CHAMERA1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,21.27,0,0,0,0,14.23,4.13,0,22.47,25.38,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,19.96,0,88.14,0,0,0,25.77,42.35,0,0,119.1,0,0,323.32,0,0,1.1,0,0,0,0,0,0,93.29,0,7.79,0,0,0,0,8.51,0,0,0,0,94.55,0,360.35,0,15.79,11.11,344.76,0,0,15.64,0,0,0,0,0,0

7,01:30-01:45,0,21.27,0,0,0,0,14.23,4.13,0,22.47,25.38,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,25.77,42.35,0,0,119.1,0,0,323.32,0,0,1.1,0,0,0,0,0,0,93.29,0,7.79,0,0,0,0,8.51,0,0,0,0,94.55,0,360.35,0,15.79,11.11,344.76,0,0,14.29,0,0,0,0,0,0

8,01:45-02:00,0,21.27,0,0,0,0,14.23,4.13,0,22.47,25.38,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,25.77,42.35,0,0,119.1,0,0,323.32,0,0,1.1,0,0,0,0,0,0,93.29,0,7.79,0,0,0,0,8.51,0,0,0,0,94.55,0,360.35,0,15.79,11.11,344.76,0,0,13.18,0,0,0,0,0,0

9,02:00-02:15,0,18.34,0,0,0,0,14.23,4.13,0,22.47,3.17,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,41.58,42.35,0,0,119.1,0,0,323.32,0,0,1.1,0,0,0,0,0,0,93.29,0,7.79,0,0,0,0,8.51,0,0,0,0,78.58,0,360.35,0,15.79,11.11,344.76,0,0,14.32,0,0,0,0,0,0

10,02:15-02:30,0,18.34,0,0,0,0,14.23,4.13,0,22.47,2.12,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,41.58,42.35,0,0,119.1,0,0,323.32,0,0,1.1,0,0,0,0,0,0,93.29,0,7.79,0,0,0,0,8.51,0,0,0,0,78.58,0,360.35,0,15.79,11.11,344.76,0,0,14.63,0,0,0,0,0,0

11,02:30-02:45,0,18.34,0,0,0,0,14.23,4.13,0,22.47,2.12,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,41.58,42.35,0,0,119.1,0,0,323.32,0,0,1.1,0,0,0,0,0,0,93.29,0,7.79,0,0,0,0,8.51,0,0,0,0,78.58,0,360.35,0,15.79,11.11,344.76,0,0,14.44,0,0,0,0,0,0

12,02:45-03:00,0,18.34,0,0,0,0,14.23,4.13,0,22.47,2.12,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,41.58,42.35,0,0,119.1,0,0,323.32,0,0,1.1,0,0,0,0,0,0,93.29,0,7.79,0,0,0,0,8.51,0,0,0,0,78.58,0,360.35,0,15.79,11.11,344.76,0,0,13.21,0,0,0,0,0,0

13,03:00-03:15,0,18.34,0,0,0,0,14.23,4.13,0,22.47,2.12,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,41.58,42.35,0,0,119.1,0,0,331.1,0,0,1.1,0,0,0,0,0,0,93.29,0,7.79,0,0,0,0,8.51,0,0,0,0,78.58,0,360.35,0,15.79,11.11,344.76,0,0,11.61,0,0,0,0,0,0

14,03:15-03:30,0,18.34,0,0,0,0,14.23,4.13,0,22.47,2.12,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,41.58,42.35,0,0,119.1,0,0,341.88,0,0,1.1,0,0,0,0,0,0,93.29,0,7.79,0,0,0,0,8.51,0,0,0,0,78.58,0,360.35,0,15.79,11.11,344.76,0,0,12.43,0,0,0,0,0,0

15,03:30-03:45,0,18.34,0,0,0,0,14.23,4.13,0,22.47,2.12,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,41.58,42.35,0,0,119.1,0,0,352.66,0,0,1.48,0,0,0,0,0,0,93.29,0,7.79,0,0,0,0,8.51,0,0,0,0,78.58,0,360.35,0,15.79,11.11,344.76,0,0,12.43,0,0,0,0,0,0

16,03:45-04:00,0,18.34,0,0,0,0,14.23,4.13,0,22.47,2.12,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,41.58,42.35,0,0,119.1,0,0,363.44,0,0,1.48,0,0,0,0,0,0,93.29,0,7.79,0,0,0,0,8.51,0,0,0,0,78.58,0,360.35,0,15.79,11.11,344.76,0,0,10.61,0,0,0,0,0,0

17,04:00-04:15,0,18.34,0,0,0,0,14.23,4.13,0,22.47,2.12,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,42.79,42.35,0,0,119.1,0,0,374.21,0,0,5.52,0,0,0,0,0,0,93.29,0,7.79,0,0,0,0,8.51,0,0,0,0,94.55,0,360.35,0,15.79,11.11,344.76,0,0,13.12,0,0,0,0,0,0

18,04:15-04:30,0,18.34,0,0,0,0,14.23,4.13,0,22.47,2.12,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,42.79,42.35,0,0,119.1,0,0,384.99,0,0,5.52,0,0,0,0,0,0,93.29,0,2.23,0,0,0,0,8.51,0,0,0,0,94.55,0,360.35,0,15.79,11.11,344.76,0,0,13.9,0,0,0,0,0,0

19,04:30-04:45,0,18.34,0,0,0,0,14.23,4.13,0,22.47,5.29,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,42.79,42.35,0,0,119.1,0,0,387.99,0,0,5.52,0,0,0,0,0,0,93.29,0,2.23,0,0,0,0,8.51,0,0,0,0,94.55,0,360.35,0,15.79,11.11,344.76,0,0,17.77,0,0,0,0,0,0

20,04:45-05:00,0,18.34,0,0,0,0,14.23,4.13,0,22.47,5.29,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,42.79,42.35,0,0,119.1,0,0,387.99,0,0,5.52,0,0,0,0,0,0,93.29,0,2.23,0,0,0,0,8.51,0,0,0,0,94.55,0,360.35,0,15.79,11.11,344.76,0,0,19.16,0,0,0,0,0,0

21,05:00-05:15,0,18.34,0,0,0,0,14.23,4.13,0,22.47,5.29,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,42.79,42.35,0,0,119.1,0,0,387.99,0,0,5.52,0,0,0,0,0,0,109.95,0,2.23,0,0,0,0,8.51,0,0,0,0,94.55,0,360.35,0,15.79,11.11,344.76,0,0,19.16,0,0,0,0,0,0

22,05:15-05:30,0,18.34,0,0,0,0,14.23,4.13,0,22.47,5.29,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,42.79,42.35,0,0,119.1,0,0,387.99,0,0,5.52,0,0,0,0,0,0,109.95,0,2.23,0,0,0,0,8.51,0,0,0,0,94.55,0,360.35,0,15.79,11.11,344.76,0,0,19.16,0,0,0,0,0,0

23,05:30-05:45,0,18.34,0,0,0,0,14.23,4.13,0,22.47,5.29,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,22.41,0,88.14,0,0,0,42.79,42.35,0,0,119.1,0,0,387.99,0,0,5.52,0,0,0,0,0,0,109.95,0,2.23,0,0,0,0,8.51,0,0,0,0,94.55,0,360.35,0,15.79,11.11,344.76,0,0,19.16,0,0,0,0,0,0

24,05:45-06:00,0,18.34,0,0,0,0,14.23,4.13,0,22.47,5.29,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,22.41,0,88.14,0,0,0,42.79,42.35,0,0,119.1,0,0,387.99,0,0,5.52,0,0,0,0,0,0,109.95,14.3,2.23,0,0,0,0,8.51,0,0,0,0,94.55,0,360.35,0,15.79,11.11,344.76,0,0,18.43,0,0,0,0,0,0

25,06:00-06:15,0,28.4,0,0,0,0,16.27,4.13,0,27.03,5.29,0,0,6.55,0,0,0,0,0,0,0,0,113.76,0,44.82,0,88.14,0,0,0,44.01,42.35,0,0,119.1,0,0,387.99,0,0,0,0,0,0,0,0,0,120.67,14.3,2.23,0,0,0,0,8.51,0,0,0,0,138.04,0,360.35,0,15.79,13.3,372.92,0,3.19,19.16,0,0,0,0,0,0

26,06:15-06:30,0,31.69,0,0,0,0,20.86,4.13,0,35.01,5.29,0,0,8.35,0,0,0,0,0,0,0,0,113.76,0,67.22,0,88.14,0,0,0,44.01,42.35,0,0,119.1,0,0,387.99,0,0,0,0,0,0,0,0,0,120.67,28.61,2.23,0,0,0,0,8.51,0,0,0,0,142.07,0,408.25,7.59,15.79,16.65,376.99,0,12.62,19.16,0,0,0,0,0,0

27,06:30-06:45,0,31.69,0,0,0,0,25,4.13,0,40.61,5.29,0,0,9.82,0,0,0,0,0,0,0,0,113.76,0,89.63,0,88.14,0,0,0,44.01,42.35,0,0,119.1,0,0,387.99,0,0,0,0,0,0,0,0,0,120.67,42.91,2.23,0,0,0,0,8.51,0,0,0,0,142.07,9.26,483.93,10.13,31.57,19.93,376.99,2.11,12.62,19.16,11.51,0,0,0,0,0

28,06:45-07:00,0,31.69,0,0,0,0,25.28,4.13,0,40.61,5.29,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,89.63,0,88.14,0,0,0,44.01,42.35,0,0,119.1,0,0,387.99,0,0,0,0,0,0,0,0,0,120.67,59.63,8.9,0,0,0,0,9.45,0,0,0,0,142.07,18.57,583.72,15.89,31.57,19.93,454.85,12.49,25.23,19.16,11.74,0,0,0,0,0

29,07:00-07:15,0,31.69,0,0,0,0,25.28,4.13,0,40.61,5.29,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,89.63,0,88.14,0,0,0,44.01,42.35,0,0,119.1,0,0,387.99,0,0,0,0,0,0,0,0,0,120.67,59.63,40.07,7.57,0,0,0,9.45,0,0,0,0,142.07,18.57,650.09,18.98,31.57,19.93,541.07,12.49,25.23,19.16,26.92,0,0,0,0,0

30,07:15-07:30,0,31.69,0,0,0,0,25.28,4.13,0,40.61,5.29,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,89.63,0,88.14,0,0,0,44.01,42.35,0,0,119.1,0,0,387.99,0,0,0,0,0,0,0,0,0,120.67,59.63,40.07,7.57,0,0,0,9.45,0,0,0,0,142.07,18.57,654.11,26.26,31.57,19.93,626.82,12.49,25.23,19.16,26.92,0,0,0,0,0

31,07:30-07:45,0,31.69,0,0,0,0,25.28,4.13,0,40.61,5.29,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,89.63,0,88.14,0,0,0,44.01,42.35,0,0,119.1,0,0,387.99,0,0,0,0,0,0,0,0,0,120.67,59.63,40.07,7.85,0,0,0,9.45,0,0,0,0,142.07,18.57,654.11,26.26,31.57,19.93,626.82,12.49,25.23,19.16,26.92,0,0,0,0,0

32,07:45-08:00,0,31.69,0,0,0,0,25.28,4.13,0,40.61,5.29,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,98.71,0,88.14,0,0,0,44.01,42.35,0,0,119.1,0,0,387.99,0,0,0,0,0,0,0,0,0,120.67,59.63,40.07,7.85,0,0,0,9.45,0,0,0,0,142.07,18.57,654.11,26.26,31.57,19.93,626.82,12.49,25.23,19.16,26.92,0,0,0,0,0

33,08:00-08:15,0,31.69,0,0,0,0,25.28,4.13,0,40.61,25.38,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,98.71,0,88.14,0,0,0,45.59,42.35,0,0,119.1,0,0,387.99,0,0,0,0,0,0,0,0,0,120.67,59.63,40.07,7.85,0,0,0,9.45,0,0,0,0,142.07,18.57,654.11,26.26,31.57,19.93,626.82,12.49,25.23,18.89,26.92,0,0,0,0,0

34,08:15-08:30,0,31.69,0,0,0,0,25.28,4.13,0,40.61,25.38,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,98.71,0,88.14,0,0,0,45.59,42.35,0,0,119.1,0,0,387.99,0,0,0,0,0,0,0,0,0,120.67,59.63,40.07,7.85,0,0,0,9.45,0,0,0,0,142.07,18.57,654.11,26.26,31.57,19.93,626.82,12.49,25.23,19.16,26.92,0,0,0,0,0

35,08:30-08:45,0,31.69,0,0,0,0,25.28,4.13,0,40.61,25.38,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,98.71,0,88.14,0,0,0,45.59,42.35,0,0,119.1,0,0,387.99,0,0,0,0,0,0,0,0,0,120.67,59.63,8.9,0,0,0,0,8.51,0,0,0,0,142.07,9.26,654.11,15.57,15.79,19.93,626.82,2.11,12.62,19.16,11.51,0,0,0,0,0

36,08:45-09:00,0,31.69,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,98.71,0,88.14,0,0,0,45.59,42.35,0,0,119.1,0,0,387.99,0,0,0,0,0,0,0,0,0,120.67,42.91,1.34,0,0,0,0,8.51,0,0,0,0,142.07,9.26,654.11,8.74,15.79,19.93,626.82,0,12.62,19.16,0,0,0,0,0,0

37,09:00-09:15,0,31.69,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,67.22,0,88.14,0,0,0,45.59,42.35,0,0,119.1,0,0,387.99,0,0,0,0,0,0,0,0,0,120.67,42.91,1.34,0,0,0,0,8.51,0,0,0,0,142.07,9.26,654.11,8.74,15.79,19.93,626.82,0,12.62,19.16,0,0,0,0,0,0

38,09:15-09:30,0,31.69,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,67.22,0,88.14,0,0,0,45.59,42.35,0,0,119.1,0,0,387.99,0,0,0,0,0,0,0,0,0,120.67,29.81,1.34,0,0,0,0,8.51,0,0,0,0,142.07,9.26,654.11,0,15.79,19.93,626.82,0,12.62,19.16,0,0,0,0,0,0

39,09:30-09:45,0,31.69,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,67.22,0,88.14,0,0,0,45.59,42.35,0,0,119.1,0,0,395.77,0,0,0,0,0,0,0,0,0,120.67,29.81,1.34,0,0,0,0,8.51,0,0,0,0,142.07,9.26,654.11,0,0,19.93,626.82,0,12.62,19.16,0,0,0,0,0,0

40,09:45-10:00,0,31.69,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,44.82,0,88.14,0,0,0,45.59,42.35,0,0,119.1,0,0,398.77,0,0,0,0,0,0,0,0,0,120.67,14.3,1.34,0,0,0,0,8.51,0,0,0,0,142.07,9.26,654.11,0,0,19.93,598.12,0,12.62,19.16,0,0,0,0,0,0

41,10:00-10:15,0,31.69,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,22.41,0,88.14,0,0,0,46.81,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,142.07,9.26,654.11,0,0,19.93,598.12,0,12.62,19.16,0,0,0,0,0,0

42,10:15-10:30,0,31.69,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,46.81,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,650.08,0,0,19.93,550.22,0,0,19.16,0,0,0,0,0,0

43,10:30-10:45,0,31.69,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,46.81,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,650.08,0,0,19.93,493.17,0,0,19.16,0,0,0,0,0,0

44,10:45-11:00,0,31.69,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,46.81,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,636.85,0,0,19.93,493.17,0,0,18.82,0,0,0,0,0,0

45,11:00-11:15,0,31.69,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,46.81,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,546.2,0,0,19.93,435.69,0,0,17.82,0,0,0,0,0,0

46,11:15-11:30,0,31.69,0,0,0,0,22.7,4.13,0,36.04,2.12,0,0,9.25,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,46.81,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,465.73,0,0,17.74,406.61,0,0,18.34,0,0,0,0,0,0

47,11:30-11:45,0,31.69,0,0,0,0,22.7,10.31,0,36.04,1.06,0,0,9.25,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,46.81,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,417.83,0,0,17.74,406.61,0,0,19.16,0,0,0,0,0,0

48,11:45-12:00,0,31.69,0,0,0,0,22.7,10.31,0,36.04,1.06,0,0,9.25,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,46.81,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,369.93,0,0,17.74,406.61,0,0,18.5,0,0,0,0,0,0

49,12:00-12:15,0,24.06,0,0,0,0,19.4,4.13,0,30.44,1.06,0,0,7.89,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,49.24,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,124.36,0,331.61,0,0,14.98,347.92,0,0,19.16,0,0,0,0,0,0

50,12:15-12:30,0,24.06,0,0,0,0,19.2,4.13,0,30.44,1.06,0,0,7.89,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,49.24,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,122.45,0,283.71,0,0,14.98,347.92,0,0,19.16,0,0,0,0,0,0

51,12:30-12:45,0,24.06,0,0,0,0,19.2,4.13,0,30.44,1.06,0,0,7.89,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,49.24,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,122.45,0,264.55,0,0,14.98,347.92,0,0,19.16,0,0,0,0,0,0

52,12:45-13:00,0,24.06,0,0,0,0,19.2,4.13,0,30.44,1.06,0,0,7.89,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,49.24,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,122.45,0,264.55,0,0,14.98,347.92,0,0,16.82,0,0,0,0,0,0

53,13:00-13:15,0,24.06,0,0,0,0,19.2,10.31,0,30.44,25.38,0,0,7.89,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,49.24,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,106.48,0,264.55,0,0,14.98,347.92,0,0,19.16,0,0,0,0,0,0

54,13:15-13:30,0,24.06,0,0,0,0,19.2,10.31,0,30.44,25.38,0,0,7.89,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,49.24,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,106.48,0,264.55,0,0,14.98,347.92,0,0,19.16,0,0,0,0,0,0

55,13:30-13:45,0,24.06,0,0,0,0,19.2,10.31,0,30.44,1.06,0,0,7.89,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,49.24,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,106.48,0,264.55,0,0,14.98,347.92,0,0,17.97,0,0,0,0,0,0

56,13:45-14:00,0,24.06,0,0,0,0,19.2,10.31,0,30.44,1.06,0,0,7.89,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,49.24,42.35,0,0,119.1,0,0,398.77,0,0,1.1,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,106.48,0,264.55,0,0,14.98,347.92,0,0,17.78,0,0,0,0,0,0

57,14:00-14:15,0,24.06,0,0,0,0,19.2,4.13,0,30.44,1.06,0,0,7.89,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,49.47,42.35,0,0,119.1,0,0,398.77,0,0,5.52,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,122.45,0,264.55,0,0,14.98,347.92,0,0,19.08,0,0,0,0,0,0

58,14:15-14:30,0,24.06,0,0,0,0,19.2,4.13,0,30.44,1.06,0,0,7.89,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,49.47,42.35,0,0,119.1,0,0,398.77,0,0,5.52,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,122.45,0,264.55,0,0,14.98,347.92,0,0,19.16,0,0,0,0,0,0

59,14:30-14:45,0,24.06,0,0,0,0,14.23,4.13,0,22.47,1.06,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,49.72,42.35,0,0,119.1,0,0,398.77,0,0,5.52,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,122.45,0,264.55,0,0,14.98,344.76,0,0,19.16,0,0,0,0,0,0

60,14:45-15:00,0,24.06,0,0,0,0,14.23,4.13,0,22.47,1.06,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,49.72,42.35,0,0,119.1,0,0,398.77,0,0,5.52,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,122.45,0,331.61,0,0,14.98,344.76,0,0,19.16,0,0,0,0,0,0

61,15:00-15:15,0,24.06,0,0,0,0,14.23,4.13,0,22.47,1.06,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,122.45,0,360.35,0,0,14.98,344.76,0,0,19.16,0,0,0,0,0,0

62,15:15-15:30,0,24.06,0,0,0,0,14.23,4.13,0,22.47,1.06,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,122.45,0,360.35,0,0,14.98,344.76,0,0,19.16,0,0,0,0,0,0

