Block,Time,NR/01022024/29022024/SJVN010224NR1469,NR/01022024/29022024/SJVN010224NR1468,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,SR/14022024/29022024/SJVN140224NR1518,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/01102023/30042040/GNA_LT_35,NR/01022024/15022024/HP-44,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01022024/15022024/HP-35,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01022024/15022024/HP-37,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/30092023/31122025/SH-07,NR/15022024/15022024/HPX-TAMCTG-140224-06195,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01022024/15022024/HP-39,NR/01102023/19072037/LT-05,NR/01022024/29022024/79,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31032024/ ChanjuII,NR/01102023/05012040/L_NR_2020_02,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04)
6,01:15-01:30,0,0,19.16,50.42,0,57.5,33.07,0,0,0,0,50.42,0,11,19.17,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,148.890000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

7,01:30-01:45,0,0,18.34,49.42,0,55,32.67,0,0,0,0,49.42,0,15,18.33,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,148.890000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

8,01:45-02:00,0,0,18,48.75,0,54,32.27,0,0,0,0,48.75,0,14.66,18,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,148.890000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

9,02:00-02:15,0,0,17.66,55,0,53,31.87,0,0,0,0,55,0,20,17.67,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,148.890000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

10,02:15-02:30,0,0,17,54,0,51,31.67,0,0,0,0,54,0,12.34,17,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,148.890000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

11,02:30-02:45,0,0,24.16,60,0,72.5,30.67,0,0,0,0,60,0,20.88,24.17,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,148.890000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

12,02:45-03:00,0,0,23.66,59.33,0,71,29.67,0,0,0,0,59.33,0,20.2,23.67,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,148.890000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

13,03:00-03:15,0,0,27.5,58.33,0,82.5,28.66,0,0,0,0,58.33,0,21.88,27.5,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,148.890000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

14,03:15-03:30,0,0,27.34,58.33,0,82,27.06,0,0,0,0,58.33,0,21.51,27.33,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,148.890000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

15,03:30-03:45,0,0,27.16,56,0,81.5,25.66,0,0,0,0,56,0,21.2,27.17,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,148.890000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

16,03:45-04:00,0,0,26.84,66,0,80.5,24.66,0,0,0,0,66,0,20.84,26.83,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,148.890000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

17,04:00-04:15,0,0,26.66,65,0,80,20.65,0,0,0,0,65,0,20.51,26.67,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,148.890000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

18,04:15-04:30,0,0,26.16,64,0,78.5,19.64,0,0,0,0,64,0,20.17,26.17,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,148.890000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

19,04:30-04:45,0,0,25.66,63.33,0,77,19.68,0,0,0,0,63.33,0,19.88,25.67,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,148.890000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

20,04:45-05:00,0,0,25.5,62.67,0,76.5,19.45,0,0,0,0,62.67,0,19.54,25.5,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,111.660000,192.520000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

21,05:00-05:15,0,0,19.16,60.08,0,57.5,19.62,0,0,0,0,60.08,0,12.69,19.17,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,159.790000,231.020000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,33.690000,23.100000

22,05:15-05:30,0,0,18.66,59.75,0,56,20.45,0,0,0,0,59.75,0,11.43,18.67,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,207.920000,270.730000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,57.760000,24.060000

23,05:30-05:45,0,0,18.34,46.67,0,55,14.45,0,0,0,0,46.67,0,10.4,18.33,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.950000,200.440000,270.730000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,57.390000,24.060000

24,05:45-06:00,0,0,17.5,46,0,52.5,14.85,0,0,0,0,46,0,9.57,17.5,0,0,0,0,0,0,0,0,0,0.000000,8.090000,53.910000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,25.220000,0.000000,18.290000,0.000000,47.170000,0.000000,8.180000,96.260000,0.950000,200.440000,231.020000,1.560000,1.340000,4.810000,0.000000,0.000000,25.220000,57.390000,24.060000

25,06:00-06:15,0,0,10.84,31.91,0,32.5,15.45,0,0,0,0,31.91,0,9.45,10.83,0,0,0,0,0,0,0,0,0,0.000000,0.000000,82.780000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,248.570000,270.730000,1.560000,1.340000,4.810000,0.000000,0.000000,30.800000,81.460000,24.060000

26,06:15-06:30,0,0,9.16,30.49,0,27.5,15.85,0,0,0,0,30.49,0.01,9.15,9.17,0,0,0,0,0,0,0,0,0,0.000000,0.000000,99.740000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,0.000000,0.000000,30.800000,86.830000,24.060000

27,06:30-06:45,0,0,8.34,28.94,0,25,16.25,0,0,0,0,28.94,0.02,8.7,8.33,0,0.53,0,0,0,0,0,0,0,0.000000,0.000000,99.740000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,0.000000,0.000000,30.800000,86.830000,24.060000

28,06:45-07:00,0,0,8.16,27.7,0,24.5,17.05,0,0,2.42,0.126646,27.7,0.03,8.23,8.17,0,2.1,0,0,0,0,0,0,0,0.000000,0.000000,99.740000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,0.000000,0.000000,30.800000,86.830000,23.100000

29,07:00-07:15,0,0,13.84,25.87,0,41.5,17.45,0,0,6.89,3.195376,25.87,2.18,7.53,13.83,0,7.46,0,1,0,0,5.45,0.44,0,0.000000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,0.000000,0.000000,30.800000,86.830000,23.100000

30,07:15-07:30,0,0,13.34,24.02,0,40,18.05,1,0,15.48,9.946582,24.02,4.4,7.53,13.33,0,13.97,1,4,0,0.5,12.48,0.88,0,0.040000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,0.040000,0.040000,30.800000,86.830000,22.140000

31,07:30-07:45,0,0,12.84,22.61,0.33,38.5,18.72,4,0,31.72,17.350502,22.61,16.88,7.53,12.83,0,21.42,3,11,0,1,21.48,3.38,1,0.320000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,0.320000,0.320000,30.800000,86.830000,22.140000

32,07:45:08:00,0,0,12.16,21.77,5,36.5,18.64,7,0,30.34,25.52404,21.77,30.64,7.53,12.17,0,29.82,8,18,0,4,30.34,6.13,4,1.230000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,1.230000,1.260000,30.800000,86.830000,22.140000

33,08:00-08:15,0,0,11.37,20.86,10.24,34.12,19.65,10,0,30.34,35.860302,20.86,45.64,7.53,11.38,0,30.33,17,25,0,8.1,30.33,9.13,8,2.930000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,136.690000,18.290000,51.590000,57.740000,48.130000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,2.930000,3.010000,30.800000,86.830000,22.140000

34,08:15-08:30,0,0,10.97,20.55,19.82,32.92,20.75,19,0,30.34,48.17419,20.55,66.95,7.53,10.97,0,30.33,27,46,0,13.44,30.33,13.39,13,4.150000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,136.690000,18.290000,51.590000,57.740000,48.130000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,4.150000,4.260000,30.800000,86.830000,22.140000

35,08:30-08:45,0,0,12.16,20.5,29.19,36.5,24.07,27,0,32,61.637634,20.5,88.91,7.53,12.17,0,32,36,63,0,17.81,32,17.78,18,5.650000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,136.690000,18.290000,51.590000,57.740000,48.130000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,5.650000,5.800000,30.800000,86.830000,22.140000

36,08:45:09:00,0,0,12.16,20.91,38.43,36.5,26.34,34,0,32,75.091336,20.91,110.14,7.53,12.17,0,32,45,81,0,23.61,32,22.03,23,7.250000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,136.690000,18.290000,51.590000,57.740000,48.130000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,7.250000,7.430000,30.800000,86.830000,21.180000

37,09:00:09:15,0,0,12,25.68,47.02,36,26.14,43,0,32,77.916516,25.68,131.28,10,12,0,32,53,102,0,27.31,32,26.26,27,8.700000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,136.690000,18.290000,51.590000,57.740000,48.130000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,8.700000,8.920000,30.800000,86.830000,21.180000

38,09:15-09:30,0,0,11.84,25.48,54.75,35.5,25.14,51,0,32,89.733562,25.48,152.08,10,11.83,0,32,61,119,0,30.64,32,30.42,31,10.010000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,136.690000,18.290000,51.590000,57.740000,48.130000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,10.010000,10.260000,30.800000,86.830000,21.180000

39,09:30-09:45,0,0,19.16,38.33,61.96,57.5,19.6,55,0,32,101.160928,38.33,162.8,15,19.17,0,32,69,130,0,33.78,32,32.56,35,11.240000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,136.690000,18.290000,51.590000,57.740000,48.130000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,11.240000,11.520000,30.800000,86.830000,0.000000

40,09:45-10:00,0,0,19.16,38.33,68.64,57.5,19.2,61,0,32.5,111.25364,38.33,183.63,15,19.17,0,32.5,76,144,0,36.44,32.5,36.73,38,12.320000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,136.690000,18.290000,51.590000,57.740000,48.130000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.340000,4.810000,12.320000,12.630000,30.800000,86.830000,0.000000

41,10:00-10:15,0,0,19.16,38.33,74.72,57.5,18,66,0,32.5,120.07015,38.33,200.3,14.34,19.17,0,32.5,82,154,0,38.94,32.5,40.06,41,13.480000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,48.130000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.390000,4.810000,13.480000,13.810000,30.800000,86.830000,0.000000

42,10:15-10:30,0,0,19.16,38.33,80.23,57.5,18.2,70,0,32.5,128.233946,38.33,216.97,13.66,19.17,0,32.5,87,165,0,41.11,32.5,43.39,43,14.680000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,48.130000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.390000,4.810000,14.680000,15.040000,30.800000,86.830000,0.000000

43,10:30-10:45,0,0,18.16,30,84.92,54.5,18,75,0,32.5,136.53413,30,231.67,10.66,18.17,0,32.5,90,175,19.25,43.08,32.5,46.33,45,15.520000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,48.130000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.390000,4.810000,15.520000,15.910000,9.580000,86.830000,0.000000

44,10:45-11:00,0,0,17.34,29.67,88.68,52,17.8,78,0,32.5,141.609712,29.67,231.67,10.34,17.33,0,32.5,93,182,19.25,44.86,32.5,46.33,47,16.280000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,48.130000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.390000,4.810000,16.280000,16.690000,9.580000,76.320000,0.000000

45,11:00-11:15,0,0,14.34,24,91.38,43,19.6,81,0,32.5,145.584448,24,231.67,10,14.33,0,32.5,97,189,19.25,46.27,32.5,46.33,48,16.550000,0.000000,70.870000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.390000,4.810000,16.550000,16.960000,24.090000,76.320000,0.000000

46,11:15-11:30,0,0,13.84,23.67,92.29,41.5,19.6,82,0,32.5,148.799308,23.67,231.67,10,13.83,0,32.5,97,193,19.25,47.45,32.5,46.33,48,16.710000,0.000000,53.910000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,260.480000,270.730000,1.560000,1.390000,4.810000,16.710000,17.130000,24.090000,76.320000,0.000000

47,11:30-11:45,0,0,11.16,23.33,92.33,33.5,19.6,84,0,32.5,151.527068,23.33,231.67,10.66,11.17,0,32.5,97,196,19.25,48,32.5,46.33,48,16.710000,0.000000,53.910000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,235.760000,270.730000,1.560000,1.390000,4.810000,16.710000,17.130000,24.090000,76.320000,0.000000

48,11:45-12:00,0,0,11,23,92.32,33,19.6,85,0,32.5,153.514436,23,231.67,10.66,11,0,32.5,97,200,19.25,48,32.5,46.33,48,16.710000,0.000000,53.910000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,227.100000,270.730000,1.560000,1.390000,4.810000,16.710000,17.130000,24.090000,76.320000,0.000000

49,12:00-12:15,9.63,13.86,10.84,22.67,92.31,32.5,19.6,90,0,32.5,150.533384,22.67,231.67,10.66,10.83,0,32.5,97,210,19.25,48,32.5,46.33,48,16.710000,0.000000,53.910000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,227.100000,270.730000,1.560000,1.390000,4.810000,16.710000,17.130000,25.220000,76.320000,0.000000

50,12:15-12:30,9.63,13.86,10.66,22.67,92.3,32,19.6,90,0,32.5,151.24455,22.67,231.67,10.66,10.67,0,32.5,97,210,19.25,48,32.5,46.33,48,16.710000,0.000000,53.910000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,227.100000,270.730000,1.560000,1.390000,4.810000,16.710000,17.130000,25.220000,76.320000,0.000000

51,12:30-12:45,9.63,13.86,10.5,22,92.31,31.5,19.6,90,0,32.5,151.63423,22,231.67,10.34,10.5,0,32.5,97,210,19.25,48.5,32.5,46.33,48,16.710000,0.000000,53.910000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,227.100000,270.730000,1.560000,1.390000,4.810000,16.710000,17.130000,25.220000,51.660000,0.000000

