Block,Time,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/01102023/05012040/L_NR_2020_02,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2022_09,NR/01102023/19072037/LT-05,NR/08122023/15122023/HP-19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/14122023/14122023/HPX-TAMCTG-131223-05382,NR/01102023/13082046/L_NR_2021_12,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/14082046/L_NR_2021_16,NR/01102023/15082037/GNA_NR_2012_01,NR/01122023/15122023/HP-15,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/31032046/L_NR_2020_05,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI
71,17:30-17:45,269.320000,0,0,1.800000,95.760000,16.35,0,1,0.100000,16.35,114.860000,230.480000,8.83,0.100000,29.690000,47.88,1,1.39,95.760000,6.96,1.240000,86.380000,1,0,100.300000,0.000000,12.62,0,8.83,7.05,24.900000,26.49,0,0,1,0,1.520000,0.100000,255.980000,29.690000,0.000000

72,17:45-18:00,269.320000,0,0,1.800000,95.760000,16.7,0,0,0.040000,16.7,114.860000,230.480000,9.1,0.040000,29.690000,47.88,0,0.3,95.760000,1.48,1.240000,86.380000,0,0,100.300000,0.000000,12.69,0,9.11,7.29,24.900000,27.31,0,0,0,0,1.520000,0.050000,255.980000,29.690000,0.000000

73,18:00-18:15,269.320000,0,0,1.800000,95.760000,16.78,0,0,0.000000,16.78,114.860000,127.340000,9.47,0.000000,30.160000,47.88,0,0,95.760000,0,1.240000,86.380000,0,0,100.300000,0.000000,12.89,0,9.48,7.6,24.900000,28.42,0,0,0,0,1.450000,0.000000,255.980000,30.160000,0.000000

74,18:15-18:30,269.320000,0,0,1.800000,95.760000,16.8,0,0,0.000000,16.8,114.860000,127.340000,9.51,0.000000,30.160000,47.88,1,0,95.760000,0,1.240000,86.380000,0,0,100.300000,0.000000,13.18,0,9.52,7.85,24.900000,28.54,0,0,0,0,1.450000,0.000000,255.980000,30.160000,0.000000

75,18:30-18:45,269.320000,0,0,1.800000,95.760000,16.86,0,0,0.000000,16.86,114.860000,127.340000,9.28,0.000000,30.160000,47.88,1,0,95.760000,0,1.240000,86.380000,0,0,100.300000,0.000000,13.8,0,9.26,8.79,24.900000,27.83,0,0,0,0,1.450000,0.000000,255.980000,30.160000,0.000000

76,18:45-19:00,269.320000,0,0,1.800000,95.760000,17.6,0,0,0.000000,17.6,114.860000,127.340000,8.54,0.000000,30.160000,47.88,0,0,95.760000,0,1.240000,86.380000,0,0,100.300000,0.000000,15.06,0,8.55,8.92,24.900000,25.63,0,0,0,0,1.450000,0.000000,255.980000,30.160000,0.000000

77,19:00-19:15,269.320000,0,0,1.800000,95.760000,26.14,0,0,0.000000,26.14,114.860000,127.340000,11.11,0.000000,30.640000,47.88,0,0,0.000000,0,1.240000,86.380000,0,0,100.300000,0.000000,18.27,0,11.1,11.88,24.900000,33.33,0,0,0,0,1.370000,0.000000,255.980000,30.640000,0.000000

78,19:15-19:30,269.320000,0,0,1.800000,95.760000,26.07,0,0,0.000000,26.07,114.860000,127.340000,11.14,0.000000,30.640000,47.88,0,0,0.000000,0,1.240000,86.380000,0,0,100.300000,0.000000,19.13,0,11.14,11.66,24.900000,33.42,0,0,0,0,1.370000,0.000000,255.980000,30.640000,0.000000

79,19:30-19:45,269.320000,0,0,1.800000,95.760000,29.99,0,0,0.000000,29.99,114.860000,127.340000,14.94,0.000000,20.300000,47.88,0,0,0.000000,0,1.240000,86.380000,0,0,100.300000,0.000000,14.32,0,14.94,14.21,24.900000,44.81,0,0,0,0,1.370000,0.000000,255.980000,20.300000,0.000000

80,19:45-20:00,269.320000,0,0,1.800000,95.760000,29.82,0,0,0.000000,29.82,114.860000,127.340000,14.32,0.000000,25.360000,47.88,0,0,0.000000,0,1.240000,86.380000,0,0,100.300000,0.000000,14.84,0,14.32,13.86,24.900000,42.96,0,0,0,0,1.370000,0.000000,255.980000,25.360000,0.000000

81,20:00-20:15,269.320000,0,0,1.750000,95.760000,35.55,0,0,0.000000,35.55,114.860000,127.340000,17.17,0.000000,25.800000,47.88,0,0,0.000000,0,1.240000,74.010000,0,0,100.300000,0.000000,15.14,0,17.16,16.08,24.900000,51.51,0,0,0,0,1.370000,0.000000,255.980000,25.800000,0.000000

82,20:15-20:30,269.320000,0,0,1.750000,95.760000,34.54,0,0,0.000000,34.54,84.460000,127.340000,17.16,0.000000,25.800000,47.88,0,0,0.000000,0,1.240000,74.010000,0,0,100.300000,0.000000,15.74,0,17.17,15.71,24.900000,51.49,0,0,0,0,1.370000,0.000000,255.980000,25.800000,0.000000

83,20:30-20:45,269.320000,0,0,1.750000,95.760000,25.02,0,0,0.000000,25.02,65.690000,127.340000,12.66,0.000000,25.800000,47.88,0,0,0.000000,0,1.160000,74.010000,0,0,100.300000,0.000000,16.5,0,12.68,11.9,24.900000,37.99,0,0,0,0,1.370000,0.000000,255.970000,25.800000,0.000000

84,20:45-21:00,269.320000,0,0,1.750000,95.760000,23.53,0,0,0.000000,23.53,65.690000,127.340000,12.24,0.000000,25.800000,47.88,0,0,0.000000,0,1.160000,74.010000,0,0,100.300000,0.000000,17.31,0,12.25,11.54,24.900000,36.74,0,0,0,0,1.370000,0.000000,255.980000,25.800000,0.000000

85,21:00-21:15,269.320000,0,0,1.750000,95.760000,18.54,0,0,0.000000,18.54,65.690000,127.340000,11.82,0.000000,25.800000,47.88,0,0,0.000000,0,1.160000,55.180000,0,0,100.300000,0.000000,18.18,0,11.82,8.29,24.900000,35.47,0,0,0,0,1.290000,0.000000,220.850000,25.800000,0.000000

86,21:15-21:30,269.320000,0,0,1.750000,95.760000,16.79,0,0,0.000000,16.79,65.690000,127.340000,11.12,0.000000,25.800000,47.88,0,0,0.000000,0,1.160000,55.180000,0,0,100.300000,0.000000,18.55,0,11.1,7.79,24.900000,33.35,0,0,0,0,1.290000,0.000000,220.850000,25.800000,0.000000

87,21:30-21:45,269.320000,0,0,1.750000,95.760000,15.69,0,0,0.000000,15.69,67.030000,127.340000,7.33,0.000000,25.800000,47.88,0,0,0.000000,0,1.160000,55.180000,0,0,100.300000,0.000000,19.15,0,7.34,7.16,24.900000,22,0,0,0,0,1.290000,0.000000,220.850000,25.800000,0.000000

88,21:45-22:00,269.320000,0,0,1.750000,95.760000,13.87,0,0,0.000000,13.87,67.030000,127.340000,7.33,0.000000,25.800000,47.88,0,0,0.000000,0,1.160000,55.180000,0,0,100.300000,0.000000,19.64,0,7.34,6.66,24.900000,22,0,0,0,0,1.290000,0.000000,220.850000,25.800000,0.000000

89,22:00-22:15,269.320000,0,0,1.750000,95.760000,13.67,0,0,0.000000,13.67,67.030000,127.340000,7.33,0.000000,25.800000,47.88,0,0,0.000000,0,1.160000,55.180000,0,0,100.300000,57.030000,20,0,7.34,6.66,23.940000,22,0,0,0,0,1.220000,0.000000,220.850000,25.800000,0.000000

90,22:15-22:30,269.320000,0,0,1.750000,95.760000,13.67,0,0,0.000000,13.67,67.030000,127.340000,7.33,0.000000,25.800000,47.88,0,0,0.000000,0,1.160000,55.180000,0,0,100.300000,57.030000,20.24,0,7.34,6.66,23.940000,22,0,0,0,0,1.220000,0.000000,220.850000,25.800000,0.000000

91,22:30-22:45,229.820000,0,0,1.750000,95.760000,13.67,0,0,0.000000,13.67,71.250000,127.340000,7.33,0.000000,25.800000,47.88,0,0,0.000000,0,1.160000,55.180000,0,0,100.300000,57.030000,11.48,0,7.34,6.66,23.940000,22,0,0,0,0,1.220000,0.000000,220.850000,25.800000,0.000000

92,22:45-23:00,191.520000,0,0,1.750000,95.760000,13.67,0,0,0.000000,13.67,71.250000,127.340000,7.33,0.000000,25.800000,47.88,0,0,0.000000,0,1.160000,55.180000,0,0,100.300000,57.030000,11.43,0,7.34,6.66,23.940000,22,0,0,0,0,1.220000,0.000000,220.850000,25.800000,0.000000

93,23:00-23:15,148.120000,0,0,1.750000,95.760000,13.67,0,0,0.000000,13.67,71.250000,127.340000,7.33,0.000000,25.800000,47.88,0,0,0.000000,0,1.160000,55.180000,0,0,100.300000,57.030000,8.01,0,7.34,6.66,23.940000,22,0,0,0,0,1.220000,0.000000,197.490000,25.800000,0.000000

94,23:15-23:30,148.120000,0,0,1.750000,95.760000,13.67,0,0,0.000000,13.67,71.250000,127.340000,7.33,0.000000,25.800000,47.88,0,0,0.000000,0,1.160000,55.180000,0,0,100.300000,57.030000,8.01,0,7.34,6.66,23.940000,22,0,0,0,0,1.220000,0.000000,178.330000,25.800000,0.000000

95,23:30-23:45,148.120000,0,0,1.750000,95.760000,13.67,0,0,0.000000,13.67,71.250000,127.340000,7.33,0.000000,25.800000,47.88,0,0,0.000000,0,1.160000,55.180000,0,0,100.300000,57.030000,8.01,0,7.34,6.66,23.940000,22,0,0,0,0,1.220000,0.000000,168.760000,25.800000,0.000000

96,23:45-24:00,148.120000,0,0,1.750000,95.760000,13.67,0,0,0.000000,13.67,71.250000,127.340000,7.33,0.000000,25.800000,47.88,0,0,0.000000,0,1.160000,55.180000,0,0,100.300000,57.030000,8.01,0,7.34,6.66,23.940000,22,0,0,0,0,1.220000,0.000000,168.760000,25.800000,0.000000

