Column1,Time,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,GNA/NR/2025/03/01/2563,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/3469,GNA/SR/2025/03/01/7500,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/5143,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/03/01/1906,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/6891,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,GNA/WR/2025/03/01/6406,NR/01102023/31052040/LT-31,GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/8036,GNA/WR/2025/01/01/8625,NR/01102023/06022042/L_NR_2012_02,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07
80,19:45-20:00,0,0,34,0,11,10.33,10.33,34,31.01,7.2,36.45,271.21,28.78,5.76,12.47,50,31,1.16,27.76,0,0,1.44,22.06,31,1.11,0,86.52,4.22,0,114.72,0,0,0,100,36.45,100,259.56,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,35.66,0,12,11.33,11.33,35.67,34.01,7.2,36.45,271.21,28.78,5.76,12.47,50,31,1.08,27.76,0,0,1.44,22.06,31,1.07,0,86.52,4.32,0,114.72,0,0,0,100,36.45,100,259.56,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,37,0,13,11.5,11.5,37,34.5,7.2,36.45,271.21,28.78,5.76,12.47,50,31,1.08,27.25,0,0,1.44,22.06,31,1.07,0,86.52,4.32,0,114.72,0,0,0,100,36.45,100,259.56,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,38.34,0,14,11.17,11.17,38.33,33.49,7.2,36.45,271.21,28.78,5.76,12.47,50,31,1.08,27.25,0,0,1.44,22.06,31,1.07,0,86.52,4.32,0,114.72,0,0,0,100,36.45,100,259.56,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,40,0,15,10.83,10.83,40,32.51,7.2,36.45,271.21,28.78,5.76,12.47,50,31,1.08,27.25,0,0,1.44,22.06,31,1.07,0,86.52,4.32,0,114.72,0,0,0,100,36.45,100,259.56,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,39.66,0,15,10.83,10.83,39.67,32.51,7,23.02,271.21,17.27,5.76,8.63,50,31,1.08,26.74,0,0,1.39,22.06,31,1.04,0,86.52,4.4,0,114.72,0,0,0,100,23.02,100,259.56,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,39,0,15,10.83,10.83,39,32.51,6.4,23.02,271.21,17.27,5.76,8.63,50,31,1.08,26.74,0,0,1.39,22.06,31,1.04,0,86.52,4.4,0,114.72,0,0,0,100,23.02,100,259.56,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,37.66,0,14.33,11,11,37.67,33,6,23.02,271.21,17.27,5.76,8.63,50,31,1.01,26.74,0,0,1.39,22.06,31,1.04,0,86.52,4.4,0,114.72,0,0,0,100,23.02,100,259.56,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,36.34,0,14.33,11.17,11.17,36.33,33.49,6,23.02,271.21,17.27,5.76,8.63,50,31,1.01,26.74,0,0,1.39,22.06,31,1.04,0,86.52,4.4,0,114.72,0,0,0,100,23.02,100,259.56,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,34.66,0,13.67,11.83,11.83,34.67,35.51,6,23.02,271.21,17.27,5.76,8.63,50,26.99,1.01,26.74,190.26,0,1.35,22.06,26.99,1.07,0,86.52,4.4,63.42,65.82,0,0,0,100,23.02,100,259.56,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,33.34,0,13.67,11.83,11.83,33.33,35.51,6,23.02,271.21,17.27,5.76,8.63,50,26.99,1.01,26.74,190.26,0,1.35,22.06,26.99,1.07,0,86.52,4.4,63.42,65.82,0,0,0,100,23.02,100,259.56,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,40,0,13,11.5,11.5,40,34.5,6,23.02,271.21,17.27,5.76,8.63,50,26.99,1.01,26.74,190.26,0,1.35,22.06,26.99,1.07,0,86.52,4.4,63.42,65.82,0,0,0,100,23.02,100,259.56,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,39,0,12.33,11,11,39,33,6,23.02,271.21,17.27,5.76,8.63,50,26.99,1.01,26.74,190.26,0,1.35,22.06,26.99,1.07,0,86.52,4.4,63.42,65.82,0,0,0,100,23.02,100,259.56,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,47.34,0,12,11.17,11.17,47.33,33.49,6,23.02,271.21,17.27,5.76,8.63,50,26.99,1.01,26.74,190.26,0,1.35,22.06,26.99,1.07,0,86.52,4.5,63.42,65.82,0,0,0,100,23.02,0,259.56,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,46,0,11.67,11.33,11.33,46,34.01,6,23.02,271.21,17.27,5.76,8.63,50,26.99,1.01,26.74,190.26,0,1.35,22.06,26.99,1.07,0,86.52,4.5,63.42,65.82,0,0,0,100,23.02,0,259.56,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,45.34,0,11.67,11.67,11.67,45.33,34.99,6,23.02,271.21,17.27,5.76,8.63,50,26.99,1.01,26.74,190.26,0,1.35,22.06,26.99,1.07,0,86.52,4.5,63.42,65.82,0,0,0,100,23.02,0,259.56,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,43.34,0,11.67,12,12,43.33,36,6,23.02,271.21,17.27,5.76,8.63,50,26.99,1.01,26.74,190.26,0,1.35,22.06,26.99,1.07,0,86.52,4.5,63.42,65.82,0,0,0,100,23.02,0,259.56,0,0,0,0,0,0,0,0,0,0

